,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.31,0.23,0.6,0.1,778.7486986866404
1,2.0,0.3519109703653124,0.2763546386619986,0.5990880886937227,0.100369398596275,670.9971869175484
2,3.0,0.3327481861620439,0.2177957267723285,0.6051634071780727,0.0918264456413228,823.2980397985286
3,4.0,0.3464045372286888,0.2253564771800285,0.605347477300202,0.0911587091610044,823.3759654604595
4,5.0,0.3386440627973734,0.2244724335622024,0.6052485244003118,0.0912960702045523,819.7213855104742
5,6.0,0.2829497849655394,0.2527609875250298,0.6058942870914766,0.0893626478426821,682.0304608313688
6,7.0,0.2903520881989416,0.2504440371055896,0.6064019252806419,0.0901469356173666,698.8086765152912
7,8.0,0.290350943548686,0.2504404117440102,0.606401868802878,0.0901472442509711,698.8189726320235
8,9.0,0.2903509432679058,0.2504404108593041,0.6064018687884161,0.0901472443258725,698.8189751426142
9,10.0,0.2903509432328205,0.2504404107487122,0.6064018687866093,0.0901472443352376,698.8189754564671
10,11.0,0.2903509432306284,0.2504404107417999,0.6064018687864953,0.0901472443358225,698.8189754760841
11,12.0,0.2903509432295323,0.2504404107383438,0.6064018687864382,0.0901472443361149,698.8189754858927
12,13.0,0.2903509432289843,0.2504404107366157,0.6064018687864097,0.0901472443362611,698.8189754907976
13,14.0,0.2903509432288473,0.2504404107361838,0.6064018687864026,0.0901472443362977,698.8189754920223
14,15.0,0.2903509432287788,0.2504404107359678,0.606401868786399,0.0901472443363159,698.8189754926357
15,16.0,0.2903509432287446,0.2504404107358597,0.6064018687863972,0.0901472443363251,698.818975492942
16,17.0,0.290350943228736,0.2504404107358328,0.6064018687863968,0.0901472443363274,698.8189754930197
17,18.0,0.2903509432287318,0.2504404107358193,0.6064018687863966,0.0901472443363285,698.8189754930577
18,19.0,0.2903509432287312,0.2504404107358176,0.6064018687863966,0.0901472443363286,698.818975493062
