,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.31,0.23,0.6,0.1,780.3154367933776
1,2.0,0.3519561630327028,0.2763137166090266,0.5990871655099851,0.1003698251287758,668.7471066847469
2,3.0,0.3267077035786009,0.2200368564029341,0.6060162162650049,0.0930439425080364,814.8079032646124
3,4.0,0.3544426791893477,0.2344072628404046,0.6060759293463933,0.0921375865950013,809.7137160942033
4,5.0,0.3390004752642765,0.2320895570278711,0.6057987199894157,0.0926175425049233,807.1130522833012
5,6.0,0.338878521434219,0.2320944358194655,0.6057983304615167,0.0926196567870069,807.011428080222
6,7.0,0.0891514649737677,0.2436202515757363,0.6049346212438296,0.0942950221615955,640.9061515728383
7,8.0,0.0878374229369986,0.249094313425275,0.6048890397124487,0.0997117572452991,627.4449066747715
8,9.0,0.0878395615366449,0.2486062299068444,0.6048890431936988,0.099698028278935,628.9033760461515
9,10.0,0.0878395904612599,0.2485909732083425,0.6048890466006079,0.0996977773880539,628.9487807210598
10,11.0,0.0878397114744432,0.2485299458807836,0.6048890533484589,0.099696807388176,629.1302584335991
11,12.0,0.0878397336800668,0.2485146887469094,0.6048890498505095,0.099696583771826,629.175598500344
12,13.0,0.087839733986629,0.2485144503518267,0.6048890497908886,0.0996965804392776,629.1763068856403
13,14.0,0.0878397340025489,0.2485144354522415,0.6048890497832337,0.0996965802232867,629.1763511575016
14,15.0,0.0878397340025628,0.2485144354376911,0.6048890497832293,0.099696580223076,629.1763512007383
15,16.0,0.0878397340025645,0.2485144354358723,0.6048890497832288,0.0996965802230497,629.1763512061418
16,17.0,0.0878397340025646,0.2485144354357586,0.6048890497832288,0.099696580223048,629.1763512064782
17,18.0,0.0878397340025647,0.2485144354357017,0.6048890497832288,0.0996965802230472,629.1763512066482
18,19.0,0.0878397340025647,0.2485144354356875,0.6048890497832288,0.099696580223047,629.1763512066905
19,20.0,0.0878397340025647,0.248514435435684,0.6048890497832288,0.099696580223047,629.1763512067002
