,ratio,rndint,dataset,learning_rate,epoch,rmse,mape,r2
0,0.3,678.0,Grid2401,0.001,100.0,118.5567642211914,0.14763647317886353,-0.29936464740920254
1,0.3,147.0,Grid2401,0.001,100.0,106.95588989257813,0.13343047499656677,-0.0673406326464158
2,0.3,561.0,Grid2401,0.001,94.0,111.4427505493164,0.14825731217861177,-0.17785401667262118
3,0.3,237.0,Grid2401,0.001,97.0,119.52657775878906,0.15323734581470488,-0.33201239749819744
4,0.3,588.0,Grid2401,0.001,100.0,104.6761474609375,0.12580024749040603,-0.05099536580216044
5,0.3,951.0,Grid2401,0.001,100.0,114.12904815673828,0.14674815237522126,-0.22036268387267385
6,0.3,490.0,Grid2401,0.001,100.0,122.25175476074219,0.15371702909469603,-0.4397829422932123
7,0.3,395.0,Grid2401,0.001,100.0,107.08625183105468,0.12917822003364562,-0.10336960180952248
8,0.3,877.0,Grid2401,0.001,100.0,109.08851470947266,0.13405015468597412,-0.1260147444209379
9,0.3,297.0,Grid2401,0.001,100.0,117.34980621337891,0.1538865476846695,-0.2912935652357029
10,0.3,721.0,Grid2401,0.001,100.0,121.2439697265625,0.15243130624294282,-0.35760746868163984
11,0.3,711.0,Grid2401,0.001,100.0,466.0387756347656,0.6724064230918885,-19.502144470690126
12,0.3,985.0,Grid2401,0.001,100.0,109.55846099853515,0.1354126214981079,-0.1305342128507701
13,0.3,171.0,Grid2401,0.001,100.0,104.72637329101562,0.12347487956285477,-0.03057430716908711
14,0.3,75.0,Grid2401,0.001,100.0,113.75359954833985,0.1466069847345352,-0.23613110968348136
15,0.3,16.0,Grid2401,0.001,100.0,103.77095642089844,0.1268981471657753,-0.01731398716380832
16,0.3,669.0,Grid2401,0.001,100.0,111.34817657470703,0.13818238079547882,-0.15793938857001014
17,0.3,530.0,Grid2401,0.001,100.0,109.16672058105469,0.1343062400817871,-0.12421663467032044
18,0.3,999.0,Grid2401,0.001,100.0,115.52757263183594,0.14448225498199463,-0.26944586267903253
19,0.3,794.0,Grid2401,0.001,100.0,106.56092681884766,0.1267991617321968,-0.07572422185555813
20,0.3,936.0,Grid2401,0.001,97.0,117.02684173583984,0.15694216787815093,-0.3028326385751905
21,0.3,111.0,Grid2401,0.001,100.0,107.75685272216796,0.13059644252061844,-0.09591583717824292
22,0.3,816.0,Grid2401,0.001,100.0,108.60344543457032,0.13106455504894257,-0.09655443015730278
23,0.3,968.0,Grid2401,0.001,100.0,104.8644790649414,0.12698661535978317,-0.04189048778723201
24,0.3,48.0,Grid2401,0.001,100.0,107.61596069335937,0.12750277370214463,-0.06321903250225631
25,0.3,986.0,Grid2401,0.001,100.0,104.57181549072266,0.1232607826590538,-0.019028260256540162
26,0.3,829.0,Grid2401,0.001,100.0,106.73819427490234,0.1284387081861496,-0.08186233416210861
27,0.3,996.0,Grid2401,0.001,100.0,110.58255920410156,0.13868842422962188,-0.15555695631553426
28,0.3,272.0,Grid2401,0.001,100.0,118.28229370117188,0.14871518313884735,-0.31048006647809584
29,0.3,759.0,Grid2401,0.001,100.0,104.93162078857422,0.12948742955923082,-0.04994190902981899
30,0.3,390.0,Grid2401,0.001,100.0,115.17598876953124,0.14548763930797576,-0.24470170075757597
31,0.3,930.0,Grid2401,0.001,100.0,105.49344482421876,0.12464744746685028,-0.04801448034717955
32,0.3,633.0,Grid2401,0.001,100.0,106.28655548095703,0.1310192048549652,-0.08011860136826661
33,0.3,928.0,Grid2401,0.001,100.0,113.44549713134765,0.14119418263435363,-0.19952233868180805
34,0.3,854.0,Grid2401,0.001,97.0,122.77753295898438,0.165985107421875,-0.4092771797342742
35,0.3,554.0,Grid2401,0.001,100.0,108.84945831298828,0.14214937388896942,-0.12285415968625872
36,0.3,562.0,Grid2401,0.001,100.0,107.42059783935547,0.1280345141887665,-0.0617710116705029
37,0.3,78.0,Grid2401,0.001,91.0,114.19368286132813,0.15107256472110747,-0.23409551170023052
38,0.3,222.0,Grid2401,0.001,100.0,544.3927124023437,0.7963113069534302,-26.523546494203533
39,0.3,294.0,Grid2401,0.001,97.0,116.79188842773438,0.14780695140361785,-0.2930116654080748
40,0.3,725.0,Grid2401,0.001,100.0,106.5993881225586,0.13109355717897414,-0.09265749611984782
41,0.3,582.0,Grid2401,0.001,100.0,112.15595092773438,0.14722897708415986,-0.2026955325044586
42,0.3,731.0,Grid2401,0.001,100.0,108.04657440185547,0.1346218079328537,-0.12265922335972168
43,0.3,249.0,Grid2401,0.001,100.0,107.25651092529297,0.13062284886837006,-0.08147886674969647
44,0.3,791.0,Grid2401,0.001,100.0,102.85849609375,0.12423929721117019,-0.03574944424844073
45,0.3,35.0,Grid2401,0.001,100.0,106.88619537353516,0.12955199033021927,-0.08508687009811858
46,0.3,180.0,Grid2401,0.001,100.0,114.17569580078126,0.14006354808807372,-0.23638456851497197
47,0.3,510.0,Grid2401,0.001,95.0,115.41558532714843,0.14228459894657136,-0.2619679535615173
48,0.3,593.0,Grid2401,0.001,95.0,116.15877380371094,0.15361751317977906,-0.2478132303254606
49,0.3,634.0,Grid2401,0.001,91.0,114.13011169433594,0.1510411024093628,-0.23114237344492045
