,ratio,rndint,dataset,learning_rate,epoch,rmse,mape,r2
0,0.15,678.0,Grid1296,0.001,100.0,104.29910532633464,0.1290633666018645,-0.06260117590405512
1,0.15,147.0,Grid1296,0.001,100.0,101.99948755900066,0.12938042978445688,-0.014708915280605675
2,0.15,561.0,Grid1296,0.001,100.0,107.73248036702473,0.1388798033197721,-0.1334476722213821
3,0.15,237.0,Grid1296,0.001,100.0,103.31735610961914,0.1284088504811128,-0.039692830140492685
4,0.15,588.0,Grid1296,0.001,92.0,108.42208607991536,0.13790523012479147,-0.15130987465663884
5,0.15,951.0,Grid1296,0.001,100.0,114.10774358113606,0.1472585474451383,-0.2630964857968285
6,0.15,490.0,Grid1296,0.001,100.0,112.27245712280273,0.14886747300624847,-0.22626432128423768
7,0.15,395.0,Grid1296,0.001,100.0,108.92356872558594,0.1413712203502655,-0.15213363035991212
8,0.15,877.0,Grid1296,0.001,100.0,102.08053207397461,0.1290979360540708,-0.019946887062652113
9,0.15,297.0,Grid1296,0.001,100.0,106.57586924235027,0.13703922679026923,-0.1083309409106729
10,0.15,721.0,Grid1296,0.001,95.0,107.76215998331706,0.13873075942198435,-0.1254729013614044
11,0.15,711.0,Grid1296,0.001,100.0,102.3867925008138,0.13034041598439217,-0.020617301595168003
12,0.15,985.0,Grid1296,0.001,100.0,456.91907755533856,0.6539848744869232,-19.379527494783183
13,0.15,171.0,Grid1296,0.001,90.0,119.2380739847819,0.1600919390718142,-0.3840347476324862
14,0.15,75.0,Grid1296,0.001,100.0,105.45682525634766,0.1357524829606215,-0.08403859096213968
15,0.15,16.0,Grid1296,0.001,97.0,110.69954045613606,0.14467699577411017,-0.1897837588888547
16,0.15,669.0,Grid1296,0.001,100.0,106.0496342976888,0.13422117878993353,-0.09813961878834106
17,0.15,530.0,Grid1296,0.001,100.0,100.15016047159831,0.125545563797156,0.029300247459223827
18,0.15,999.0,Grid1296,0.001,98.0,112.04940668741862,0.145598774154981,-0.22028350259280818
19,0.15,794.0,Grid1296,0.001,94.0,113.31017303466797,0.14850365867217383,-0.2537922871494015
20,0.15,936.0,Grid1296,0.001,100.0,103.74151865641277,0.13128060350815454,-0.04975554630974751
21,0.15,111.0,Grid1296,0.001,94.0,109.0569356282552,0.13974888622760773,-0.15398486403689518
22,0.15,816.0,Grid1296,0.001,100.0,101.69946797688802,0.12600248803695044,-0.00022973150231969663
23,0.15,968.0,Grid1296,0.001,100.0,100.5383415222168,0.12650600199898085,0.011898644815652337
24,0.15,48.0,Grid1296,0.001,93.0,109.75804392496745,0.1399180144071579,-0.16925771397790934
25,0.15,986.0,Grid1296,0.001,100.0,104.2528788248698,0.13343116641044617,-0.05649705432291167
26,0.15,829.0,Grid1296,0.001,100.0,108.17991511027019,0.13683469841877619,-0.13982141057006617
27,0.15,996.0,Grid1296,0.001,100.0,111.199769337972,0.14319383849700293,-0.2012717339034483
28,0.15,272.0,Grid1296,0.001,100.0,106.85936482747395,0.13552687192956606,-0.11012209646156301
29,0.15,759.0,Grid1296,0.001,100.0,111.09639739990234,0.14325338353713354,-0.19989909342129497
30,0.15,390.0,Grid1296,0.001,100.0,105.67662811279297,0.1351767492791017,-0.0876014065170015
31,0.15,930.0,Grid1296,0.001,100.0,104.9107894897461,0.13163547962903976,-0.06911676476831059
32,0.15,633.0,Grid1296,0.001,100.0,104.1934585571289,0.13024232536554337,-0.06123059445822143
33,0.15,928.0,Grid1296,0.001,100.0,106.66224543253581,0.13457839439312616,-0.10445580026966676
34,0.15,854.0,Grid1296,0.001,86.0,117.07741038004558,0.15759225438038507,-0.3259834862828502
35,0.15,554.0,Grid1296,0.001,100.0,105.15232594807942,0.1338667869567871,-0.07858394991963673
36,0.15,562.0,Grid1296,0.001,100.0,112.11278788248698,0.14413729310035706,-0.21457353703194407
37,0.15,78.0,Grid1296,0.001,100.0,109.80306625366211,0.1388010581334432,-0.17077202071036857
38,0.15,222.0,Grid1296,0.001,100.0,103.2280985514323,0.13173997898896536,-0.04040473583903328
39,0.15,294.0,Grid1296,0.001,99.0,116.50373967488606,0.15591009457906088,-0.31581242438311735
40,0.15,725.0,Grid1296,0.001,95.0,106.99630864461263,0.13886690388123193,-0.12085540709329527
41,0.15,582.0,Grid1296,0.001,100.0,106.05179214477539,0.13652175664901733,-0.0941070896804238
42,0.15,731.0,Grid1296,0.001,93.0,112.92778015136719,0.14783664544423422,-0.24341340152698013
43,0.15,249.0,Grid1296,0.001,100.0,107.42174275716145,0.13811747978130975,-0.11917970084883685
44,0.15,791.0,Grid1296,0.001,100.0,103.68237177530925,0.13023322448134422,-0.04446621183233187
45,0.15,35.0,Grid1296,0.001,92.0,109.02058029174805,0.14191898703575134,-0.15813525783566149
46,0.15,180.0,Grid1296,0.001,100.0,111.1033452351888,0.14581562081972757,-0.19771889088224673
47,0.15,510.0,Grid1296,0.001,100.0,434.6072692871094,0.6190992196400961,-17.281499207247204
48,0.15,593.0,Grid1296,0.001,98.0,104.72698084513347,0.13504219924410185,-0.0641766010465203
49,0.15,634.0,Grid1296,0.001,100.0,106.52507909138997,0.13744477927684784,-0.10486291411610864
