,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,689.219932522796
1,2.0,0.2179991116492403,0.2351337386603466,0.6579454147817562,0.1075353225276662,678.8771122158498
2,3.0,0.2357916337272655,0.2546999636959437,0.6546207665894045,0.1238478395117631,638.9955603391496
3,4.0,0.235791625152687,0.2546999355132129,0.6546207658357518,0.1238478439638095,638.9956473892347
4,5.0,0.2357913514457081,0.2546990333933378,0.6546207415844593,0.1238479859877412,638.9984342362529
5,6.0,0.2357913514121127,0.2546990332832647,0.6546207415814963,0.1238479860050331,638.9984345761615
6,7.0,0.235791351407914,0.254699033269506,0.6546207415811185,0.1238479860071978,638.9984346186502
7,8.0,0.2357913514076516,0.2546990332686461,0.6546207415810948,0.1238479860073331,638.9984346213062
8,9.0,0.235791351407586,0.2546990332684311,0.654620741581089,0.123847986007367,638.9984346219687
9,10.0,0.2357913514075819,0.2546990332684177,0.6546207415810886,0.1238479860073691,638.998434622012
10,11.0,0.2357913514075798,0.254699033268411,0.6546207415810884,0.1238479860073701,638.998434622032
11,12.0,0.2357913514075788,0.2546990332684076,0.6546207415810883,0.1238479860073707,638.9984346220417
12,13.0,0.2357913514075785,0.2546990332684067,0.6546207415810883,0.1238479860073708,638.9984346220443
13,14.0,0.2357913514075784,0.2546990332684063,0.6546207415810883,0.1238479860073709,638.998434622045
