,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,689.2842621575277
1,2.0,0.2193944151116391,0.2353476555021263,0.6542772950476003,0.106013865392249,682.1801068492571
2,3.0,0.2394031453227939,0.2381380576334464,0.655176416943475,0.1298386099050262,691.0026727176715
3,4.0,0.2398641638375387,0.2362581441032211,0.6551807388888521,0.1300995038190055,695.6027048300484
4,5.0,0.2398639165317485,0.2362572288802878,0.6551807205672369,0.1300996056318181,695.6045963146507
5,6.0,0.2398639165165822,0.2362572288244468,0.6551807205661087,0.1300996056380325,695.6045964300065
6,7.0,0.2398639165156336,0.2362572288209565,0.6551807205660377,0.1300996056384172,695.6045964372171
7,8.0,0.2398639165151594,0.2362572288192114,0.6551807205660023,0.1300996056386101,695.6045964408216
8,9.0,0.2398639165149223,0.2362572288183388,0.6551807205659845,0.1300996056387066,695.6045964426235
9,10.0,0.2398639165149149,0.2362572288183116,0.655180720565984,0.1300996056387096,695.6045964426808
10,11.0,0.2398639165149144,0.2362572288183099,0.655180720565984,0.1300996056387098,695.6045964426839
11,12.0,0.2398639165149142,0.236257228818309,0.655180720565984,0.1300996056387099,695.6045964426858
