,#,SigC,SigH,EpsC,EpsH,prediction,simulation,simErr,absPredSimDiff,relPredSimDiff,absTargSimDiff,relTargSimDiff
0,0,0.168195971839438,0.248716485775425,0.6568537523428967,0.1210032048072199,638.179374526944,624.769,19,13.410374526943997,0.021464532534335085,-75.231,-0.10747285714285713
1,1,0.1026712293884149,0.2211085512340724,0.6546526273130514,0.1260254131827303,690.6716803055959,681.074,16,9.597680305595986,0.014091978706566375,-18.926000000000045,-0.02703714285714292
2,2,0.0824659376535499,0.2232646301631992,0.6540237798610742,0.1312196449534694,691.66250664084,679.529,15,12.133506640839983,0.01785575985843133,-20.471000000000004,-0.02924428571428572
3,3,0.2216507043008597,0.2270736976765257,0.6571638612883118,0.1157115536414973,700.8658595129186,686.978,21,13.88785951291868,0.020215872288368304,-13.022000000000048,-0.018602857142857213
4,4,0.222529077712633,0.2291362780383854,0.6600665029507107,0.1154799312868481,697.8661778624432,683.52,19,14.346177862443255,0.020988673136767402,-16.480000000000018,-0.023542857142857167
5,5,0.2219101142337358,0.2297640192487338,0.6613683232080954,0.1156320139083938,696.5620164930049,684.955,18,11.607016493004835,0.016945662843551524,-15.044999999999959,-0.021492857142857084
6,6,0.2398639165149142,0.236257228818309,0.655180720565984,0.1300996056387099,695.6045964426858,688.972,15,6.632596442685781,0.009626801151114677,-11.02800000000002,-0.01575428571428574
7,7,0.2375327513828904,0.2550149058254791,0.6508773034766231,0.1216229915225072,639.1993103524767,634.34,9.7,4.859310352476655,0.007660419258562687,-65.65999999999997,-0.09379999999999995
8,8,0.239140568442244,0.2355793354641407,0.6561326693525709,0.1306021566103397,696.8533864873452,687.453,16,9.400386487345259,0.013674224255833138,-12.547000000000025,-0.01792428571428575
9,9,0.2357913514075784,0.2546990332684063,0.6546207415810883,0.1238479860073709,638.998434622045,633.367,14,5.631434622045049,0.008891266235918589,-66.63300000000004,-0.09519000000000005
