,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,688.6048875298707
1,2.0,0.2193457603424791,0.2354066871215292,0.6549976315322555,0.1059943810850312,678.5944015697287
2,3.0,0.2375333506413134,0.2550167413528681,0.6508773555532968,0.1216226617973459,639.1936203589194
3,4.0,0.2375327674242728,0.2550149546580728,0.6508773049437685,0.1216229827289193,639.1991590298348
4,5.0,0.2375327582619743,0.2550149267630825,0.6508773041115066,0.1216229877695107,639.1992454737926
5,6.0,0.237532755973811,0.2550149197871947,0.6508773039003493,0.1216229890216537,639.1992670924642
6,7.0,0.2375327513869726,0.2550149058378879,0.6508773034770067,0.121622991520281,639.1993103140267
7,8.0,0.2375327513847336,0.255014905831077,0.6508773034767963,0.1216229915215034,639.1993103351333
8,9.0,0.2375327513836124,0.255014905827672,0.6508773034766909,0.121622991522114,639.1993103456819
9,10.0,0.2375327513830518,0.2550149058259696,0.6508773034766383,0.1216229915224193,639.1993103509562
10,11.0,0.2375327513829117,0.255014905825544,0.6508773034766251,0.1216229915224956,639.1993103522752
11,12.0,0.2375327513828942,0.2550149058254908,0.6508773034766234,0.1216229915225052,639.1993103524399
12,13.0,0.237532751382892,0.2550149058254841,0.6508773034766232,0.1216229915225064,639.1993103524599
13,14.0,0.2375327513828909,0.2550149058254808,0.6508773034766231,0.121622991522507,639.1993103524703
14,15.0,0.2375327513828904,0.2550149058254791,0.6508773034766231,0.1216229915225072,639.1993103524767
