,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,690.6425521230072
1,2.0,0.2183735912165486,0.2333545029693436,0.6594751464545532,0.1104179193997115,686.0916631971896
2,3.0,0.2225290777376314,0.2291362780763783,0.6600665029515888,0.1154799312792789,697.8661778066337
3,4.0,0.2225290777218503,0.229136278052402,0.6600665029510366,0.1154799312840564,697.8661778418531
4,5.0,0.222529077713965,0.2291362780404106,0.6600665029507576,0.1154799312864452,697.8661778594676
5,6.0,0.2225290777129791,0.2291362780389116,0.6600665029507229,0.1154799312867434,697.8661778616695
6,7.0,0.2225290777127327,0.2291362780385369,0.6600665029507142,0.1154799312868179,697.8661778622214
7,8.0,0.222529077712671,0.2291362780384432,0.660066502950712,0.1154799312868366,697.8661778623572
8,9.0,0.2225290777126402,0.2291362780383964,0.6600665029507109,0.1154799312868459,697.8661778624269
9,10.0,0.2225290777126364,0.2291362780383905,0.6600665029507108,0.115479931286847,697.8661778624355
10,11.0,0.2225290777126345,0.2291362780383876,0.6600665029507107,0.1154799312868476,697.8661778624389
11,12.0,0.2225290777126335,0.2291362780383861,0.6600665029507107,0.1154799312868479,697.8661778624423
12,13.0,0.222529077712633,0.2291362780383854,0.6600665029507107,0.1154799312868481,697.8661778624432
