,ratio,rndint,dataset,learning_rate,epoch,rmse,mape,r2
0,0.95,678.0,Sobol1,0.001,1000.0,126.98951345590444,0.16968083496277148,-0.7674057914141943
1,0.95,147.0,Sobol1,0.001,1000.0,145.29884361853965,0.19400670620111318,-1.3042484529833633
2,0.95,561.0,Sobol1,0.001,1000.0,134.3736573439378,0.1786765130666586,-0.9551737953676005
3,0.95,237.0,Sobol1,0.001,1000.0,140.7167685875526,0.187082367676955,-1.1402239993432357
4,0.95,588.0,Sobol1,0.001,999.0,120.8600811298077,0.16142945748109083,-0.5909438490605919
5,0.95,951.0,Sobol1,0.001,1000.0,272.9692810058594,0.37682375403550955,-7.1650373249158505
6,0.95,490.0,Sobol1,0.001,1000.0,129.73760446401744,0.17282915528003986,-0.8272078889530442
7,0.95,395.0,Sobol1,0.001,1000.0,159.158008986253,0.21582197890831875,-1.774144544431956
8,0.95,877.0,Sobol1,0.001,1000.0,169.485494525616,0.22714963738734906,-2.136515344622471
9,0.95,297.0,Sobol1,0.001,1000.0,131.98118462195762,0.17579357899152315,-0.8690982046511503
10,0.95,721.0,Sobol1,0.001,1000.0,127.97275989239033,0.17153941369973696,-0.7678904772162708
11,0.95,711.0,Sobol1,0.001,1000.0,131.2489967933068,0.1743846038213143,-0.8844751283115796
12,0.95,985.0,Sobol1,0.001,1000.0,130.96612020639273,0.1742193586551226,-0.9092323273868406
13,0.95,171.0,Sobol1,0.001,1000.0,250.98904864971453,0.34328504617397604,-5.9909146811625265
14,0.95,75.0,Sobol1,0.001,1000.0,327.5179739145132,0.45662305446771473,-10.78734004145101
15,0.95,16.0,Sobol1,0.001,1000.0,206.29683650090143,0.28056863959019,-3.7265426700462108
16,0.95,669.0,Sobol1,0.001,999.0,125.71106966458834,0.16832410165896783,-0.7186416774673844
17,0.95,530.0,Sobol1,0.001,1000.0,147.7132596529447,0.19537153610816368,-1.3672702735073592
18,0.95,999.0,Sobol1,0.001,1000.0,144.71590435321514,0.19180907148581286,-1.2908108440173873
19,0.95,794.0,Sobol1,0.001,1000.0,159.15495018592247,0.21178004168547115,-1.8112580085342005
20,0.95,936.0,Sobol1,0.001,1000.0,127.77436816875752,0.17062976818818312,-0.774066932633179
21,0.95,111.0,Sobol1,0.001,1000.0,133.477193744366,0.1775537589421639,-0.9283686102243914
22,0.95,816.0,Sobol1,0.001,1000.0,126.08904418945312,0.16869583680079533,-0.7104547817158625
23,0.95,968.0,Sobol1,0.001,1000.0,180.01941856971155,0.24248488545417785,-2.650301659871433
24,0.95,48.0,Sobol1,0.001,1000.0,261.42323091947117,0.3577076581808237,-6.578760405859262
25,0.95,986.0,Sobol1,0.001,1000.0,127.36271362304687,0.16980695816186758,-0.749297854480552
26,0.95,829.0,Sobol1,0.001,1000.0,134.43675889235277,0.17875508390940154,-1.014533847949392
27,0.95,996.0,Sobol1,0.001,1000.0,219.26380216158353,0.3014751957013057,-4.202962698993757
28,0.95,272.0,Sobol1,0.001,1000.0,169.24812974196215,0.2277736177811256,-2.130592075279487
29,0.95,759.0,Sobol1,0.001,1000.0,141.5452364408053,0.18922428030234117,-1.1858636366027018
30,0.95,390.0,Sobol1,0.001,1000.0,124.24549607496995,0.16545601212061367,-0.6841610020810166
31,0.95,930.0,Sobol1,0.001,997.0,117.44214665339543,0.15605284720659257,-0.4816418931181686
32,0.95,633.0,Sobol1,0.001,1000.0,131.0562522301307,0.17426686286926268,-0.8852527784858089
33,0.95,928.0,Sobol1,0.001,1000.0,126.55495171180138,0.16843236684799195,-0.7390288199045866
34,0.95,854.0,Sobol1,0.001,1000.0,125.43696699876051,0.16766823415572826,-0.7116290210178021
35,0.95,554.0,Sobol1,0.001,1000.0,140.68785905104417,0.18624892166027657,-1.171326040374281
36,0.95,562.0,Sobol1,0.001,1000.0,129.790894141564,0.17291544607052436,-0.8338383629630858
37,0.95,78.0,Sobol1,0.001,1000.0,158.14730130709134,0.20932235488524803,-1.7460623865975853
38,0.95,222.0,Sobol1,0.001,999.0,126.37510645939754,0.16871929466724395,-0.719110845836176
39,0.95,294.0,Sobol1,0.001,1000.0,214.29307321401743,0.29234995612731346,-4.016385120044
40,0.95,725.0,Sobol1,0.001,1000.0,161.63915006197416,0.2153471799997183,-1.882736861541876
41,0.95,582.0,Sobol1,0.001,1000.0,121.11033266507663,0.1606933600627459,-0.595612269845475
42,0.95,731.0,Sobol1,0.001,1000.0,128.69261063795824,0.17192091506261092,-0.8170257056177564
43,0.95,249.0,Sobol1,0.001,1000.0,203.4323021521935,0.2794233138744648,-3.623920648372105
44,0.95,791.0,Sobol1,0.001,1000.0,137.3921349158654,0.18249858824106363,-1.0472196715492519
45,0.95,35.0,Sobol1,0.001,1000.0,131.0934280395508,0.17517001491326553,-0.8776826811299794
46,0.95,180.0,Sobol1,0.001,1000.0,136.26492426945612,0.18156194113768065,-1.012208940225058
47,0.95,510.0,Sobol1,0.001,1000.0,136.57584334153395,0.1814177779050974,-1.011021091467738
48,0.95,593.0,Sobol1,0.001,1000.0,121.61190690260668,0.16248717789466566,-0.6141573619286055
49,0.95,634.0,Sobol1,0.001,1000.0,118.92123448298527,0.15861278359706585,-0.520138165091205
