,ratio,rndint,dataset,learning_rate,epoch,rmse,mape,r2
0,0.85,678.0,Grid1296,0.001,1000.0,99.0119630862505,0.11463250009677349,-0.016596725395402433
1,0.85,147.0,Grid1296,0.001,1000.0,98.91421723977113,0.11499144805547519,-0.011112146376389992
2,0.85,561.0,Grid1296,0.001,1000.0,98.75065710605719,0.11122951465539443,-0.005247864099847981
3,0.85,237.0,Grid1296,0.001,1000.0,100.76367637438652,0.12255418071380028,-0.055661045890297224
4,0.85,588.0,Grid1296,0.001,1000.0,98.26302689772386,0.11074568388553765,-0.005426496652608397
5,0.85,951.0,Grid1296,0.001,1000.0,98.48435993683644,0.11361099454836968,-0.01031267573916414
6,0.85,490.0,Grid1296,0.001,1000.0,98.47098169571314,0.11278840001576985,-0.006808064231529078
7,0.85,395.0,Grid1296,0.001,1000.0,98.92835372533554,0.11222963398083663,-0.009560319119111278
8,0.85,877.0,Grid1296,0.001,1000.0,98.27920708289513,0.10995888920166554,-0.006340057019331702
9,0.85,297.0,Grid1296,0.001,1000.0,98.48035919971956,0.11282598743071923,-0.008782844965936404
10,0.85,721.0,Grid1296,0.001,1000.0,98.9470453506861,0.11507373475111447,-0.01131634339171138
11,0.85,711.0,Grid1296,0.001,1000.0,99.16805306459085,0.11549782007932663,-0.019420280807827088
12,0.85,985.0,Grid1296,0.001,1000.0,98.94450965294472,0.1131601129204799,-0.016762881452052198
13,0.85,171.0,Grid1296,0.001,1000.0,99.48756076128055,0.1081454255259954,-0.024888667117190014
14,0.85,75.0,Grid1296,0.001,1000.0,98.4016344119341,0.11295745292535195,-0.009976338903195816
15,0.85,16.0,Grid1296,0.001,1000.0,98.86026861728766,0.11017586481876862,-0.008410335765928981
16,0.85,669.0,Grid1296,0.001,1000.0,99.06362738976112,0.110492077202369,-0.011784694941235685
17,0.85,530.0,Grid1296,0.001,1000.0,98.51892578907503,0.11244019751365368,-0.004886960710079489
18,0.85,999.0,Grid1296,0.001,1000.0,98.52606377234825,0.11405380280354084,-0.008611121231884811
19,0.85,794.0,Grid1296,0.001,1000.0,98.66229600172777,0.11184196766370381,-0.006975656830906402
20,0.85,936.0,Grid1296,0.001,1000.0,98.30936979636168,0.11103047659763923,-0.007322450607904556
21,0.85,111.0,Grid1296,0.001,1000.0,98.4398905436198,0.11354623257349698,-0.002891645373539629
22,0.85,816.0,Grid1296,0.001,1000.0,98.85409545898438,0.11346880824137957,-0.010953101735034715
23,0.85,968.0,Grid1296,0.001,1000.0,99.96873415433444,0.11055452281083816,-0.031903935680413706
24,0.85,48.0,Grid1296,0.001,1000.0,98.50013869848007,0.10641892560017414,-0.006262094025255409
25,0.85,986.0,Grid1296,0.001,1000.0,98.55687420184796,0.11269174802761811,-0.0016293477489789149
26,0.85,829.0,Grid1296,0.001,1000.0,98.76481041541466,0.1140477091838152,-0.007021199212419573
27,0.85,996.0,Grid1296,0.001,1000.0,98.660887498122,0.11280297487974167,-0.006492764270818699
28,0.85,272.0,Grid1296,0.001,1000.0,98.6025146093124,0.11076145294385079,-0.010128172448014228
29,0.85,759.0,Grid1296,0.001,1000.0,98.71670551789113,0.11340464422335991,-0.007758240980423026
30,0.85,390.0,Grid1296,0.001,1000.0,98.86110413380159,0.1132825479293481,-0.008991385494629052
31,0.85,930.0,Grid1296,0.001,1000.0,98.59221707857571,0.11305396220622918,-0.00956251252491149
32,0.85,633.0,Grid1296,0.001,1000.0,98.95179161658653,0.11226416761294389,-0.01180671244387323
33,0.85,928.0,Grid1296,0.001,1000.0,99.00099103878706,0.11492483432476337,-0.012555607671573562
34,0.85,854.0,Grid1296,0.001,1000.0,99.3635476919321,0.1143200275225517,-0.02524219497224989
35,0.85,554.0,Grid1296,0.001,1000.0,98.67072041829427,0.11018737806723668,-0.0073058803107497634
36,0.85,562.0,Grid1296,0.001,1000.0,98.43825218005058,0.11271036473604348,-0.007615274514706794
37,0.85,78.0,Grid1296,0.001,1000.0,98.68315046261519,0.11045475991872641,-0.006139099527390619
38,0.85,222.0,Grid1296,0.001,1000.0,99.04714535444211,0.11473572559845753,-0.011480691273899347
39,0.85,294.0,Grid1296,0.001,1000.0,98.3092772654998,0.11273581763872734,-0.008427968478928745
40,0.85,725.0,Grid1296,0.001,1000.0,98.78986495580429,0.1131389719935564,-0.008028760970633354
41,0.85,582.0,Grid1296,0.001,1000.0,98.09297160613231,0.10973561707979594,-0.005412833745721315
42,0.85,731.0,Grid1296,0.001,1000.0,101.03576210217598,0.11423060832879482,-0.06408026094260236
43,0.85,249.0,Grid1296,0.001,1000.0,100.29971430851863,0.10890844406989905,-0.04283229911730232
44,0.85,791.0,Grid1296,0.001,1000.0,99.37618764241536,0.11703287638150729,-0.024438750198577573
45,0.85,35.0,Grid1296,0.001,1000.0,98.82450436323117,0.11519090582927068,-0.014964429095567132
46,0.85,180.0,Grid1296,0.001,1000.0,98.79775766225961,0.1107368515088008,-0.011540143546289822
47,0.85,510.0,Grid1296,0.001,1000.0,98.74672053410457,0.11503154020278882,-0.010584808101717384
48,0.85,593.0,Grid1296,0.001,1000.0,98.53977379432091,0.11281785254295056,-0.005741191251094328
49,0.85,634.0,Grid1296,0.001,1000.0,98.3636005108173,0.10956853303389671,-0.011754167187656112
