,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.35,0.25,0.276,0.125,684.2505715011075
1,2.0,0.3440800036428869,0.2360136056290147,0.2778660451816271,0.1218388426152491,718.8899766473946
2,3.0,0.3434537929452764,0.2430850716893882,0.2758973829085595,0.1244391797133547,702.2126203410266
3,4.0,0.3434522825405663,0.243077609185199,0.2758968957443594,0.1244391861004189,702.2300031159048
4,5.0,0.3434522824485492,0.2430776087297039,0.2758968957144054,0.1244391861009097,702.230004176715
5,6.0,0.3434522352967595,0.2430773755243445,0.2758968803744022,0.1244391863696277,702.2305472874879
6,7.0,0.3434522349280574,0.2430773737024632,0.275896880255025,0.1244391863714818,702.2305515306979
7,8.0,0.3434522341909569,0.2430773700586624,0.275896880015913,0.1244391863749469,702.2305600171635
8,9.0,0.3434522341450062,0.2430773698309016,0.2758968800009588,0.1244391863751716,702.230560547607
9,10.0,0.3434522339608629,0.2430773689199274,0.2758968799411402,0.1244391863760105,702.2305626692672
10,11.0,0.3434522324850253,0.2430773616326605,0.2758968794628745,0.1244391863836121,702.2305796412901
