,Avg. RMSE
0,0.09549768173116631
1,0.09348693274023022
2,0.09307138242254313
3,0.0927758748235647
4,0.09283922929218964
5,0.09358884123638907
6,0.09316832402659457
7,0.09405235281257346
8,0.14981714213869055
9,0.09316431607550318
