,ratio,index,dataset,time [hrs],rmse,r2
852,0.25,14.0,Grid1296,0.13005406710836623,238.30247169442245,-4.54579995019842
853,0.25,14.0,Grid2401,0.4045984533098009,412.2363159429063,-14.928566247015109
854,0.25,14.0,Sobol1,2.289714764157931,21.27522755243915,0.9485124317492206
855,0.25,14.0,Sobol2,1.6584061586856842,24.34228130148871,0.9325729539740998
856,0.25,15.0,Grid1296,0.09566338923242357,251.78776625134617,-5.201985232790171
857,0.25,15.0,Grid2401,0.5205835213926103,418.60298006445987,-15.342357211935926
858,0.25,15.0,Sobol1,1.612060380379359,22.14553551996735,0.9452516270869031
859,0.25,15.0,Sobol2,1.4026131447818544,24.707294253229858,0.930435691967458
860,0.25,16.0,Grid1296,0.08325443492995369,231.10026541472777,-4.23264393308029
861,0.25,16.0,Grid2401,0.18634812798764971,353.5555255667425,-10.701162322636325
862,0.25,16.0,Sobol1,0.8058396265241835,22.07973686284524,0.9452931514158484
863,0.25,16.0,Sobol2,0.7084023750490612,25.34018197498513,0.9266542501325485
864,0.25,17.0,Grid1296,0.05265969044632382,229.13876075144876,-4.149826970216187
865,0.25,17.0,Grid2401,0.2568075172106425,458.4663995654617,-18.70862931350861
866,0.25,17.0,Sobol1,0.37066561844613816,22.336341046503808,0.9430324561257368
867,0.25,17.0,Sobol2,0.5461894841988881,117.5482323617474,-0.5841428752767155
868,0.25,18.0,Grid1296,0.09997135712040796,237.27627877784968,-4.493131250329617
869,0.25,18.0,Grid2401,0.40627872228622436,383.769211424931,-12.744495750125244
870,0.25,18.0,Sobol1,1.9382353462775548,22.047765681159888,0.9443908487643188
871,0.25,18.0,Sobol2,1.421364292303721,26.024355151431347,0.9224804050502902
872,0.25,19.0,Grid1296,0.10756000730726455,233.61461100325593,-4.373698957257539
873,0.25,19.0,Grid2401,0.28883827606836954,442.812720007782,-17.384044978454835
874,0.25,19.0,Sobol1,1.9244855104552374,22.180622076499613,0.9445079391203999
875,0.25,19.0,Sobol2,1.696785835093922,24.69471931097298,0.9290006497669951
876,0.25,20.0,Grid1296,0.05562730100419786,255.28023889301906,-5.3994241687493565
877,0.25,20.0,Grid2401,0.31335077663262684,438.51576384444394,-16.964755956765785
878,0.25,20.0,Sobol1,0.37287777615918055,21.198214868070348,0.9498329791125658
879,0.25,20.0,Sobol2,0.5938726719882753,23.688920831254833,0.9359405806573171
880,0.25,21.0,Grid1296,0.037922190692689685,237.892750583315,-4.5340252654400155
881,0.25,21.0,Grid2401,0.37802259465058646,428.5742745777643,-16.126372155159636
882,0.25,21.0,Sobol1,0.24182693362236024,21.727780371755852,0.9467742937417709
883,0.25,21.0,Sobol2,0.37127591960959966,27.532217993830837,0.9125117781414913
884,0.25,22.0,Grid1296,0.08713049583964878,260.298423229651,-5.639522190280382
885,0.25,22.0,Grid2401,0.3583195388979382,446.80493279151824,-17.87614869763183
886,0.25,22.0,Sobol1,0.7674381862746344,21.499994425051327,0.9482974386087907
887,0.25,22.0,Sobol2,0.7781679887241787,27.812555884122226,0.9109648113171102
888,0.25,23.0,Grid1296,0.06360676036940681,246.32861589437837,-4.922093844823215
889,0.25,23.0,Grid2401,0.3195358434650633,387.7789885484962,-12.934576334237791
890,0.25,23.0,Sobol1,0.5442896433671316,20.964214468493275,0.9504004416702414
891,0.25,23.0,Sobol2,0.5935155851973428,26.702230132354877,0.9200058582099846
892,0.25,24.0,Grid1296,0.05788060850567288,256.3189366786667,-5.419739698976924
893,0.25,24.0,Grid2401,0.5233795320987702,394.90978823834405,-13.572435820393668
894,0.25,24.0,Sobol1,0.7428364361657037,21.96964224228512,0.9454575791123851
895,0.25,24.0,Sobol2,0.8433525343073739,26.688906233928407,0.9188765525332042
896,0.25,25.0,Grid1296,0.1340916183922026,233.93343828203174,-4.379307984165476
897,0.25,25.0,Grid2401,0.47025749391979643,474.9086456659553,-19.887185542241845
898,0.25,25.0,Sobol1,1.6894794689946704,21.584632876946962,0.9469401672120914
899,0.25,25.0,Sobol2,1.434965376721488,25.875042905222827,0.9239904168581374
