,target,maxR2-0,AbsDiffs-0,RelDiffs-0,maxR2-1,AbsDiffs-1,RelDiffs-1,maxR2-2,AbsDiffs-2,RelDiffs-2,maxR2-3,AbsDiffs-3,RelDiffs-3,maxR2-4,AbsDiffs-4,RelDiffs-4,maxR2-5,AbsDiffs-5,RelDiffs-5,maxR2-6,AbsDiffs-6,RelDiffs-6,maxR2-7,AbsDiffs-7,RelDiffs-7,maxR2-8,AbsDiffs-8,RelDiffs-8,maxR2-9,AbsDiffs-9,RelDiffs-9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.491,0.09549999999999992,-0.3955000000000001,0.0,0.12680000000000002,-0.36419999999999997,0.0,0.3060999999999998,-0.18490000000000018,0.0,0.5493000000000001,0.05830000000000013,0.0,0.13379999999999992,-0.3572000000000001,0.0,0.12880000000000003,-0.36219999999999997,0.0,0.5364,0.045399999999999996,0.0,0.1761999999999999,-0.3148000000000001,0.0,0.20140000000000002,-0.28959999999999997,0.0,0.11419999999999986,-0.37680000000000013,0.0
2,0.746,-0.0847,-0.8307,0.0,-0.025399999999999867,-0.7713999999999999,0.0,0.2203999999999997,-0.5256000000000003,0.0,0.65056,-0.09543999999999997,0.0,-0.01990000000000003,-0.7659,0.0,-0.0233000000000001,-0.7693000000000001,0.0,0.6703,-0.07569999999999999,0.0,0.0653999999999999,-0.6806000000000001,0.0,0.0591999999999997,-0.6868000000000003,0.0,-0.054300000000000015,-0.8003,0.0
3,0.542,0.07159999999999989,-0.47040000000000015,0.0,0.0999000000000001,-0.44209999999999994,0.0,0.2626999999999997,-0.2793000000000003,0.0,0.4650000000000001,-0.07699999999999996,0.0,0.10630000000000006,-0.4357,0.0,0.10159999999999991,-0.4404000000000001,0.0,0.45620000000000016,-0.08579999999999988,0.0,0.14339999999999997,-0.39860000000000007,0.0,0.16529999999999978,-0.37670000000000026,0.0,0.08929999999999993,-0.4527000000000001,0.0
4,1.195,0.27549999999999986,-0.9195000000000002,-0.7694560669456069,0.3447,-0.8503000000000001,-0.7115481171548117,0.7646999999999999,-0.4303000000000001,-0.36008368200836827,1.2631100000000002,0.06811000000000011,0.056995815899581685,0.3618999999999999,-0.8331000000000002,-0.6971548117154813,0.3488,-0.8462000000000001,-0.7081171548117154,1.22157,0.026569999999999983,0.022234309623430946,0.4484999999999999,-0.7465000000000002,-0.6246861924686193,0.5293999999999999,-0.6656000000000002,-0.5569874476987449,0.3186,-0.8764000000000001,-0.7333891213389121
5,1.17,-0.05940000000000012,-1.2294,-1.050769230769231,0.02839999999999998,-1.1416,-0.9757264957264957,0.4049999999999998,-0.7650000000000001,-0.653846153846154,1.05855,-0.11144999999999983,-0.09525641025641012,0.03939999999999988,-1.1306,-0.9663247863247865,0.03370000000000006,-1.1362999999999999,-0.9711965811965811,1.08324,-0.08675999999999995,-0.07415384615384611,0.16720000000000002,-1.0028,-0.8570940170940171,0.16579999999999995,-1.0042,-0.8582905982905983,-0.01330000000000009,-1.1833,-1.0113675213675215
6,1.057,0.16439999999999988,-0.8926000000000001,-0.844465468306528,0.2257,-0.8312999999999999,-0.7864711447492905,0.5784999999999998,-0.47850000000000015,-0.45269631031220453,1.0359500000000001,-0.02104999999999979,-0.01991485335856177,0.23839999999999995,-0.8186,-0.7744560075685903,0.2286999999999999,-0.8283,-0.7836329233680228,1.01211,-0.044889999999999874,-0.04246925260170282,0.3204,-0.7365999999999999,-0.6968779564806055,0.37109999999999976,-0.6859000000000002,-0.6489120151371809,0.20029999999999992,-0.8567,-0.8105014191106907
7,1.183,-0.3378000000000001,-1.5208000000000002,-1.2855452240067626,-0.22550000000000003,-1.4085,-1.1906170752324599,0.15850000000000009,-1.0245,-0.8660185967878274,1.07923,-0.10377000000000014,-0.08771766694843629,-0.21610000000000018,-1.3991000000000002,-1.1826711749788674,-0.21939999999999982,-1.4023999999999999,-1.1854606931530007,1.15344,-0.02956000000000003,-0.02498732037193578,-0.03550000000000009,-1.2185000000000001,-1.0300084530853761,-0.09230000000000027,-1.2753000000000003,-1.0780219780219782,-0.28269999999999995,-1.4657,-1.2389687235841083
8,1.084,0.13979999999999992,-0.9442000000000002,-0.8710332103321033,0.19690000000000007,-0.8871,-0.8183579335793357,0.5227999999999999,-0.5612000000000001,-0.5177121771217713,0.9248900000000001,-0.15910999999999997,-0.146780442804428,0.20839999999999992,-0.8756000000000002,-0.807749077490775,0.20019999999999993,-0.8838000000000001,-0.8153136531365315,0.9081400000000001,-0.17586000000000002,-0.16223247232472326,0.2824,-0.8016000000000001,-0.7394833948339484,0.3274999999999999,-0.7565000000000002,-0.6978782287822879,0.17409999999999992,-0.9099000000000002,-0.8393911439114392
9,1.261,-0.04320000000000013,-1.3042,-1.0342585249801746,0.06919999999999993,-1.1918,-0.9451229183187947,0.3797999999999999,-0.8812,-0.6988104678826329,1.24171,-0.019289999999999807,-0.015297383029341641,0.0786,-1.1824,-0.9376685170499603,0.07430000000000003,-1.1866999999999999,-0.9410785091197462,1.33531,0.0743100000000001,0.05892942109436963,0.24740000000000006,-1.0135999999999998,-0.8038065027755749,0.1932999999999998,-1.0677,-0.8467089611419509,0.012499999999999956,-1.2485,-0.9900872323552736
10,1.089,0.14189999999999992,-0.9471,-0.8696969696969697,0.19910000000000005,-0.8898999999999999,-0.8171717171717171,0.5270999999999999,-0.5619000000000001,-0.515977961432507,0.9324600000000001,-0.1565399999999999,-0.1437465564738291,0.2097,-0.8793,-0.8074380165289257,0.20189999999999997,-0.8871,-0.8146005509641874,0.9143500000000001,-0.17464999999999986,-0.1603764921946739,0.2842,-0.8048,-0.7390266299357209,0.32989999999999986,-0.7591000000000001,-0.6970615243342517,0.17459999999999987,-0.9144000000000001,-0.8396694214876034
11,0.679,-0.09190000000000009,-0.7709000000000001,0.0,-0.02849999999999997,-0.7075,0.0,0.2197,-0.45930000000000004,0.0,0.69728,0.018279999999999963,0.0,-0.022800000000000153,-0.7018000000000002,0.0,-0.0253000000000001,-0.7043000000000001,0.0,0.72172,0.04271999999999998,0.0,0.0717000000000001,-0.6073,0.0,0.060499999999999776,-0.6185000000000003,0.0,-0.05910000000000015,-0.7381000000000002,0.0
12,1.27,-0.020199999999999996,-1.2902,-1.0159055118110236,0.06699999999999995,-1.203,-0.947244094488189,0.46499999999999986,-0.8050000000000002,-0.6338582677165355,1.09149,-0.17850999999999995,-0.1405590551181102,0.07699999999999996,-1.193,-0.9393700787401575,0.06919999999999993,-1.2008,-0.9455118110236221,1.10893,-0.16107000000000005,-0.12682677165354334,0.2015,-1.0685,-0.8413385826771653,0.21109999999999962,-1.0589000000000004,-0.8337795275590554,0.0250999999999999,-1.2449000000000001,-0.9802362204724411
13,0.929,-0.2349000000000001,-1.1639000000000002,0.0,-0.15179999999999993,-1.0808,0.0,0.14659999999999984,-0.7824000000000002,0.0,0.82354,-0.10546,0.0,-0.14410000000000012,-1.0731000000000002,0.0,-0.14700000000000002,-1.076,0.0,0.8770600000000001,-0.051939999999999986,0.0,-0.009700000000000042,-0.9387000000000001,0.0,-0.048900000000000166,-0.9779000000000002,0.0,-0.19480000000000008,-1.1238000000000001,0.0
14,1.257,-0.040000000000000036,-1.297,-1.0318217979315831,0.04940000000000011,-1.2075999999999998,-0.9607000795544948,0.4531999999999998,-0.8038000000000001,-0.6394590294351632,1.10682,-0.15017999999999998,-0.11947494033412888,0.05979999999999985,-1.1972,-0.9524264120922833,0.0524,-1.2046,-0.9583134447096261,1.12282,-0.13417999999999997,-0.10674622116149561,0.1843999999999999,-1.0726,-0.8533015115354018,0.19689999999999985,-1.0601,-0.8433571996817821,0.006399999999999961,-1.2506,-0.9949085123309467
15,1.128,-0.09970000000000012,-1.2277,-1.0883865248226952,-0.011099999999999888,-1.1390999999999998,-1.0098404255319149,0.34619999999999984,-0.7818,-0.6930851063829788,1.01733,-0.11066999999999982,-0.09811170212765943,-0.000700000000000145,-1.1287,-1.0006205673758866,-0.006399999999999961,-1.1343999999999999,-1.0056737588652482,1.05203,-0.07596999999999987,-0.06734929078014174,0.13070000000000004,-0.9972999999999999,-0.8841312056737588,0.11929999999999996,-1.0087,-0.8942375886524823,-0.0535000000000001,-1.1815,-1.0474290780141844
16,1.047,0.16669999999999985,-0.8803000000000001,-0.8407831900668579,0.2268000000000001,-0.8201999999999998,-0.7833810888252147,0.5683999999999998,-0.47860000000000014,-0.45711556829035355,1.00194,-0.04505999999999988,-0.043037249283667506,0.24009999999999998,-0.8069,-0.7706781279847182,0.23049999999999993,-0.8165,-0.7798471824259791,0.98331,-0.06368999999999991,-0.06083094555873918,0.3187,-0.7283,-0.6956064947468958,0.3665999999999998,-0.6804000000000001,-0.6498567335243555,0.20299999999999985,-0.8440000000000001,-0.8061127029608406
17,1.37,-0.2502,-1.6202,-1.1826277372262772,-0.13619999999999988,-1.5062,-1.0994160583941606,0.2673000000000001,-1.1027,-0.8048905109489051,1.1481400000000002,-0.22185999999999995,-0.161941605839416,-0.1260000000000001,-1.4960000000000002,-1.0919708029197082,-0.13159999999999994,-1.5016,-1.096058394160584,1.21133,-0.1586700000000001,-0.11581751824817524,0.0464,-1.3236,-0.9661313868613138,0.006899999999999906,-1.3631000000000002,-0.9949635036496352,-0.1935,-1.5635000000000001,-1.1412408759124089
18,1.368,0.03820000000000001,-1.3298,-0.9720760233918129,0.1363000000000001,-1.2317,-0.9003654970760233,0.6231,-0.7449000000000001,-0.5445175438596491,1.33839,-0.029610000000000136,-0.021644736842105362,0.15189999999999992,-1.2161000000000002,-0.8889619883040937,0.14070000000000005,-1.2273,-0.8971491228070175,1.33581,-0.03219000000000016,-0.023530701754386082,0.2849999999999999,-1.0830000000000002,-0.7916666666666667,0.3235999999999999,-1.0444000000000002,-0.7634502923976609,0.09139999999999993,-1.2766000000000002,-0.933187134502924
19,1.181,0.23199999999999998,-0.9490000000000001,-0.8035563082133785,0.29920000000000013,-0.8817999999999999,-0.7466553767993225,0.6984999999999999,-0.48250000000000015,-0.4085520745131246,1.17599,-0.005009999999999959,-0.004242167654530025,0.3147,-0.8663000000000001,-0.7335309060118544,0.3023,-0.8787,-0.7440304826418289,1.13991,-0.04109000000000007,-0.03479254868755298,0.39749999999999996,-0.7835000000000001,-0.6634208298052499,0.4708999999999999,-0.7101000000000002,-0.6012701100762067,0.2730999999999999,-0.9079000000000002,-0.7687552921253176
20,0.888,-0.238,-1.126,0.0,-0.15169999999999995,-1.0396999999999998,0.0,0.15050000000000008,-0.7374999999999999,0.0,0.86594,-0.02205999999999997,0.0,-0.14290000000000025,-1.0309000000000004,0.0,-0.14549999999999996,-1.0335,0.0,0.92183,0.03383000000000003,0.0,-0.00019999999999997797,-0.8882,0.0,-0.04380000000000006,-0.9318000000000001,0.0,-0.19610000000000016,-1.0841000000000003,0.0
21,2.381,1.2307299999999999,-1.15027,-0.48310373792524147,1.30085,-1.0801499999999997,-0.4536539269214615,1.62031,-0.7606899999999999,-0.31948341033179334,2.08771,-0.29328999999999983,-0.12317933641327167,1.3127,-1.0682999999999998,-0.4486770264594708,1.30551,-1.0754899999999998,-0.4516967660646787,2.08119,-0.2998099999999999,-0.12591768164636705,1.39855,-0.9824499999999998,-0.41262074758504824,1.4237199999999999,-0.9572799999999999,-0.40204955900881983,1.27056,-1.1104399999999999,-0.46637547249055017
22,1.011,0.12719999999999998,-0.8837999999999999,-0.8741839762611276,0.18440000000000012,-0.8265999999999998,-0.8176063303659742,0.49049999999999994,-0.5205,-0.5148367952522256,0.89127,-0.11972999999999989,-0.118427299703264,0.1956,-0.8153999999999999,-0.8065281899109792,0.1885000000000001,-0.8224999999999998,-0.8135509396636992,0.8825000000000001,-0.12849999999999984,-0.12710187932739847,0.27249999999999996,-0.7384999999999999,-0.7304648862512364,0.3040999999999998,-0.7069000000000001,-0.6992087042532148,0.16069999999999984,-0.8503000000000001,-0.8410484668644908
23,1.421,0.0807,-1.3403,-0.9432090077410274,0.17720000000000002,-1.2438,-0.8752990851513018,0.6790999999999998,-0.7419000000000002,-0.5220971147079523,1.37135,-0.04964999999999997,-0.0349401829697396,0.19300000000000006,-1.228,-0.8641801548205489,0.18169999999999997,-1.2393,-0.8721323011963407,1.3605900000000002,-0.06040999999999985,-0.04251231527093586,0.3237000000000001,-1.0973,-0.7722026741731175,0.3705999999999998,-1.0504000000000002,-0.7391977480647433,0.13629999999999987,-1.2847000000000002,-0.9040816326530613
24,1.611,-0.11010000000000009,-1.7211,-1.068342644320298,0.00869999999999993,-1.6023,-0.9945996275605214,0.5347,-1.0763,-0.6680943513345748,1.45002,-0.1609799999999999,-0.09992551210428299,0.022299999999999986,-1.5887,-0.9861576660459342,0.012799999999999923,-1.5982,-0.9920546244568591,1.4772800000000001,-0.13371999999999984,-0.08300434512725005,0.19789999999999996,-1.4131,-0.8771570453134699,0.2054999999999998,-1.4055000000000002,-0.8724394785847301,-0.04720000000000013,-1.6582000000000001,-1.0292985723153323
25,1.699,0.26249999999999996,-1.4365,-0.8454973513831666,0.35360000000000014,-1.3454,-0.7918775750441436,0.885,-0.8140000000000001,-0.47910535609181876,1.526384,-0.1726160000000001,-0.10159858740435555,0.37349999999999994,-1.3255000000000001,-0.7801648028251913,0.359,-1.34,-0.7886992348440259,1.49186,-0.2071400000000001,-0.1219187757504415,0.49029999999999996,-1.2087,-0.7114184814596822,0.5710999999999997,-1.1279000000000003,-0.6638610947616247,0.31709999999999994,-1.3819000000000001,-0.8133608004708652
26,2.412,1.23674,-1.17526,-0.4872553897180763,1.30824,-1.1037599999999999,-0.45761194029850744,1.6339899999999998,-0.7780100000000001,-0.32255804311774466,2.0963600000000002,-0.3156399999999997,-0.13086235489220552,1.31893,-1.09307,-0.4531799336650083,1.31154,-1.10046,-0.4562437810945274,2.08795,-0.3240499999999997,-0.1343490878938639,1.4048500000000002,-1.0071499999999998,-0.4175580431177445,1.4326999999999996,-0.9793000000000003,-0.40601160862354907,1.2776399999999999,-1.13436,-0.4702985074626866
27,2.669,1.36807,-1.3009300000000001,-0.48742225552641444,1.48418,-1.18482,-0.44391907081303855,1.91034,-0.7586600000000001,-0.284248782315474,2.7110000000000003,0.04200000000000026,0.015736230798051802,1.50261,-1.16639,-0.4370138628699888,1.49058,-1.17842,-0.441521168977145,2.7337,0.06469999999999976,0.024241288872236703,1.65672,-1.01228,-0.37927313600599477,1.6828199999999998,-0.9861800000000003,-0.3694941925814913,1.43322,-1.23578,-0.46301236418134134
28,1.531,0.16300000000000003,-1.3679999999999999,-0.8935336381450032,0.24490000000000012,-1.2860999999999998,-0.8400391900718484,0.6765999999999999,-0.8544,-0.5580666231221425,1.23784,-0.29315999999999987,-0.19148269105160018,0.25980000000000003,-1.2711999999999999,-0.8303069888961463,0.2492000000000001,-1.2817999999999998,-0.8372305682560417,1.2291,-0.30189999999999984,-0.19719137818419324,0.3702000000000001,-1.1607999999999998,-0.7581972566949705,0.41049999999999986,-1.1205,-0.731874591770085,0.21009999999999995,-1.3209,-0.8627694317439583
29,2.608,1.2523399999999998,-1.3556600000000003,-0.5198082822085891,1.32321,-1.28479,-0.49263420245398776,1.67794,-0.9300600000000001,-0.35661809815950923,2.11363,-0.49437,-0.18955904907975457,1.3338,-1.2742,-0.4885736196319018,1.32738,-1.28062,-0.49103527607361963,2.0929,-0.5150999999999999,-0.1975076687116564,1.4141599999999999,-1.1938400000000002,-0.4577607361963191,1.45586,-1.1521400000000002,-0.4417714723926381,1.2937999999999998,-1.3142000000000003,-0.5039110429447854
30,3.153,1.32776,-1.82524,-0.5788899460830954,1.42728,-1.72572,-0.5473263558515699,1.93608,-1.21692,-0.38595623215984776,2.59124,-0.56176,-0.17816682524579766,1.4445899999999998,-1.7084100000000002,-0.5418363463368221,1.43096,-1.72204,-0.5461592134475103,2.5655,-0.5874999999999999,-0.18633047890897556,1.56399,-1.58901,-0.5039676498572788,1.6240599999999998,-1.5289400000000002,-0.4849159530605773,1.3846399999999999,-1.7683600000000002,-0.560849984142087
31,2.923,1.26202,-1.6609800000000001,-0.5682449538145741,1.36388,-1.55912,-0.5333971946630175,1.81474,-1.10826,-0.37915155661991107,2.5293900000000002,-0.3936099999999998,-0.13465959630516586,1.37929,-1.5437100000000001,-0.5281252138214164,1.36904,-1.55396,-0.5316318850496066,2.52441,-0.39859,-0.13636332535066711,1.5079,-1.4151,-0.4841258980499487,1.5437399999999997,-1.3792600000000004,-0.4718645227505988,1.3186299999999997,-1.6043700000000003,-0.5488778652069792
32,1.876,0.36929999999999996,-1.5067,-0.8031449893390192,0.4698,-1.4062,-0.7495735607675906,1.075,-0.8009999999999999,-0.42697228144989335,1.74693,-0.1290699999999998,-0.06880063965884851,0.494,-1.382,-0.7366737739872068,0.4751000000000001,-1.4008999999999998,-0.7467484008528784,1.7061760000000001,-0.16982399999999975,-0.09052452025586341,0.6171,-1.2589,-0.6710554371002132,0.7317999999999998,-1.1442,-0.6099147121535182,0.4312999999999998,-1.4447,-0.7700959488272922
