,ratio,rndint,dataset,learning_rate,epoch,mape,r2
729,0.2,272.0,Grid2401,0.001,146.0,0.13,-0.0987
730,0.2,390.0,Sobol2,0.001,273.0,0.0986,-0.0326
731,0.2,996.0,Sobol1,0.001,908.0,0.0948,-0.039
732,0.2,222.0,Sobol1,0.001,297.0,0.0924,-0.0101
733,0.2,249.0,Sobol2,0.001,446.0,0.0993,-0.0416
734,0.2,35.0,Grid2401,0.001,137.0,0.1314,-0.1383
735,0.2,731.0,Sobol1,0.001,377.0,0.0938,-0.0557
736,0.2,633.0,Grid2401,0.001,140.0,0.1285,-0.0996
737,0.2,593.0,Sobol1,0.001,356.0,0.0935,-0.0296
738,0.2,633.0,Sobol1,0.001,429.0,0.0916,-0.034
739,0.2,554.0,Grid1296,0.001,140.0,0.1059,0.0867
740,0.2,562.0,Grid2401,0.001,99.0,0.1344,-0.1198
741,0.2,928.0,Sobol1,0.001,375.0,0.0895,-0.0346
742,0.2,562.0,Grid1296,0.001,280.0,0.1098,-0.0196
743,0.2,78.0,Grid2401,0.001,171.0,0.1301,-0.1365
744,0.2,222.0,Sobol2,0.001,271.0,0.0981,-0.0313
745,0.2,554.0,Sobol1,0.001,267.0,0.0931,0.0019
746,0.2,593.0,Sobol2,0.001,436.0,0.0998,-0.0447
747,0.2,294.0,Grid2401,0.001,117.0,0.1269,-0.0485
748,0.2,562.0,Sobol1,0.001,321.0,0.0918,-0.0283
749,0.2,791.0,Sobol1,0.001,461.0,0.093,-0.0346
750,0.2,582.0,Grid2401,0.001,143.0,0.1364,-0.1928
751,0.2,294.0,Sobol1,0.001,215.0,0.091,-0.0067
752,0.2,731.0,Grid1296,0.001,244.0,0.1105,-0.0077
753,0.2,791.0,Grid1296,0.001,227.0,0.1077,0.0114
754,0.2,510.0,Sobol2,0.001,532.0,0.0999,-0.0464
755,0.2,633.0,Grid1296,0.001,299.0,0.1087,-0.0139
756,0.2,510.0,Sobol1,0.001,230.0,0.0907,-0.029
757,0.2,249.0,Grid2401,0.001,208.0,0.1299,-0.1284
758,0.2,582.0,Sobol1,0.001,291.0,0.0895,-0.0162
759,0.2,510.0,Grid1296,0.001,269.0,0.1081,0.0033
760,0.2,928.0,Grid2401,0.001,169.0,0.1328,-0.1718
761,0.2,222.0,Grid2401,0.001,111.0,0.1321,-0.0816
762,0.2,593.0,Grid2401,0.001,98.0,0.1237,0.0111
763,0.2,725.0,Grid2401,0.001,173.0,0.1338,-0.181
764,0.2,78.0,Sobol1,0.001,235.0,0.0908,-0.018
765,0.2,731.0,Grid2401,0.001,99.0,0.1249,-0.0256
766,0.2,582.0,Grid1296,0.001,335.0,0.1108,-0.0196
767,0.2,791.0,Sobol2,0.001,392.0,0.0988,-0.0501
768,0.2,35.0,Sobol2,0.001,395.0,0.0991,-0.0579
769,0.2,510.0,Grid2401,0.001,106.0,0.1309,-0.1422
770,0.2,854.0,Grid2401,0.001,135.0,0.1294,-0.1155
771,0.2,928.0,Grid1296,0.001,291.0,0.1095,-0.0005
772,0.2,294.0,Grid1296,0.001,847.0,0.1102,-0.0504
773,0.2,582.0,Sobol2,0.001,324.0,0.0992,-0.0453
774,0.2,634.0,Sobol2,0.001,344.0,0.0994,-0.0348
775,0.2,725.0,Sobol1,0.001,304.0,0.0921,0.0153
776,0.2,180.0,Sobol2,0.001,506.0,0.0991,-0.0439
777,0.2,593.0,Grid1296,0.001,306.0,0.1085,0.0219
778,0.2,554.0,Grid2401,0.001,177.0,0.1306,-0.1321
779,0.2,791.0,Grid2401,0.001,122.0,0.1289,-0.0844
780,0.2,180.0,Grid2401,0.001,131.0,0.1279,-0.0906
781,0.2,634.0,Grid1296,0.001,210.0,0.1082,0.0192
782,0.2,554.0,Sobol2,0.001,648.0,0.0991,-0.0453
783,0.2,562.0,Sobol2,0.001,445.0,0.0981,-0.0498
784,0.2,180.0,Grid1296,0.001,142.0,0.1085,0.0354
785,0.2,180.0,Sobol1,0.001,300.0,0.0924,-0.0143
786,0.2,78.0,Sobol2,0.001,252.0,0.0979,-0.0156
787,0.2,854.0,Sobol1,0.001,423.0,0.092,-0.0506
788,0.2,78.0,Grid1296,0.001,172.0,0.1103,-0.0123
789,0.2,222.0,Grid1296,0.001,224.0,0.1108,-0.0378
790,0.2,294.0,Sobol2,0.001,296.0,0.098,-0.0008
791,0.2,35.0,Sobol1,0.001,924.0,0.0938,-0.0178
792,0.2,725.0,Sobol2,0.001,345.0,0.0981,-0.0341
793,0.2,725.0,Grid1296,0.001,319.0,0.1095,-0.0227
794,0.2,731.0,Sobol2,0.001,558.0,0.0996,-0.0512
795,0.2,249.0,Grid1296,0.001,625.0,0.1085,-0.0077
796,0.2,35.0,Grid1296,0.001,241.0,0.1102,-0.0182
797,0.2,249.0,Sobol1,0.001,241.0,0.0914,0.0058
798,0.2,634.0,Grid2401,0.001,230.0,0.1297,-0.1321
799,0.2,634.0,Sobol1,0.001,237.0,0.0922,0.0135
800,0.25,171.0,Sobol1,0.001,437.0,0.0961,0.0283
801,0.25,678.0,Sobol1,0.001,243.0,0.0969,0.0127
802,0.25,147.0,Sobol2,0.001,522.0,0.0957,-0.0394
803,0.25,561.0,Sobol1,0.001,335.0,0.0969,0.0173
804,0.25,561.0,Grid1296,0.001,172.0,0.1144,-0.0598
805,0.25,588.0,Sobol2,0.001,359.0,0.0952,-0.0695
806,0.25,951.0,Grid2401,0.001,184.0,0.1255,-0.0361
807,0.25,951.0,Sobol2,0.001,358.0,0.0948,-0.0484
808,0.25,490.0,Sobol1,0.001,328.0,0.0963,-0.0242
809,0.25,395.0,Grid2401,0.001,139.0,0.1329,-0.1554
810,0.25,297.0,Grid1296,0.001,217.0,0.1099,-0.0025
811,0.25,711.0,Grid1296,0.001,324.0,0.1106,-0.0153
812,0.25,877.0,Sobol1,0.001,988.0,0.0971,-0.0238
813,0.25,985.0,Grid1296,0.001,194.0,0.1111,-0.0106
814,0.25,711.0,Sobol2,0.001,515.0,0.0972,-0.0582
815,0.25,669.0,Grid1296,0.001,178.0,0.1085,0.0402
816,0.25,147.0,Grid2401,0.001,139.0,0.1316,-0.1402
817,0.25,237.0,Grid2401,0.001,195.0,0.133,-0.1394
818,0.25,588.0,Sobol1,0.001,379.0,0.0967,-0.014
819,0.25,951.0,Sobol1,0.001,369.0,0.0993,-0.0346
820,0.25,490.0,Grid2401,0.001,151.0,0.1325,-0.1642
821,0.25,171.0,Grid2401,0.001,135.0,0.1305,-0.1482
822,0.25,877.0,Grid1296,0.001,176.0,0.1124,-0.0507
823,0.25,721.0,Grid1296,0.001,185.0,0.1074,0.0555
824,0.25,297.0,Sobol2,0.001,366.0,0.0954,-0.0635
825,0.25,297.0,Sobol1,0.001,422.0,0.0957,-0.011
826,0.25,16.0,Sobol2,0.001,944.0,0.0969,-0.1055
827,0.25,16.0,Grid1296,0.001,157.0,0.1116,-0.0158
828,0.25,75.0,Sobol2,0.001,483.0,0.0957,-0.1201
829,0.25,147.0,Sobol1,0.001,236.0,0.0963,0.005
830,0.25,561.0,Grid2401,0.001,125.0,0.1266,-0.082
831,0.25,147.0,Grid1296,0.001,700.0,0.1105,-0.0237
832,0.25,721.0,Grid2401,0.001,144.0,0.13,-0.1149
833,0.25,75.0,Grid1296,0.001,177.0,0.1095,0.0077
834,0.25,985.0,Sobol1,0.001,485.0,0.0987,-0.0333
835,0.25,237.0,Sobol2,0.001,487.0,0.0961,-0.0673
836,0.25,237.0,Sobol1,0.001,338.0,0.0982,-0.0111
837,0.25,588.0,Grid1296,0.001,271.0,0.1107,-0.0257
838,0.25,490.0,Grid1296,0.001,213.0,0.1104,-0.0143
839,0.25,395.0,Grid1296,0.001,337.0,0.1131,-0.062
840,0.25,395.0,Sobol2,0.001,384.0,0.0966,-0.0388
841,0.25,877.0,Grid2401,0.001,129.0,0.134,-0.1808
842,0.25,877.0,Sobol2,0.001,572.0,0.0948,-0.0671
843,0.25,171.0,Grid1296,0.001,272.0,0.1104,-0.0079
844,0.25,721.0,Sobol1,0.001,275.0,0.0974,-0.0247
845,0.25,985.0,Sobol2,0.001,387.0,0.0963,-0.0681
846,0.25,999.0,Grid1296,0.001,264.0,0.1083,0.0378
847,0.25,678.0,Grid1296,0.001,197.0,0.1109,-0.0174
848,0.25,75.0,Sobol1,0.001,233.0,0.096,0.0094
849,0.25,561.0,Sobol2,0.001,486.0,0.0956,-0.0905
850,0.25,237.0,Grid1296,0.001,214.0,0.1089,0.0261
851,0.25,588.0,Grid2401,0.001,245.0,0.1271,-0.0941
852,0.25,951.0,Grid1296,0.001,174.0,0.1124,-0.0295
853,0.25,490.0,Sobol2,0.001,473.0,0.0964,-0.0566
854,0.25,395.0,Sobol1,0.001,298.0,0.0986,-0.0453
855,0.25,985.0,Grid2401,0.001,134.0,0.1234,-0.0463
856,0.25,16.0,Grid2401,0.001,99.0,0.1259,-0.0276
857,0.25,297.0,Grid2401,0.001,94.0,0.1293,-0.0702
858,0.25,721.0,Sobol2,0.001,450.0,0.0958,-0.0312
859,0.25,711.0,Grid2401,0.001,143.0,0.1255,-0.0599
860,0.25,711.0,Sobol1,0.001,328.0,0.0972,-0.0327
861,0.25,669.0,Sobol2,0.001,888.0,0.097,-0.0637
862,0.25,678.0,Grid2401,0.001,229.0,0.1345,-0.2123
863,0.25,678.0,Sobol2,0.001,437.0,0.0954,-0.0683
864,0.25,171.0,Sobol2,0.001,500.0,0.0949,-0.0391
865,0.25,530.0,Grid1296,0.001,770.0,0.1104,-0.019
866,0.25,986.0,Grid1296,0.001,736.0,0.1109,-0.0289
867,0.25,829.0,Sobol1,0.001,277.0,0.0972,-0.0208
868,0.25,794.0,Sobol1,0.001,534.0,0.097,-0.0221
869,0.25,759.0,Grid1296,0.001,175.0,0.1104,0.0054
870,0.25,390.0,Grid1296,0.001,288.0,0.1113,-0.0273
871,0.25,633.0,Grid1296,0.001,218.0,0.1104,-0.0144
872,0.25,968.0,Sobol1,0.001,369.0,0.0964,-0.0153
873,0.25,829.0,Grid2401,0.001,188.0,0.1328,-0.1632
874,0.25,272.0,Grid2401,0.001,112.0,0.1223,0.0249
875,0.25,75.0,Grid2401,0.001,154.0,0.1297,-0.1065
876,0.25,530.0,Grid2401,0.001,106.0,0.1273,-0.0423
877,0.25,530.0,Sobol1,0.001,395.0,0.0968,-0.0388
878,0.25,936.0,Grid2401,0.001,100.0,0.1227,-0.0175
879,0.25,111.0,Sobol2,0.001,817.0,0.0978,-0.0754
880,0.25,816.0,Sobol2,0.001,535.0,0.0946,-0.0463
881,0.25,968.0,Grid2401,0.001,128.0,0.1299,-0.0935
882,0.25,930.0,Grid1296,0.001,167.0,0.1124,-0.0303
883,0.25,986.0,Grid2401,0.001,137.0,0.1299,-0.1236
884,0.25,48.0,Sobol1,0.001,321.0,0.0979,-0.0467
885,0.25,986.0,Sobol1,0.001,923.0,0.0976,-0.0308
886,0.25,794.0,Grid1296,0.001,176.0,0.1114,-0.0059
887,0.25,111.0,Grid1296,0.001,211.0,0.1109,-0.0033
888,0.25,759.0,Grid2401,0.001,99.0,0.1228,0.0105
889,0.25,669.0,Sobol1,0.001,409.0,0.0981,-0.0381
890,0.25,48.0,Grid1296,0.001,202.0,0.1092,0.0199
891,0.25,999.0,Sobol1,0.001,932.0,0.0963,-0.0197
892,0.25,759.0,Sobol2,0.001,283.0,0.0964,-0.0357
893,0.25,272.0,Grid1296,0.001,203.0,0.108,0.0334
894,0.25,936.0,Sobol1,0.001,376.0,0.0977,-0.015
895,0.25,816.0,Sobol1,0.001,279.0,0.0954,-0.0015
896,0.25,48.0,Sobol2,0.001,351.0,0.0948,-0.0294
897,0.25,829.0,Sobol2,0.001,545.0,0.0962,-0.0805
898,0.25,272.0,Sobol1,0.001,212.0,0.0964,0.0192
899,0.25,272.0,Sobol2,0.001,660.0,0.0965,-0.0705
900,0.25,936.0,Grid1296,0.001,715.0,0.1112,-0.031
901,0.25,816.0,Grid1296,0.001,254.0,0.112,-0.0385
902,0.25,999.0,Sobol2,0.001,479.0,0.0951,-0.0404
903,0.25,794.0,Grid2401,0.001,132.0,0.1303,-0.0954
904,0.25,829.0,Grid1296,0.001,177.0,0.1089,0.0323
905,0.25,111.0,Grid2401,0.001,152.0,0.1308,-0.1295
906,0.25,816.0,Grid2401,0.001,134.0,0.1276,-0.1126
907,0.25,111.0,Sobol1,0.001,210.0,0.0945,0.0493
908,0.25,48.0,Grid2401,0.001,140.0,0.1316,-0.1616
909,0.25,390.0,Sobol2,0.001,334.0,0.0942,0.0055
910,0.25,562.0,Grid1296,0.001,233.0,0.1102,-0.0082
911,0.25,294.0,Grid1296,0.001,288.0,0.1131,-0.0543
912,0.25,669.0,Grid2401,0.001,185.0,0.1286,-0.1044
913,0.25,986.0,Sobol2,0.001,515.0,0.0965,-0.0635
914,0.25,554.0,Grid1296,0.001,217.0,0.1109,-0.0248
915,0.25,996.0,Grid2401,0.001,140.0,0.1307,-0.1129
916,0.25,16.0,Sobol1,0.001,511.0,0.0969,-0.0094
917,0.25,530.0,Sobol2,0.001,468.0,0.0951,-0.0551
