,ratio,rndint,dataset,degree,rmse,r2
11026,0.3,986.0,Sobol1,7.0,20.211057684805446,0.9539389632734296
11027,0.3,986.0,Sobol2,7.0,19.150764037207004,0.9587241175192566
11028,0.3,986.0,Grid1296,8.0,46241704.14818787,-210277380105.84006
11029,0.3,986.0,Grid2401,8.0,4998677.851789037,-2362309616.8929305
11030,0.3,986.0,Sobol1,8.0,20.67895712284761,0.9517815893903449
11031,0.3,986.0,Sobol2,8.0,23.220315324438882,0.9393179305931761
11032,0.3,986.0,Grid1296,9.0,1275090786.4847672,-159884775377447.34
11033,0.3,986.0,Grid2401,9.0,40014189.79258278,-151375146324.34042
11034,0.3,986.0,Sobol1,9.0,28.215850370522638,0.9102277908372467
11035,0.3,986.0,Sobol2,9.0,56.35804933233997,0.6425329119206125
11036,0.3,986.0,Grid1296,10.0,1315740795.9980145,-170241554874224.88
11037,0.3,986.0,Grid2401,10.0,31569523.37344589,-94224224278.51505
11038,0.3,986.0,Sobol1,10.0,59.637008448331265,0.5989603381639141
11039,0.3,986.0,Sobol2,10.0,164.81090828101506,-2.0570043903204582
11040,0.3,829.0,Grid1296,1.0,76.9152250327202,0.4157852886215001
11041,0.3,829.0,Grid2401,1.0,98.92703445777873,0.07463087610224639
11042,0.3,829.0,Sobol1,1.0,72.6468898454572,0.40056772342133995
11043,0.3,829.0,Sobol2,1.0,72.81011030536428,0.39599577657871465
11044,0.3,829.0,Grid1296,2.0,45.98007078318036,0.7912208476841309
11045,0.3,829.0,Grid2401,2.0,81.84558404999221,0.3666036911443037
11046,0.3,829.0,Sobol1,2.0,39.21187013874112,0.8253610211869872
11047,0.3,829.0,Sobol2,2.0,38.63311775513651,0.8299502048724761
11048,0.3,829.0,Grid1296,3.0,26.95593723912415,0.9282442460479849
11049,0.3,829.0,Grid2401,3.0,44.630396645677116,0.8116582866059489
11050,0.3,829.0,Sobol1,3.0,25.782504048920885,0.9244983815764055
11051,0.3,829.0,Sobol2,3.0,23.403655029058722,0.9375943410511713
11052,0.3,829.0,Grid1296,4.0,50.875909754559196,0.7443932987788262
11053,0.3,829.0,Grid2401,4.0,38.271516632123394,0.8615042745152602
11054,0.3,829.0,Sobol1,4.0,23.63962686071331,0.9365272512679768
11055,0.3,829.0,Sobol2,4.0,21.717507402924003,0.9462626118922924
11056,0.3,829.0,Grid1296,5.0,76.1506394268718,0.4273424805393581
11057,0.3,829.0,Grid2401,5.0,100.95844818446211,0.03623676124742681
11058,0.3,829.0,Sobol1,5.0,19.143186489023044,0.9583768894783762
11059,0.3,829.0,Sobol2,5.0,17.55321693641074,0.9648949142816614
11060,0.3,829.0,Grid1296,6.0,1739797260.939847,-298913234814623.7
11061,0.3,829.0,Grid2401,6.0,254.00869589765122,-5.100735458354975
11062,0.3,829.0,Sobol1,6.0,19.669036753995265,0.9560587653377766
11063,0.3,829.0,Sobol2,6.0,18.525867335315386,0.9608966741615689
11064,0.3,829.0,Grid1296,7.0,121030261.43210457,-1446557834334.2266
11065,0.3,829.0,Grid2401,7.0,79988456.82501307,-604978109352.0757
11066,0.3,829.0,Sobol1,7.0,20.198518362681945,0.9536611663044573
11067,0.3,829.0,Sobol2,7.0,20.684681793200745,0.9512522824800209
11068,0.3,829.0,Grid1296,8.0,732848610.7176911,-53036688120837.25
11069,0.3,829.0,Grid2401,8.0,115834515.52588937,-1268706009487.024
11070,0.3,829.0,Sobol1,8.0,21.442130142306972,0.9477793916246423
11071,0.3,829.0,Sobol2,8.0,25.533643699934014,0.9257182400042627
11072,0.3,829.0,Grid1296,9.0,2227764544.588091,-490101954498661.56
11073,0.3,829.0,Grid2401,9.0,8370556.90533812,-6625119712.547733
11074,0.3,829.0,Sobol1,9.0,32.34322517132255,0.8811846038252326
11075,0.3,829.0,Sobol2,9.0,46.39011855825822,0.7548072851766126
11076,0.3,829.0,Grid1296,10.0,281990056.55766416,-7852635665748.213
11077,0.3,829.0,Grid2401,10.0,7885066686.592411,-5878895833707665.0
11078,0.3,829.0,Sobol1,10.0,68.71809003985888,0.46365006521826957
11079,0.3,829.0,Sobol2,10.0,88.96292421906206,0.09827378240187401
11080,0.3,996.0,Grid1296,1.0,77.18869209248071,0.4151726392897399
11081,0.3,996.0,Grid2401,1.0,98.48840524743038,0.08737451438455723
11082,0.3,996.0,Sobol1,1.0,71.59653451243786,0.4372074887621994
11083,0.3,996.0,Sobol2,1.0,72.44428391631762,0.4020920196423723
11084,0.3,996.0,Grid1296,2.0,46.045023397013196,0.79189346693858
11085,0.3,996.0,Grid2401,2.0,79.77416073148235,0.40124814804158815
11086,0.3,996.0,Sobol1,2.0,39.231391371116736,0.8310213918609353
11087,0.3,996.0,Sobol2,2.0,39.39018172760258,0.823232641952607
11088,0.3,996.0,Grid1296,3.0,25.777507994075258,0.9347767885635059
11089,0.3,996.0,Grid2401,3.0,42.13336616456469,0.8329776087170941
11090,0.3,996.0,Sobol1,3.0,25.518716754697298,0.928503963024887
11091,0.3,996.0,Sobol2,3.0,24.224233383382664,0.9331461864106355
11092,0.3,996.0,Grid1296,4.0,48.3680642425898,0.7703651853663178
11093,0.3,996.0,Grid2401,4.0,46.919080305221335,0.7928803215533217
11094,0.3,996.0,Sobol1,4.0,23.367947680264724,0.940047755104568
11095,0.3,996.0,Sobol2,4.0,23.35186989685209,0.9378745672628793
11096,0.3,996.0,Grid1296,5.0,66.167712164445,0.5702532950943411
11097,0.3,996.0,Grid2401,5.0,92.95942833460474,0.18696494602884728
11098,0.3,996.0,Sobol1,5.0,19.703700897403337,0.9573754389989101
11099,0.3,996.0,Sobol2,5.0,20.73532551035981,0.9510167251608497
11100,0.3,996.0,Grid1296,6.0,365080739.9309773,-13082723486642.346
11101,0.3,996.0,Grid2401,6.0,108.05740461618159,-0.09857938804465993
11102,0.3,996.0,Sobol1,6.0,20.02262659776984,0.9559844226223774
11103,0.3,996.0,Sobol2,6.0,18.704798980548123,0.9601404682433525
11104,0.3,996.0,Grid1296,7.0,347592161.71990323,-11859333088801.94
11105,0.3,996.0,Grid2401,7.0,5835062.0123102665,-3203415949.846756
11106,0.3,996.0,Sobol1,7.0,20.545971166586632,0.9536534239571682
11107,0.3,996.0,Sobol2,7.0,19.665963360784875,0.9559387763979648
11108,0.3,996.0,Grid1296,8.0,137791115.1703361,-1863643110547.3062
11109,0.3,996.0,Grid2401,8.0,40104015.50747177,-151320616168.38123
11110,0.3,996.0,Sobol1,8.0,20.99048225147925,0.9516263186355609
11111,0.3,996.0,Sobol2,8.0,21.79505301105997,0.9458819721899789
11112,0.3,996.0,Grid1296,9.0,303674667.4987396,-9051852061816.555
11113,0.3,996.0,Grid2401,9.0,37369335.65410288,-131387223812.86693
11114,0.3,996.0,Sobol1,9.0,28.67624419938275,0.9097164044179942
11115,0.3,996.0,Sobol2,9.0,30.127367556128,0.8965933487659444
11116,0.3,996.0,Grid1296,10.0,1253026781.840337,-154113621273622.22
11117,0.3,996.0,Grid2401,10.0,160862285.47654468,-2434618127929.6924
11118,0.3,996.0,Sobol1,10.0,54.24456690314949,0.6769447533228821
11119,0.3,996.0,Sobol2,10.0,47.290639825920394,0.7452134595072256
11120,0.3,272.0,Grid1296,1.0,77.52790922813482,0.40943977883740035
11121,0.3,272.0,Grid2401,1.0,97.06146977476402,0.11031551541698881
11122,0.3,272.0,Sobol1,1.0,71.76088280097352,0.42315145664147724
11123,0.3,272.0,Sobol2,1.0,72.73377475568726,0.40018172541663166
11124,0.3,272.0,Grid1296,2.0,46.837175988405384,0.7844592201687164
11125,0.3,272.0,Grid2401,2.0,77.13214163326396,0.4381594635026962
11126,0.3,272.0,Sobol1,2.0,39.25468696296544,0.8273886728777228
11127,0.3,272.0,Sobol2,2.0,38.95785999012801,0.8279171367508451
11128,0.3,272.0,Grid1296,3.0,25.98733854132927,0.9336453054222479
11129,0.3,272.0,Grid2401,3.0,43.69629701036184,0.8196851231677147
11130,0.3,272.0,Sobol1,3.0,25.575813642247134,0.9267267976631746
11131,0.3,272.0,Sobol2,3.0,23.53427531310828,0.9372015249135814
11132,0.3,272.0,Grid1296,4.0,48.80514700538582,0.7659658160354018
11133,0.3,272.0,Grid2401,4.0,44.42370202450573,0.8136318110948182
11134,0.3,272.0,Sobol1,4.0,23.465656137944666,0.9383189640222167
11135,0.3,272.0,Sobol2,4.0,21.631885229087466,0.9469437954643941
11136,0.3,272.0,Grid1296,5.0,70.11136788449421,0.517024693193721
11137,0.3,272.0,Grid2401,5.0,114.8581201224561,-0.24584983169416352
11138,0.3,272.0,Sobol1,5.0,19.33243519283265,0.9581342013150389
11139,0.3,272.0,Sobol2,5.0,17.749622569605155,0.9642788292888381
11140,0.3,272.0,Grid1296,6.0,707241392.0046641,-49145458015149.53
11141,0.3,272.0,Grid2401,6.0,121.34253376631716,-0.3904917245256254
11142,0.3,272.0,Sobol1,6.0,19.996763047874037,0.9552074635569053
11143,0.3,272.0,Sobol2,6.0,17.928371256048273,0.963555742005752
11144,0.3,272.0,Grid1296,7.0,245522277.43510824,-5922838000820.296
11145,0.3,272.0,Grid2401,7.0,9752782.698313221,-8982544669.315895
11146,0.3,272.0,Sobol1,7.0,20.235510260262995,0.9541314960973929
11147,0.3,272.0,Sobol2,7.0,20.082659940986225,0.9542711891973118
11148,0.3,272.0,Grid1296,8.0,455664188.91656077,-20400360543475.418
11149,0.3,272.0,Grid2401,8.0,18497161.63880884,-32311154309.684227
11150,0.3,272.0,Sobol1,8.0,21.090624084512676,0.9501729567555521
11151,0.3,272.0,Sobol2,8.0,24.36023139190565,0.9327162393641151
11152,0.3,272.0,Grid1296,9.0,914480390.6083523,-82166888392150.33
11153,0.3,272.0,Grid2401,9.0,83776756.98125878,-662810499521.4253
11154,0.3,272.0,Sobol1,9.0,33.70064650595305,0.8727778532721706
11155,0.3,272.0,Sobol2,9.0,49.49027370222486,0.7222927934215211
11156,0.3,272.0,Grid1296,10.0,796782854.7996787,-62377506056484.9
11157,0.3,272.0,Grid2401,10.0,90859050.76535648,-779612296739.8623
11158,0.3,272.0,Sobol1,10.0,80.85521476957695,0.26767758905086725
11159,0.3,272.0,Sobol2,10.0,134.08058860525148,-1.0383523307372875
11160,0.3,759.0,Grid1296,1.0,78.02605312479686,0.403627335163365
11161,0.3,759.0,Grid2401,1.0,97.5375067801698,0.10608676531800876
11162,0.3,759.0,Sobol1,1.0,72.10918388364384,0.4216842763761316
11163,0.3,759.0,Sobol2,1.0,73.13892524966913,0.39721907043078053
11164,0.3,759.0,Grid1296,2.0,47.12905425947264,0.7824215389904571
11165,0.3,759.0,Grid2401,2.0,79.34052168649298,0.4085171313732804
11166,0.3,759.0,Sobol1,2.0,39.21230731875528,0.8289871932045039
11167,0.3,759.0,Sobol2,2.0,38.863636133985516,0.8298040512798517
11168,0.3,759.0,Grid1296,3.0,25.792085290239523,0.9348354555730702
11169,0.3,759.0,Grid2401,3.0,43.78123282717869,0.8198940583972223
11170,0.3,759.0,Sobol1,3.0,25.707378375958225,0.9264979555228854
11171,0.3,759.0,Sobol2,3.0,24.203776882378396,0.9339871266032232
11172,0.3,759.0,Grid1296,4.0,46.511849158608534,0.7880830655946666
11173,0.3,759.0,Grid2401,4.0,44.69236317536359,0.8123196928826119
11174,0.3,759.0,Sobol1,4.0,23.390782027300396,0.9391482148216834
11175,0.3,759.0,Sobol2,4.0,24.012440472949372,0.9350266951032943
11176,0.3,759.0,Grid1296,5.0,65.63032053496691,0.5780631060539612
11177,0.3,759.0,Grid2401,5.0,98.37263188237142,0.09071369842654309
11178,0.3,759.0,Sobol1,5.0,19.197206560135417,0.9590116991300637
11179,0.3,759.0,Sobol2,5.0,18.683794061194575,0.9606637913569991
11180,0.3,759.0,Grid1296,6.0,9696187116.731216,-9209592763557140.0
11181,0.3,759.0,Grid2401,6.0,85.56522748714048,0.3120661404284544
11182,0.3,759.0,Sobol1,6.0,19.599878621998116,0.957274160629468
11183,0.3,759.0,Sobol2,6.0,19.255870662215408,0.9582180528083305
11184,0.3,759.0,Grid1296,7.0,561548917.1862423,-30889696350865.473
11185,0.3,759.0,Grid2401,7.0,8194940.838804092,-6310208541.91971
11186,0.3,759.0,Sobol1,7.0,20.357271168562296,0.9539082748955008
11187,0.3,759.0,Sobol2,7.0,20.09428007505612,0.954500433618475
11188,0.3,759.0,Grid1296,8.0,428978733.6160907,-18026440377942.477
11189,0.3,759.0,Grid2401,8.0,25701039.90993671,-62065957400.15714
11190,0.3,759.0,Sobol1,8.0,22.28440419848696,0.944768620068917
11191,0.3,759.0,Sobol2,8.0,22.07350591096619,0.9450958730919617
11192,0.3,759.0,Grid1296,9.0,1509870345.0380378,-223314931128492.06
11193,0.3,759.0,Grid2401,9.0,43715966.35706183,-179569359301.186
11194,0.3,759.0,Sobol1,9.0,27.54404247317534,0.9156200626800265
11195,0.3,759.0,Sobol2,9.0,23.831380616887476,0.9360028312246275
11196,0.3,759.0,Grid1296,10.0,1234278915.0960658,-149233069226746.5
11197,0.3,759.0,Grid2401,10.0,96393229.60657695,-873062087774.8225
11198,0.3,759.0,Sobol1,10.0,85.8819843630876,0.179671158801897
11199,0.3,759.0,Sobol2,10.0,53.05258138729228,0.6828422004985749
11200,0.3,390.0,Grid1296,1.0,78.04383079098912,0.40287737435111126
11201,0.3,390.0,Grid2401,1.0,97.26126345571186,0.1053854271303667
11202,0.3,390.0,Sobol1,1.0,71.1669410507396,0.44082970143188016
11203,0.3,390.0,Sobol2,1.0,72.2852563679108,0.41023867723558505
11204,0.3,390.0,Grid1296,2.0,47.374954611142556,0.779968943590956
11205,0.3,390.0,Grid2401,2.0,79.2287255109576,0.4063622720376652
11206,0.3,390.0,Sobol1,2.0,39.333800809243264,0.8291876274135341
11207,0.3,390.0,Sobol2,2.0,39.09741059034861,0.8274667406731367
11208,0.3,390.0,Grid1296,3.0,25.71654807322071,0.9351646714534817
11209,0.3,390.0,Grid2401,3.0,42.15230576112599,0.831965357547922
11210,0.3,390.0,Sobol1,3.0,25.893969969216077,0.9259739158135117
11211,0.3,390.0,Sobol2,3.0,24.2264926202302,0.9337542648234205
11212,0.3,390.0,Grid1296,4.0,48.495316923715635,0.769438932736007
11213,0.3,390.0,Grid2401,4.0,48.99507945870997,0.7729815849809731
11214,0.3,390.0,Sobol1,4.0,23.63438785216537,0.9383296783870541
11215,0.3,390.0,Sobol2,4.0,23.287044871809687,0.9387923653874182
11216,0.3,390.0,Grid1296,5.0,67.5935831450964,0.5520832449442352
11217,0.3,390.0,Grid2401,5.0,118.21122287616564,-0.3215194964622494
11218,0.3,390.0,Sobol1,5.0,19.538768212440274,0.9578515256931883
11219,0.3,390.0,Sobol2,5.0,21.032105569365655,0.9500722100601661
11220,0.3,390.0,Grid1296,6.0,13246675943.316927,-1.7202841759453768e+16
11221,0.3,390.0,Grid2401,6.0,165.613884864064,-1.5938785867740863
11222,0.3,390.0,Sobol1,6.0,20.308001156624446,0.9544674623111711
11223,0.3,390.0,Sobol2,6.0,18.51697887246806,0.9612994534469923
11224,0.3,390.0,Grid1296,7.0,1464041262.8310943,-210132392066584.2
11225,0.3,390.0,Grid2401,7.0,6776444.440189452,-4342700895.792586
11226,0.3,390.0,Sobol1,7.0,22.245772910122977,0.9453635471641587
11227,0.3,390.0,Sobol2,7.0,18.7382860014885,0.9603688602014967
11228,0.3,390.0,Grid1296,8.0,689300582.1194535,-46580447943080.914
11229,0.3,390.0,Grid2401,8.0,103307255.0609494,-1009294249858.0243
11230,0.3,390.0,Sobol1,8.0,24.083396453496338,0.9359641812481773
11231,0.3,390.0,Sobol2,8.0,19.507618886783135,0.9570478051567605
11232,0.3,390.0,Grid1296,9.0,4219050114.2459455,-1745081594929974.8
11233,0.3,390.0,Grid2401,9.0,105171187.9037096,-1046043422850.349
11234,0.3,390.0,Sobol1,9.0,30.19061403011836,0.8993690926010482
11235,0.3,390.0,Sobol2,9.0,23.467659076627957,0.93783923119156
11236,0.3,390.0,Grid1296,10.0,7236215269.019375,-5133449882448242.0
11237,0.3,390.0,Grid2401,10.0,259779846.89091027,-6382150886727.135
11238,0.3,390.0,Sobol1,10.0,62.65539815478416,0.5665844537187016
11239,0.3,390.0,Sobol2,10.0,52.96799569912649,0.6833321922144877
11240,0.3,930.0,Grid1296,1.0,77.60212832256572,0.4101298277352343
11241,0.3,930.0,Grid2401,1.0,97.87334105913548,0.09859470740960341
11242,0.3,930.0,Sobol1,1.0,72.30134703707037,0.40599952887424906
11243,0.3,930.0,Sobol2,1.0,72.72339642985281,0.3962059738657018
11244,0.3,930.0,Grid1296,2.0,47.19004117854183,0.781872770288929
11245,0.3,930.0,Grid2401,2.0,78.06343895186369,0.4265617809326039
11246,0.3,930.0,Sobol1,2.0,39.266271651177384,0.824800305032467
11247,0.3,930.0,Sobol2,2.0,38.47236099231123,0.8310188806126013
11248,0.3,930.0,Grid1296,3.0,25.824218809307226,0.9346773858037037
11249,0.3,930.0,Grid2401,3.0,45.43352069477637,0.8057575889742385
11250,0.3,930.0,Sobol1,3.0,25.97184834543,0.9233521938669385
11251,0.3,930.0,Sobol2,3.0,26.61904477499911,0.9191042998957855
11252,0.3,930.0,Grid1296,4.0,48.26585512314814,0.7718139024928641
11253,0.3,930.0,Grid2401,4.0,46.295088676262026,0.7983207969489633
11254,0.3,930.0,Sobol1,4.0,23.86339956934413,0.9352919014257902
11255,0.3,930.0,Sobol2,4.0,44.37117228117246,0.7752279481077905
11256,0.3,930.0,Grid1296,5.0,68.00367450367658,0.5470253156672001
11257,0.3,930.0,Grid2401,5.0,113.72374163553297,-0.21700834432929805
11258,0.3,930.0,Sobol1,5.0,19.5285306844463,0.9566655639548743
11259,0.3,930.0,Sobol2,5.0,25.999770184489584,0.9228244873878374
11260,0.3,930.0,Grid1296,6.0,73.35985001329368,0.47285991708152575
11261,0.3,930.0,Grid2401,6.0,136.6072620052116,-0.7560579752390835
11262,0.3,930.0,Sobol1,6.0,20.409272101937788,0.9526686334236637
11263,0.3,930.0,Sobol2,6.0,21.814380911493323,0.9456716783121113
11264,0.3,930.0,Grid1296,7.0,677496195.2443825,-44959646954522.61
11265,0.3,930.0,Grid2401,7.0,3757386.6255444977,-1328504549.2250783
11266,0.3,930.0,Sobol1,7.0,22.65861820665937,0.9416607481290324
11267,0.3,930.0,Sobol2,7.0,21.09894489318537,0.9491768030587486
11268,0.3,930.0,Grid1296,8.0,3633135444.2840886,-1292922069362609.8
11269,0.3,930.0,Grid2401,8.0,52548645.19245611,-259844975203.40805
11270,0.3,930.0,Sobol1,8.0,26.270196232884196,0.9215811180844755
11271,0.3,930.0,Sobol2,8.0,30.510873058240193,0.8937204334700095
11272,0.3,930.0,Grid1296,9.0,69942780482.74336,-4.791758890745624e+17
11273,0.3,930.0,Grid2401,9.0,69298618.31475611,-451898008345.8234
11274,0.3,930.0,Sobol1,9.0,30.272955523356963,0.8958633367714206
11275,0.3,930.0,Sobol2,9.0,47.068290320560266,0.7470717428073307
11276,0.3,930.0,Grid1296,10.0,1809160331.4129565,-320599827475736.0
11277,0.3,930.0,Grid2401,10.0,17965713817.84134,-3.0372478314688196e+16
11278,0.3,930.0,Sobol1,10.0,58.72159894554701,0.6081771517348229
11279,0.3,930.0,Sobol2,10.0,77.69879716516571,0.31076218698574365
11280,0.3,633.0,Grid1296,1.0,76.88484709031162,0.4192402953195813
11281,0.3,633.0,Grid2401,1.0,98.16957685947852,0.09219512329903712
11282,0.3,633.0,Sobol1,1.0,72.36530794652012,0.4025330493138347
11283,0.3,633.0,Sobol2,1.0,72.56724735497053,0.4134414424360028
11284,0.3,633.0,Grid1296,2.0,46.34889514916995,0.7889459269547141
11285,0.3,633.0,Grid2401,2.0,79.51290465538885,0.4044559213752097
11286,0.3,633.0,Sobol1,2.0,39.332997624725635,0.8234908800533269
11287,0.3,633.0,Sobol2,2.0,38.65505585325873,0.8335657564919521
11288,0.3,633.0,Grid1296,3.0,25.676299450358613,0.9352291151917185
11289,0.3,633.0,Grid2401,3.0,40.40196220133081,0.8462399224716022
11290,0.3,633.0,Sobol1,3.0,25.56402387928103,0.9254390407104462
11291,0.3,633.0,Sobol2,3.0,26.14722319101337,0.9238480157254233
11292,0.3,633.0,Grid1296,4.0,47.68949944246988,0.7765602206391504
11293,0.3,633.0,Grid2401,4.0,48.33768999628928,0.7799048576105233
11294,0.3,633.0,Sobol1,4.0,23.486608600646473,0.9370647910128246
11295,0.3,633.0,Sobol2,4.0,22.036706737666314,0.9459091930589908
11296,0.3,633.0,Grid1296,5.0,72.4216940699155,0.4847092757387377
11297,0.3,633.0,Grid2401,5.0,80.90630905361208,0.38340009776916106
11298,0.3,633.0,Sobol1,5.0,19.370128355003963,0.9571926784464083
11299,0.3,633.0,Sobol2,5.0,17.955440798557014,0.9640894366023206
11300,0.3,633.0,Grid1296,6.0,4478446220.181837,-1970469388480439.5
11301,0.3,633.0,Grid2401,6.0,128.35304493577374,-0.5518545904566998
11302,0.3,633.0,Sobol1,6.0,20.032996429896084,0.9542127157683635
11303,0.3,633.0,Sobol2,6.0,18.10876204871479,0.9634735386432015
11304,0.3,633.0,Grid1296,7.0,1175646485.38858,-135790211739565.03
11305,0.3,633.0,Grid2401,7.0,8899877.005808515,-7461165663.65533
11306,0.3,633.0,Sobol1,7.0,20.970283191321926,0.9498279728468636
11307,0.3,633.0,Sobol2,7.0,21.072688638273714,0.950538193218101
11308,0.3,633.0,Grid1296,8.0,2557109531.753334,-642411975097411.1
11309,0.3,633.0,Grid2401,8.0,1212964.7334199392,-138590996.7772637
11310,0.3,633.0,Sobol1,8.0,23.229580454278025,0.9384347297599293
11311,0.3,633.0,Sobol2,8.0,32.999513805350695,0.8787043688349627
11312,0.3,633.0,Grid1296,9.0,2076218376.3487556,-423507423203244.56
11313,0.3,633.0,Grid2401,9.0,51003524.30715328,-245041163808.5583
11314,0.3,633.0,Sobol1,9.0,29.124570020476362,0.9032230117245691
11315,0.3,633.0,Sobol2,9.0,46.82946201050285,0.7557309670024767
11316,0.3,633.0,Grid1296,10.0,447698219.18196774,-19691812847954.727
11317,0.3,633.0,Grid2401,10.0,31316873.1928805,-92383723178.37752
11318,0.3,633.0,Sobol1,10.0,71.95646695186159,0.4092649756537069
11319,0.3,633.0,Sobol2,10.0,64.25103323442167,0.5401774048481234
11320,0.3,928.0,Grid1296,1.0,78.93146933385223,0.39304176915002664
11321,0.3,928.0,Grid2401,1.0,97.42118266010294,0.10320050938245706
11322,0.3,928.0,Sobol1,1.0,71.75793473283974,0.41822939111937196
11323,0.3,928.0,Sobol2,1.0,72.83962830236273,0.3930835524211793
11324,0.3,928.0,Grid1296,2.0,48.13730057171821,0.7742530480478698
11325,0.3,928.0,Grid2401,2.0,78.35477134143348,0.41987784293276087
11326,0.3,928.0,Sobol1,2.0,39.283211789914624,0.8256484180796609
11327,0.3,928.0,Sobol2,2.0,38.87141072082071,0.8271560948818355
11328,0.3,928.0,Grid1296,3.0,25.44280419774178,0.9369350026552244
11329,0.3,928.0,Grid2401,3.0,42.357571333735876,0.83046840039304
11330,0.3,928.0,Sobol1,3.0,25.588870145312836,0.9260200325108225
11331,0.3,928.0,Sobol2,3.0,23.255034617670535,0.9381375029747373
11332,0.3,928.0,Grid1296,4.0,48.8393920119008,0.7676199032643491
11333,0.3,928.0,Grid2401,4.0,39.14268681847341,0.8552262499296706
11334,0.3,928.0,Sobol1,4.0,23.450421267025074,0.9378683033748431
11335,0.3,928.0,Sobol2,4.0,21.87082373633747,0.9452828150244027
11336,0.3,928.0,Grid1296,5.0,70.60819769779947,0.5142993523628889
11337,0.3,928.0,Grid2401,5.0,111.17333540391841,-0.16785743234624317
11338,0.3,928.0,Sobol1,5.0,19.43329232126589,0.9573317646102164
11339,0.3,928.0,Sobol2,5.0,18.320697428273057,0.9616047526457147
11340,0.3,928.0,Grid1296,6.0,76.14942322855862,0.43507386495211786
11341,0.3,928.0,Grid2401,6.0,99.1184720380428,0.07167989746214343
11342,0.3,928.0,Sobol1,6.0,20.152181766790214,0.9541165506906872
11343,0.3,928.0,Sobol2,6.0,18.48402687488154,0.9609171120233577
11344,0.3,928.0,Grid1296,7.0,57135647.86442891,-318033407814.69763
11345,0.3,928.0,Grid2401,7.0,47359856.580746576,-211938235896.5134
11346,0.3,928.0,Sobol1,7.0,21.228254137224372,0.9490856185779535
11347,0.3,928.0,Sobol2,7.0,21.537068312751167,0.9469400744335466
11348,0.3,928.0,Grid1296,8.0,147441112.58244154,-2117852105968.0693
11349,0.3,928.0,Grid2401,8.0,48784070.044278756,-224876782671.11502
11350,0.3,928.0,Sobol1,8.0,21.42268558148938,0.9481486888438079
11351,0.3,928.0,Sobol2,8.0,26.636794323092413,0.9188371329651406
11352,0.3,928.0,Grid1296,9.0,3282703464.9563484,-1049836668122746.4
11353,0.3,928.0,Grid2401,9.0,95354915.52095115,-859161345464.5712
11354,0.3,928.0,Sobol1,9.0,27.010108459612017,0.9175739341840019
11355,0.3,928.0,Sobol2,9.0,40.08599865979416,0.8161858753145711
11356,0.3,928.0,Grid1296,10.0,463506512.21453017,-20930042537949.508
11357,0.3,928.0,Grid2401,10.0,49600935.07289214,-232470733384.10907
11358,0.3,928.0,Sobol1,10.0,49.83544363176307,0.7193994146502658
11359,0.3,928.0,Sobol2,10.0,82.68048390408319,0.21801308733738822
11360,0.3,854.0,Grid1296,1.0,77.72441029236398,0.4092000565998999
11361,0.3,854.0,Grid2401,1.0,98.38901703979238,0.0829618025695179
11362,0.3,854.0,Sobol1,1.0,72.57052512818147,0.40239362630915054
11363,0.3,854.0,Sobol2,1.0,72.73171042490254,0.40411045259370315
11364,0.3,854.0,Grid1296,2.0,46.592159354519154,0.7876993855854927
11365,0.3,854.0,Grid2401,2.0,79.46860625562032,0.4017463254013255
11366,0.3,854.0,Sobol1,2.0,39.53246626936416,0.8226617136645896
11367,0.3,854.0,Sobol2,2.0,38.41348082025062,0.8337791532819665
11368,0.3,854.0,Grid1296,3.0,25.838753106947628,0.9347066910984811
11369,0.3,854.0,Grid2401,3.0,46.13710979573395,0.7983515200549439
11370,0.3,854.0,Sobol1,3.0,25.897570898716772,0.9238950770268494
11371,0.3,854.0,Sobol2,3.0,23.21177015206835,0.9393075473143677
11372,0.3,854.0,Grid1296,4.0,48.888952036071885,0.7662524703724182
11373,0.3,854.0,Grid2401,4.0,43.62590116291268,0.8197052816533428
11374,0.3,854.0,Sobol1,4.0,23.72420921701798,0.9361327554023459
11375,0.3,854.0,Sobol2,4.0,22.298794481916882,0.9439880186884768
11376,0.3,854.0,Grid1296,5.0,73.34613021063501,0.473885848162081
11377,0.3,854.0,Grid2401,5.0,80.79959297697502,0.3815387009468274
11378,0.3,854.0,Sobol1,5.0,19.710524677576863,0.9559149782569152
11379,0.3,854.0,Sobol2,5.0,17.639494622234995,0.9649498047066111
11380,0.3,854.0,Grid1296,6.0,30717337488.462727,-9.227683968344642e+16
11381,0.3,854.0,Grid2401,6.0,63.10120983644309,0.622801849779429
11382,0.3,854.0,Sobol1,6.0,20.80079316275976,0.9509030537677845
11383,0.3,854.0,Sobol2,6.0,17.344286322970007,0.9661131629546353
11384,0.3,854.0,Grid1296,7.0,362363673.903735,-12841474156817.62
11385,0.3,854.0,Grid2401,7.0,170561556.53016964,-2755855763388.6904
11386,0.3,854.0,Sobol1,7.0,21.88045075182469,0.9456740639118274
11387,0.3,854.0,Sobol2,7.0,18.958094679488955,0.9595137510473748
11388,0.3,854.0,Grid1296,8.0,822464972.9920048,-66154653094901.38
11389,0.3,854.0,Grid2401,8.0,51709044.0624258,-253295340296.64175
11390,0.3,854.0,Sobol1,8.0,25.08477696188928,0.9285972107578992
11391,0.3,854.0,Sobol2,8.0,26.342941950894303,0.9218288114375266
11392,0.3,854.0,Grid1296,9.0,893469147.270621,-78070092570180.8
