,ratio,rndint,dataset,degree,prediction,target,diff
5831,0.15,35.0,Sobol1,8,716.574949520349,707.0,-9.574949520349037
5832,0.15,35.0,Sobol2,8,722.8889440544299,707.0,-15.888944054429885
5833,0.15,35.0,Grid1296,9,3246323.494140625,707.0,-3245616.494140625
5834,0.15,35.0,Grid2401,9,182436.5625,707.0,-181729.5625
5835,0.15,35.0,Sobol1,9,719.0398397445679,707.0,-12.039839744567871
5836,0.15,35.0,Sobol2,9,711.777352899313,707.0,-4.777352899312973
5837,0.15,35.0,Grid1296,10,39433076.477996826,707.0,-39432369.477996826
5838,0.15,35.0,Grid2401,10,1039450.3955103755,707.0,-1038743.3955103755
5839,0.15,35.0,Sobol1,10,718.6196705251932,707.0,-11.619670525193214
5840,0.15,35.0,Sobol2,10,697.1475038826466,707.0,9.85249611735344
5841,0.15,180.0,Grid1296,1,740.6257617589984,707.0,-33.62576175899835
5842,0.15,180.0,Grid2401,1,777.2556357449148,707.0,-70.2556357449148
5843,0.15,180.0,Sobol1,1,678.1186526694858,707.0,28.881347330514245
5844,0.15,180.0,Sobol2,1,665.3064772898693,707.0,41.69352271013065
5845,0.15,180.0,Grid1296,2,750.1855818361253,707.0,-43.185581836125266
5846,0.15,180.0,Grid2401,2,774.4259712213325,707.0,-67.42597122133247
5847,0.15,180.0,Sobol1,2,708.0368713811408,707.0,-1.036871381140827
5848,0.15,180.0,Sobol2,2,700.9443095398422,707.0,6.055690460157848
5849,0.15,180.0,Grid1296,3,724.625,707.0,-17.625
5850,0.15,180.0,Grid2401,3,743.6771301137481,707.0,-36.67713011374815
5851,0.15,180.0,Sobol1,3,735.0555629485959,707.0,-28.055562948595934
5852,0.15,180.0,Sobol2,3,734.75,707.0,-27.75
5853,0.15,180.0,Grid1296,4,704.859375,707.0,2.140625
5854,0.15,180.0,Grid2401,4,719.8647466707775,707.0,-12.86474667077755
5855,0.15,180.0,Sobol1,4,729.6144531390555,707.0,-22.614453139055513
5856,0.15,180.0,Sobol2,4,731.75,707.0,-24.75
5857,0.15,180.0,Grid1296,5,695.6875,707.0,11.3125
5858,0.15,180.0,Grid2401,5,715.2805420800241,707.0,-8.280542080024134
5859,0.15,180.0,Sobol1,5,717.3629412632198,707.0,-10.362941263219795
5860,0.15,180.0,Sobol2,5,721.8125,707.0,-14.8125
5861,0.15,180.0,Grid1296,6,42100355.1875,707.0,-42099648.1875
5862,0.15,180.0,Grid2401,6,727.8156538272046,707.0,-20.815653827204642
5863,0.15,180.0,Sobol1,6,717.8098174423498,707.0,-10.809817442349754
5864,0.15,180.0,Sobol2,6,730.65625,707.0,-23.65625
5865,0.15,180.0,Grid1296,7,2328477.9375,707.0,-2327770.9375
5866,0.15,180.0,Grid2401,7,-2770702.7602443695,707.0,2771409.7602443695
5867,0.15,180.0,Sobol1,7,719.2706622287892,707.0,-12.270662228789206
5868,0.15,180.0,Sobol2,7,726.375,707.0,-19.375
5869,0.15,180.0,Grid1296,8,24338888.75,707.0,-24338181.75
5870,0.15,180.0,Sobol1,8,716.4877254451349,707.0,-9.487725445134856
5871,0.15,180.0,Sobol2,8,720.640625,707.0,-13.640625
5872,0.15,180.0,Grid1296,9,24273297.21875,707.0,-24272590.21875
5873,0.15,180.0,Grid2401,9,-6794584.5,707.0,6795291.5
5874,0.15,180.0,Sobol1,9,717.7465244531631,707.0,-10.746524453163147
5875,0.15,593.0,Sobol2,7,725.2631469374046,707.0,-18.2631469374046
5876,0.15,593.0,Grid1296,8,-17359474.0625,707.0,17360181.0625
5877,0.15,593.0,Grid2401,8,-3771408.9050388336,707.0,3772115.9050388336
5878,0.15,180.0,Sobol2,9,713.65625,707.0,-6.65625
5879,0.15,180.0,Grid1296,10,-8853173.507125854,707.0,8853880.507125854
5880,0.15,180.0,Grid2401,10,3612103.20703125,707.0,-3611396.20703125
5881,0.15,180.0,Sobol1,10,719.2106910943985,707.0,-12.210691094398499
5882,0.15,180.0,Sobol2,10,716.5407897979021,707.0,-9.540789797902107
5883,0.15,510.0,Grid1296,1,739.562811833786,707.0,-32.562811833785986
5884,0.15,510.0,Grid2401,1,777.40688053762,707.0,-70.40688053762005
5885,0.15,510.0,Sobol1,1,679.5818170748347,707.0,27.418182925165297
5886,0.15,510.0,Sobol2,1,663.8653744393507,707.0,43.13462556064928
5887,0.15,510.0,Grid1296,2,750.7859616975853,707.0,-43.78596169758532
5888,0.15,510.0,Grid2401,2,773.6789802631124,707.0,-66.67898026311241
5889,0.15,510.0,Sobol1,2,709.3916939362946,707.0,-2.391693936294587
5890,0.15,510.0,Sobol2,2,702.2295969554775,707.0,4.770403044522482
5891,0.15,510.0,Grid1296,3,726.0625,707.0,-19.0625
5892,0.15,510.0,Grid2401,3,742.066051277893,707.0,-35.06605127789305
5893,0.15,510.0,Sobol1,3,735.8010030084112,707.0,-28.801003008411158
5894,0.15,510.0,Sobol2,3,731.6183332516367,707.0,-24.618333251636727
5895,0.15,510.0,Grid1296,4,708.90625,707.0,-1.90625
5896,0.15,510.0,Grid2401,4,715.1360714542604,707.0,-8.136071454260446
5897,0.15,510.0,Sobol1,4,730.0732510112806,707.0,-23.073251011280604
5898,0.15,510.0,Sobol2,4,721.344857556263,707.0,-14.344857556263037
5899,0.15,510.0,Grid1296,5,696.90625,707.0,10.09375
5900,0.15,510.0,Grid2401,5,711.8128954458546,707.0,-4.812895445854565
5901,0.15,510.0,Sobol1,5,718.3346568392466,707.0,-11.334656839246577
5902,0.15,510.0,Sobol2,5,725.0962468362229,707.0,-18.096246836222917
5903,0.15,510.0,Grid1296,6,111556911.78125,707.0,-111556204.78125
5904,0.15,510.0,Grid2401,6,728.0806324677542,707.0,-21.080632467754185
5905,0.15,510.0,Sobol1,6,719.250830086594,707.0,-12.250830086593965
5906,0.15,510.0,Sobol2,6,732.4565022408411,707.0,-25.456502240841132
5907,0.15,510.0,Grid1296,7,-16094739.6875,707.0,16095446.6875
5908,0.15,510.0,Grid2401,7,-82376.14241720736,707.0,83083.14241720736
5909,0.15,510.0,Sobol1,7,718.4996140546518,707.0,-11.499614054651829
5910,0.15,510.0,Sobol2,7,729.6461417677624,707.0,-22.6461417677624
5911,0.15,510.0,Grid1296,8,-21215393.65625,707.0,21216100.65625
5912,0.15,510.0,Grid2401,8,4368292.634160042,707.0,-4367585.634160042
5913,0.15,510.0,Sobol1,8,714.9599130414426,707.0,-7.959913041442633
5914,0.15,510.0,Sobol2,8,729.3820179619506,707.0,-22.382017961950623
5915,0.15,510.0,Grid1296,9,-43727439.65625,707.0,43728146.65625
5916,0.15,510.0,Grid2401,9,-4189742.2861890793,707.0,4190449.2861890793
5917,0.15,510.0,Sobol1,9,716.2383098602295,707.0,-9.238309860229492
5918,0.15,510.0,Sobol2,9,714.4283146858215,707.0,-7.428314685821533
5919,0.15,510.0,Grid1296,10,6482026762.46875,707.0,-6482026055.46875
5920,0.15,510.0,Grid2401,10,11749421.66443634,707.0,-11748714.66443634
5921,0.15,510.0,Sobol1,10,723.1395934820175,707.0,-16.139593482017517
5922,0.15,510.0,Sobol2,10,709.2266291379929,707.0,-2.226629137992859
5923,0.15,593.0,Grid1296,1,739.9055267693875,707.0,-32.90552676938751
5924,0.15,593.0,Grid2401,1,778.0780534181637,707.0,-71.07805341816368
5925,0.15,593.0,Sobol1,1,680.5311355187686,707.0,26.468864481231435
5926,0.15,593.0,Sobol2,1,666.9258911477381,707.0,40.07410885226193
5927,0.15,593.0,Grid1296,2,749.888088358624,707.0,-42.88808835862403
5928,0.15,593.0,Grid2401,2,773.5543207635633,707.0,-66.55432076356328
5929,0.15,593.0,Sobol1,2,706.739071664677,707.0,0.2609283353230012
5930,0.15,593.0,Sobol2,2,703.2897156380332,707.0,3.710284361966842
5931,0.15,593.0,Grid1296,3,726.25,707.0,-19.25
5932,0.15,593.0,Grid2401,3,740.6609222227098,707.0,-33.660922222709814
5933,0.15,593.0,Sobol1,3,734.64287930598,707.0,-27.642879305980046
5934,0.15,593.0,Sobol2,3,734.3277791532148,707.0,-27.327779153214806
5935,0.15,593.0,Grid1296,4,705.550102880591,707.0,1.4498971194090018
5936,0.15,593.0,Grid2401,4,714.1292253683587,707.0,-7.129225368358675
5937,0.15,593.0,Sobol1,4,728.6359855865871,707.0,-21.63598558658714
5938,0.15,593.0,Sobol2,4,724.6556204461643,707.0,-17.655620446164335
5939,0.15,593.0,Grid1296,5,696.9490165209271,707.0,10.050983479072897
5940,0.15,593.0,Grid2401,5,712.7373782016923,707.0,-5.737378201692309
5941,0.15,593.0,Sobol1,5,716.7462228075931,707.0,-9.746222807593085
5942,0.15,593.0,Sobol2,5,726.34375,707.0,-19.34375
5943,0.15,593.0,Grid1296,6,11281765.6875,707.0,-11281058.6875
5944,0.15,593.0,Grid2401,6,726.9523478075063,707.0,-19.95234780750627
5945,0.15,593.0,Sobol1,6,717.8901452822486,707.0,-10.890145282248568
5946,0.15,593.0,Sobol2,6,730.2688631265628,707.0,-23.268863126562792
5947,0.15,593.0,Grid1296,7,-12629849.683520794,707.0,12630556.683520794
5948,0.15,593.0,Grid2401,7,-267535.65556162596,707.0,268242.65556162596
5949,0.15,593.0,Sobol1,7,718.5992337123264,707.0,-11.599233712326395
5950,0.15,593.0,Sobol1,8,716.1424308055721,707.0,-9.142430805572076
5951,0.15,593.0,Sobol2,8,723.0743898923101,707.0,-16.074389892310137
5952,0.15,593.0,Grid1296,9,814289.6277262568,707.0,-813582.6277262568
5953,0.15,593.0,Grid2401,9,-2162361.0607777834,707.0,2163068.0607777834
5954,0.15,593.0,Sobol1,9,715.331622466445,707.0,-8.33162246644497
5955,0.15,593.0,Sobol2,9,715.40625,707.0,-8.40625
5956,0.15,593.0,Grid1296,10,-2805340.1995773315,707.0,2806047.1995773315
5957,0.15,593.0,Grid2401,10,735879.0072784424,707.0,-735172.0072784424
5958,0.15,593.0,Sobol1,10,716.6882422789931,707.0,-9.68824227899313
5959,0.15,593.0,Sobol2,10,720.3046875,707.0,-13.3046875
5960,0.15,634.0,Grid1296,1,736.8237947114703,707.0,-29.823794711470327
5961,0.15,634.0,Grid2401,1,777.4153472356315,707.0,-70.41534723563154
5962,0.15,634.0,Sobol1,1,682.3753912512719,707.0,24.624608748728065
5963,0.15,634.0,Sobol2,1,667.7131284949548,707.0,39.286871505045156
5964,0.15,634.0,Grid1296,2,749.46177089284,707.0,-42.461770892840036
5965,0.15,634.0,Grid2401,2,773.4691779107363,707.0,-66.46917791073633
5966,0.15,634.0,Sobol1,2,708.3051702852338,707.0,-1.3051702852337712
5967,0.15,634.0,Sobol2,2,702.9745181798634,707.0,4.025481820136633
5968,0.15,634.0,Grid1296,3,725.0114653536147,707.0,-18.011465353614653
5969,0.15,634.0,Grid2401,3,742.6588522033835,707.0,-35.6588522033835
5970,0.15,634.0,Sobol1,3,735.8769395077745,707.0,-28.876939507774523
5971,0.15,634.0,Sobol2,3,734.7036905234759,707.0,-27.70369052347587
5972,0.15,634.0,Grid1296,4,705.6335891797253,707.0,1.366410820274723
5973,0.15,634.0,Grid2401,4,718.0633099443241,707.0,-11.063309944324146
5974,0.15,634.0,Sobol1,4,731.3749935866787,707.0,-24.37499358667867
5975,0.15,634.0,Sobol2,4,722.9741220657158,707.0,-15.974122065715846
5976,0.15,634.0,Grid1296,5,700.0,707.0,7.0
5977,0.15,634.0,Grid2401,5,712.2921969317631,707.0,-5.292196931763101
5978,0.15,634.0,Sobol1,5,718.6875,707.0,-11.6875
5979,0.15,634.0,Sobol2,5,725.8376122066715,707.0,-18.83761220667145
5980,0.15,634.0,Grid1296,6,1808732.78125,707.0,-1808025.78125
5981,0.15,634.0,Grid2401,6,714.4554499110627,707.0,-7.455449911062715
5982,0.15,634.0,Sobol1,6,719.6022155850252,707.0,-12.602215585025192
5983,0.15,634.0,Sobol2,6,732.006943932969,707.0,-25.006943932968966
5984,0.15,634.0,Grid1296,7,6406123.155031681,707.0,-6405416.155031681
5985,0.15,634.0,Grid2401,7,-718085.7224327326,707.0,718792.7224327326
5986,0.15,634.0,Sobol1,7,718.2374868154167,707.0,-11.237486815416673
5987,0.15,634.0,Sobol2,7,725.178590803438,707.0,-18.178590803438055
5988,0.15,634.0,Grid1296,8,17516705.5625,707.0,-17515998.5625
5989,0.15,634.0,Grid2401,8,-1384137.1326081753,707.0,1384844.1326081753
5990,0.15,634.0,Sobol1,8,714.3125,707.0,-7.3125
5991,0.15,634.0,Sobol2,8,722.5423875180131,707.0,-15.542387518013129
5992,0.15,634.0,Grid1296,9,21368396.328125,707.0,-21367689.328125
5993,0.15,634.0,Grid2401,9,6992405.757234573,707.0,-6991698.757234573
5994,0.15,634.0,Sobol1,9,717.2908458709717,707.0,-10.29084587097168
5995,0.15,634.0,Sobol2,9,715.070069372654,707.0,-8.070069372653961
5996,0.15,634.0,Grid1296,10,11616832.00843811,707.0,-11616125.00843811
5997,0.15,634.0,Grid2401,10,-4586679.234161377,707.0,4587386.234161377
5998,0.15,634.0,Sobol1,10,717.20703125,707.0,-10.20703125
5999,0.15,634.0,Sobol2,10,715.5189768075943,707.0,-8.5189768075943
6000,0.2,678.0,Grid1296,1,738.9182226401547,707.0,-31.91822264015468
6001,0.2,678.0,Grid2401,1,777.6455109625656,707.0,-70.6455109625656
6002,0.2,678.0,Sobol1,1,678.0837950236503,707.0,28.916204976349718
6003,0.2,678.0,Sobol2,1,665.1675924765368,707.0,41.83240752346319
6004,0.2,678.0,Grid1296,2,750.8012940356356,707.0,-43.80129403563558
6005,0.2,678.0,Grid2401,2,775.088166908331,707.0,-68.088166908331
6006,0.2,678.0,Sobol1,2,705.2347260136169,707.0,1.7652739863831357
6007,0.2,678.0,Sobol2,2,703.396892812957,707.0,3.6031071870429514
6008,0.2,678.0,Grid1296,3,729.75,707.0,-22.75
6009,0.2,678.0,Grid2401,3,744.0724223616502,707.0,-37.07242236165018
6010,0.2,678.0,Sobol1,3,734.4459946693883,707.0,-27.445994669388256
6011,0.2,678.0,Sobol2,3,734.9907561879362,707.0,-27.9907561879362
6012,0.2,678.0,Grid1296,4,704.296875,707.0,2.703125
6013,0.2,678.0,Grid2401,4,713.1321517788269,707.0,-6.1321517788269375
6014,0.2,678.0,Sobol1,4,729.101698345579,707.0,-22.101698345579052
6015,0.2,678.0,Sobol2,4,721.854722376257,707.0,-14.854722376256973
6016,0.2,678.0,Grid1296,5,702.75,707.0,4.25
6017,0.2,678.0,Grid2401,5,709.1464672702386,707.0,-2.146467270238645
6018,0.2,678.0,Sobol1,5,717.8553008076739,707.0,-10.85530080767387
6019,0.2,678.0,Sobol2,5,724.6096335761843,707.0,-17.60963357618425
6020,0.2,678.0,Grid1296,6,97596.0625,707.0,-96889.0625
6021,0.2,678.0,Grid2401,6,734.4677941533191,707.0,-27.46779415331912
6022,0.2,678.0,Sobol1,6,718.8162694798544,707.0,-11.81626947985444
6023,0.2,678.0,Sobol2,6,732.0844530038952,707.0,-25.08445300389519
6024,0.2,678.0,Grid1296,7,-20919758.1875,707.0,20920465.1875
6025,0.2,678.0,Grid2401,7,-612217.354359746,707.0,612924.354359746
6026,0.2,678.0,Sobol1,7,716.4250698736729,707.0,-9.425069873672896
6027,0.2,678.0,Sobol2,7,726.6838685856051,707.0,-19.68386858560507
6028,0.2,678.0,Grid1296,8,-43567463.53125,707.0,43568170.53125
6029,0.2,678.0,Grid2401,8,1056589.3162907362,707.0,-1055882.3162907362
6030,0.2,678.0,Sobol1,8,714.1103685596026,707.0,-7.110368559602648
6031,0.2,678.0,Sobol2,8,721.9278189839024,707.0,-14.927818983902398
6032,0.2,678.0,Grid1296,9,9223497.6171875,707.0,-9222790.6171875
6033,0.2,678.0,Grid2401,9,7188634.445422173,707.0,-7187927.445422173
6034,0.2,678.0,Sobol1,9,718.3805787563324,707.0,-11.380578756332397
6035,0.2,678.0,Sobol2,9,710.6833881139755,707.0,-3.683388113975525
6036,0.2,678.0,Grid1296,10,13233322.51423645,707.0,-13232615.51423645
6037,0.2,678.0,Grid2401,10,8466362.754455566,707.0,-8465655.754455566
6038,0.2,678.0,Sobol1,10,721.1657398171956,707.0,-14.165739817195572
6039,0.2,678.0,Sobol2,10,702.5508146844804,707.0,4.449185315519571
6040,0.2,147.0,Grid1296,1,742.8174372239594,707.0,-35.81743722395936
6041,0.2,147.0,Grid2401,1,778.483911921621,707.0,-71.48391192162103
6042,0.2,147.0,Sobol1,1,676.3859549163243,707.0,30.614045083675705
6043,0.2,147.0,Sobol2,1,665.7766169542067,707.0,41.2233830457933
6044,0.2,147.0,Grid1296,2,751.2087629910383,707.0,-44.20876299103827
6045,0.2,147.0,Grid2401,2,777.3386116103607,707.0,-70.33861161036066
6046,0.2,147.0,Sobol1,2,707.5410119344845,707.0,-0.5410119344844588
6047,0.2,147.0,Sobol2,2,704.2795533551182,707.0,2.720446644881804
6048,0.2,147.0,Grid1296,3,718.5,707.0,-11.5
6049,0.2,147.0,Grid2401,3,748.9757908905721,707.0,-41.97579089057206
6050,0.2,147.0,Sobol1,3,734.7637361675897,707.0,-27.76373616758974
6051,0.2,147.0,Sobol2,3,734.5262016252311,707.0,-27.526201625231124
6052,0.2,147.0,Grid1296,4,705.7663039558076,707.0,1.2336960441923566
6053,0.2,147.0,Grid2401,4,718.8956760981696,707.0,-11.895676098169588
6054,0.2,147.0,Sobol1,4,729.775357537954,707.0,-22.77535753795405
6055,0.2,147.0,Sobol2,4,722.2329890677938,707.0,-15.232989067793824
6056,0.2,147.0,Grid1296,5,697.4977090045006,707.0,9.50229099549938
6057,0.2,147.0,Grid2401,5,715.0247404564902,707.0,-8.024740456490235
6058,0.2,147.0,Sobol1,5,716.0,707.0,-9.0
6059,0.2,147.0,Sobol2,5,723.519072934932,707.0,-16.519072934931955
6060,0.2,147.0,Grid1296,6,42724146.4375,707.0,-42723439.4375
6061,0.2,147.0,Grid2401,6,733.450025287828,707.0,-26.450025287827998
6062,0.2,147.0,Sobol1,6,718.2381547769542,707.0,-11.238154776954161
6063,0.2,147.0,Sobol2,6,729.1374891356725,707.0,-22.137489135672467
6064,0.2,147.0,Grid1296,7,-19362455.5,707.0,19363162.5
6065,0.2,147.0,Grid2401,7,1283770.0627069473,707.0,-1283063.0627069473
6066,0.2,147.0,Sobol1,7,718.841432870448,707.0,-11.841432870447989
6067,0.2,147.0,Sobol2,7,726.3595879566317,707.0,-19.359587956631685
6068,0.2,147.0,Grid1296,8,-35395173.375,707.0,35395880.375
6069,0.2,147.0,Grid2401,8,42144.55828332901,707.0,-41437.55828332901
6070,0.2,147.0,Sobol1,8,717.0774219026789,707.0,-10.077421902678907
6071,0.2,147.0,Sobol2,8,723.0660944651363,707.0,-16.066094465136302
6072,0.2,147.0,Grid1296,9,-4157630.5,707.0,4158337.5
6073,0.2,147.0,Grid2401,9,4088814.6416101456,707.0,-4088107.6416101456
6074,0.2,147.0,Sobol1,9,718.9062843322754,707.0,-11.90628433227539
6075,0.2,147.0,Sobol2,9,711.8646838366985,707.0,-4.864683836698532
6076,0.2,147.0,Grid1296,10,4638802.392089844,707.0,-4638095.392089844
6077,0.2,147.0,Grid2401,10,5992415.377128601,707.0,-5991708.377128601
6078,0.2,147.0,Sobol1,10,721.15625,707.0,-14.15625
6079,0.2,147.0,Sobol2,10,717.6754890531301,707.0,-10.67548905313015
6080,0.2,561.0,Grid1296,1,738.313106756969,707.0,-31.313106756968978
6081,0.2,561.0,Grid2401,1,779.5523441513086,707.0,-72.5523441513086
6082,0.2,561.0,Sobol1,1,680.6210823237005,707.0,26.378917676299466
6083,0.2,561.0,Sobol2,1,659.1357365713957,707.0,47.86426342860432
6084,0.2,561.0,Grid1296,2,750.412567502045,707.0,-43.41256750204502
6085,0.2,561.0,Grid2401,2,773.1656190030013,707.0,-66.16561900300132
6086,0.2,561.0,Sobol1,2,707.1438955085125,707.0,-0.14389550851251443
6087,0.2,561.0,Sobol2,2,699.3276590885881,707.0,7.6723409114118795
6088,0.2,561.0,Grid1296,3,724.5576567463631,707.0,-17.557656746363136
6089,0.2,561.0,Grid2401,3,739.7002045088602,707.0,-32.700204508860224
6090,0.2,561.0,Sobol1,3,733.7731659414409,707.0,-26.77316594144088
6091,0.2,561.0,Sobol2,3,735.75,707.0,-28.75
6092,0.2,561.0,Grid1296,4,705.2490488559635,707.0,1.7509511440365486
6093,0.2,561.0,Grid2401,4,715.5087256585016,707.0,-8.50872565850159
6094,0.2,561.0,Sobol1,4,731.0230638028327,707.0,-24.023063802832667
6095,0.2,561.0,Sobol2,4,723.7035744161665,707.0,-16.703574416166475
6096,0.2,561.0,Grid1296,5,697.2999527320428,707.0,9.700047267957189
6097,0.2,561.0,Grid2401,5,713.265625,707.0,-6.265625
6098,0.2,561.0,Sobol1,5,719.25,707.0,-12.25
6099,0.2,561.0,Sobol2,5,724.5877956437306,707.0,-17.5877956437306
6100,0.2,561.0,Grid1296,6,-16986062.515625,707.0,16986769.515625
6101,0.2,561.0,Grid2401,6,720.2774802680005,707.0,-13.277480268000545
6102,0.2,561.0,Sobol1,6,717.9963407640671,707.0,-10.9963407640671
6103,0.2,561.0,Sobol2,6,731.0825351108981,707.0,-24.082535110898107
6104,0.2,561.0,Grid1296,7,-4400468.222629786,707.0,4401175.222629786
6105,0.2,561.0,Grid2401,7,-138892.26551812887,707.0,139599.26551812887
6106,0.2,561.0,Sobol1,7,716.9489517472857,707.0,-9.948951747285719
6107,0.2,561.0,Sobol2,7,726.0804779153077,707.0,-19.08047791530771
6108,0.2,561.0,Grid1296,8,-27604740.784893036,707.0,27605447.784893036
6109,0.2,561.0,Grid2401,8,-2252959.764773369,707.0,2253666.764773369
6110,0.2,561.0,Sobol1,8,723.6875,707.0,-16.6875
6111,0.2,561.0,Sobol2,8,731.4045770587145,707.0,-24.404577058714494
6112,0.2,561.0,Grid1296,9,-6091954.945522547,707.0,6092661.945522547
6113,0.2,561.0,Grid2401,9,-8130706.375,707.0,8131413.375
6114,0.2,561.0,Sobol1,9,717.421875,707.0,-10.421875
6115,0.2,561.0,Sobol2,9,737.229606628418,707.0,-30.22960662841797
6116,0.2,561.0,Grid1296,10,1471196260.765625,707.0,-1471195553.765625
6117,0.2,561.0,Grid2401,10,12540690.550909042,707.0,-12539983.550909042
6118,0.2,561.0,Sobol1,10,723.09375,707.0,-16.09375
6119,0.2,561.0,Sobol2,10,752.0975286997855,707.0,-45.09752869978547
6120,0.2,237.0,Grid1296,1,741.6800656908465,707.0,-34.680065690846504
6121,0.2,237.0,Grid2401,1,780.1692444493217,707.0,-73.1692444493217
6122,0.2,237.0,Sobol1,1,683.6018299185189,707.0,23.398170081481112
6123,0.2,237.0,Sobol2,1,664.2654523519781,707.0,42.73454764802193
6124,0.2,237.0,Grid1296,2,753.9126244346189,707.0,-46.91262443461892
6125,0.2,237.0,Grid2401,2,779.9446078339421,707.0,-72.94460783394209
6126,0.2,237.0,Sobol1,2,711.5666410336248,707.0,-4.566641033624819
6127,0.2,237.0,Sobol2,2,700.0588132078256,707.0,6.941186792174449
6128,0.2,237.0,Grid1296,3,729.75,707.0,-22.75
6129,0.2,237.0,Grid2401,3,750.7750710513403,707.0,-43.77507105134032
6130,0.2,237.0,Sobol1,3,734.0634726066431,707.0,-27.06347260664313
6131,0.2,237.0,Sobol2,3,744.75,707.0,-37.75
6132,0.2,237.0,Grid1296,4,711.625,707.0,-4.625
6133,0.2,237.0,Grid2401,4,721.7582589123086,707.0,-14.758258912308634
6134,0.2,237.0,Sobol1,4,730.7277405498394,707.0,-23.727740549839382
6135,0.2,237.0,Sobol2,4,727.15625,707.0,-20.15625
6136,0.2,237.0,Grid1296,5,696.71875,707.0,10.28125
6137,0.2,237.0,Grid2401,5,702.5464515140152,707.0,4.453548485984811
6138,0.2,237.0,Sobol1,5,719.8294484663718,707.0,-12.829448466371787
6139,0.2,237.0,Sobol2,5,727.40625,707.0,-20.40625
6140,0.2,237.0,Grid1296,6,24294642.125,707.0,-24293935.125
6141,0.2,237.0,Grid2401,6,724.6471120386823,707.0,-17.64711203868228
6142,0.2,237.0,Sobol1,6,716.36563101718,707.0,-9.365631017180021
6143,0.2,237.0,Sobol2,6,732.7734375,707.0,-25.7734375
6144,0.2,237.0,Grid1296,7,-8838943.5625,707.0,8839650.5625
6145,0.2,237.0,Grid2401,7,1216896.65969038,707.0,-1216189.65969038
6146,0.2,237.0,Sobol1,7,716.0503736239198,707.0,-9.050373623919768
6147,0.2,237.0,Sobol2,7,727.1318092022757,707.0,-20.13180920227569
6148,0.2,237.0,Grid1296,8,-14896233.912109375,707.0,14896940.912109375
6149,0.2,237.0,Grid2401,8,-2125337.7164998055,707.0,2126044.7164998055
6150,0.2,237.0,Sobol1,8,717.0067765771528,707.0,-10.006776577152777
6151,0.2,237.0,Sobol2,8,722.1899120002927,707.0,-15.18991200029268
6152,0.2,237.0,Sobol1,9,718.9685595035553,707.0,-11.968559503555298
6153,0.2,237.0,Grid1296,9,-16763927.8125,707.0,16764634.8125
6154,0.2,237.0,Grid2401,9,-2036644.125,707.0,2037351.125
6155,0.2,237.0,Sobol2,9,715.52734375,707.0,-8.52734375
6156,0.2,237.0,Grid1296,10,-1914161.1017913818,707.0,1914868.1017913818
6157,0.2,237.0,Grid2401,10,-19004834.125,707.0,19005541.125
6158,0.2,237.0,Sobol1,10,718.932635396719,707.0,-11.932635396718979
6159,0.2,237.0,Sobol2,10,718.3897071480751,707.0,-11.389707148075104
6160,0.2,588.0,Grid1296,1,736.9514686337391,707.0,-29.95146863373907
6161,0.2,588.0,Grid2401,1,776.7466898979028,707.0,-69.7466898979028
6162,0.2,588.0,Sobol1,1,679.6424661839245,707.0,27.357533816075488
6163,0.2,588.0,Sobol2,1,663.741612001853,707.0,43.258387998146986
6164,0.2,588.0,Grid1296,2,748.8711515671371,707.0,-41.871151567137076
6165,0.2,588.0,Grid2401,2,778.6708043291997,707.0,-71.67080432919965
6166,0.2,588.0,Sobol1,2,708.2717092295412,707.0,-1.2717092295412158
6167,0.2,588.0,Sobol2,2,704.0549516016204,707.0,2.9450483983796403
6168,0.2,588.0,Grid1296,3,723.5305651074809,707.0,-16.530565107480925
6169,0.2,588.0,Grid2401,3,733.125,707.0,-26.125
6170,0.2,588.0,Sobol1,3,734.4555197372384,707.0,-27.455519737238433
6171,0.2,588.0,Sobol2,3,735.6057908849034,707.0,-28.6057908849034
6172,0.2,588.0,Grid1296,4,696.875,707.0,10.125
6173,0.2,588.0,Grid2401,4,713.5,707.0,-6.5
6174,0.2,588.0,Sobol1,4,730.8576852376232,707.0,-23.857685237623173
6175,0.2,588.0,Sobol2,4,722.5548937603198,707.0,-15.554893760319828
6176,0.2,588.0,Grid1296,5,697.7868969003772,707.0,9.2131030996228
6177,0.2,588.0,Grid2401,5,709.3125,707.0,-2.3125
6178,0.2,588.0,Sobol1,5,719.1060449436906,707.0,-12.106044943690563
6179,0.2,588.0,Sobol2,5,722.15625,707.0,-15.15625
6180,0.2,588.0,Grid1296,6,21173681.25,707.0,-21172974.25
6181,0.2,588.0,Grid2401,6,720.71875,707.0,-13.71875
6182,0.2,588.0,Sobol1,6,717.5103527996579,707.0,-10.51035279965788
6183,0.2,588.0,Sobol2,6,726.0580086202388,707.0,-19.058008620238752
6184,0.2,588.0,Grid1296,7,-7177821.375,707.0,7178528.375
6185,0.2,588.0,Grid2401,7,358862.625,707.0,-358155.625
6186,0.2,588.0,Sobol1,7,718.5873814038623,707.0,-11.58738140386231
6187,0.2,588.0,Sobol2,7,720.1055042814623,707.0,-13.105504281462345
6188,0.2,588.0,Grid1296,8,-18736262.0,707.0,18736969.0
6189,0.2,588.0,Grid2401,8,4049181.4375,707.0,-4048474.4375
6190,0.2,588.0,Sobol1,8,718.1047794331098,707.0,-11.104779433109798
