,ratio,rndint,dataset,degree,rmse,r2,prediction,target,diff
1947,0.05,593.0,Grid1296,7.0,40073319.89526336,-154062660283.46204,2267664.703125,707.0,-2266957.703125
1948,0.05,593.0,Grid2401,7.0,54093.00835583827,-264398.9478712949,-3784.0625,707.0,4491.0625
1949,0.05,593.0,Sobol1,7.0,21.578770644840503,0.9455698523468048,718.9744101202168,707.0,-11.974410120216817
1950,0.05,593.0,Sobol1,8.0,22.456945056904843,0.9410495034949018,715.7097258688882,707.0,-8.7097258688882
1951,0.05,593.0,Sobol2,8.0,25.371734001513907,0.9233417191281236,721.9047914093826,707.0,-14.904791409382597
1952,0.05,593.0,Grid1296,9.0,36282520.96325847,-126293691008.84125,-1455317.65625,707.0,1456024.65625
1953,0.05,593.0,Grid2401,9.0,16787409.029672608,-25465161763.8624,-1234144.921875,707.0,1234851.921875
1954,0.05,593.0,Sobol1,9.0,25.700060296730744,0.922793405098222,716.991039276123,707.0,-9.991039276123049
1955,0.05,593.0,Sobol2,9.0,33.79716662980626,0.8639748033999911,718.2049785256386,707.0,-11.20497852563858
1956,0.05,593.0,Grid1296,10.0,617028479.0232425,-36525583709668.445,21760899.668313023,707.0,-21760192.668313023
1957,0.05,593.0,Grid2401,10.0,3063102171.992389,-847816884340469.6,-201939000.05944824,707.0,201939707.05944824
1958,0.05,593.0,Sobol1,10.0,37.748828723501006,0.8334314228388913,719.5477204173803,707.0,-12.547720417380331
1959,0.05,593.0,Sobol2,10.0,122.11612074134456,-0.7758438503643312,715.1484927088022,707.0,-8.148492708802223
1960,0.05,634.0,Grid1296,1.0,78.25874537899223,0.4110592057174207,737.4609937597064,707.0,-30.46099375970641
1961,0.05,634.0,Grid2401,1.0,101.37089744160946,0.0676227254303745,778.1161850233374,707.0,-71.11618502333738
1962,0.05,634.0,Sobol1,1.0,71.22676132820905,0.4181259299632367,681.8992696970262,707.0,25.10073030297383
1963,0.05,634.0,Sobol2,1.0,72.12850543586633,0.375479149419799,665.5668683244777,707.0,41.433131675522304
1964,0.05,634.0,Grid1296,2.0,47.02439931822296,0.7873563644525581,749.3560977861515,707.0,-42.35609778615151
1965,0.05,634.0,Grid2401,2.0,82.48746862839079,0.3826363578863518,774.4599411336844,707.0,-67.45994113368442
1966,0.05,634.0,Sobol1,2.0,39.60566845177775,0.8200891711279649,707.9180264540499,707.0,-0.9180264540499364
1967,0.05,634.0,Sobol2,2.0,38.80597885393058,0.8192283336964761,703.577753260533,707.0,3.4222467394670275
1968,0.05,634.0,Grid1296,3.0,29.87250610931844,0.9141877690971504,736.25,707.0,-29.25
1969,0.05,634.0,Grid2401,3.0,45.1360133918967,0.815153389121963,743.8620970833334,707.0,-36.862097083333424
1970,0.05,634.0,Sobol1,3.0,26.710943410393888,0.9181683960381576,735.4921875,707.0,-28.4921875
1971,0.05,634.0,Sobol2,3.0,23.646167871876003,0.9328795881290292,734.4865879160716,707.0,-27.486587916071585
1972,0.05,634.0,Grid1296,4.0,49.93670171100969,0.7602019850993578,705.689598054782,707.0,1.3104019452180182
1973,0.05,634.0,Grid2401,4.0,46.43796696800052,0.8043357450625087,718.5383340084184,707.0,-11.53833400841836
1974,0.05,634.0,Sobol1,4.0,24.53263854691185,0.930971071894458,731.2776065986955,707.0,-24.277606598695456
1975,0.05,634.0,Sobol2,4.0,22.52032313760136,0.939118925123164,723.4394503046705,707.0,-16.43945030467046
1976,0.05,634.0,Grid1296,5.0,69.74862810234043,0.5321816906801005,697.326431909882,707.0,9.67356809011801
1977,0.05,634.0,Grid2401,5.0,110.89124026102402,-0.1157312024021794,712.5,707.0,-5.5
1978,0.05,634.0,Sobol1,5.0,20.18628683941968,0.9532635749371766,718.9375,707.0,-11.9375
1979,0.05,634.0,Sobol2,5.0,18.05930636959248,0.9608496898149408,724.9432291463087,707.0,-17.94322914630868
1980,0.05,634.0,Grid1296,6.0,335455928.9183503,-10821234778396.31,19759668.46261406,707.0,-19758961.46261406
1981,0.05,634.0,Grid2401,6.0,125.11030294164732,-0.4202056901262923,723.9211321925322,707.0,-16.92113219253224
1982,0.05,634.0,Sobol1,6.0,22.52168226116357,0.9418239455796916,717.25,707.0,-10.25
1983,0.05,634.0,Sobol2,6.0,18.010126764024346,0.9610626299053668,731.1201698713161,707.0,-24.12016987131608
1984,0.05,634.0,Grid1296,7.0,31219075.33888029,-93722949378.21986,-1769667.34038651,707.0,1770374.34038651
1985,0.05,634.0,Grid2401,7.0,43681249.13661543,-173123169880.62897,3614254.75,707.0,-3613547.75
1986,0.05,634.0,Sobol1,7.0,23.41020052697301,0.9371431118192842,720.9375,707.0,-13.9375
1987,0.05,634.0,Sobol2,7.0,18.35728464096964,0.9595470721573268,724.3465421729638,707.0,-17.346542172963836
1988,0.05,634.0,Grid1296,8.0,234994036.64747223,-5310306133572.631,12684277.03125,707.0,-12683570.03125
1989,0.05,634.0,Grid2401,8.0,73529047.86398081,-490549662793.1116,6031710.0,707.0,-6031003.0
1990,0.05,634.0,Sobol1,8.0,22.0307758930594,0.9443324388837312,715.39501953125,707.0,-8.39501953125
1991,0.05,634.0,Sobol2,8.0,19.69415473450921,0.9534405579283496,721.4838480295148,707.0,-14.483848029514776
1992,0.05,634.0,Grid1296,9.0,13586452.713624904,-17750804407.888298,-1177140.0576171875,707.0,1177847.0576171875
1993,0.05,634.0,Grid2401,9.0,303664295.46227795,-8366668443473.297,22389755.25,707.0,-22389048.25
1994,0.05,634.0,Sobol1,9.0,24.99519180847057,0.9283435057326698,717.2127046585083,707.0,-10.2127046585083
1995,0.05,634.0,Sobol2,9.0,25.355705628342,0.9228236068150956,717.8928146511316,707.0,-10.89281465113163
1996,0.05,634.0,Grid1296,10.0,3147435065.717194,-952619425940820.8,110450742.92689514,707.0,-110450035.92689514
1997,0.05,634.0,Grid2401,10.0,708562784.9852998,-45553502479657.61,45735163.75,707.0,-45734456.75
1998,0.05,634.0,Sobol1,10.0,41.93517104687415,0.7983029962070322,718.46875,707.0,-11.46875
1999,0.05,634.0,Sobol2,10.0,45.128702539516894,0.7555225702140369,709.5690024644136,707.0,-2.569002464413643
2000,0.1,678.0,Grid1296,1.0,78.09940687265977,0.4097114161580409,739.3131155045131,707.0,-32.31311550451312
2001,0.1,678.0,Grid2401,1.0,100.7883483487903,0.0697841054314366,778.3212072353737,707.0,-71.32120723537366
2002,0.1,678.0,Sobol1,1.0,71.59545713394986,0.4193646964833163,678.5627024758746,707.0,28.43729752412537
2003,0.1,678.0,Sobol2,1.0,71.94116697837833,0.3894023284636224,667.3360547803123,707.0,39.66394521968766
2004,0.1,678.0,Grid1296,2.0,47.12464600723487,0.7850857985034934,750.4988530140579,707.0,-43.498853014057886
2005,0.1,678.0,Grid2401,2.0,82.90281027183991,0.370636424130773,776.3446356352075,707.0,-69.34463563520751
2006,0.1,678.0,Sobol1,2.0,39.481112397048605,0.8234322972983763,706.1488260218559,707.0,0.851173978144061
2007,0.1,678.0,Sobol2,2.0,38.73343620319826,0.8230004180500333,703.8414630695213,707.0,3.158536930478704
2008,0.1,678.0,Grid1296,3.0,26.308374853410925,0.9330181782288564,724.5283723725241,707.0,-17.52837237252413
2009,0.1,678.0,Grid2401,3.0,45.15597304181242,0.8132788517049713,745.5193575876848,707.0,-38.5193575876848
2010,0.1,678.0,Sobol1,3.0,26.26784292146899,0.921840580260456,733.9747356715569,707.0,-26.974735671556918
2011,0.1,678.0,Sobol2,3.0,23.53418458952486,0.9346570860051512,735.2624552905671,707.0,-28.26245529056712
2012,0.1,678.0,Grid1296,4.0,50.1068422140249,0.7570242224354479,704.7201401251638,707.0,2.2798598748362338
2013,0.1,678.0,Grid2401,4.0,48.21571760129234,0.7871173003867911,715.2378444675975,707.0,-8.237844467597483
2014,0.1,678.0,Sobol1,4.0,24.01966237303097,0.9346468835379964,729.2563222136062,707.0,-22.256322213606158
2015,0.1,678.0,Sobol2,4.0,22.48089375105353,0.940375145365737,722.4141065581597,707.0,-15.414106558159688
2016,0.1,678.0,Grid1296,5.0,69.3059420814757,0.5351531895383999,697.1951021385519,707.0,9.804897861448126
2017,0.1,678.0,Grid2401,5.0,114.37465782160106,-0.197905930272167,708.3565627271483,707.0,-1.3565627271483436
2018,0.1,678.0,Sobol1,5.0,21.19376426415371,0.9491198123751988,717.75,707.0,-10.75
2019,0.1,678.0,Sobol2,5.0,18.038478570390453,0.9616116012997036,722.75,707.0,-15.75
2020,0.1,678.0,Grid1296,6.0,213180353.94378775,-4398081477107.271,12620893.8125,707.0,-12620186.8125
2021,0.1,678.0,Grid2401,6.0,141.19312906264412,-0.8255352583080362,726.9152831199095,707.0,-19.91528311990953
2022,0.1,678.0,Sobol1,6.0,20.2654456151141,0.9534794521035888,718.6030073281377,707.0,-11.603007328137664
2023,0.1,678.0,Sobol2,6.0,17.787111437842146,0.9626740354686124,731.1721995951046,707.0,-24.172199595104644
2024,0.1,678.0,Grid1296,7.0,80566104.64719531,-628164870169.408,-4586884.12601614,707.0,4587591.12601614
2025,0.1,678.0,Grid2401,7.0,24936775.010256864,-56943436523.44218,-2080709.430070877,707.0,2081416.430070877
2026,0.1,678.0,Sobol1,7.0,21.28962236213241,0.9486585155744534,717.3689626343817,707.0,-10.36896263438166
2027,0.1,678.0,Sobol2,7.0,19.2826297426632,0.9561335275772096,729.8125,707.0,-22.8125
2028,0.1,678.0,Grid1296,8.0,234735653.1348714,-5332452908061.396,-12791499.497460842,707.0,12792206.497460842
2029,0.1,678.0,Grid2401,8.0,69430831.03388691,-441436079685.0162,-5740652.923418045,707.0,5741359.923418045
2030,0.1,678.0,Sobol1,8.0,22.53743478657292,0.9424637607727556,715.1164227058762,707.0,-8.116422705876175
2031,0.1,678.0,Sobol2,8.0,20.766128851215264,0.9491241971198444,725.0,707.0,-18.0
2032,0.1,678.0,Grid1296,9.0,51703582.36617717,-258708193061.03665,-4215447.96875,707.0,4216154.96875
2033,0.1,678.0,Grid2401,9.0,24053749.31167146,-52982038050.36378,-1780633.2412967682,707.0,1781340.2412967682
2034,0.1,678.0,Sobol1,9.0,26.556436110100528,0.9201137400205476,718.2421875,707.0,-11.2421875
2035,0.1,678.0,Sobol2,9.0,29.230110620742963,0.8991998670347643,719.75,707.0,-12.75
2036,0.1,678.0,Grid1296,10.0,74804545.78123517,-541532958066.8992,-2597245.216207005,707.0,2597952.216207005
2037,0.1,678.0,Grid2401,10.0,211076342.621406,-4079831438145.366,14166182.65754509,707.0,-14165475.65754509
2038,0.1,678.0,Sobol1,10.0,38.998474474864175,0.8277228244644501,717.88720703125,707.0,-10.88720703125
2039,0.1,678.0,Sobol2,10.0,45.984790828815605,0.7505240886488186,706.2174694538116,707.0,0.7825305461883545
2040,0.1,147.0,Grid1296,1.0,78.22004241972249,0.4079274044678262,739.6165245674713,707.0,-32.61652456747129
2041,0.1,147.0,Grid2401,1.0,101.08153181305453,0.0694135748573359,778.678687208037,707.0,-71.67868720803699
2042,0.1,147.0,Sobol1,1.0,71.59081623031265,0.4097144181603586,678.6051088805525,707.0,28.394891119447493
2043,0.1,147.0,Sobol2,1.0,72.35520167315921,0.3761532001360835,664.8278368380322,707.0,42.172163161967774
2044,0.1,147.0,Grid1296,2.0,46.6325732012306,0.7895651683059375,750.8192159402923,707.0,-43.81921594029234
2045,0.1,147.0,Grid2401,2.0,82.59256908187884,0.378709040550275,777.06092452749,707.0,-70.06092452748999
2046,0.1,147.0,Sobol1,2.0,39.728662178254346,0.8182160947118591,707.2335224504534,707.0,-0.2335224504533926
2047,0.1,147.0,Sobol2,2.0,38.82662982501797,0.8203621596443963,702.866651309855,707.0,4.133348690144999
2048,0.1,147.0,Grid1296,3.0,26.21463995853633,0.933499232085681,725.0625,707.0,-18.0625
2049,0.1,147.0,Grid2401,3.0,45.28239730298344,0.8132451430783563,747.9845700884366,707.0,-40.98457008843661
2050,0.1,147.0,Sobol1,3.0,26.31200668788337,0.9202638083408784,734.5384843700242,707.0,-27.538484370024207
2051,0.1,147.0,Sobol2,3.0,24.445766239818298,0.9287892197992064,735.875,707.0,-28.875
2052,0.1,147.0,Grid1296,4.0,54.58531424767128,0.7116695595270075,697.375,707.0,9.625
2053,0.1,147.0,Grid2401,4.0,46.36222549326955,0.8042320318059624,718.1918625841406,707.0,-11.191862584140608
2054,0.1,147.0,Sobol1,4.0,23.983152585274027,0.9337539346820216,729.5000697223809,707.0,-22.50006972238089
2055,0.1,147.0,Sobol2,4.0,22.60503013530874,0.9391096296420662,724.0288185828309,707.0,-17.028818582830922
2056,0.1,147.0,Grid1296,5.0,73.43433155273796,0.4781602497663504,697.625,707.0,9.375
2057,0.1,147.0,Grid2401,5.0,104.69991677770514,0.00159727759115,714.6365661800797,707.0,-7.63656618007974
2058,0.1,147.0,Sobol1,5.0,19.67561018033868,0.9554134399782646,717.1633347912774,707.0,-10.163334791277409
2059,0.1,147.0,Sobol2,5.0,18.005308930751863,0.9613686762970088,725.734375,707.0,-18.734375
2060,0.1,147.0,Grid1296,6.0,702060278.6747205,-47696627232785.086,-41559581.5625,707.0,41560288.5625
2061,0.1,147.0,Grid2401,6.0,139.3855341564815,-0.7694915419411765,736.2991047854194,707.0,-29.299104785419445
2062,0.1,147.0,Sobol1,6.0,20.08270747779295,0.9535493204074216,718.5942320429027,707.0,-11.594232042902718
2063,0.1,147.0,Sobol2,6.0,17.781831482551922,0.962321689979531,731.40625,707.0,-24.40625
2064,0.1,147.0,Grid1296,7.0,687175426.2274473,-45695570801841.43,39160543.75,707.0,-39159836.75
2065,0.1,147.0,Grid2401,7.0,12121301.45908837,-13381709210.992542,1012478.6338157654,707.0,-1011771.6338157654
2066,0.1,147.0,Sobol1,7.0,20.248212643412067,0.9527805489850972,718.9854780473593,707.0,-11.985478047359264
2067,0.1,147.0,Sobol2,7.0,18.651736677592226,0.9585449936535084,725.015625,707.0,-18.015625
2068,0.1,147.0,Grid1296,8.0,637052764.8503186,-39272601924160.37,35782779.75,707.0,-35782072.75
2069,0.1,147.0,Grid2401,8.0,6507.946137443828,-3856.4560210000905,227.730590559775,707.0,479.269409440225
2070,0.1,147.0,Sobol1,8.0,20.86695060186401,0.9498506251797156,716.3608825075207,707.0,-9.360882507520728
2071,0.1,147.0,Sobol2,8.0,20.06285610559712,0.9520350549156852,723.7071052900283,707.0,-16.707105290028267
2072,0.1,147.0,Grid1296,9.0,174365953.76587892,-2942132619174.06,3584684.953125,707.0,-3583977.953125
2073,0.1,147.0,Grid2401,9.0,1183568.583047017,-127585093.85578492,-86855.8328859806,707.0,87562.8328859806
2074,0.1,147.0,Sobol1,9.0,26.363130726993816,0.9199536536292032,718.2697373628616,707.0,-11.269737362861632
2075,0.1,147.0,Sobol2,9.0,25.955720708714296,0.9197205072573208,707.625,707.0,-0.625
2076,0.1,147.0,Grid1296,10.0,2195909181.960337,-466624583194407.0,-75163797.38867188,707.0,75164504.38867188
2077,0.1,147.0,Grid2401,10.0,98628169.60918485,-885961868293.9304,6710313.473941803,707.0,-6709606.473941803
2078,0.1,147.0,Sobol1,10.0,48.10934301598829,0.7334329905204591,720.8169170022011,707.0,-13.81691700220108
2079,0.1,147.0,Sobol2,10.0,54.51763436104014,0.6458294547197849,704.6484375,707.0,2.3515625
2080,0.1,561.0,Grid1296,1.0,77.86087934054457,0.4134580644207458,737.5876370685671,707.0,-30.58763706856712
2081,0.1,561.0,Grid2401,1.0,101.00171066855776,0.0668868457265478,778.4702848695485,707.0,-71.47028486954855
2082,0.1,561.0,Sobol1,1.0,71.40483655718097,0.4181223670062514,679.9883916328288,707.0,27.01160836717122
2083,0.1,561.0,Sobol2,1.0,72.51708888664031,0.3756384528896879,661.6065989486151,707.0,45.3934010513849
2084,0.1,561.0,Grid1296,2.0,46.66418657620277,0.7893177929405453,750.1171478346479,707.0,-43.11714783464788
2085,0.1,561.0,Grid2401,2.0,80.63793146272901,0.4052210222972632,772.7133691268822,707.0,-65.71336912688218
2086,0.1,561.0,Sobol1,2.0,39.57248828012948,0.8212841286250763,706.9050981811071,707.0,0.0949018188929358
2087,0.1,561.0,Sobol2,2.0,38.86064742517189,0.8207019821180048,702.0057051383897,707.0,4.994294861610342
2088,0.1,561.0,Grid1296,3.0,26.05727064128254,0.9343071192192528,725.0929169704725,707.0,-18.092916970472515
2089,0.1,561.0,Grid2401,3.0,41.38055662967049,0.843371961435275,740.3156352907125,707.0,-33.31563529071252
2090,0.1,561.0,Sobol1,3.0,26.269418436262136,0.9212451477120088,734.9898964272742,707.0,-27.98989642727417
2091,0.1,561.0,Sobol2,3.0,23.52457924210705,0.9342948889146586,734.6318915199635,707.0,-27.63189151996346
2092,0.1,561.0,Grid1296,4.0,49.20923868395639,0.7657100003048408,705.6625070732583,707.0,1.3374929267416746
2093,0.1,561.0,Grid2401,4.0,40.4412553547792,0.8504018891195992,714.8466413236783,707.0,-7.846641323678341
2094,0.1,561.0,Sobol1,4.0,23.99951132320162,0.9342673407679678,730.3443094709903,707.0,-23.34430947099031
2095,0.1,561.0,Sobol2,4.0,22.64906802478412,0.939094558274962,722.9542134804008,707.0,-15.954213480400767
2096,0.1,561.0,Grid1296,5.0,68.85115570470028,0.5413483833662175,696.8447609853283,707.0,10.15523901467168
2097,0.1,561.0,Grid2401,5.0,77.46270215240327,0.4511392966033758,712.0664716294914,707.0,-5.066471629491389
2098,0.1,561.0,Sobol1,5.0,19.861710415390643,0.954979564080446,717.847400706922,707.0,-10.84740070692203
2099,0.1,561.0,Sobol2,5.0,17.838327007707445,0.9622198509382246,724.7524490142566,707.0,-17.752449014256626
2100,0.1,561.0,Grid1296,6.0,40183067.96262512,-156223600704.08966,-2378066.1845026016,707.0,2378773.1845026016
2101,0.1,561.0,Grid2401,6.0,124.35349522504156,-0.4144670855329675,722.4052037743986,707.0,-15.405203774398617
2102,0.1,561.0,Sobol1,6.0,20.55548999285991,0.9517794597019889,719.1065778908622,707.0,-12.10657789086224
2103,0.1,561.0,Sobol2,6.0,17.628250977042985,0.9631044596565448,731.1414998661614,707.0,-24.14149986616144
2104,0.1,561.0,Grid1296,7.0,137724434.1721099,-1835195996562.422,7823440.25,707.0,-7822733.25
2105,0.1,561.0,Grid2401,7.0,22734019.92340939,-47274759191.815125,1898098.9285969732,707.0,-1897391.9285969732
2106,0.1,561.0,Sobol1,7.0,21.23911438155437,0.9485187347164308,718.5909893935259,707.0,-11.590989393525888
2107,0.1,561.0,Sobol2,7.0,18.434378337280258,0.9596528913353904,725.0446644861468,707.0,-18.04466448614676
2108,0.1,561.0,Grid1296,8.0,254026692.56283316,-6243371348249.296,14530638.625,707.0,-14529931.625
2109,0.1,561.0,Grid2401,8.0,19033350.91907228,-33136555519.78123,1569473.5606312752,707.0,-1568766.5606312752
2110,0.1,561.0,Sobol1,8.0,22.072715606627643,0.9443983166511956,715.8429923238,707.0,-8.84299232379999
2111,0.1,561.0,Sobol2,8.0,20.32952250371885,0.9509307091866,724.8004441839548,707.0,-17.800444183954824
2112,0.1,561.0,Grid1296,9.0,31098801.01986771,-93572396146.21948,244210.71875,707.0,-243503.71875
2113,0.1,561.0,Grid2401,9.0,5354664.953083283,-2622656760.6570034,-395485.5118231773,707.0,396192.5118231773
2114,0.1,561.0,Sobol1,9.0,25.179943880073555,0.9276421056205788,716.5606763362885,707.0,-9.560676336288452
2115,0.1,561.0,Sobol2,9.0,31.009119899252426,0.8858346518058118,716.3877285122871,707.0,-9.38772851228714
2116,0.1,561.0,Grid1296,10.0,916050095304.0952,-8.118932075698292e+19,34525994095.24414,707.0,-34525993388.24414
2117,0.1,561.0,Grid2401,10.0,60025635.81074454,-329572063113.7842,-4084895.140235424,707.0,4085602.140235424
2118,0.1,561.0,Sobol1,10.0,38.45137371766274,0.8312669624422466,719.181199491024,707.0,-12.181199491024016
2119,0.1,561.0,Sobol2,10.0,69.95738234405526,0.4189379305553278,707.04296875,707.0,-0.04296875
2120,0.1,237.0,Grid1296,1.0,78.76926333915965,0.3993917825181686,742.562321413757,707.0,-35.56232141375699
2121,0.1,237.0,Grid2401,1.0,100.87623531912708,0.0701605228497849,778.1288647671187,707.0,-71.12886476711867
2122,0.1,237.0,Sobol1,1.0,71.79922031877655,0.4057743962879023,680.0758292972521,707.0,26.924170702747915
2123,0.1,237.0,Sobol2,1.0,72.26548310946775,0.3844514305732383,664.8014215738422,707.0,42.19857842615784
2124,0.1,237.0,Grid1296,2.0,46.91431094279233,0.7869466408259588,750.7934724118804,707.0,-43.79347241188043
2125,0.1,237.0,Grid2401,2.0,82.62500524329955,0.3761886841557963,775.4282818694402,707.0,-68.42828186944018
2126,0.1,237.0,Sobol1,2.0,39.47878037862316,0.8203449790740989,709.001534064618,707.0,-2.0015340646179998
2127,0.1,237.0,Sobol2,2.0,38.71166659937998,0.8233619575252187,701.8568219934242,707.0,5.143178006575795
2128,0.1,237.0,Grid1296,3.0,26.205503962052,0.93352432830763,725.0947544214052,707.0,-18.09475442140524
2129,0.1,237.0,Grid2401,3.0,44.325693754176655,0.820468222144183,743.5464108290578,707.0,-36.54641082905778
2130,0.1,237.0,Sobol1,3.0,26.514749101223032,0.918962329563618,734.4967692429224,707.0,-27.49676924292237
2131,0.1,237.0,Sobol2,3.0,36.6092719681178,0.8420270638203233,737.5,707.0,-30.5
2132,0.1,237.0,Grid1296,4.0,49.78881965011159,0.7600386132286046,705.48828125,707.0,1.51171875
2133,0.1,237.0,Grid2401,4.0,45.08876228012371,0.8142337235989473,718.4306903799776,707.0,-11.430690379977593
2134,0.1,237.0,Sobol1,4.0,24.377133776624294,0.931502111303339,729.1796416213745,707.0,-22.179641621374454
2135,0.1,237.0,Sobol2,4.0,32.3464431714537,0.8766743053329071,708.5,707.0,-1.5
2136,0.1,237.0,Grid1296,5.0,68.61477006977485,0.5442644296535056,697.6389417225929,707.0,9.361058277407096
2137,0.1,237.0,Grid2401,5.0,111.12144379916072,-0.1283036667691739,711.2482324395156,707.0,-4.248232439515618
2138,0.1,237.0,Sobol1,5.0,19.98687208751166,0.9539529756664652,717.6030227285851,707.0,-10.603022728585074
2139,0.1,237.0,Sobol2,5.0,19.743528995332948,0.954053750208484,725.25,707.0,-18.25
2140,0.1,237.0,Grid1296,6.0,167683662.61300567,-2721818771607.427,9927204.200364113,707.0,-9926497.200364113
2141,0.1,237.0,Grid2401,6.0,149.79353211524182,-1.0502950890016862,727.044031655375,707.0,-20.044031655374965
2142,0.1,237.0,Sobol1,6.0,20.401344412705757,0.9520233986510244,718.4963214582685,707.0,-11.49632145826854
2143,0.1,237.0,Sobol2,6.0,18.55641834417804,0.9594128258135692,733.0,707.0,-26.0
2144,0.1,237.0,Grid1296,7.0,147248278.8244128,-2098834315338.7148,-8385703.0,707.0,8386410.0
2145,0.1,237.0,Grid2401,7.0,7976068.800611588,-5813103176.953669,666402.1329442263,707.0,-665695.1329442263
2146,0.1,237.0,Sobol1,7.0,21.61345592155485,0.9461531461397376,718.0953402549048,707.0,-11.09534025490484
2147,0.1,237.0,Sobol2,7.0,19.090540204221988,0.9570427035263716,727.21875,707.0,-20.21875
2148,0.1,237.0,Grid1296,8.0,289687044.0674342,-8123362741008.013,-15792105.15625,707.0,15792812.15625
2149,0.1,237.0,Grid2401,8.0,15184.250960516243,-21066.69364579128,-471.988022867823,707.0,1178.988022867823
2150,0.1,237.0,Sobol1,8.0,23.5188540178806,0.9362406006559294,716.1511592204915,707.0,-9.151159220491536
2151,0.1,237.0,Sobol2,8.0,21.708806083763324,0.9444514938430918,721.802932454244,707.0,-14.802932454244
2152,0.1,237.0,Sobol1,9.0,28.328948556969777,0.907493379428736,718.6328498125076,707.0,-11.63284981250763
2153,0.1,237.0,Grid1296,9.0,742847559781.3827,-5.341670611428328e+19,-31075477578.34375,707.0,31075478285.34375
2154,0.1,237.0,Grid2401,9.0,29925463.97029695,-81829902450.42104,2219936.3999920487,707.0,-2219229.3999920487
2155,0.1,237.0,Sobol2,9.0,26.29870563359727,0.918479045973514,713.951171875,707.0,-6.951171875
2156,0.1,237.0,Grid1296,10.0,546558541.6426167,-28916856100575.56,19374878.5625,707.0,-19374171.5625
2157,0.1,237.0,Grid2401,10.0,100970384.82576296,-931575957121.25,-6806084.602304459,707.0,6806791.602304459
2158,0.1,237.0,Sobol1,10.0,37.4391209059472,0.8384290831102332,717.6144816495944,707.0,-10.61448164959438
2159,0.1,237.0,Sobol2,10.0,56.60017534797679,0.622396458488317,711.0546143651009,707.0,-4.054614365100861
2160,0.1,588.0,Grid1296,1.0,77.46762265275129,0.4178137754945722,737.2092460166402,707.0,-30.20924601664024
2161,0.1,588.0,Grid2401,1.0,100.52844116599822,0.0777712314265169,777.6866912834671,707.0,-70.6866912834671
2162,0.1,588.0,Sobol1,1.0,71.54732000116614,0.4073035784032273,678.5357179557584,707.0,28.4642820442416
2163,0.1,588.0,Sobol2,1.0,71.83647524696487,0.3862698979478167,667.15345911685,707.0,39.846540883150055
2164,0.1,588.0,Grid1296,2.0,46.77507344103894,0.7877486680110867,749.8224924992905,707.0,-42.82249249929055
2165,0.1,588.0,Grid2401,2.0,82.45844800486668,0.3795152927908586,776.0366305515074,707.0,-69.03663055150741
2166,0.1,588.0,Sobol1,2.0,39.52570184506951,0.8191140878014258,707.5164778366826,707.0,-0.5164778366826113
2167,0.1,588.0,Sobol2,2.0,39.05188616640281,0.8186275061759505,704.7483351475746,707.0,2.2516648524253924
2168,0.1,588.0,Grid1296,3.0,26.09198125596529,0.9339556631239272,725.0790725780847,707.0,-18.07907257808472
2169,0.1,588.0,Grid2401,3.0,43.91862457989932,0.8239815345181525,746.126562904695,707.0,-39.12656290469499
2170,0.1,588.0,Sobol1,3.0,26.369154439705078,0.9194921977122535,735.0042814889105,707.0,-28.004281488910465
2171,0.1,588.0,Sobol2,3.0,24.32290072407005,0.9296412476772956,734.5002014856319,707.0,-27.50020148563192
2172,0.1,588.0,Grid1296,4.0,49.740846874924806,0.7599797860072504,705.4959200909655,707.0,1.5040799090345445
2173,0.1,588.0,Grid2401,4.0,46.84834683694076,0.7997145918336256,717.5623587348921,707.0,-10.562358734892086
2174,0.1,588.0,Sobol1,4.0,24.143372470760177,0.932509688483092,729.7695422673189,707.0,-22.76954226731891
2175,0.1,588.0,Sobol2,4.0,23.182454161347312,0.9360844964910412,722.7999807065972,707.0,-15.79998070659724
2176,0.1,588.0,Grid1296,5.0,68.97011095815765,0.5385301650746773,697.712036505912,707.0,9.28796349408799
2177,0.1,588.0,Grid2401,5.0,107.51065207712668,-0.0547845532151831,708.8757440635546,707.0,-1.8757440635546343
2178,0.1,588.0,Sobol1,5.0,19.85863456496312,0.954339114247333,718.0637296322969,707.0,-11.06372963229694
2179,0.1,588.0,Sobol2,5.0,18.983588960182484,0.9571408021376826,722.7924889269077,707.0,-15.792488926907708
2180,0.1,588.0,Grid1296,6.0,212713368.4369434,-4389459417536.974,-12591480.759548187,707.0,12592187.759548187
2181,0.1,588.0,Grid2401,6.0,144.67585617452053,-0.910085868412404,727.4977953288982,707.0,-20.497795328898174
2182,0.1,588.0,Sobol1,6.0,20.46348394440038,0.9515152998714488,719.444647377691,707.0,-12.444647377691012
2183,0.1,588.0,Sobol2,6.0,18.90531563521945,0.9574935084459312,726.3650661903799,707.0,-19.36506619037993
2184,0.1,588.0,Grid1296,7.0,91012496.09039705,-803569638012.3705,5170851.192950964,707.0,-5170144.192950964
2185,0.1,588.0,Grid2401,7.0,2097329.6873065787,-401415535.6676145,-174356.07877886295,707.0,175063.07877886295
2186,0.1,588.0,Sobol1,7.0,21.298938172279904,0.947475555322378,719.3809615768109,707.0,-12.380961576810932
2187,0.1,588.0,Sobol2,7.0,19.39284348356538,0.9552729371451452,720.1090199050841,707.0,-13.109019905084097
2188,0.1,588.0,Grid1296,8.0,18837928.62299,-34426094952.666626,-1014040.875,707.0,1014747.875
