,ratio,rndint,dataset,rmse,mape,r2,prediction,target,diff
662,0.2,16.0,Sobol1,71.44373874850817,0.0932631472623212,0.4202321627915802,677.1256014904444,707.0,29.87439850955559
663,0.2,16.0,Sobol2,72.84727196240615,0.0952422820266211,0.3835444255324748,665.748350234177,707.0,41.251649765823004
664,0.2,669.0,Grid1296,77.20913202720152,0.0942899096671734,0.416889314684319,737.7962116627136,707.0,-30.79621166271363
665,0.2,669.0,Grid2401,99.0356883003196,0.1144251559192595,0.0877347150010847,779.0802545305547,707.0,-72.08025453055473
666,0.2,669.0,Sobol1,71.88463105363003,0.0939337914056763,0.4226981250077626,677.1478294623444,707.0,29.85217053765564
667,0.2,669.0,Sobol2,72.47475811396525,0.094454788586229,0.3878993692376771,662.9936758424357,707.0,44.006324157564336
668,0.2,530.0,Grid1296,78.21901593502095,0.0951153574795981,0.405547355967914,740.5364561992831,707.0,-33.536456199283066
669,0.2,530.0,Grid2401,99.79156368630504,0.1154008221174379,0.0758834087266999,780.331067517803,707.0,-73.33106751780304
670,0.2,530.0,Sobol1,71.67184476518612,0.0932265745104515,0.4087482201745687,682.1083356836148,707.0,24.89166431638523
671,0.2,530.0,Sobol2,72.44418624747767,0.0946544098699156,0.3962790418315046,661.6502984814248,707.0,45.349701518575216
672,0.2,999.0,Grid1296,78.5676113180903,0.0951907771116342,0.3966452723571857,744.6667217616979,707.0,-37.666721761697886
673,0.2,999.0,Grid2401,98.8128530257134,0.1142360427273566,0.088523973456017,778.1580105327306,707.0,-71.1580105327306
674,0.2,999.0,Sobol1,71.9089414604879,0.0939894462159798,0.4068440325911032,678.9937508644788,707.0,28.006249135521216
675,0.2,999.0,Sobol2,72.63758936139673,0.0948643475975109,0.3891506406867491,660.8316897742618,707.0,46.168310225738196
676,0.2,794.0,Grid1296,77.80865793145605,0.0947170154939962,0.4082543446801997,740.8447832813055,707.0,-33.84478328130547
677,0.2,794.0,Grid2401,99.17417877982928,0.114576756815008,0.0874259114574518,777.4860498606131,707.0,-70.4860498606131
678,0.2,794.0,Sobol1,71.74164111389767,0.0935855487782642,0.4183856115763924,681.1620472121058,707.0,25.83795278789421
679,0.2,794.0,Sobol2,72.43815725977008,0.094493153063538,0.3961828408964751,666.6609802755002,707.0,40.33901972449985
680,0.2,936.0,Grid1296,77.66704030421646,0.0950077810814717,0.4112367421263531,739.4749543136677,707.0,-32.474954313667695
681,0.2,936.0,Grid2401,98.56501325695038,0.114002755288505,0.0923268561208884,777.3542016002082,707.0,-70.35420160020817
682,0.2,936.0,Sobol1,71.71446834860473,0.0937646120106554,0.4207764532287738,678.3565307290619,707.0,28.643469270938112
683,0.2,936.0,Sobol2,72.29745699764436,0.0941716665086051,0.3915298438128866,665.1253657205502,707.0,41.874634279449765
684,0.2,111.0,Grid1296,77.54450978834153,0.0944724212983243,0.4155885352474505,734.9163572004386,707.0,-27.916357200438597
685,0.2,111.0,Grid2401,99.5648725148644,0.1148064548157518,0.0875350262916059,776.8851623117729,707.0,-69.88516231177289
686,0.2,111.0,Sobol1,71.70966405768787,0.093402635556609,0.4113442505766269,680.5757702576194,707.0,26.42422974238059
