,ratio,rndint,dataset,prediction,target,diff
1868,0.5,530.0,Grid1296,738.1813304233783,707.0,-31.181330423378313
1869,0.5,530.0,Grid2401,780.0037427493241,707.0,-73.00374274932415
1870,0.5,530.0,Sobol1,681.7910802710661,707.0,25.208919728933893
1871,0.5,530.0,Sobol2,659.6317264368271,707.0,47.36827356317292
1872,0.5,999.0,Grid1296,741.5975176995898,707.0,-34.597517699589844
1873,0.5,999.0,Grid2401,778.6827464459805,707.0,-71.68274644598046
1874,0.5,999.0,Sobol1,672.5484890054908,707.0,34.45151099450925
1875,0.5,999.0,Sobol2,660.0521794390551,707.0,46.94782056094493
1876,0.5,794.0,Grid1296,739.1102617653751,707.0,-32.11026176537507
1877,0.5,794.0,Grid2401,779.0966081892059,707.0,-72.09660818920588
1878,0.5,794.0,Sobol1,682.698974203818,707.0,24.30102579618199
1879,0.5,794.0,Sobol2,670.1662229691673,707.0,36.83377703083272
1880,0.5,936.0,Grid1296,743.1988138886239,707.0,-36.19881388862393
1881,0.5,936.0,Grid2401,780.1078822826966,707.0,-73.10788228269655
1882,0.5,936.0,Sobol1,681.655246998189,707.0,25.344753001811
1883,0.5,936.0,Sobol2,671.8026508221808,707.0,35.197349177819206
1884,0.5,111.0,Grid1296,733.2111620206426,707.0,-26.211162020642632
1885,0.5,111.0,Grid2401,777.0785344886572,707.0,-70.07853448865717
1886,0.5,111.0,Sobol1,683.3556513569179,707.0,23.64434864308214
1887,0.5,111.0,Sobol2,665.40615025026,707.0,41.59384974974
1888,0.5,816.0,Grid1296,741.0268917455116,707.0,-34.02689174551165
1889,0.5,816.0,Grid2401,777.0843980129488,707.0,-70.08439801294878
1890,0.5,816.0,Sobol1,677.2523549447427,707.0,29.747645055257294
1891,0.5,816.0,Sobol2,669.6390761722351,707.0,37.36092382776485
1892,0.5,968.0,Grid1296,734.3419406519018,707.0,-27.341940651901837
1893,0.5,968.0,Grid2401,772.6258914334842,707.0,-65.62589143348418
1894,0.5,968.0,Sobol1,680.3559848257578,707.0,26.644015174242213
1895,0.5,968.0,Sobol2,656.4847163948294,707.0,50.515283605170566
1896,0.5,48.0,Grid1296,734.8652775526923,707.0,-27.865277552692305
1897,0.5,48.0,Grid2401,779.1964218645412,707.0,-72.19642186454121
1898,0.5,48.0,Sobol1,670.1173813594413,707.0,36.88261864055869
1899,0.5,48.0,Sobol2,664.739163183517,707.0,42.26083681648299
1900,0.5,986.0,Grid1296,740.7383683799927,707.0,-33.73836837999272
1901,0.5,986.0,Grid2401,781.3146638070667,707.0,-74.31466380706672
1902,0.5,986.0,Sobol1,676.8625428851828,707.0,30.137457114817153
1903,0.5,986.0,Sobol2,672.2303200669345,707.0,34.769679933065504
1904,0.5,829.0,Grid1296,745.3308250919287,707.0,-38.33082509192866
1905,0.5,829.0,Grid2401,783.7202003072351,707.0,-76.72020030723513
1906,0.5,829.0,Sobol1,672.0694797146291,707.0,34.9305202853709
1907,0.5,829.0,Sobol2,662.3597932582107,707.0,44.64020674178926
1908,0.5,996.0,Grid1296,732.8053627808388,707.0,-25.805362780838777
1909,0.5,996.0,Grid2401,779.6137597443847,707.0,-72.61375974438465
1910,0.5,996.0,Sobol1,684.6473602011008,707.0,22.35263979889919
1911,0.5,996.0,Sobol2,656.1343672996803,707.0,50.86563270031968
1912,0.5,272.0,Grid1296,737.7089084804614,707.0,-30.708908480461446
1913,0.5,272.0,Grid2401,772.2781688164513,707.0,-65.27816881645128
1914,0.5,272.0,Sobol1,680.6123912307606,707.0,26.387608769239364
1915,0.5,272.0,Sobol2,662.5901786717659,707.0,44.4098213282341
1916,0.5,759.0,Grid1296,740.8704391126141,707.0,-33.87043911261412
1917,0.5,759.0,Grid2401,777.0893812871402,707.0,-70.08938128714021
1918,0.5,759.0,Sobol1,677.132274871655,707.0,29.867725128345
1919,0.5,759.0,Sobol2,656.1114895934048,707.0,50.888510406595174
1920,0.5,390.0,Grid1296,742.2852013613921,707.0,-35.28520136139207
1921,0.5,390.0,Grid2401,777.9934415763754,707.0,-70.9934415763754
1922,0.5,390.0,Sobol1,679.8859503922963,707.0,27.11404960770369
1923,0.5,390.0,Sobol2,670.1040781621467,707.0,36.89592183785328
1924,0.5,930.0,Grid1296,736.13419469312,707.0,-29.13419469311998
1925,0.5,930.0,Grid2401,775.5583044953266,707.0,-68.55830449532664
1926,0.5,930.0,Sobol1,677.0350058220824,707.0,29.96499417791756
1927,0.5,930.0,Sobol2,671.131844072522,707.0,35.86815592747803
1928,0.5,633.0,Grid1296,737.4616886352829,707.0,-30.46168863528294
1929,0.5,633.0,Grid2401,778.308957964909,707.0,-71.30895796490904
1930,0.5,633.0,Sobol1,673.8022534788709,707.0,33.19774652112915
1931,0.5,633.0,Sobol2,668.9271058347999,707.0,38.07289416520007
1932,0.5,928.0,Grid1296,741.2641930939371,707.0,-34.26419309393714
1933,0.5,928.0,Grid2401,776.7928789068608,707.0,-69.79287890686078
1934,0.5,928.0,Sobol1,680.7209350726689,707.0,26.279064927331092
1935,0.5,928.0,Sobol2,667.9130986723476,707.0,39.08690132765241
1936,0.5,854.0,Grid1296,740.3920353774392,707.0,-33.39203537743924
1937,0.5,854.0,Grid2401,778.6350979527107,707.0,-71.63509795271068
1938,0.5,854.0,Sobol1,673.2521011609388,707.0,33.747898839061236
1939,0.5,854.0,Sobol2,663.6352169142517,707.0,43.364783085748286
1940,0.5,554.0,Grid1296,733.5305463648492,707.0,-26.530546364849215
1941,0.5,554.0,Grid2401,777.2384953114752,707.0,-70.23849531147516
1942,0.5,554.0,Sobol1,672.8993137488794,707.0,34.10068625112058
1943,0.5,554.0,Sobol2,661.1522126709835,707.0,45.847787329016455
1944,0.5,562.0,Grid1296,733.2853871797723,707.0,-26.28538717977233
1945,0.5,562.0,Grid2401,777.6163915850548,707.0,-70.61639158505477
1946,0.5,562.0,Sobol1,678.924830773366,707.0,28.07516922663399
1947,0.5,562.0,Sobol2,667.5404596087567,707.0,39.45954039124331
1948,0.5,78.0,Grid1296,742.1390758288364,707.0,-35.13907582883644
1949,0.5,78.0,Grid2401,779.5592546771215,707.0,-72.55925467712154
1950,0.5,78.0,Sobol1,679.5798346195912,707.0,27.420165380408775
1951,0.5,78.0,Sobol2,669.5945920067826,707.0,37.40540799321741
1952,0.5,222.0,Grid1296,734.5629875980562,707.0,-27.562987598056225
1953,0.5,222.0,Grid2401,774.4768903111111,707.0,-67.4768903111111
1954,0.5,222.0,Sobol1,682.4609294018761,707.0,24.539070598123885
1955,0.5,222.0,Sobol2,670.8112926057123,707.0,36.18870739428769
1956,0.5,294.0,Grid1296,738.148244583884,707.0,-31.14824458388398
1957,0.5,294.0,Grid2401,775.5863344497981,707.0,-68.58633444979807
1958,0.5,294.0,Sobol1,677.6653790568475,707.0,29.33462094315246
1959,0.5,294.0,Sobol2,666.2951289871392,707.0,40.70487101286085
1960,0.5,725.0,Grid1296,741.9780007697483,707.0,-34.97800076974829
1961,0.5,725.0,Grid2401,774.3350028575768,707.0,-67.3350028575768
1962,0.5,725.0,Sobol1,671.4597631963406,707.0,35.540236803659354
1963,0.5,725.0,Sobol2,672.6316709841271,707.0,34.36832901587286
1964,0.5,582.0,Grid1296,741.3978985309841,707.0,-34.397898530984094
1965,0.5,582.0,Grid2401,777.3972559775232,707.0,-70.39725597752317
1966,0.5,582.0,Sobol1,672.3245828804477,707.0,34.67541711955232
1967,0.5,582.0,Sobol2,664.4105075866128,707.0,42.589492413387234
1968,0.5,731.0,Grid1296,739.4483267103708,707.0,-32.44832671037079
1969,0.5,731.0,Grid2401,776.0829087396227,707.0,-69.08290873962267
1970,0.5,731.0,Sobol1,679.8150553377632,707.0,27.18494466223683
1971,0.5,731.0,Sobol2,658.0383170113325,707.0,48.96168298866746
1972,0.5,249.0,Grid1296,739.7479115277224,707.0,-32.74791152772241
1973,0.5,249.0,Grid2401,775.7733080027102,707.0,-68.77330800271022
1974,0.5,249.0,Sobol1,680.8094740145907,707.0,26.190525985409295
1975,0.5,249.0,Sobol2,662.1394808760597,707.0,44.86051912394032
1976,0.5,791.0,Grid1296,741.8581920785473,707.0,-34.85819207854729
1977,0.5,791.0,Grid2401,775.8154534598598,707.0,-68.81545345985978
1978,0.5,791.0,Sobol1,672.4740071812785,707.0,34.525992818721534
1979,0.5,791.0,Sobol2,658.6018986155774,707.0,48.3981013844226
1980,0.5,35.0,Grid1296,742.0971965761983,707.0,-35.09719657619826
1981,0.5,35.0,Grid2401,776.1027713877507,707.0,-69.10277138775075
1982,0.5,35.0,Sobol1,672.0707462464075,707.0,34.92925375359255
1983,0.5,35.0,Sobol2,664.9469783260382,707.0,42.05302167396178
1984,0.5,180.0,Grid1296,737.1500521788437,707.0,-30.15005217884368
1985,0.5,180.0,Grid2401,777.6576045627895,707.0,-70.65760456278952
1986,0.5,180.0,Sobol1,669.5649535057072,707.0,37.435046494292806
1987,0.5,180.0,Sobol2,668.9361926763337,707.0,38.06380732366631
1988,0.5,510.0,Grid1296,750.3963727693574,707.0,-43.39637276935741
1989,0.5,510.0,Grid2401,779.8420480913735,707.0,-72.8420480913735
1990,0.5,510.0,Sobol1,685.7986459671517,707.0,21.201354032848258
1991,0.5,510.0,Sobol2,661.7037824460408,707.0,45.296217553959195
1992,0.5,593.0,Grid1296,741.8010632716771,707.0,-34.801063271677094
1993,0.5,593.0,Grid2401,781.6445743501084,707.0,-74.64457435010843
1994,0.5,593.0,Sobol1,685.9777079182379,707.0,21.02229208176209
1995,0.5,593.0,Sobol2,659.788576911142,707.0,47.211423088858055
1996,0.5,634.0,Grid1296,734.1456150348836,707.0,-27.145615034883576
1997,0.5,634.0,Grid2401,779.9069989078433,707.0,-72.90699890784333
1998,0.5,634.0,Sobol1,689.1035289026322,707.0,17.896471097367794
1999,0.5,634.0,Sobol2,660.8785468656029,707.0,46.12145313439714
2000,0.55,678.0,Grid1296,744.0179697679464,707.0,-37.0179697679464
2001,0.55,678.0,Grid2401,779.9763679795458,707.0,-72.97636797954578
2002,0.55,678.0,Sobol1,682.9789615955689,707.0,24.021038404431124
2003,0.55,678.0,Sobol2,667.1015211880092,707.0,39.8984788119908
2004,0.55,147.0,Grid1296,742.0889547456854,707.0,-35.08895474568544
2005,0.55,147.0,Grid2401,774.7192434081358,707.0,-67.71924340813575
2006,0.55,147.0,Sobol1,678.9229423022437,707.0,28.077057697756345
2007,0.55,147.0,Sobol2,662.6306767205051,707.0,44.36932327949489
2008,0.55,561.0,Grid1296,740.1576399648776,707.0,-33.1576399648776
2009,0.55,561.0,Grid2401,779.2483611242093,707.0,-72.24836112420928
2010,0.55,561.0,Sobol1,679.0838166874754,707.0,27.916183312524595
