,ratio,rndint,dataset,prediction,target,diff
753,0.2,222.0,Grid2401,778.4492103624165,707.0,-71.44921036241647
754,0.2,222.0,Sobol1,679.1959543463961,707.0,27.804045653603907
755,0.2,222.0,Sobol2,665.8098182009272,707.0,41.190181799072775
756,0.2,294.0,Grid1296,739.6823333357512,707.0,-32.682333335751196
757,0.2,294.0,Grid2401,776.4183309855657,707.0,-69.41833098556572
758,0.2,294.0,Sobol1,674.693285882523,707.0,32.306714117476986
759,0.2,294.0,Sobol2,666.3213891980608,707.0,40.67861080193916
760,0.2,725.0,Grid1296,740.4961258221472,707.0,-33.49612582214718
761,0.2,725.0,Grid2401,776.7086284168045,707.0,-69.70862841680446
762,0.2,725.0,Sobol1,679.521870217602,707.0,27.478129782398014
763,0.2,725.0,Sobol2,663.8823290463984,707.0,43.117670953601646
764,0.2,582.0,Grid1296,740.859611233506,707.0,-33.85961123350603
765,0.2,582.0,Grid2401,778.8872403440893,707.0,-71.88724034408926
766,0.2,582.0,Sobol1,681.0810435231454,707.0,25.918956476854646
767,0.2,582.0,Sobol2,666.6947027114331,707.0,40.30529728856686
768,0.2,731.0,Grid1296,738.2127508572632,707.0,-31.212750857263245
769,0.2,731.0,Grid2401,779.390818965861,707.0,-72.39081896586094
770,0.2,731.0,Sobol1,680.8389952779246,707.0,26.161004722075404
771,0.2,731.0,Sobol2,662.1446147592142,707.0,44.855385240785836
772,0.2,249.0,Grid1296,738.3673466304912,707.0,-31.36734663049117
773,0.2,249.0,Grid2401,777.4313455354641,707.0,-70.43134553546406
774,0.2,249.0,Sobol1,681.7358185847145,707.0,25.26418141528552
775,0.2,249.0,Sobol2,666.0125735080733,707.0,40.987426491926726
776,0.2,791.0,Grid1296,737.7414390439449,707.0,-30.741439043944865
777,0.2,791.0,Grid2401,777.8746586990846,707.0,-70.87465869908465
778,0.2,791.0,Sobol1,678.9668050438999,707.0,28.033194956100147
779,0.2,791.0,Sobol2,662.6496069531181,707.0,44.35039304688189
780,0.2,35.0,Grid1296,739.4588757590287,707.0,-32.45887575902873
781,0.2,35.0,Grid2401,774.1760777910368,707.0,-67.17607779103685
782,0.2,35.0,Sobol1,676.3332239198849,707.0,30.66677608011514
783,0.2,35.0,Sobol2,662.2981879196828,707.0,44.701812080317154
784,0.2,180.0,Grid1296,739.0776648643885,707.0,-32.07766486438845
785,0.2,180.0,Grid2401,776.2235418312232,707.0,-69.2235418312232
786,0.2,180.0,Sobol1,677.2900234240244,707.0,29.70997657597559
787,0.2,180.0,Sobol2,664.8539042573398,707.0,42.146095742660236
788,0.2,510.0,Grid1296,738.6486862221817,707.0,-31.64868622218171
789,0.2,510.0,Grid2401,778.0243445790773,707.0,-71.02434457907725
790,0.2,510.0,Sobol1,678.4178398251925,707.0,28.58216017480754
791,0.2,510.0,Sobol2,664.2156869642246,707.0,42.784313035775426
792,0.2,593.0,Grid1296,740.6751203975467,707.0,-33.67512039754672
793,0.2,593.0,Grid2401,777.8837704914336,707.0,-70.88377049143355
794,0.2,593.0,Sobol1,682.6332445826916,707.0,24.366755417308354
795,0.2,593.0,Sobol2,666.3314991939587,707.0,40.668500806041266
796,0.2,634.0,Grid1296,737.0332402663241,707.0,-30.03324026632413
797,0.2,634.0,Grid2401,776.2520647761406,707.0,-69.25206477614063
798,0.2,634.0,Sobol1,683.2686335755773,707.0,23.73136642442273
799,0.2,634.0,Sobol2,667.1234013685454,707.0,39.87659863145461
800,0.25,678.0,Grid1296,739.9500945528456,707.0,-32.9500945528456
801,0.25,678.0,Grid2401,776.610301102584,707.0,-69.610301102584
802,0.25,678.0,Sobol1,677.9190254127561,707.0,29.080974587243873
803,0.25,678.0,Sobol2,666.7761434700333,707.0,40.223856529966724
804,0.25,147.0,Grid1296,743.3421795898603,707.0,-36.34217958986028
805,0.25,147.0,Grid2401,778.4165207351535,707.0,-71.41652073515354
806,0.25,147.0,Sobol1,676.309581137584,707.0,30.69041886241598
807,0.25,147.0,Sobol2,664.6050870781298,707.0,42.39491292187017
808,0.25,561.0,Grid1296,738.0949050832038,707.0,-31.0949050832038
809,0.25,561.0,Grid2401,780.4090993187059,707.0,-73.4090993187059
810,0.25,561.0,Sobol1,679.6416388594772,707.0,27.35836114052279
811,0.25,561.0,Sobol2,659.26554546159,707.0,47.73445453840998
812,0.25,237.0,Grid1296,744.8381234964345,707.0,-37.83812349643449
813,0.25,237.0,Grid2401,780.2800418156734,707.0,-73.28004181567337
814,0.25,237.0,Sobol1,683.0115115556183,707.0,23.988488444381687
815,0.25,237.0,Sobol2,665.9697835451195,707.0,41.030216454880474
816,0.25,588.0,Grid1296,737.9734470241813,707.0,-30.97344702418127
817,0.25,588.0,Grid2401,776.6009893365674,707.0,-69.60098933656741
818,0.25,588.0,Sobol1,677.7419666093739,707.0,29.25803339062611
819,0.25,588.0,Sobol2,663.1472693783156,707.0,43.85273062168437
820,0.25,951.0,Grid1296,736.092024983812,707.0,-29.092024983812053
821,0.25,951.0,Grid2401,778.3992624551718,707.0,-71.39926245517177
822,0.25,951.0,Sobol1,679.0632382027761,707.0,27.93676179722388
823,0.25,951.0,Sobol2,665.3419141012425,707.0,41.65808589875746
824,0.25,490.0,Grid1296,740.2859452234288,707.0,-33.285945223428826
825,0.25,490.0,Grid2401,778.5004598310279,707.0,-71.50045983102791
826,0.25,490.0,Sobol1,678.0136394569249,707.0,28.98636054307508
827,0.25,490.0,Sobol2,661.871727686135,707.0,45.128272313864954
828,0.25,395.0,Grid1296,741.1890789513574,707.0,-34.189078951357374
829,0.25,395.0,Grid2401,777.77668598668,707.0,-70.77668598668004
830,0.25,395.0,Sobol1,675.9802264013279,707.0,31.019773598672145
831,0.25,395.0,Sobol2,671.315447147555,707.0,35.684552852444995
832,0.25,877.0,Grid1296,740.5143774190182,707.0,-33.51437741901816
833,0.25,877.0,Grid2401,780.3906325757127,707.0,-73.39063257571274
834,0.25,877.0,Sobol1,681.3655424896656,707.0,25.634457510334414
835,0.25,877.0,Sobol2,665.2695054862409,707.0,41.73049451375914
836,0.25,297.0,Grid1296,738.8147614114513,707.0,-31.814761411451286
837,0.25,297.0,Grid2401,777.025296028545,707.0,-70.02529602854497
838,0.25,297.0,Sobol1,680.4609583604324,707.0,26.539041639567586
839,0.25,297.0,Sobol2,665.0827448796823,707.0,41.91725512031769
840,0.25,721.0,Grid1296,741.8505162062346,707.0,-34.8505162062346
841,0.25,721.0,Grid2401,777.8680307235363,707.0,-70.86803072353632
842,0.25,721.0,Sobol1,679.6282095007069,707.0,27.37179049929307
843,0.25,721.0,Sobol2,662.1907307063238,707.0,44.80926929367615
844,0.25,711.0,Grid1296,736.5472540331265,707.0,-29.547254033126478
845,0.25,711.0,Grid2401,778.5791678039739,707.0,-71.57916780397386
846,0.25,711.0,Sobol1,681.1996532269765,707.0,25.800346773023534
847,0.25,711.0,Sobol2,664.5782220567862,707.0,42.42177794321378
848,0.25,985.0,Grid1296,739.2504317710408,707.0,-32.25043177104078
849,0.25,985.0,Grid2401,776.0410802950126,707.0,-69.04108029501265
850,0.25,985.0,Sobol1,681.6236844261473,707.0,25.376315573852708
851,0.25,985.0,Sobol2,662.3527572391017,707.0,44.64724276089828
852,0.25,171.0,Grid1296,740.535693206738,707.0,-33.53569320673796
853,0.25,171.0,Grid2401,776.9698039454483,707.0,-69.96980394544835
854,0.25,171.0,Sobol1,679.2055618946736,707.0,27.794438105326435
855,0.25,171.0,Sobol2,660.3522717042341,707.0,46.64772829576589
856,0.25,75.0,Grid1296,742.138186278539,707.0,-35.138186278539024
857,0.25,75.0,Grid2401,780.3707788141058,707.0,-73.37077881410585
858,0.25,75.0,Sobol1,679.6298574046829,707.0,27.370142595317134
859,0.25,75.0,Sobol2,658.9334695167823,707.0,48.06653048321766
860,0.25,16.0,Grid1296,739.9567381601381,707.0,-32.956738160138116
861,0.25,16.0,Grid2401,777.2207326382444,707.0,-70.22073263824439
862,0.25,16.0,Sobol1,677.6480252576151,707.0,29.35197474238487
863,0.25,16.0,Sobol2,664.2969714661504,707.0,42.70302853384965
864,0.25,669.0,Grid1296,738.4034810892301,707.0,-31.403481089230127
865,0.25,669.0,Grid2401,777.8771139440546,707.0,-70.8771139440546
866,0.25,669.0,Sobol1,676.5401338972022,707.0,30.459866102797832
867,0.25,669.0,Sobol2,666.2186370306094,707.0,40.78136296939056
868,0.25,530.0,Grid1296,739.9330735114066,707.0,-32.93307351140663
869,0.25,530.0,Grid2401,779.7131000089622,707.0,-72.71310000896221
870,0.25,530.0,Sobol1,680.0022960887873,707.0,26.99770391121274
871,0.25,530.0,Sobol2,660.1830805602817,707.0,46.816919439718276
872,0.25,999.0,Grid1296,742.8720875401436,707.0,-35.87208754014364
873,0.25,999.0,Grid2401,778.1462353975836,707.0,-71.14623539758361
874,0.25,999.0,Sobol1,678.5928592290207,707.0,28.407140770979254
875,0.25,999.0,Sobol2,658.2313896637476,707.0,48.768610336252436
876,0.25,794.0,Grid1296,743.4922510528258,707.0,-36.49225105282585
877,0.25,794.0,Grid2401,777.604910201394,707.0,-70.60491020139398
878,0.25,794.0,Sobol1,682.6518698619418,707.0,24.348130138058195
879,0.25,794.0,Sobol2,667.9360366646775,707.0,39.063963335322455
880,0.25,936.0,Grid1296,740.1730974456913,707.0,-33.17309744569127
881,0.25,936.0,Grid2401,778.8648372118184,707.0,-71.86483721181844
882,0.25,936.0,Sobol1,677.1800581290804,707.0,29.819941870919592
883,0.25,936.0,Sobol2,667.5670279959716,707.0,39.43297200402844
884,0.25,111.0,Grid1296,734.2140588222053,707.0,-27.21405882220529
885,0.25,111.0,Grid2401,774.7889019926748,707.0,-67.78890199267482
886,0.25,111.0,Sobol1,681.2001132155694,707.0,25.799886784430555
887,0.25,111.0,Sobol2,665.7211844296646,707.0,41.27881557033538
888,0.25,816.0,Grid1296,736.4340759101981,707.0,-29.43407591019809
889,0.25,816.0,Grid2401,778.5910925825931,707.0,-71.59109258259309
890,0.25,816.0,Sobol1,676.2340538803238,707.0,30.765946119676187
891,0.25,816.0,Sobol2,664.506469941861,707.0,42.49353005813896
892,0.25,968.0,Grid1296,735.8717581744042,707.0,-28.87175817440425
893,0.25,968.0,Grid2401,776.049515195737,707.0,-69.04951519573694
894,0.25,968.0,Sobol1,680.8103061718824,707.0,26.189693828117584
895,0.25,968.0,Sobol2,665.8450321130751,707.0,41.15496788692485
896,0.25,48.0,Grid1296,738.5630633419984,707.0,-31.563063341998372
897,0.25,48.0,Grid2401,779.2154091971097,707.0,-72.2154091971097
898,0.25,48.0,Sobol1,675.2149962495996,707.0,31.785003750400392
899,0.25,48.0,Sobol2,662.3469413250688,707.0,44.65305867493123
900,0.25,986.0,Grid1296,736.3847286210523,707.0,-29.384728621052318
901,0.25,986.0,Grid2401,780.0596421947116,707.0,-73.05964219471161
902,0.25,986.0,Sobol1,677.728938793448,707.0,29.271061206551963
903,0.25,986.0,Sobol2,668.1375060842131,707.0,38.8624939157869
904,0.25,829.0,Grid1296,741.1501840390877,707.0,-34.15018403908766
905,0.25,829.0,Grid2401,780.6723183502114,707.0,-73.67231835021141
906,0.25,829.0,Sobol1,675.4659121545263,707.0,31.534087845473664
907,0.25,829.0,Sobol2,663.200142878185,707.0,43.799857121814966
908,0.25,996.0,Grid1296,737.4585066641941,707.0,-30.458506664194147
909,0.25,996.0,Grid2401,778.2792154459216,707.0,-71.27921544592164
910,0.25,996.0,Sobol1,677.4169346958032,707.0,29.583065304196793
911,0.25,996.0,Sobol2,663.1650484286682,707.0,43.83495157133177
912,0.25,272.0,Grid1296,741.4699170184215,707.0,-34.469917018421484
913,0.25,272.0,Grid2401,776.2742432400389,707.0,-69.27424324003891
914,0.25,272.0,Sobol1,682.3664111949826,707.0,24.63358880501744
915,0.25,272.0,Sobol2,665.1982764383574,707.0,41.801723561642575
916,0.25,759.0,Grid1296,740.9814124273064,707.0,-33.981412427306395
917,0.25,759.0,Grid2401,777.3872715583877,707.0,-70.38727155838774
918,0.25,759.0,Sobol1,681.3891026404845,707.0,25.610897359515548
919,0.25,759.0,Sobol2,659.1038859034061,707.0,47.89611409659392
920,0.25,390.0,Grid1296,739.7294446082543,707.0,-32.72944460825431
921,0.25,390.0,Grid2401,778.53549785058,707.0,-71.53549785057999
922,0.25,390.0,Sobol1,682.1422192726372,707.0,24.85778072736275
923,0.25,390.0,Sobol2,666.1490007344804,707.0,40.85099926551959
924,0.25,930.0,Grid1296,740.6252179520932,707.0,-33.62521795209318
925,0.25,930.0,Grid2401,778.0939560309624,707.0,-71.09395603096243
926,0.25,930.0,Sobol1,676.3782014693908,707.0,30.621798530609226
927,0.25,930.0,Sobol2,665.751952818085,707.0,41.24804718191501
928,0.25,633.0,Grid1296,735.9119625512261,707.0,-28.91196255122611
929,0.25,633.0,Grid2401,777.0228638822489,707.0,-70.02286388224888
930,0.25,633.0,Sobol1,682.8035525521097,707.0,24.19644744789025
931,0.25,633.0,Sobol2,667.6607163069764,707.0,39.33928369302362
932,0.25,928.0,Grid1296,741.1983371537959,707.0,-34.19833715379593
933,0.25,928.0,Grid2401,777.4316641144883,707.0,-70.43166411448829
934,0.25,928.0,Sobol1,675.684530069095,707.0,31.31546993090501
935,0.25,928.0,Sobol2,664.4766161656191,707.0,42.523383834380866
936,0.25,854.0,Grid1296,738.5771390530783,707.0,-31.577139053078326
937,0.25,854.0,Grid2401,780.3890515927756,707.0,-73.38905159277556
938,0.25,854.0,Sobol1,678.0840211292331,707.0,28.915978870766935
939,0.25,854.0,Sobol2,663.9678601283508,707.0,43.03213987164918
940,0.25,554.0,Grid1296,738.5591803399216,707.0,-31.559180339921568
941,0.25,554.0,Grid2401,778.5550449599634,707.0,-71.55504495996342
942,0.25,554.0,Sobol1,680.1069176083779,707.0,26.8930823916221
943,0.25,554.0,Sobol2,663.9250729094281,707.0,43.07492709057192
944,0.25,562.0,Grid1296,734.7004122935921,707.0,-27.70041229359208
945,0.25,562.0,Grid2401,778.2192812344445,707.0,-71.21928123444445
946,0.25,562.0,Sobol1,677.9382526739461,707.0,29.061747326053933
947,0.25,562.0,Sobol2,662.8329076393817,707.0,44.16709236061831
948,0.25,78.0,Grid1296,743.2197705236342,707.0,-36.219770523634224
949,0.25,78.0,Grid2401,780.1394715840272,707.0,-73.1394715840272
950,0.25,78.0,Sobol1,677.1741777394184,707.0,29.825822260581617
951,0.25,78.0,Sobol2,671.0828198455223,707.0,35.917180154477705
952,0.25,222.0,Grid1296,734.4576428598522,707.0,-27.45764285985217
953,0.25,222.0,Grid2401,778.8119755718808,707.0,-71.8119755718808
954,0.25,222.0,Sobol1,679.4050017087261,707.0,27.594998291273896
955,0.25,222.0,Sobol2,664.7705293595228,707.0,42.22947064047719
956,0.25,294.0,Grid1296,739.7159655284835,707.0,-32.71596552848348
957,0.25,294.0,Grid2401,776.1042922533587,707.0,-69.10429225335872
958,0.25,294.0,Sobol1,675.3482918828869,707.0,31.651708117113117
959,0.25,294.0,Sobol2,668.7888022174495,707.0,38.21119778255047
960,0.25,725.0,Grid1296,741.2131585390766,707.0,-34.21315853907663
961,0.25,725.0,Grid2401,776.599340376438,707.0,-69.59934037643802
962,0.25,725.0,Sobol1,678.1472976975635,707.0,28.852702302436455
963,0.25,725.0,Sobol2,666.8683166812357,707.0,40.13168331876432
964,0.25,582.0,Grid1296,741.9292965568068,707.0,-34.929296556806776
965,0.25,582.0,Grid2401,777.8778363395237,707.0,-70.8778363395237
966,0.25,582.0,Sobol1,679.9565468904844,707.0,27.043453109515553
967,0.25,582.0,Sobol2,665.4894786541114,707.0,41.510521345888606
968,0.25,731.0,Grid1296,737.7303501093688,707.0,-30.73035010936883
969,0.25,731.0,Grid2401,777.3331158886341,707.0,-70.3331158886341
970,0.25,731.0,Sobol1,680.0866045370427,707.0,26.913395462957283
971,0.25,731.0,Sobol2,661.6583999976694,707.0,45.34160000233055
972,0.25,249.0,Grid1296,738.1930479454661,707.0,-31.193047945466105
973,0.25,249.0,Grid2401,777.0318300200386,707.0,-70.03183002003857
974,0.25,249.0,Sobol1,680.6713578479878,707.0,26.328642152012208
975,0.25,249.0,Sobol2,667.0238992951122,707.0,39.97610070488781
976,0.25,791.0,Grid1296,737.8048236241398,707.0,-30.80482362413977
977,0.25,791.0,Grid2401,777.2199206518748,707.0,-70.21992065187476
978,0.25,791.0,Sobol1,677.9993813753404,707.0,29.000618624659637
979,0.25,791.0,Sobol2,663.0406258907942,707.0,43.95937410920578
980,0.25,35.0,Grid1296,739.2822886646292,707.0,-32.282288664629164
981,0.25,35.0,Grid2401,773.8273721898527,707.0,-66.82737218985267
982,0.25,35.0,Sobol1,675.362110063624,707.0,31.63788993637604
983,0.25,35.0,Sobol2,663.3270114030047,707.0,43.67298859699531
984,0.25,180.0,Grid1296,737.6169924329306,707.0,-30.6169924329306
985,0.25,180.0,Grid2401,777.0128120894685,707.0,-70.01281208946853
986,0.25,180.0,Sobol1,676.8243714816601,707.0,30.175628518339863
987,0.25,180.0,Sobol2,667.2010973423107,707.0,39.79890265768927
988,0.25,510.0,Grid1296,739.1502936547083,707.0,-32.15029365470832
989,0.25,510.0,Grid2401,778.4914927525723,707.0,-71.4914927525723
990,0.25,510.0,Sobol1,681.4019456431511,707.0,25.598054356848934
991,0.25,510.0,Sobol2,665.100929596954,707.0,41.89907040304604
992,0.25,593.0,Grid1296,740.0637723703103,707.0,-33.06377237031029
993,0.25,593.0,Grid2401,777.9834394604763,707.0,-70.98343946047635
994,0.25,593.0,Sobol1,679.7060340147569,707.0,27.293965985243062
995,0.25,593.0,Sobol2,665.225875828193,707.0,41.77412417180699
996,0.25,634.0,Grid1296,737.7901257861156,707.0,-30.790125786115595
997,0.25,634.0,Grid2401,775.3322099169498,707.0,-68.33220991694975
998,0.25,634.0,Sobol1,686.0340272694057,707.0,20.96597273059433
999,0.25,634.0,Sobol2,667.3375916273243,707.0,39.66240837267571
1000,0.3,678.0,Grid1296,739.1156442270177,707.0,-32.1156442270177
1001,0.3,678.0,Grid2401,777.7682985549586,707.0,-70.76829855495862
1002,0.3,678.0,Sobol1,679.0432594114089,707.0,27.95674058859106
1003,0.3,678.0,Sobol2,663.6622275838961,707.0,43.33777241610392
1004,0.3,147.0,Grid1296,741.9332711461276,707.0,-34.933271146127595
1005,0.3,147.0,Grid2401,778.2904890226234,707.0,-71.29048902262343
1006,0.3,147.0,Sobol1,679.5752615634646,707.0,27.42473843653545
1007,0.3,147.0,Sobol2,662.3749865051916,707.0,44.6250134948084
1008,0.3,561.0,Grid1296,738.30810988245,707.0,-31.308109882450026
1009,0.3,561.0,Grid2401,780.4480622208753,707.0,-73.44806222087527
1010,0.3,561.0,Sobol1,680.854354131943,707.0,26.145645868057045
1011,0.3,561.0,Sobol2,657.4277774419633,707.0,49.57222255803674
1012,0.3,237.0,Grid1296,744.0407633336265,707.0,-37.0407633336265
1013,0.3,237.0,Grid2401,780.84778142664,707.0,-73.84778142664004
1014,0.3,237.0,Sobol1,684.0301523907219,707.0,22.969847609278077
1015,0.3,237.0,Sobol2,664.8942486095671,707.0,42.10575139043294
1016,0.3,588.0,Grid1296,736.0244761676539,707.0,-29.024476167653916
1017,0.3,588.0,Grid2401,776.3078880451342,707.0,-69.30788804513418
1018,0.3,588.0,Sobol1,678.4295705124575,707.0,28.57042948754247
1019,0.3,588.0,Sobol2,663.064933467329,707.0,43.935066532671044
1020,0.3,951.0,Grid1296,735.1850148228448,707.0,-28.185014822844778
1021,0.3,951.0,Grid2401,778.1821555471433,707.0,-71.18215554714334
1022,0.3,951.0,Sobol1,680.8607220026556,707.0,26.13927799734438
1023,0.3,951.0,Sobol2,663.5088904850697,707.0,43.49110951493026
1024,0.3,490.0,Grid1296,740.8003467161665,707.0,-33.80034671616647
1025,0.3,490.0,Grid2401,777.5491374466907,707.0,-70.54913744669068
1026,0.3,490.0,Sobol1,677.4216224966267,707.0,29.578377503373304
1027,0.3,490.0,Sobol2,660.5578714513655,707.0,46.442128548634514
1028,0.3,395.0,Grid1296,741.5920126161166,707.0,-34.59201261611656
1029,0.3,395.0,Grid2401,777.9727110809373,707.0,-70.9727110809373
1030,0.3,395.0,Sobol1,675.272303545083,707.0,31.72769645491701
1031,0.3,395.0,Sobol2,674.0342370447836,707.0,32.965762955216405
1032,0.3,877.0,Grid1296,740.9548722477846,707.0,-33.95487224778458
1033,0.3,877.0,Grid2401,779.6651956269095,707.0,-72.66519562690951
1034,0.3,877.0,Sobol1,680.5432566207517,707.0,26.456743379248337
1035,0.3,877.0,Sobol2,666.0657073931666,707.0,40.934292606833424
1036,0.3,297.0,Grid1296,739.0082150325251,707.0,-32.00821503252507
1037,0.3,297.0,Grid2401,776.2680268218805,707.0,-69.26802682188054
1038,0.3,297.0,Sobol1,679.9833299695472,707.0,27.016670030452815
1039,0.3,297.0,Sobol2,664.1195063522194,707.0,42.880493647780554
1040,0.3,721.0,Grid1296,740.8734824941689,707.0,-33.87348249416891
1041,0.3,721.0,Grid2401,777.6089319243608,707.0,-70.60893192436083
1042,0.3,721.0,Sobol1,678.384729924417,707.0,28.615270075583
1043,0.3,721.0,Sobol2,663.8055629139757,707.0,43.19443708602432
1044,0.3,711.0,Grid1296,736.8149623855373,707.0,-29.814962385537342
1045,0.3,711.0,Grid2401,777.8272499034247,707.0,-70.82724990342467
1046,0.3,711.0,Sobol1,681.3360304625255,707.0,25.663969537474486
1047,0.3,711.0,Sobol2,662.5101279328895,707.0,44.48987206711047
1048,0.3,985.0,Grid1296,739.4472780184683,707.0,-32.447278018468296
1049,0.3,985.0,Grid2401,775.5368689433155,707.0,-68.53686894331554
1050,0.3,985.0,Sobol1,682.7157475212048,707.0,24.284252478795224
1051,0.3,985.0,Sobol2,661.1684117467356,707.0,45.831588253264385
1052,0.3,171.0,Grid1296,739.6831597639438,707.0,-32.68315976394376
1053,0.3,171.0,Grid2401,776.1080321735265,707.0,-69.10803217352645
1054,0.3,171.0,Sobol1,680.4571654609113,707.0,26.542834539088744
1055,0.3,171.0,Sobol2,659.5444765563923,707.0,47.45552344360772
1056,0.3,75.0,Grid1296,741.5554740381192,707.0,-34.5554740381192
1057,0.3,75.0,Grid2401,780.6631749478165,707.0,-73.66317494781651
1058,0.3,75.0,Sobol1,679.165810794193,707.0,27.83418920580698
1059,0.3,75.0,Sobol2,658.1756409588372,707.0,48.82435904116278
1060,0.3,16.0,Grid1296,740.3400533223411,707.0,-33.34005332234108
1061,0.3,16.0,Grid2401,777.5688394915426,707.0,-70.56883949154258
1062,0.3,16.0,Sobol1,676.6953750048066,707.0,30.30462499519342
1063,0.3,16.0,Sobol2,664.1187942970926,707.0,42.88120570290744
1064,0.3,669.0,Grid1296,739.8602841528286,707.0,-32.860284152828626
1065,0.3,669.0,Grid2401,779.2135675388183,707.0,-72.21356753881832
1066,0.3,669.0,Sobol1,674.984630568209,707.0,32.01536943179099
1067,0.3,669.0,Sobol2,665.3742115280027,707.0,41.62578847199734
1068,0.3,530.0,Grid1296,739.3363056964685,707.0,-32.33630569646846
1069,0.3,530.0,Grid2401,779.356301953876,707.0,-72.35630195387603
1070,0.3,530.0,Sobol1,680.953972080192,707.0,26.04602791980801
1071,0.3,530.0,Sobol2,659.5842024795696,707.0,47.415797520430374
1072,0.3,999.0,Grid1296,745.3011006552573,707.0,-38.3011006552573
1073,0.3,999.0,Grid2401,777.525580521634,707.0,-70.52558052163397
1074,0.3,999.0,Sobol1,679.9412365347714,707.0,27.058763465228594
1075,0.3,999.0,Sobol2,660.9235337161922,707.0,46.076466283807804
1076,0.3,794.0,Grid1296,741.3878665708861,707.0,-34.3878665708861
1077,0.3,794.0,Grid2401,778.2811957909582,707.0,-71.28119579095824
1078,0.3,794.0,Sobol1,681.9603236276157,707.0,25.039676372384292
1079,0.3,794.0,Sobol2,668.9725391480424,707.0,38.027460851957585
1080,0.3,936.0,Grid1296,741.2673312863883,707.0,-34.2673312863883
1081,0.3,936.0,Grid2401,779.7159844850987,707.0,-72.71598448509872
1082,0.3,936.0,Sobol1,678.3274266938326,707.0,28.67257330616735
1083,0.3,936.0,Sobol2,667.6928470523086,707.0,39.30715294769141
1084,0.3,111.0,Grid1296,733.9727857907264,707.0,-26.972785790726448
1085,0.3,111.0,Grid2401,773.2556396328947,707.0,-66.25563963289471
1086,0.3,111.0,Sobol1,684.3108517347355,707.0,22.68914826526452
1087,0.3,111.0,Sobol2,663.8481430501372,707.0,43.151856949862804
1088,0.3,816.0,Grid1296,735.7549793371925,707.0,-28.75497933719248
1089,0.3,816.0,Grid2401,778.1274568268143,707.0,-71.1274568268143
1090,0.3,816.0,Sobol1,674.8877999718599,707.0,32.11220002814014
1091,0.3,816.0,Sobol2,666.0743643364046,707.0,40.92563566359536
1092,0.3,968.0,Grid1296,734.3841980758508,707.0,-27.384198075850804
1093,0.3,968.0,Grid2401,774.8473122560872,707.0,-67.8473122560872
1094,0.3,968.0,Sobol1,679.8711579146521,707.0,27.128842085347856
1095,0.3,968.0,Sobol2,667.3096678306883,707.0,39.69033216931166
1096,0.3,48.0,Grid1296,740.5339615993182,707.0,-33.53396159931822
1097,0.3,48.0,Grid2401,780.6330553376242,707.0,-73.63305533762423
1098,0.3,48.0,Sobol1,673.8425784923967,707.0,33.15742150760332
1099,0.3,48.0,Sobol2,661.7329787698197,707.0,45.26702123018026
1100,0.3,986.0,Grid1296,736.5848243408818,707.0,-29.584824340881823
1101,0.3,986.0,Grid2401,779.2796260106429,707.0,-72.27962601064291
1102,0.3,986.0,Sobol1,676.7756548847708,707.0,30.224345115229198
1103,0.3,986.0,Sobol2,668.3263800372379,707.0,38.67361996276213
1104,0.3,829.0,Grid1296,740.7083547274902,707.0,-33.708354727490246
1105,0.3,829.0,Grid2401,782.079694493536,707.0,-75.07969449353595
1106,0.3,829.0,Sobol1,674.0138309218057,707.0,32.98616907819428
1107,0.3,829.0,Sobol2,663.2587019609905,707.0,43.74129803900951
1108,0.3,996.0,Grid1296,738.2192363563433,707.0,-31.219236356343345
1109,0.3,996.0,Grid2401,778.2100359250957,707.0,-71.21003592509567
1110,0.3,996.0,Sobol1,679.4700339341125,707.0,27.529966065887493
1111,0.3,996.0,Sobol2,663.4506037174954,707.0,43.54939628250463
1112,0.3,272.0,Grid1296,740.5434454545116,707.0,-33.543445454511584
1113,0.3,272.0,Grid2401,775.7413291625505,707.0,-68.74132916255053
1114,0.3,272.0,Sobol1,683.6988992475106,707.0,23.301100752489447
1115,0.3,272.0,Sobol2,663.7239374157878,707.0,43.27606258421224
1116,0.3,759.0,Grid1296,741.5439241805909,707.0,-34.54392418059092
1117,0.3,759.0,Grid2401,777.3283059045548,707.0,-70.32830590455478
1118,0.3,759.0,Sobol1,679.5251959783815,707.0,27.474804021618525
1119,0.3,759.0,Sobol2,657.3990209382272,707.0,49.60097906177282
1120,0.3,390.0,Grid1296,742.6019563534426,707.0,-35.601956353442574
1121,0.3,390.0,Grid2401,778.2353969684939,707.0,-71.23539696849389
1122,0.3,390.0,Sobol1,681.0052818854188,707.0,25.994718114581246
1123,0.3,390.0,Sobol2,666.8202528873658,707.0,40.17974711263423
1124,0.3,930.0,Grid1296,738.7286224530892,707.0,-31.7286224530892
1125,0.3,930.0,Grid2401,777.1759296556099,707.0,-70.17592965560993
1126,0.3,930.0,Sobol1,675.4393439625178,707.0,31.560656037482204
1127,0.3,930.0,Sobol2,664.6733159643568,707.0,42.32668403564321
1128,0.3,633.0,Grid1296,736.1563168174414,707.0,-29.156316817441393
1129,0.3,633.0,Grid2401,778.0724622630225,707.0,-71.07246226302254
1130,0.3,633.0,Sobol1,681.8856440068494,707.0,25.11435599315064
1131,0.3,633.0,Sobol2,666.9010360764229,707.0,40.09896392357712
1132,0.3,928.0,Grid1296,741.9163937185679,707.0,-34.91639371856786
