,Avg. RMSE
0,0.10432962046643031
1,0.0932608035905233
2,0.09330307214890714
3,0.09324268081559901
4,0.09289893135920417
5,0.0926872414251611
6,0.13594603033841893
7,0.136026454695284
8,0.13593582609012564
9,0.1360555669684399
