,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse,mape,r2
92,0.35,951.0,Sobol2,RBF,1.0,-,-,-,29.795548773131234,0.023863841933225497,0.897807387753913
93,0.35,951.0,Sobol2,Matern,1.0,1.5,-,-,21.213176059584516,0.017787507732855597,0.9482001960238932
94,0.35,951.0,Sobol2,RQ,1.0,-,1.0,-,20.980753969079917,0.018556288387921525,0.9493290664739654
95,0.35,951.0,Sobol1,ESS,1.0,-,-,1.0,680.3642425004144,0.9950946206069304,-52.28435150543196
96,0.35,490.0,Grid1296,RBF,1.0,-,-,-,324.93941320437466,0.40550130888218705,-9.418087936790114
97,0.35,490.0,Grid1296,Matern,1.0,1.5,-,-,60.79860375291279,0.055802918131440296,0.6352708733626896
98,0.35,490.0,Grid1296,RQ,1.0,-,1.0,-,51.48551642426977,0.05949605004571599,0.7384508085825454
99,0.35,490.0,Grid1296,ESS,1.0,-,-,1.0,679.0292783699871,1.0,-44.49464037168365
100,0.35,490.0,Grid2401,RBF,1.0,-,-,-,449.3541006946198,0.5930176879363066,-18.145720210644352
101,0.35,490.0,Grid2401,Matern,1.0,1.5,-,-,32.91463106522712,0.03708486635333918,0.8972759171598413
102,0.35,490.0,Grid2401,RQ,1.0,-,1.0,-,86.08129278404809,0.08877322178399107,0.29739400559342766
103,0.35,490.0,Grid2401,ESS,1.0,-,-,1.0,674.5725446786104,1.0,-42.14710006749017
104,0.35,490.0,Sobol1,RBF,1.0,-,-,-,23.90865631416177,0.01999035725164143,0.9367637383297873
105,0.35,490.0,Sobol1,Matern,1.0,1.5,-,-,20.237608855430352,0.01651055010428814,0.9546920674556709
106,0.35,490.0,Sobol1,RQ,1.0,-,1.0,-,22.475561707433542,0.01947956648419142,0.9441173543808925
107,0.35,490.0,Sobol1,ESS,1.0,-,-,1.0,23.9086572254027,0.01999035806548392,0.9367637335094855
108,0.35,490.0,Sobol2,RBF,1.0,-,-,-,32.273242207072144,0.025860196011500757,0.8824747974083937
109,0.35,490.0,Sobol2,Matern,1.0,1.5,-,-,21.378020963475816,0.017685299391260047,0.9484319379094532
110,0.35,490.0,Sobol2,RQ,1.0,-,1.0,-,22.60245551415861,0.020024011518758253,0.9423556083586342
111,0.35,490.0,Sobol1,ESS,1.0,-,-,1.0,32.273235550329346,0.02586019066386978,0.8824748458903504
112,0.35,395.0,Grid1296,RBF,1.0,-,-,-,302.2728167219906,0.3751235993598492,-8.029062197687844
113,0.35,395.0,Grid1296,Matern,1.0,1.5,-,-,60.55221760678769,0.0553485546288827,0.6376697742065341
114,0.35,395.0,Grid1296,RQ,1.0,-,1.0,-,51.77327905401186,0.05944347939847063,0.7351159534349884
115,0.35,395.0,Grid1296,ESS,1.0,-,-,1.0,302.2727705103745,0.3751235366874283,-8.029059436953164
116,0.35,395.0,Grid2401,RBF,1.0,-,-,-,423.85323682599517,0.5576890172506305,-16.149451096070568
117,0.35,395.0,Grid2401,Matern,1.0,1.5,-,-,30.91669691805278,0.0345965602597505,0.9087557736921845
118,0.35,395.0,Grid2401,RQ,1.0,-,1.0,-,86.0021980747522,0.08833879953468807,0.29394534861422783
119,0.35,395.0,Grid2401,ESS,1.0,-,-,1.0,423.8532184953843,0.5576889926262181,-16.149449612727366
120,0.35,395.0,Sobol1,RBF,1.0,-,-,-,24.681010878502583,0.02189778830269314,0.9338589186043831
121,0.35,395.0,Sobol1,Matern,1.0,1.5,-,-,20.078255786569713,0.016863932818827865,0.956227901320737
122,0.35,395.0,Sobol1,RQ,1.0,-,1.0,-,22.375315321140288,0.020094265395585707,0.9456394636678921
123,0.35,395.0,Sobol1,ESS,1.0,-,-,1.0,24.681008068411323,0.0218977856859496,0.9338589336655542
124,0.35,395.0,Sobol2,RBF,1.0,-,-,-,32.065523920201926,0.02572252437306763,0.886334858875748
125,0.35,395.0,Sobol2,Matern,1.0,1.5,-,-,21.027844791131656,0.017466878399233852,0.9511189934211646
126,0.35,395.0,Sobol2,RQ,1.0,-,1.0,-,22.674373754013768,0.020427428573091586,0.9431642994945317
127,0.35,395.0,Sobol1,ESS,1.0,-,-,1.0,32.065520624482836,0.025722521616155382,0.8863348822409273
128,0.35,877.0,Grid1296,RBF,1.0,-,-,-,295.5279325982728,0.3654888880992232,-7.687194987383835
129,0.35,877.0,Grid1296,Matern,1.0,1.5,-,-,61.202117501889106,0.0551547009299502,0.6274235546195526
130,0.35,877.0,Grid1296,RQ,1.0,-,1.0,-,49.71007301547243,0.05730896730430938,0.7542059869388926
131,0.35,877.0,Grid1296,ESS,1.0,-,-,1.0,286.85993830485603,0.3537049671159859,-7.185068146959344
132,0.35,877.0,Grid2401,RBF,1.0,-,-,-,455.5459727255017,0.603372814091733,-18.68151615163509
133,0.35,877.0,Grid2401,Matern,1.0,1.5,-,-,32.52789127730003,0.03687166338431935,0.8996526409559206
134,0.35,877.0,Grid2401,RQ,1.0,-,1.0,-,86.71255167343887,0.08924173044018174,0.2868874815783483
135,0.35,877.0,Grid2401,ESS,1.0,-,-,1.0,448.4004073325776,0.5942387706650537,-18.068921225035005
136,0.35,877.0,Sobol1,RBF,1.0,-,-,-,25.279754710669177,0.021257849398636477,0.928950501519789
137,0.35,877.0,Sobol1,Matern,1.0,1.5,-,-,20.248689422227955,0.01654119291218794,0.954416345135708
138,0.35,877.0,Sobol1,RQ,1.0,-,1.0,-,21.954844133187635,0.01917679674201923,0.9464109544891253
139,0.35,877.0,Sobol1,ESS,1.0,-,-,1.0,26.610857823226322,0.02250392224886936,0.9212713046507297
140,0.35,877.0,Sobol2,RBF,1.0,-,-,-,30.959026048606137,0.024432301594151978,0.8904694183273019
141,0.35,877.0,Sobol2,Matern,1.0,1.5,-,-,21.474451327752284,0.01780562899478511,0.9473006853013943
142,0.35,877.0,Sobol2,RQ,1.0,-,1.0,-,21.928160394670602,0.019810203688922733,0.9450503142274743
143,0.35,877.0,Sobol1,ESS,1.0,-,-,1.0,32.07809502525347,0.025320607208444836,0.8824079520497026
144,0.35,297.0,Grid1296,RBF,1.0,-,-,-,679.2343117460446,1.0,-44.55345071179085
145,0.35,297.0,Grid1296,Matern,1.0,1.5,-,-,61.21647828613763,0.05580626662833236,0.629985510450321
146,0.35,297.0,Grid1296,RQ,1.0,-,1.0,-,51.58007557246333,0.05938473679407986,0.7373085145745195
147,0.35,297.0,Grid1296,ESS,1.0,-,-,1.0,608.8527675063904,0.8482471312375294,-35.60215172627413
148,0.35,297.0,Grid2401,RBF,1.0,-,-,-,673.9620749296542,1.0,-42.19130814049305
149,0.35,297.0,Grid2401,Matern,1.0,1.5,-,-,30.202026521288683,0.03427695702204413,0.9132643555623674
150,0.35,297.0,Grid2401,RQ,1.0,-,1.0,-,84.21003272225386,0.08607013779007704,0.32570007303948345
151,0.35,297.0,Grid2401,ESS,1.0,-,-,1.0,558.0228692081324,0.7631177224758237,-28.609388342325467
152,0.35,297.0,Sobol1,RBF,1.0,-,-,-,682.1072867533192,1.0,-51.097660554782195
153,0.35,297.0,Sobol1,Matern,1.0,1.5,-,-,21.04704504828876,0.0171098396135161,0.9503984663337396
154,0.35,297.0,Sobol1,RQ,1.0,-,1.0,-,22.31794229105695,0.01955294009387485,0.9442273674541768
155,0.35,297.0,Sobol1,ESS,1.0,-,-,1.0,680.1873404196722,0.9959767465346525,-50.80479184293915
156,0.35,297.0,Sobol2,RBF,1.0,-,-,-,682.4871016308055,1.0,-52.93030796923859
157,0.35,297.0,Sobol2,Matern,1.0,1.5,-,-,20.479557823576307,0.016636851678191567,0.9514392757540926
158,0.35,297.0,Sobol2,RQ,1.0,-,1.0,-,21.364860993797258,0.01847518435818487,0.9471501027494574
159,0.35,297.0,Sobol1,ESS,1.0,-,-,1.0,672.9437311523221,0.9792812854899162,-51.432613767188826
160,0.35,721.0,Grid1296,RBF,1.0,-,-,-,679.3553507999235,1.0,-44.62081556930622
161,0.35,721.0,Grid1296,Matern,1.0,1.5,-,-,60.6246654912252,0.05539162196577572,0.6366980283427093
162,0.35,721.0,Grid1296,RQ,1.0,-,1.0,-,50.84468782819865,0.05892740227284195,0.7444592208367793
163,0.35,721.0,Grid1296,ESS,1.0,-,-,1.0,666.3567605937105,0.9772676914721454,-42.89172613248941
164,0.35,721.0,Grid2401,RBF,1.0,-,-,-,674.0272444355656,1.0,-42.05285361415114
165,0.35,721.0,Grid2401,Matern,1.0,1.5,-,-,35.28138814392812,0.039650847202342826,0.8820390210179019
166,0.35,721.0,Grid2401,RQ,1.0,-,1.0,-,83.6819199367543,0.08514258613084483,0.33639398850720914
167,0.35,721.0,Grid2401,ESS,1.0,-,-,1.0,658.0337419037153,0.9702290372096155,-40.03395396651426
168,0.35,721.0,Sobol1,RBF,1.0,-,-,-,23.07518860529906,0.01940036750108567,0.9412948026011461
169,0.35,721.0,Sobol1,Matern,1.0,1.5,-,-,19.819226571253633,0.015947203863990622,0.9566928664840774
170,0.35,721.0,Sobol1,RQ,1.0,-,1.0,-,21.381890232793346,0.018446520773912543,0.9495944653934876
171,0.35,721.0,Sobol1,ESS,1.0,-,-,1.0,679.0110419708454,0.9946135479906696,-49.83229377549347
172,0.35,721.0,Sobol2,RBF,1.0,-,-,-,29.20148306892158,0.023372334664119976,0.9039402413331454
173,0.35,721.0,Sobol2,Matern,1.0,1.5,-,-,20.745707517092264,0.017458330988315725,0.9515171462191012
174,0.35,721.0,Sobol2,RQ,1.0,-,1.0,-,21.552880014396923,0.019205776230356,0.9476710167902721
175,0.35,721.0,Sobol1,ESS,1.0,-,-,1.0,671.8751049781025,0.9776885887898504,-49.85208598773876
176,0.35,711.0,Grid1296,RBF,1.0,-,-,-,679.2168832906898,1.0,-44.41132796717494
177,0.35,711.0,Grid1296,Matern,1.0,1.5,-,-,60.628921988683814,0.05649404138004295,0.638168019243128
178,0.35,711.0,Grid1296,RQ,1.0,-,1.0,-,52.09957523477103,0.060281457877575065,0.7328128164691796
179,0.35,711.0,Grid1296,ESS,1.0,-,-,1.0,599.0939664836758,0.8371422408026665,-34.32947213100342
180,0.35,711.0,Grid2401,RBF,1.0,-,-,-,674.7736545971745,1.0,-41.94587151020748
181,0.35,711.0,Grid2401,Matern,1.0,1.5,-,-,31.456091806908198,0.03562050462924943,0.9066714084410932
182,0.35,711.0,Grid2401,RQ,1.0,-,1.0,-,86.74362629130695,0.08945191898485966,0.2902909684196011
183,0.35,711.0,Grid2401,ESS,1.0,-,-,1.0,567.9939131983133,0.7849734580395458,-29.429341058756446
184,0.35,711.0,Sobol1,RBF,1.0,-,-,-,27.041576823804228,0.021468745738999057,0.9187535622410665
185,0.35,711.0,Sobol1,Matern,1.0,1.5,-,-,20.4274410970502,0.01667224840686307,0.9536373514516385
186,0.35,711.0,Sobol1,RQ,1.0,-,1.0,-,22.10244611290239,0.01928071212984453,0.9457223564136944
187,0.35,711.0,Sobol1,ESS,1.0,-,-,1.0,678.2508133083496,0.9924182634288807,-50.11177349271037
188,0.35,711.0,Sobol2,RBF,1.0,-,-,-,31.490461034824822,0.02517804066597951,0.8898038557112135
189,0.35,711.0,Sobol2,Matern,1.0,1.5,-,-,21.339653386405423,0.017798425686177156,0.9493962055277217
190,0.35,711.0,Sobol2,RQ,1.0,-,1.0,-,22.124078255716597,0.02006817973951483,0.9456075359932956
191,0.35,711.0,Sobol1,ESS,1.0,-,-,1.0,680.0947994117939,0.9951258792032358,-50.398124124667504
192,0.35,985.0,Grid1296,RBF,1.0,-,-,-,310.8121947690567,0.3861471851622252,-8.551180594910347
193,0.35,985.0,Grid1296,Matern,1.0,1.5,-,-,60.42053186562846,0.0552572330002917,0.6390641300704452
194,0.35,985.0,Grid1296,RQ,1.0,-,1.0,-,50.59517171864058,0.058350025380334763,0.7469075994051009
195,0.35,985.0,Grid1296,ESS,1.0,-,-,1.0,673.8359668266918,0.9865469773560122,-43.8920391727853
196,0.35,985.0,Grid2401,RBF,1.0,-,-,-,424.5375411081913,0.5559461315628349,-16.030617360770606
197,0.35,985.0,Grid2401,Matern,1.0,1.5,-,-,32.58893410503042,0.03601596835837761,0.8996451183000519
198,0.35,985.0,Grid2401,RQ,1.0,-,1.0,-,83.94268321892383,0.08646697563552445,0.3341691926953091
199,0.35,985.0,Grid2401,ESS,1.0,-,-,1.0,664.4182223515244,0.9755627432995356,-40.71394468671124
200,0.35,985.0,Sobol1,RBF,1.0,-,-,-,25.69932214553345,0.021205352102425013,0.9265771997787849
201,0.35,985.0,Sobol1,Matern,1.0,1.5,-,-,19.88484098852981,0.016288316254686415,0.9560426146661987
202,0.35,985.0,Sobol1,RQ,1.0,-,1.0,-,21.881837732189425,0.019090671722818503,0.946770156015998
203,0.35,985.0,Sobol1,ESS,1.0,-,-,1.0,25.699189137641167,0.021205244092417246,0.926577959782226
204,0.35,985.0,Sobol2,RBF,1.0,-,-,-,29.677732494485735,0.023832789697866914,0.9000930431738812
205,0.35,985.0,Sobol2,Matern,1.0,1.5,-,-,20.77909381091305,0.01757943061848483,0.9510235270343513
206,0.35,985.0,Sobol2,RQ,1.0,-,1.0,-,21.674141236634178,0.019553969592144137,0.9467133894185207
207,0.35,985.0,Sobol1,ESS,1.0,-,-,1.0,677.5694478380965,0.9888115353491852,-51.07651687181202
208,0.35,171.0,Grid1296,RBF,1.0,-,-,-,679.2196368417679,1.0,-44.553723305038396
209,0.35,171.0,Grid1296,Matern,1.0,1.5,-,-,59.78517681961331,0.05516731420094977,0.6470684779046438
210,0.35,171.0,Grid1296,RQ,1.0,-,1.0,-,50.7200667177402,0.058323242823925266,0.745982846327707
211,0.35,171.0,Grid1296,ESS,1.0,-,-,1.0,287.24388000732694,0.35362719307441237,-7.147136297006215
212,0.35,171.0,Grid2401,RBF,1.0,-,-,-,674.3271408880081,1.0,-41.992735762302615
213,0.35,171.0,Grid2401,Matern,1.0,1.5,-,-,30.503972295676668,0.03466030295977611,0.9120235167889991
214,0.35,171.0,Grid2401,RQ,1.0,-,1.0,-,85.77028863821093,0.08824240875610222,0.3044512972975152
215,0.35,171.0,Grid2401,ESS,1.0,-,-,1.0,408.32440000087394,0.535183596080499,-14.76392888221087
216,0.35,171.0,Sobol1,RBF,1.0,-,-,-,682.2740868938173,1.0,-50.91567118569298
217,0.35,171.0,Sobol1,Matern,1.0,1.5,-,-,20.47799896748594,0.016622497135465666,0.9532312510418888
218,0.35,171.0,Sobol1,RQ,1.0,-,1.0,-,22.086614789459553,0.01923585225106964,0.9455949726614865
219,0.35,171.0,Sobol1,ESS,1.0,-,-,1.0,24.301157998152636,0.02018180788504106,0.9341380389847618
220,0.35,171.0,Sobol2,RBF,1.0,-,-,-,682.456415766413,0.9999635341425764,-51.58797475308525
221,0.35,171.0,Sobol2,Matern,1.0,1.5,-,-,21.052260057964553,0.01730741412112629,0.9499580693928926
222,0.35,171.0,Sobol2,RQ,1.0,-,1.0,-,21.82409808603247,0.019197155046244082,0.946221434490458
223,0.35,171.0,Sobol1,ESS,1.0,-,-,1.0,27.119378330651536,0.022587937029926487,0.9169583320889352
224,0.35,75.0,Grid1296,RBF,1.0,-,-,-,302.77786928465605,0.3754082277998913,-8.098023663138322
225,0.35,75.0,Grid1296,Matern,1.0,1.5,-,-,60.97766796033903,0.055923861987439046,0.6309880525847253
226,0.35,75.0,Grid1296,RQ,1.0,-,1.0,-,50.978294179067646,0.058399771877501505,0.7420892742888497
227,0.35,75.0,Grid1296,ESS,1.0,-,-,1.0,679.0664887331768,0.999986039602729,-44.76393954041863
228,0.35,75.0,Grid2401,RBF,1.0,-,-,-,673.920081924036,1.0,-42.23719000863253
229,0.35,75.0,Grid2401,Matern,1.0,1.5,-,-,31.350410741085195,0.03546254991756918,0.9064320454313592
230,0.35,75.0,Grid2401,RQ,1.0,-,1.0,-,84.70713020558257,0.08631800050410689,0.31690579277316344
231,0.35,75.0,Grid2401,ESS,1.0,-,-,1.0,673.916415679727,0.9999947186924382,-42.236719574007196
232,0.35,75.0,Sobol1,RBF,1.0,-,-,-,27.151117950742034,0.022653974379917532,0.9178902830785112
233,0.35,75.0,Sobol1,Matern,1.0,1.5,-,-,20.57335344281957,0.01691091025030441,0.9528556886374897
234,0.35,75.0,Sobol1,RQ,1.0,-,1.0,-,21.84092242956268,0.019333223403434546,0.9468673991946466
235,0.35,75.0,Sobol1,ESS,1.0,-,-,1.0,681.8840390886115,0.999991157344961,-50.78931562473258
236,0.35,75.0,Sobol2,RBF,1.0,-,-,-,27.677827602289927,0.02243790288351461,0.9125170032357384
237,0.35,75.0,Sobol2,Matern,1.0,1.5,-,-,20.98448595031812,0.01725026372109853,0.9497129312040152
238,0.35,75.0,Sobol2,RQ,1.0,-,1.0,-,21.82858745296009,0.019372812908720165,0.9455859667278413
239,0.35,75.0,Sobol1,ESS,1.0,-,-,1.0,680.4678846370302,0.9939973929695617,-51.87798750389247
240,0.35,16.0,Grid1296,RBF,1.0,-,-,-,292.78847719278986,0.3607498475977897,-7.4857692000433165
241,0.35,16.0,Grid1296,Matern,1.0,1.5,-,-,61.24497536196754,0.055545232249099075,0.6287006557682147
242,0.35,16.0,Grid1296,RQ,1.0,-,1.0,-,50.52265837753137,0.05826526966050812,0.7473288589322584
