,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse,mape,r2
0,0.3,678.0,Grid1296,RBF,1.0,-,-,-,317.3974794505448,0.3953506557078398,-8.93922869995388
1,0.3,678.0,Grid1296,Matern,1.0,1.5,-,-,62.19766196758877,0.05660158973251205,0.6183248753972932
2,0.3,678.0,Grid1296,RQ,1.0,-,1.0,-,49.90991912006201,0.05781459254667904,0.7542353198520932
3,0.3,678.0,Grid1296,ESS,1.0,-,-,1.0,676.6370604630828,0.9934996655286095,-44.17074971852648
4,0.3,678.0,Grid2401,RBF,1.0,-,-,-,451.9950551544871,0.5982013300275543,-18.20900518137581
5,0.3,678.0,Grid2401,Matern,1.0,1.5,-,-,30.59970714990987,0.035299935556917024,0.9119616191406862
6,0.3,678.0,Grid2401,RQ,1.0,-,1.0,-,85.73878653286428,0.08858427325167059,0.30881839456790183
7,0.3,678.0,Grid2401,ESS,1.0,-,-,1.0,669.7119320472755,0.990010759275856,-41.17096895153543
8,0.3,678.0,Sobol1,RBF,1.0,-,-,-,26.00469750838694,0.021031244265414178,0.9247258307484071
9,0.3,678.0,Sobol1,Matern,1.0,1.5,-,-,20.302142612302458,0.01648700429522693,0.9541197150188251
10,0.3,678.0,Sobol1,RQ,1.0,-,1.0,-,21.399733153382844,0.018572689663154184,0.9490247840476319
11,0.3,678.0,Sobol1,ESS,1.0,-,-,1.0,679.2723411117051,0.9956019089065326,-50.360615645592
12,0.3,678.0,Sobol2,RBF,1.0,-,-,-,30.553705903143474,0.025151207283867317,0.8924030350178083
13,0.3,678.0,Sobol2,Matern,1.0,1.5,-,-,21.11105148196294,0.017434421898776208,0.9486320820819928
14,0.3,678.0,Sobol2,RQ,1.0,-,1.0,-,21.732694666284456,0.01894286576751425,0.9455623473560698
15,0.3,678.0,Sobol1,ESS,1.0,-,-,1.0,676.3220281859624,0.985016117702348,-51.720473120311354
16,0.3,147.0,Grid1296,RBF,1.0,-,-,-,339.6133663312328,0.42634037485342685,-10.309190962375517
17,0.3,147.0,Grid1296,Matern,1.0,1.5,-,-,61.19828009865139,0.05680555176546687,0.6327680809401438
18,0.3,147.0,Grid1296,RQ,1.0,-,1.0,-,51.895688332562926,0.05985104101958757,0.7359266702592984
19,0.3,147.0,Grid1296,ESS,1.0,-,-,1.0,339.6132108589472,0.4263401649273406,-10.30918060786336
20,0.3,147.0,Grid2401,RBF,1.0,-,-,-,412.35792651549167,0.5412962647063041,-15.057841049990586
21,0.3,147.0,Grid2401,Matern,1.0,1.5,-,-,32.173295872159436,0.0355331132126544,0.902247118967543
22,0.3,147.0,Grid2401,RQ,1.0,-,1.0,-,85.87944905442134,0.08887834328336618,0.3035066734051066
23,0.3,147.0,Grid2401,ESS,1.0,-,-,1.0,412.35786041017934,0.5412961779677135,-15.0578359015094
24,0.3,147.0,Sobol1,RBF,1.0,-,-,-,27.73812364721666,0.021308696853093823,0.9138456048170438
25,0.3,147.0,Sobol1,Matern,1.0,1.5,-,-,20.650251440082684,0.01658945710232369,0.9522499350627609
26,0.3,147.0,Sobol1,RQ,1.0,-,1.0,-,22.118425531080344,0.01905939930992723,0.9452187804185541
27,0.3,147.0,Sobol1,ESS,1.0,-,-,1.0,27.73810824849387,0.021308686782187225,0.9138457004736424
28,0.3,147.0,Sobol2,RBF,1.0,-,-,-,28.42213390574019,0.02361020559729014,0.9080792934335729
29,0.3,147.0,Sobol2,Matern,1.0,1.5,-,-,19.96311828974925,0.016572246300955117,0.9546521447344853
30,0.3,147.0,Sobol2,RQ,1.0,-,1.0,-,21.222717392545388,0.0188043951247398,0.9487490436973751
31,0.3,147.0,Sobol1,ESS,1.0,-,-,1.0,28.422123743929568,0.023610197024387828,0.9080793591626731
32,0.3,561.0,Grid1296,RBF,1.0,-,-,-,330.06855024381525,0.4129203959917126,-9.754747854019717
33,0.3,561.0,Grid1296,Matern,1.0,1.5,-,-,61.69449916820688,0.05581225835830476,0.624262252496496
34,0.3,561.0,Grid1296,RQ,1.0,-,1.0,-,49.61761705634207,0.05746566956085611,0.7569678396739515
35,0.3,561.0,Grid1296,ESS,1.0,-,-,1.0,667.4453100497107,0.9718006956775156,-42.97676845950398
36,0.3,561.0,Grid2401,RBF,1.0,-,-,-,374.1059422974624,0.4899690916697419,-12.139616844312602
37,0.3,561.0,Grid2401,Matern,1.0,1.5,-,-,35.376809898189734,0.04002333035782946,0.8825019054473507
38,0.3,561.0,Grid2401,RQ,1.0,-,1.0,-,85.19747233620964,0.08750266729005529,0.31852973865227985
39,0.3,561.0,Grid2401,ESS,1.0,-,-,1.0,657.7667322279576,0.9616321497140916,-39.619754753272886
40,0.3,561.0,Sobol1,RBF,1.0,-,-,-,26.661798159709342,0.02157234486415687,0.9213690552556197
41,0.3,561.0,Sobol1,Matern,1.0,1.5,-,-,20.406800593138946,0.016518549676600332,0.9539357014176215
42,0.3,561.0,Sobol1,RQ,1.0,-,1.0,-,21.966784692052542,0.01913147415653102,0.9466238054378591
43,0.3,561.0,Sobol1,ESS,1.0,-,-,1.0,679.5403574710317,0.9957143832001134,-50.079322665044074
44,0.3,561.0,Sobol2,RBF,1.0,-,-,-,25.693250116246823,0.020847740057008925,0.9235713880893871
45,0.3,561.0,Sobol2,Matern,1.0,1.5,-,-,20.269598809992356,0.016353813936821112,0.9524327341989699
46,0.3,561.0,Sobol2,RQ,1.0,-,1.0,-,21.292057937696008,0.017936748188737035,0.9475128295002022
47,0.3,561.0,Sobol1,ESS,1.0,-,-,1.0,680.5608021230265,0.9950053982535904,-52.62307885617454
48,0.3,237.0,Grid1296,RBF,1.0,-,-,-,679.0016868483021,0.9999785448013192,-44.22274405701959
49,0.3,237.0,Grid1296,Matern,1.0,1.5,-,-,61.048001013931284,0.05638107740160792,0.6344404783649362
50,0.3,237.0,Grid1296,RQ,1.0,-,1.0,-,52.04028409355663,0.05983473555626393,0.734359357285191
51,0.3,237.0,Grid1296,ESS,1.0,-,-,1.0,311.5050073165882,0.3880727123445273,-8.51799054720845
52,0.3,237.0,Grid2401,RBF,1.0,-,-,-,673.9360819693889,0.9998940449331233,-41.58142099113307
53,0.3,237.0,Grid2401,Matern,1.0,1.5,-,-,31.435332714596157,0.03570707537350313,0.9073556677536132
54,0.3,237.0,Grid2401,RQ,1.0,-,1.0,-,87.76293919169298,0.09072580787399466,0.27788718627982034
55,0.3,237.0,Grid2401,ESS,1.0,-,-,1.0,473.19238296443035,0.6312308900912826,-19.992212934551052
56,0.3,237.0,Sobol1,RBF,1.0,-,-,-,680.9481180805308,0.9998308508813031,-49.83403948972737
57,0.3,237.0,Sobol1,Matern,1.0,1.5,-,-,20.382223685911217,0.016527572154410818,0.9544561541397039
58,0.3,237.0,Sobol1,RQ,1.0,-,1.0,-,22.485097594995565,0.019621877551305667,0.9445736693959831
59,0.3,237.0,Sobol1,ESS,1.0,-,-,1.0,24.563861462049466,0.020212679995539384,0.9338515225063765
60,0.3,237.0,Sobol2,RBF,1.0,-,-,-,29.458823311839257,0.023656965933815884,0.9012073364587259
61,0.3,237.0,Sobol2,Matern,1.0,1.5,-,-,20.39928288645707,0.01697232559858389,0.9526277836037543
62,0.3,237.0,Sobol2,RQ,1.0,-,1.0,-,21.018941430540444,0.018433604175738007,0.9497060687969427
63,0.3,237.0,Sobol1,ESS,1.0,-,-,1.0,29.458822589893348,0.023656965362105414,0.9012073413009396
64,0.3,588.0,Grid1296,RBF,1.0,-,-,-,318.44077653397284,0.39748018277031916,-9.018276497330755
65,0.3,588.0,Grid1296,Matern,1.0,1.5,-,-,62.8066052662852,0.05628379684492995,0.6102857326728898
66,0.3,588.0,Grid1296,RQ,1.0,-,1.0,-,49.92953199871119,0.05775977539237934,0.753707801292025
67,0.3,588.0,Grid1296,ESS,1.0,-,-,1.0,66.42780132178243,0.0538689001750207,0.564051265523254
68,0.3,588.0,Grid2401,RBF,1.0,-,-,-,456.73590700472954,0.6046473772158929,-18.641242215040258
69,0.3,588.0,Grid2401,Matern,1.0,1.5,-,-,32.06487096495783,0.035493639654044035,0.9031950348041932
70,0.3,588.0,Grid2401,RQ,1.0,-,1.0,-,85.93564298988557,0.08890597196151058,0.3046790712046745
71,0.3,588.0,Grid2401,ESS,1.0,-,-,1.0,237.3690761904689,0.15240818635768758,-4.305018700592538
72,0.3,588.0,Sobol1,RBF,1.0,-,-,-,23.706568814768982,0.019328026035165653,0.9376804536024121
73,0.3,588.0,Sobol1,Matern,1.0,1.5,-,-,20.03465710933199,0.01625923244774142,0.9554907055318214
74,0.3,588.0,Sobol1,RQ,1.0,-,1.0,-,21.74483537205879,0.018753333348413916,0.9475676732688665
75,0.3,588.0,Sobol1,ESS,1.0,-,-,1.0,679.8283810851811,0.9953712847185325,-50.24900817950303
76,0.3,588.0,Sobol2,RBF,1.0,-,-,-,23.83509393595197,0.02016408640708346,0.9341043240637328
77,0.3,588.0,Sobol2,Matern,1.0,1.5,-,-,19.988627365725016,0.016295010517455497,0.9536564685003217
78,0.3,588.0,Sobol2,RQ,1.0,-,1.0,-,20.98216281992595,0.018257745510776236,0.9489349587482617
79,0.3,588.0,Sobol1,ESS,1.0,-,-,1.0,680.8173514028612,0.9952160412293852,-52.763113685378464
80,0.3,951.0,Grid1296,RBF,1.0,-,-,-,319.75037677770683,0.3995068728511369,-8.993841477231099
