,ratio,rndint,dataset,kernel,rmse,mape,r2
1650,0.15,48.0,Grid1296,Matern,6.305700292511354,0.006896247265470536,0.9937073968021435
1651,0.15,237.0,Grid1296,Matern,8.546194627985031,0.008553089042934812,0.9864714405483473
1652,0.15,48.0,Grid1296,RBF,23.86934703538517,0.020218506744565944,0.9098335909374183
1653,0.15,237.0,Grid1296,RBF,663.9868744924277,0.9999999999999962,-80.66293512626352
1654,0.15,48.0,Grid1296,RQ,16.425856758283235,0.012880537750583046,0.9573007979606726
1655,0.15,237.0,Grid1296,RQ,19.410246291429058,0.01629991954718716,0.9302140349637457
1656,0.15,490.0,Grid1296,ESS,670.4728627259663,1.0,-85.40722320965955
1657,0.15,249.0,Grid1296,ESS,587.3281649532549,0.7787030161929603,-47.42179028693231
1658,0.15,490.0,Grid1296,Matern,6.844166848603148,0.007476825733102336,0.9909961382834006
1659,0.15,249.0,Grid1296,Matern,8.184752676527538,0.008923101989139034,0.9905964831224411
1660,0.15,490.0,Grid1296,RBF,16.993716087125833,0.017917413709211464,0.9444908782328386
1661,0.15,249.0,Grid1296,RBF,680.8065793057482,1.0,-64.06189004561622
1662,0.15,272.0,Grid1296,Matern,10.68739438974587,0.00987462590199054,0.9818633897174205
1663,0.15,490.0,Grid1296,RQ,17.26202258019457,0.013513867791958194,0.9427242215550811
1664,0.15,272.0,Grid1296,RBF,24.300201543970065,0.02459435796208327,0.9062368476747998
1665,0.15,669.0,Sobol1,RQ,14.458672450777128,0.013810209055091024,0.9837341554316387
1666,0.15,510.0,Grid1296,Matern,9.775918449524582,0.009326913073901716,0.9872428684787734
1667,0.15,510.0,Grid1296,RBF,18.25637339543798,0.019782929247652143,0.9555095383311439
1668,0.15,510.0,Grid1296,RQ,24.148450022807815,0.018344061122943074,0.9221575647409088
1669,0.15,530.0,Grid1296,ESS,19.011325540695175,0.02019828977373401,0.9515386199037119
1670,0.15,530.0,Grid1296,Matern,9.35257654625,0.009799473973033783,0.988271741662784
1671,0.15,530.0,Grid1296,RBF,19.011307977211693,0.020198309457952063,0.9515387094451018
1672,0.15,530.0,Grid1296,RQ,24.90172242179157,0.021258500860870583,0.9168562216843206
1673,0.15,554.0,Grid1296,ESS,15.39318223461236,0.015059055444138084,0.9512051664405765
1674,0.15,554.0,Grid1296,Matern,5.347862775871523,0.006141723056842609,0.9941105121656924
1675,0.15,554.0,Grid1296,RBF,15.393182681335235,0.015059055833862502,0.9512051636084436
1676,0.15,554.0,Grid1296,RQ,10.609208383394108,0.009518113462341668,0.9768216253296371
1677,0.15,561.0,Grid1296,ESS,688.8042793222663,1.0,-96.09533219547144
1678,0.15,561.0,Grid1296,Matern,7.079981727302595,0.007205119682339725,0.9897418049523832
1679,0.15,561.0,Grid1296,RBF,16.381991154754488,0.01671384330037124,0.9450787955489518
1680,0.15,561.0,Grid1296,RQ,11.731323248995198,0.008763888837488918,0.9718355884306293
1681,0.15,562.0,Grid1296,ESS,19.373035694231902,0.020041157844428052,0.9516133945592219
1682,0.15,562.0,Grid1296,Matern,11.240876878408624,0.010461451537793032,0.9837096588252641
1683,0.15,562.0,Grid1296,RBF,690.9002924896255,1.0,-60.540433488186714
1684,0.15,562.0,Grid1296,RQ,21.300723804475385,0.016319057586223318,0.9415050303112106
1685,0.15,582.0,Grid1296,ESS,26.68603993087263,0.032487032143712305,0.8697514459617244
1686,0.15,582.0,Grid1296,Matern,8.920425495037742,0.008810085907768814,0.9854462205887552
1687,0.15,582.0,Grid1296,RBF,18.413396516063983,0.018471422432945177,0.9379884683376927
1688,0.15,582.0,Grid1296,RQ,20.1993065171295,0.015277672814338087,0.9253761645806895
1689,0.15,588.0,Grid1296,ESS,3.603902046151503,0.004120389105750678,0.9963335497883162
1690,0.15,588.0,Grid1296,Matern,5.969742768156386,0.006631584232887384,0.9899396967636658
1691,0.15,588.0,Grid1296,RBF,21.7590432782846,0.01850271566078225,0.8663467797526891
1692,0.15,588.0,Grid1296,RQ,7.152981536228004,0.0068359635608071885,0.9855564468735641
1693,0.15,593.0,Grid1296,ESS,16.357132447499698,0.01673201249197814,0.9636177246768209
1694,0.15,593.0,Grid1296,Matern,7.970403669663877,0.008245138589165727,0.9913615435121742
1695,0.15,593.0,Grid1296,RBF,16.357137391674865,0.016732017251160646,0.9636177026827006
1696,0.15,593.0,Grid1296,RQ,19.118014701409614,0.015906922388393627,0.9502994610781286
1697,0.15,633.0,Grid1296,ESS,686.7582106803471,0.9999599053627242,-96.20313322135867
1698,0.15,633.0,Grid1296,Matern,686.7852580176775,0.9999999999984016,-96.21078988323755
1699,0.15,633.0,Grid1296,RBF,686.7852580187803,1.0,-96.21078988354974
1700,0.15,633.0,Grid1296,RQ,9.722106737691742,0.00900377635887248,0.980519804418079
1701,0.15,634.0,Grid1296,ESS,19.7665168032265,0.018548933342476787,0.9220745118497741
1702,0.15,634.0,Grid1296,Matern,6.254429687965909,0.006926672164225148,0.9921982025911222
1703,0.15,634.0,Grid1296,RBF,19.766518539584133,0.018548934310098183,0.922074498159297
1704,0.15,634.0,Grid1296,RQ,11.85470365498524,0.010371941379846856,0.971971449199863
1705,0.15,669.0,Grid1296,ESS,23.763186431809793,0.023665360783247026,0.8868345276271254
1706,0.15,669.0,Grid1296,Matern,7.051781285956036,0.006616825016452903,0.9900344273826713
1707,0.15,669.0,Grid1296,RBF,24.537662007327935,0.021187052365786833,0.8793378803805637
1708,0.15,669.0,Grid1296,RQ,15.734141819655038,0.012313820562077839,0.9503875458181227
1709,0.15,678.0,Grid1296,ESS,675.4682479263305,1.0,-95.24465396647028
1710,0.15,678.0,Grid1296,Matern,7.670407129963521,0.007670449888298446,0.9875890916071813
1711,0.15,678.0,Grid1296,RBF,19.754629992130678,0.017170515384336154,0.9176801562782753
1712,0.15,678.0,Grid1296,RQ,16.53354998396335,0.012646250362326625,0.942336770322621
1713,0.15,711.0,Grid1296,ESS,653.6004792722799,0.9623320920243624,-68.73323408974174
1714,0.15,711.0,Grid1296,Matern,7.926349496060207,0.008217873816421053,0.9897443894862717
1715,0.15,711.0,Grid1296,RBF,677.9157812537622,1.0,-74.01818825873296
1716,0.15,711.0,Grid1296,RQ,16.963825598361936,0.014114813155934457,0.9530254442826588
1717,0.15,721.0,Grid1296,ESS,677.2432238818012,1.0,-64.32502069239861
1718,0.15,721.0,Grid1296,Matern,8.481795832691912,0.00899274245888409,0.9897537287776212
1719,0.15,721.0,Grid1296,RBF,677.2432238818012,1.0,-64.32502069239861
1720,0.15,721.0,Grid1296,RQ,21.865011729773002,0.018149739057080165,0.9319090100210109
1721,0.15,725.0,Grid1296,ESS,25.738035611116956,0.01913779449347827,0.865865604428013
1722,0.15,725.0,Grid1296,Matern,7.512321974622705,0.0076573285197950435,0.9885728547325275
1723,0.15,725.0,Grid1296,RBF,26.65954167860405,0.019568945371820468,0.8560887585779342
1724,0.15,725.0,Grid1296,RQ,16.90614342369727,0.013244693872953076,0.9421266716519665
1725,0.15,731.0,Grid1296,ESS,670.8995240828714,0.9957408161545759,-83.97614477735202
1726,0.15,731.0,Grid1296,Matern,6.6810122758970305,0.007771692116898505,0.9915731241458925
1727,0.15,731.0,Grid1296,RBF,25.978437320405423,0.02129909800497904,0.8725886541326007
1728,0.15,731.0,Grid1296,RQ,16.153153133756536,0.014027586880850505,0.9507397425911207
1729,0.15,759.0,Grid1296,ESS,23.627170453187173,0.0212731278270955,0.9083840385491624
1730,0.15,759.0,Grid1296,Matern,8.180392342641404,0.00863323229713248,0.9890176322601838
1731,0.15,759.0,Grid1296,RBF,678.6536763186606,1.0,-74.58648100016369
1732,0.15,759.0,Grid1296,RQ,16.58288393233416,0.014437857733783557,0.9548697398725331
1733,0.15,75.0,Grid1296,ESS,673.0244411422732,1.0,-87.254590165438
1734,0.15,75.0,Grid1296,Matern,7.774095673537709,0.007544182903621928,0.9882246074879962
1735,0.15,75.0,Grid1296,RBF,26.40786057184988,0.02007049028906865,0.8641242147268192
1736,0.15,75.0,Grid1296,RQ,18.10608068771458,0.014157358731012579,0.9361259383394185
1737,0.15,78.0,Grid1296,ESS,671.1844532242449,1.0,-60.92428986741259
1738,0.15,78.0,Grid1296,Matern,8.768946089539465,0.008908003326885558,0.9894300712817611
1739,0.15,78.0,Grid1296,RBF,20.181289951988276,0.020453838117268232,0.9440145591239891
1740,0.15,78.0,Grid1296,RQ,25.132994862380006,0.02081118520445698,0.9131708112815925
1741,0.15,791.0,Grid1296,ESS,679.7513479318804,1.0,-76.88518881129255
1742,0.15,791.0,Grid1296,Matern,8.142801563822234,0.008043411250546842,0.9888235874351406
1743,0.15,791.0,Grid1296,RBF,18.75630298428108,0.01862725477243344,0.9407007498924124
1744,0.15,791.0,Grid1296,RQ,19.25124612124016,0.014330029778533608,0.9375298692552503
1745,0.15,794.0,Grid1296,ESS,673.5212951712342,1.0,-84.68779497263921
1746,0.15,794.0,Grid1296,Matern,673.5212951712342,1.0,-84.68779497263921
1747,0.15,794.0,Grid1296,RBF,673.5212951712342,1.0,-84.68779497263921
1748,0.15,794.0,Grid1296,RQ,17.489877050536478,0.013883933742091062,0.9422183662900403
1749,0.15,816.0,Grid1296,ESS,689.7577812269802,1.0,-58.666637815350796
1750,0.15,816.0,Grid1296,Matern,10.145166085007663,0.010267803966425378,0.9870920679162117
1751,0.15,816.0,Grid1296,RBF,22.667525614703102,0.023592032335888538,0.9355613282948928
1752,0.15,816.0,Grid1296,RQ,21.1144231040282,0.016684451416570018,0.9440890606012522
1753,0.15,829.0,Grid1296,ESS,33.77424833036268,0.026268476009683215,0.798590429155129
1754,0.15,829.0,Grid1296,Matern,6.685604986858278,0.007225842180968154,0.9921079442269074
1755,0.15,829.0,Grid1296,RBF,33.774259939531355,0.02626848390221819,0.7985902906947222
1756,0.15,829.0,Grid1296,RQ,17.513185637504698,0.015138963692950794,0.9458449424281152
1757,0.15,854.0,Grid1296,ESS,670.8499414520129,0.9845174604764027,-57.48630837128316
1758,0.15,854.0,Grid1296,Matern,8.74176751969061,0.009072263351675184,0.99006879509517
1759,0.15,854.0,Grid1296,RBF,20.232660144203127,0.020616379982150265,0.9468002721638678
1760,0.15,854.0,Grid1296,RQ,22.8811355389736,0.018356957836559724,0.9319608961625605
1761,0.15,877.0,Grid1296,ESS,21.710654496204427,0.019468424969229594,0.8694297937072748
1762,0.15,877.0,Grid1296,Matern,5.616812798124343,0.006707417762520886,0.9912606696252976
1763,0.15,877.0,Grid1296,RBF,22.4199145845707,0.019841535829063693,0.8607593103707948
1764,0.15,877.0,Grid1296,RQ,9.449217738345636,0.008773641237688031,0.9752662497414477
1765,0.15,928.0,Grid1296,ESS,27.19800103627696,0.020128408231633574,0.8797186579450024
1766,0.15,928.0,Grid1296,Matern,8.071581545509709,0.00771458532469944,0.9894064487837593
1767,0.15,928.0,Grid1296,RBF,27.198073561961447,0.0201284492646654,0.8797180164641609
1768,0.15,928.0,Grid1296,RQ,18.38534411602362,0.013754123616472118,0.9450373303678195
1769,0.15,930.0,Grid1296,ESS,624.8750869033829,0.8966065732381028,-60.26297305945002
1770,0.15,930.0,Grid1296,Matern,9.374368794359524,0.009447451819862968,0.9862121763923478
1771,0.15,930.0,Grid1296,RBF,19.43377813714567,0.021060321741144746,0.9407448462308264
1772,0.15,930.0,Grid1296,RQ,22.63531770968234,0.018360803217058273,0.9196131820077328
1773,0.15,936.0,Grid1296,ESS,17.325115528095665,0.01835145457364396,0.9423682826114146
1774,0.15,936.0,Grid1296,Matern,7.612153540237536,0.008026551486777894,0.9888743764194825
1775,0.15,936.0,Grid1296,RBF,17.355822122866012,0.018354848025804896,0.9421638115876756
1776,0.15,936.0,Grid1296,RQ,16.83490148240034,0.014240672977216498,0.9455835205059748
1777,0.15,951.0,Grid1296,ESS,688.9684596027463,1.0,-71.24579465751084
1778,0.15,951.0,Grid1296,Matern,7.368181362311413,0.007445441797224059,0.9917370617875715
1779,0.15,951.0,Grid1296,RBF,27.11249295203296,0.02257765267640654,0.8881199130566931
1780,0.15,951.0,Grid1296,RQ,17.249484130152563,0.013201932447801065,0.9547137756454318
1781,0.15,968.0,Grid1296,ESS,564.5599257901991,0.71370030459529,-65.24023654430488
1782,0.15,968.0,Grid1296,Matern,6.508831231775687,0.006865495358180614,0.9911954370758805
1783,0.15,968.0,Grid1296,RBF,20.85991494938902,0.018989243082969728,0.9095670190582845
1784,0.15,968.0,Grid1296,RQ,13.494073375580628,0.01054613433156784,0.9621567946244695
1785,0.15,985.0,Grid1296,ESS,677.1553226407707,1.0,-82.23956815295007
1786,0.15,985.0,Grid1296,Matern,7.107036513527668,0.007300567404377917,0.990830823791863
1787,0.15,985.0,Grid1296,RBF,22.434313225567116,0.021343815554321473,0.9086352261151157
1788,0.15,985.0,Grid1296,RQ,15.478942574527112,0.012653245122138253,0.9565053536962883
1789,0.15,986.0,Grid1296,ESS,20.080444053235734,0.01769812323456113,0.935133195403282
1790,0.15,986.0,Grid1296,Matern,6.724264548431064,0.007298820861774742,0.9927261312169008
1791,0.15,986.0,Grid1296,RBF,684.8812737207143,0.9999999999998349,-74.45820382941744
1792,0.15,986.0,Grid1296,RQ,15.876278484114057,0.012608624304094122,0.959451639758095
1793,0.15,996.0,Grid1296,ESS,641.4395861388195,0.9367276332216389,-66.17000910280652
1794,0.15,996.0,Grid1296,Matern,8.911993161679787,0.007959083242431423,0.9870337742419639
1795,0.15,996.0,Grid1296,RBF,16.886863596303684,0.018297843287002714,0.9534454770735131
1796,0.15,996.0,Grid1296,RQ,18.66125732296292,0.014430487387751625,0.9431480071559647
1797,0.15,999.0,Grid1296,ESS,667.4573164587363,1.0,-74.6087982448457
1798,0.15,999.0,Grid1296,Matern,7.88578176354342,0.008226520634592524,0.989446054501371
1799,0.15,999.0,Grid1296,RBF,20.817286203461236,0.021165698761047486,0.9264515430906519
1800,0.15,999.0,Grid1296,RQ,20.062037141472118,0.01557339602382383,0.9316913976464694
1801,0.15,111.0,Grid2401,ESS,711.4900734510743,1.0,-90.22964318788591
1802,0.15,111.0,Grid2401,Matern,24.439989353865073,0.016363258637585688,0.8923534016766225
1803,0.15,111.0,Grid2401,RBF,89.67810956366718,0.07426987027652525,-0.4493429923205894
1804,0.15,111.0,Grid2401,RQ,22.4162627945436,0.016696200686160387,0.9094424416325215
1805,0.15,147.0,Grid2401,ESS,97.96221183559477,0.0696234891127294,-1.1375221119833538
1806,0.15,147.0,Grid2401,Matern,33.09744912885472,0.016095577208768534,0.7560041171481954
1807,0.15,147.0,Grid2401,RBF,705.1136570437635,1.0,-109.74183215782284
1808,0.15,147.0,Grid2401,RQ,16.37613760320598,0.013101516709228447,0.9402667136051094
1809,0.15,16.0,Grid2401,ESS,707.3698297360947,1.0,-98.68128217296058
1810,0.15,16.0,Grid2401,Matern,33.62314693793545,0.016699460515524945,0.7747850233949596
1811,0.15,16.0,Grid2401,RBF,707.3698297360412,0.9999999999999234,-98.68128217294547
1812,0.15,16.0,Grid2401,RQ,22.740325995405207,0.014046061129403976,0.8969818081944051
1813,0.15,171.0,Grid2401,ESS,100.79336350393685,0.06866345239435868,-0.8947262469994943
1814,0.15,171.0,Grid2401,Matern,31.625261695237445,0.017948150632462596,0.8134690718559017
1815,0.15,171.0,Grid2401,RBF,702.919144014775,1.0,-91.14957537429872
1816,0.15,171.0,Grid2401,RQ,29.171435310892193,0.0180416177463543,0.8412922292480951
1817,0.15,180.0,Grid2401,ESS,72.63294075225879,0.05340143798465776,-0.20164371089727062
1818,0.15,180.0,Grid2401,Matern,38.1135268311368,0.018968164060642067,0.669122879556397
1819,0.15,180.0,Grid2401,RBF,699.3087764749228,0.9999999999999121,-110.39005515654546
1820,0.15,180.0,Grid2401,RQ,25.216378771781308,0.014222231167213637,0.8551648744494293
1821,0.15,222.0,Grid2401,ESS,82.71173335679678,0.07384243629846854,-0.36635597154644595
1822,0.15,222.0,Grid2401,Matern,28.517532203155753,0.015218853689657154,0.8375747679281087
1823,0.15,222.0,Grid2401,RBF,705.544394709001,1.0,-98.42104107145994
1824,0.15,222.0,Grid2401,RQ,24.906638514092233,0.015565309093187733,0.8761032683818635
1825,0.15,237.0,Grid2401,ESS,75.86160630452345,0.07017365770306871,-0.1379669648233408
1826,0.15,237.0,Grid2401,Matern,26.467317467106554,0.016500056625299953,0.8614822465323
1827,0.15,237.0,Grid2401,RBF,703.9175211618942,0.9999999999999963,-96.97812785235462
1828,0.15,237.0,Grid2401,RQ,26.38869178396605,0.016793127654602388,0.8623040053781877
1829,0.15,249.0,Grid2401,ESS,124.80802740793321,0.07971596860329232,-2.308330877958933
1830,0.15,249.0,Grid2401,Matern,40.434078899297084,0.02115611362143965,0.6527685864114934
1831,0.15,249.0,Grid2401,RBF,702.2444967958178,1.0,-103.7371106432451
1832,0.15,249.0,Grid2401,RQ,26.410682039646545,0.015659399542454433,0.8518563183658279
1833,0.15,272.0,Grid2401,ESS,697.1213978307414,1.0,-119.33317041492158
1834,0.15,272.0,Grid2401,Matern,38.57476252190792,0.016739864399956998,0.6315529746962483
1835,0.15,272.0,Grid2401,RBF,90.15559361549862,0.06768848500001678,-1.012583402976425
1836,0.15,272.0,Grid2401,RQ,31.381120283638822,0.015858467210853357,0.7561597362433268
1837,0.15,294.0,Grid2401,ESS,706.1706257969477,1.0,-101.56331280345199
1838,0.15,294.0,Grid2401,Matern,31.74912968410058,0.016484651791176645,0.7926822949099804
