,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse,mape,r2
0,0.25,678.0,Grid1296,RBF,1.0,-,-,-,339.58687204274764,0.4273322508830957,-10.347470729284305
1,0.25,678.0,Grid1296,Matern,1.0,1.5,-,-,63.33066751818866,0.057596664973661185,0.6053379049288433
2,0.25,678.0,Grid1296,RQ,1.0,-,1.0,-,49.89776771137755,0.057902817300491204,0.7550037033478132
3,0.25,678.0,Grid1296,ESS,1.0,-,-,1.0,676.390195173502,0.9933191903111084,-44.01859043990138
4,0.25,678.0,Grid2401,RBF,1.0,-,-,-,468.2779956295407,0.6246804514439936,-19.470039358127032
5,0.25,678.0,Grid2401,Matern,1.0,1.5,-,-,31.639931265913738,0.03660677255026915,0.9065493688488158
6,0.25,678.0,Grid2401,RQ,1.0,-,1.0,-,86.1102232929886,0.089422498415677,0.3078175130129144
7,0.25,678.0,Grid2401,ESS,1.0,-,-,1.0,673.3068547841302,0.999898247214552,-41.319180394585814
8,0.25,678.0,Sobol1,RBF,1.0,-,-,-,25.54233593174906,0.020579896400066834,0.9274419396178613
9,0.25,678.0,Sobol1,Matern,1.0,1.5,-,-,20.209981086317693,0.016341073206403697,0.9545748621432625
10,0.25,678.0,Sobol1,RQ,1.0,-,1.0,-,21.34634520123678,0.018432403035730682,0.9493229300978491
11,0.25,678.0,Sobol1,ESS,1.0,-,-,1.0,679.0445467257636,0.9944003744701729,-50.28152970234007
12,0.25,678.0,Sobol2,RBF,1.0,-,-,-,31.4322684004575,0.025310637491669414,0.8853148020466026
13,0.25,678.0,Sobol2,Matern,1.0,1.5,-,-,20.901914970312752,0.017046234856476012,0.9492859758198585
14,0.25,678.0,Sobol2,RQ,1.0,-,1.0,-,21.24983544863372,0.018246338295201503,0.9475836153509057
15,0.25,678.0,Sobol1,ESS,1.0,-,-,1.0,675.5860570768773,0.9835154311901079,-51.980649223071524
16,0.25,147.0,Grid1296,RBF,1.0,-,-,-,365.6375824250655,0.46359588246036404,-12.036082352359454
17,0.25,147.0,Grid1296,Matern,1.0,1.5,-,-,62.01918203048746,0.05739987587783982,0.624942800972772
18,0.25,147.0,Grid1296,RQ,1.0,-,1.0,-,51.98554448132834,0.06004805527189627,0.7364817899628038
19,0.25,147.0,Grid1296,ESS,1.0,-,-,1.0,365.63744438985776,0.4635956954846483,-12.036072509618544
20,0.25,147.0,Grid2401,RBF,1.0,-,-,-,673.4065521378396,1.0,-41.40020990922643
21,0.25,147.0,Grid2401,Matern,1.0,1.5,-,-,32.11203332371496,0.03610499277220052,0.9035840370916117
22,0.25,147.0,Grid2401,RQ,1.0,-,1.0,-,86.47358166428185,0.08987110661490251,0.30083411989329933
23,0.25,147.0,Grid2401,ESS,1.0,-,-,1.0,453.37695357832007,0.6023674594733922,-18.219063033771032
24,0.25,147.0,Sobol1,RBF,1.0,-,-,-,28.4136458943878,0.021828361646617795,0.9087159389574941
25,0.25,147.0,Sobol1,Matern,1.0,1.5,-,-,20.69463363509887,0.016492211541434924,0.9515764628407816
26,0.25,147.0,Sobol1,RQ,1.0,-,1.0,-,21.961675173934314,0.018716828441390786,0.9454654225076411
27,0.25,147.0,Sobol1,ESS,1.0,-,-,1.0,28.413630074277865,0.021828351567471534,0.908716040607489
28,0.25,147.0,Sobol2,RBF,1.0,-,-,-,27.77652066909332,0.02290475452643242,0.9115856877076801
29,0.25,147.0,Sobol2,Matern,1.0,1.5,-,-,19.927604889338113,0.016425692900877188,0.9544931167458598
30,0.25,147.0,Sobol2,RQ,1.0,-,1.0,-,20.992783100047834,0.01847547188122775,0.9494981925550183
31,0.25,147.0,Sobol1,ESS,1.0,-,-,1.0,27.776510983471322,0.02290474635614005,0.9115857493674876
32,0.25,561.0,Grid1296,RBF,1.0,-,-,-,344.7834920124937,0.43452713385193215,-10.674435134162099
33,0.25,561.0,Grid1296,Matern,1.0,1.5,-,-,62.55831691455341,0.056601961222220824,0.615662235037707
34,0.25,561.0,Grid1296,RQ,1.0,-,1.0,-,49.49100694644412,0.057387825943866475,0.7594554460267784
35,0.25,561.0,Grid1296,ESS,1.0,-,-,1.0,666.8624403991133,0.9704062249144519,-42.673245142229746
36,0.25,561.0,Grid2401,RBF,1.0,-,-,-,396.7291069910016,0.5234607069927844,-13.700926138296339
37,0.25,561.0,Grid2401,Matern,1.0,1.5,-,-,32.716635017545734,0.03732934431119666,0.9000244448613902
38,0.25,561.0,Grid2401,RQ,1.0,-,1.0,-,85.61739607425376,0.08844575925682478,0.31533110704219736
39,0.25,561.0,Grid2401,ESS,1.0,-,-,1.0,655.7740068737958,0.9586047224777972,-39.166589973515165
40,0.25,561.0,Sobol1,RBF,1.0,-,-,-,26.813436994282856,0.021428069737433764,0.92002484212102
41,0.25,561.0,Sobol1,Matern,1.0,1.5,-,-,20.39526779607771,0.016390198069165685,0.9537289922822504
42,0.25,561.0,Sobol1,RQ,1.0,-,1.0,-,21.482754168306087,0.01854420604032022,0.948663051400461
43,0.25,561.0,Sobol1,ESS,1.0,-,-,1.0,679.7616890292037,0.9950582270356497,-50.40004537918421
44,0.25,561.0,Sobol2,RBF,1.0,-,-,-,32.55736286045945,0.024507942132237497,0.8759101277439452
45,0.25,561.0,Sobol2,Matern,1.0,1.5,-,-,21.008231827612867,0.017024575280891803,0.9483325651863537
46,0.25,561.0,Sobol2,RQ,1.0,-,1.0,-,21.361994720869042,0.018079095975031278,0.9465778325202643
47,0.25,561.0,Sobol1,ESS,1.0,-,-,1.0,680.5200054212305,0.9945004270773475,-53.21502861165485
48,0.25,237.0,Grid1296,RBF,1.0,-,-,-,678.7859823121692,0.9999782765294817,-44.10798506400277
49,0.25,237.0,Grid1296,Matern,1.0,1.5,-,-,61.83493251098314,0.05679292215500409,0.6256692709834489
50,0.25,237.0,Grid1296,RQ,1.0,-,1.0,-,51.4556412961814,0.05945239450037627,0.7407888443752408
51,0.25,237.0,Grid1296,ESS,1.0,-,-,1.0,340.15727571017254,0.4288312538215979,-10.327843152844059
52,0.25,237.0,Grid2401,RBF,1.0,-,-,-,673.5529862367633,0.9998920617699651,-41.197278497354496
53,0.25,237.0,Grid2401,Matern,1.0,1.5,-,-,31.742788570667457,0.036440961464042285,0.9062802625927386
54,0.25,237.0,Grid2401,RQ,1.0,-,1.0,-,87.87221407937972,0.09131831826977645,0.2818022357854806
55,0.25,237.0,Grid2401,ESS,1.0,-,-,1.0,476.3929639971588,0.6382211956356321,-20.109190903420103
56,0.25,237.0,Sobol1,RBF,1.0,-,-,-,681.3207405185138,0.9998181188820771,-50.51024175203093
57,0.25,237.0,Sobol1,Matern,1.0,1.5,-,-,20.383854099064965,0.01631976554156459,0.9538934132419987
58,0.25,237.0,Sobol1,RQ,1.0,-,1.0,-,22.067252837537154,0.018880270451790394,0.9459635374445725
59,0.25,237.0,Sobol1,ESS,1.0,-,-,1.0,24.982846019039393,0.02038464258225717,0.9307413230370915
60,0.25,237.0,Sobol2,RBF,1.0,-,-,-,27.3912389787321,0.022236364942405454,0.9143203773418915
61,0.25,237.0,Sobol2,Matern,1.0,1.5,-,-,19.914106475679546,0.016530723826906905,0.9547127613374392
62,0.25,237.0,Sobol2,RQ,1.0,-,1.0,-,20.335322704366607,0.01764342776251382,0.9527767004466687
63,0.25,237.0,Sobol1,ESS,1.0,-,-,1.0,27.391238507217626,0.0222363645571323,0.9143203802916802
