,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse,mape,r2
0,0.45,678.0,Grid1296,RBF,1.0,-,-,-,228.78093586680228,0.2715804932434572,-4.213844031086331
1,0.45,678.0,Grid1296,Matern,1.0,1.5,-,-,58.89782624043909,0.0546406367733219,0.6544452208172562
2,0.45,678.0,Grid1296,RQ,1.0,-,1.0,-,51.824464606421,0.0594465308431744,0.7324604333909825
3,0.45,678.0,Grid1296,ESS,1.0,-,-,1.0,677.2886796422731,0.9948604774386514,-44.69471831728442
4,0.45,678.0,Grid2401,RBF,1.0,-,-,-,390.35812723448026,0.5061514127339548,-13.641909646333492
5,0.45,678.0,Grid2401,Matern,1.0,1.5,-,-,32.71292764239119,0.0366225096997804,0.8971723058668393
6,0.45,678.0,Grid2401,RQ,1.0,-,1.0,-,84.74178613258958,0.0863824527213747,0.3099723429801134
7,0.45,678.0,Grid2401,ESS,1.0,-,-,1.0,672.2281494694548,0.9923115680664856,-42.42148379659381
8,0.45,678.0,Sobol1,RBF,1.0,-,-,-,26.149163377949183,0.0218395374207861,0.9252794943824364
9,0.45,678.0,Sobol1,Matern,1.0,1.5,-,-,20.722408648140977,0.0171770551886618,0.9530749577246974
10,0.45,678.0,Sobol1,RQ,1.0,-,1.0,-,22.500341294500707,0.0202195414766484,0.9446774211536744
11,0.45,678.0,Sobol1,ESS,1.0,-,-,1.0,679.1758444912208,0.9965437848812644,-49.40674661722552
12,0.45,678.0,Sobol2,RBF,1.0,-,-,-,34.27177968991195,0.0280173712073822,0.8704376221404986
13,0.45,678.0,Sobol2,Matern,1.0,1.5,-,-,22.76469246410268,0.0191097357214847,0.942835136530195
14,0.45,678.0,Sobol2,RQ,1.0,-,1.0,-,24.881720280784226,0.0225999224910618,0.9317085392762458
15,0.45,678.0,Sobol2,ESS,1.0,-,-,1.0,677.4751997688923,0.9889622587331728,-49.62818969318231
16,0.45,147.0,Grid1296,RBF,1.0,-,-,-,239.11254744887376,0.2861274890126088,-4.696892344410111
17,0.45,147.0,Grid1296,Matern,1.0,1.5,-,-,58.25093493316047,0.0545808150489314,0.661904741410942
18,0.45,147.0,Grid1296,RQ,1.0,-,1.0,-,51.90770428288245,0.0594832736208291,0.7315292825024844
19,0.45,147.0,Grid1296,ESS,1.0,-,-,1.0,239.1123707706507,0.286127243374804,-4.696883925642839
20,0.45,147.0,Grid2401,RBF,1.0,-,-,-,327.9603018628404,0.4217954477467155,-9.344501954596716
21,0.45,147.0,Grid2401,Matern,1.0,1.5,-,-,35.71322074341409,0.0381032344972058,0.8773337560440887
22,0.45,147.0,Grid2401,RQ,1.0,-,1.0,-,84.56304860947706,0.08668862775169,0.3122536503023239
23,0.45,147.0,Grid2401,ESS,1.0,-,-,1.0,327.96019227856914,0.421795309021943,-9.344495041598334
24,0.45,147.0,Sobol1,RBF,1.0,-,-,-,27.943931345130203,0.0224285324605532,0.9138450109463836
25,0.45,147.0,Sobol1,Matern,1.0,1.5,-,-,21.439207441192785,0.0173890429548073,0.9492865830556612
26,0.45,147.0,Sobol1,RQ,1.0,-,1.0,-,23.30054493900393,0.0205418982242508,0.9400985166995384
27,0.45,147.0,Sobol1,ESS,1.0,-,-,1.0,27.943915413092764,0.0224285204482481,0.913845109187687
28,0.45,147.0,Sobol2,RBF,1.0,-,-,-,29.71422648140408,0.024500435119121,0.9024261919860564
29,0.45,147.0,Sobol2,Matern,1.0,1.5,-,-,20.70019192249785,0.0177794529423658,0.9526463848555712
30,0.45,147.0,Sobol2,RQ,1.0,-,1.0,-,23.225031614954545,0.0215457434872507,0.9403902879697844
31,0.45,147.0,Sobol2,ESS,1.0,-,-,1.0,29.714214602606837,0.0245004255364788,0.9024262699998152
32,0.45,561.0,Grid1296,RBF,1.0,-,-,-,248.67792718757087,0.2988392525684515,-5.157280421803236
33,0.45,561.0,Grid1296,Matern,1.0,1.5,-,-,59.30015753814188,0.0548502857895227,0.6498725587303609
34,0.45,561.0,Grid1296,RQ,1.0,-,1.0,-,52.25157110821502,0.0601423328638675,0.7281601245468023
35,0.45,561.0,Grid1296,ESS,1.0,-,-,1.0,670.2290450279789,0.978348924219024,-43.72609116538965
36,0.45,561.0,Grid2401,RBF,1.0,-,-,-,295.27219385028286,0.3798305005949426,-7.378045250785643
37,0.45,561.0,Grid2401,Matern,1.0,1.5,-,-,43.09450698202666,0.0476056336251333,0.8215397762406869
38,0.45,561.0,Grid2401,RQ,1.0,-,1.0,-,82.84911207837601,0.0837852061350662,0.3404111331212419
39,0.45,561.0,Grid2401,ESS,1.0,-,-,1.0,663.0747537780394,0.9708983138464402,-41.24959842512087
40,0.45,561.0,Sobol1,RBF,1.0,-,-,-,26.749760844950583,0.0224240465252261,0.9212610342875498
41,0.45,561.0,Sobol1,Matern,1.0,1.5,-,-,20.41918285897624,0.0167404715823238,0.9541196612984608
42,0.45,561.0,Sobol1,RQ,1.0,-,1.0,-,22.715263521805703,0.0203149377005163,0.9432212983285616
43,0.45,561.0,Sobol1,ESS,1.0,-,-,1.0,677.9112010889863,0.9926653139335816,-49.57029861975368
44,0.45,561.0,Sobol2,RBF,1.0,-,-,-,26.69773141606993,0.0225049692487741,0.9197337074604456
45,0.45,561.0,Sobol2,Matern,1.0,1.5,-,-,20.42547047430006,0.0171779913643496,0.953018311428728
46,0.45,561.0,Sobol2,RQ,1.0,-,1.0,-,22.44677738347354,0.0199570195801917,0.9432595882310324
47,0.45,561.0,Sobol2,ESS,1.0,-,-,1.0,680.1667305120558,0.9965467595725642,-51.097304615784246
48,0.45,237.0,Grid1296,RBF,1.0,-,-,-,679.0557523274184,0.9999792677676076,-44.781736652798365
49,0.45,237.0,Grid1296,Matern,1.0,1.5,-,-,58.988076284202414,0.0554311796418036,0.6545303784008936
50,0.45,237.0,Grid1296,RQ,1.0,-,1.0,-,54.10426547720248,0.0614246893378682,0.7093673454190161
51,0.45,237.0,Grid1296,ESS,1.0,-,-,1.0,260.1929523034248,0.3147030625138891,-5.721596772663282
52,0.45,237.0,Grid2401,RBF,1.0,-,-,-,675.5013879064754,0.9999041457082072,-42.65769300629966
53,0.45,237.0,Grid2401,Matern,1.0,1.5,-,-,33.802993639144965,0.0370424252793238,0.8906752183325338
54,0.45,237.0,Grid2401,RQ,1.0,-,1.0,-,86.62854071333334,0.0882121509343154,0.2819903377885444
