,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse,mape,r2
0,0.15,678.0,Grid1296,RBF,1.0,-,-,-,383.2041986286998,0.4910963281064961,-13.302238903422506
1,0.15,678.0,Grid1296,Matern,1.0,1.5,-,-,65.2181013949928,0.0591791422873913,0.5857335012988036
2,0.15,678.0,Grid1296,RQ,1.0,-,1.0,-,49.77876805736991,0.0580633012098681,0.7586586158587757
3,0.15,678.0,Grid1296,ESS,1.0,-,-,1.0,676.1860414009712,0.9927235968970598,-43.53238070295664
4,0.15,678.0,Grid2401,RBF,1.0,-,-,-,493.68130096270016,0.6696363752878998,-21.439841681220724
5,0.15,678.0,Grid2401,Matern,1.0,1.5,-,-,39.81655754489398,0.0477303866048797,0.8540332793593347
6,0.15,678.0,Grid2401,RQ,1.0,-,1.0,-,87.82782226086859,0.0923130253148706,0.2897836575532145
7,0.15,678.0,Grid2401,ESS,1.0,-,-,1.0,672.2527866249026,0.9999063669582772,-40.60941932258303
8,0.15,678.0,Sobol1,RBF,1.0,-,-,-,23.94724089817926,0.0196348087800072,0.9355127714809872
9,0.15,678.0,Sobol1,Matern,1.0,1.5,-,-,19.94943841178902,0.0158715666850856,0.955246799855674
10,0.15,678.0,Sobol1,RQ,1.0,-,1.0,-,20.89715469619567,0.0176132803447201,0.950893717047347
11,0.15,678.0,Sobol1,ESS,1.0,-,-,1.0,730.8310851312339,0.9859066315599369,-59.06158227961901
12,0.15,678.0,Sobol2,RBF,1.0,-,-,-,30.028135797144703,0.023851574128556,0.8947536281696319
13,0.15,678.0,Sobol2,Matern,1.0,1.5,-,-,20.53360008932522,0.0165859424247928,0.9507869150579256
14,0.15,678.0,Sobol2,RQ,1.0,-,1.0,-,21.040491809727587,0.0178448978934907,0.9483271798357644
15,0.15,678.0,Sobol2,ESS,1.0,-,-,1.0,675.2610301479909,0.9820615192267363,-52.22231545631889
16,0.15,147.0,Grid1296,RBF,1.0,-,-,-,397.7725664400221,0.5110969859660972,-14.384894228803956
17,0.15,147.0,Grid1296,Matern,1.0,1.5,-,-,65.14821735355194,0.0590805519729732,0.5873043100719955
18,0.15,147.0,Grid1296,RQ,1.0,-,1.0,-,49.57716001602754,0.0579340089434136,0.7610053661081769
19,0.15,147.0,Grid1296,ESS,1.0,-,-,1.0,397.7724326751842,0.5110968033302787,-14.384883881395858
20,0.15,147.0,Grid2401,RBF,1.0,-,-,-,672.362913969698,1.0,-40.623958320473534
21,0.15,147.0,Grid2401,Matern,1.0,1.5,-,-,35.587840301623565,0.0414747034842737,0.8833891012357812
22,0.15,147.0,Grid2401,RQ,1.0,-,1.0,-,87.34636684539777,0.0917363381428674,0.2975335821238799
