,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse,mape,r2
0,0.4,678.0,Grid1296,RBF,1.0,-,-,-,258.8184603032898,0.3140588457963572,-5.657800960192567
1,0.4,678.0,Grid1296,Matern,1.0,1.5,-,-,60.653811553494016,0.0553931610923331,0.6343576393818526
2,0.4,678.0,Grid1296,RQ,1.0,-,1.0,-,51.14305767399623,0.0587621552239963,0.7400357143759502
3,0.4,678.0,Grid1296,ESS,1.0,-,-,1.0,677.0232157242876,0.9942819359147688,-44.55619376347812
4,0.4,678.0,Grid2401,RBF,1.0,-,-,-,420.6358353449717,0.5496473326636176,-15.90519672723558
5,0.4,678.0,Grid2401,Matern,1.0,1.5,-,-,30.14665945083081,0.0343990973511786,0.913166744973756
6,0.4,678.0,Grid2401,RQ,1.0,-,1.0,-,85.37016512401658,0.0872719763701757,0.3036622591885702
7,0.4,678.0,Grid2401,ESS,1.0,-,-,1.0,671.3567290709129,0.991664714583382,-42.064001680828405
8,0.4,678.0,Sobol1,RBF,1.0,-,-,-,25.738047641152782,0.0214548603831732,0.9266801857506254
9,0.4,678.0,Sobol1,Matern,1.0,1.5,-,-,20.317413866356212,0.0167098536085035,0.954311488449522
10,0.4,678.0,Sobol1,RQ,1.0,-,1.0,-,21.97870949870929,0.019608824963981,0.9465343891780266
11,0.4,678.0,Sobol1,ESS,1.0,-,-,1.0,679.3683887199776,0.9965191580778512,-50.08352117180447
12,0.4,678.0,Sobol2,RBF,1.0,-,-,-,34.09892013283929,0.0272155083810145,0.8695183195271118
13,0.4,678.0,Sobol2,Matern,1.0,1.5,-,-,22.387767109008696,0.0184944689706914,0.9437542320337966
14,0.4,678.0,Sobol2,RQ,1.0,-,1.0,-,23.61373414268735,0.0209959016593987,0.9374254653226276
15,0.4,678.0,Sobol2,ESS,1.0,-,-,1.0,677.1195393915489,0.9879616647137972,-50.451611591323534
16,0.4,147.0,Grid1296,RBF,1.0,-,-,-,262.18026961878894,0.3183883713712257,-5.821063689522749
17,0.4,147.0,Grid1296,Matern,1.0,1.5,-,-,59.16561703640804,0.0554019958052566,0.6526311351942533
18,0.4,147.0,Grid1296,RQ,1.0,-,1.0,-,52.04731607545288,0.0597678293448199,0.7311879261180545
19,0.4,147.0,Grid1296,ESS,1.0,-,-,1.0,262.18009332012514,0.3183881295863666,-5.821054516109271
20,0.4,147.0,Grid2401,RBF,1.0,-,-,-,374.0746396589749,0.4842471877393061,-12.427727348420964
21,0.4,147.0,Grid2401,Matern,1.0,1.5,-,-,33.636349368284755,0.0366392685586237,0.8914315366144994
22,0.4,147.0,Grid2401,RQ,1.0,-,1.0,-,84.60871028966942,0.0868604602013926,0.3130642294105827
23,0.4,147.0,Grid2401,ESS,1.0,-,-,1.0,374.07455849929744,0.4842470839088029,-12.427721521830296
24,0.4,147.0,Sobol1,RBF,1.0,-,-,-,27.349818306116088,0.0219239439922523,0.9169120794469832
25,0.4,147.0,Sobol1,Matern,1.0,1.5,-,-,20.761677375324737,0.0170074376309733,0.952120029396712
26,0.4,147.0,Sobol1,RQ,1.0,-,1.0,-,22.56667390737513,0.0198907020078798,0.943432875116082
27,0.4,147.0,Sobol1,ESS,1.0,-,-,1.0,27.34980598842107,0.0219239353484305,0.916912154288536
28,0.4,147.0,Sobol2,RBF,1.0,-,-,-,26.343689363981344,0.022656010146002,0.9230805058686098
29,0.4,147.0,Sobol2,Matern,1.0,1.5,-,-,20.30717039748427,0.0172748405434295,0.9542930699949316
30,0.4,147.0,Sobol2,RQ,1.0,-,1.0,-,22.29867361709269,0.0203130359556292,0.9448886197757976
31,0.4,147.0,Sobol2,ESS,1.0,-,-,1.0,26.34368096732375,0.0226560020587157,0.9230805549024822
32,0.4,561.0,Grid1296,RBF,1.0,-,-,-,265.8705861812355,0.3233008131891149,-6.018270788763975
33,0.4,561.0,Grid1296,Matern,1.0,1.5,-,-,60.05525049826176,0.0551946116713201,0.6419105713067925
34,0.4,561.0,Grid1296,RQ,1.0,-,1.0,-,50.78392859944119,0.0587809992806761,0.743939774546512
35,0.4,561.0,Grid1296,ESS,1.0,-,-,1.0,669.3140680419366,0.97609655365875,-43.47842920126102
36,0.4,561.0,Grid2401,RBF,1.0,-,-,-,304.89963946156394,0.3942639712377013,-7.8529908094596355
37,0.4,561.0,Grid2401,Matern,1.0,1.5,-,-,42.67076813184036,0.0473758211974615,0.826604783076846
38,0.4,561.0,Grid2401,RQ,1.0,-,1.0,-,83.46876614348409,0.0847242650367215,0.3365255866401297
39,0.4,561.0,Grid2401,ESS,1.0,-,-,1.0,661.4940610978698,0.968235540140956,-40.670440421170746
40,0.4,561.0,Sobol1,RBF,1.0,-,-,-,26.334152542576405,0.0218809833211085,0.9235644547551524
41,0.4,561.0,Sobol1,Matern,1.0,1.5,-,-,20.325956466297008,0.0165732481105286,0.9544636038902052
42,0.4,561.0,Sobol1,RQ,1.0,-,1.0,-,22.324948883082477,0.0198009990695894,0.9450664557119232
43,0.4,561.0,Sobol1,ESS,1.0,-,-,1.0,675.4425058261129,0.9873503687758108,-49.2844204426758
