,target,minMAPE-0,AbsDiffs-0,RelDiffs-0,minMAPE-1,AbsDiffs-1,RelDiffs-1,minMAPE-2,AbsDiffs-2,RelDiffs-2,minMAPE-3,AbsDiffs-3,RelDiffs-3,minMAPE-4,AbsDiffs-4,RelDiffs-4,minMAPE-5,AbsDiffs-5,RelDiffs-5,minMAPE-6,AbsDiffs-6,RelDiffs-6,minMAPE-7,AbsDiffs-7,RelDiffs-7,minMAPE-8,AbsDiffs-8,RelDiffs-8,minMAPE-9,AbsDiffs-9,RelDiffs-9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.491,0.39080000000000004,-0.10019999999999996,0.0,0.39080000000000004,-0.10019999999999996,0.0,0.39080000000000004,-0.10019999999999996,0.0,0.39050000000000007,-0.10049999999999992,0.0,0.39050000000000007,-0.10049999999999992,0.0,0.39080000000000004,-0.10019999999999996,0.0,0.39080000000000004,-0.10019999999999996,0.0,0.39080000000000004,-0.10019999999999996,0.0,0.39080000000000004,-0.10019999999999996,0.0,0.39080000000000004,-0.10019999999999996,0.0
2,0.746,0.482,-0.264,0.0,0.482,-0.264,0.0,0.482,-0.264,0.0,0.4811000000000001,-0.2648999999999999,0.0,0.4818,-0.2642,0.0,0.482,-0.264,0.0,0.482,-0.264,0.0,0.482,-0.264,0.0,0.482,-0.264,0.0,0.482,-0.264,0.0
3,0.542,0.35440000000000005,-0.1876,0.0,0.35440000000000005,-0.1876,0.0,0.3547,-0.18730000000000002,0.0,0.35360000000000014,-0.1883999999999999,0.0,0.35440000000000005,-0.1876,0.0,0.35440000000000005,-0.1876,0.0,0.35440000000000005,-0.1876,0.0,0.3547,-0.18730000000000002,0.0,0.35440000000000005,-0.1876,0.0,0.35420000000000007,-0.18779999999999997,0.0
4,1.195,0.90854,-0.28646000000000005,-0.23971548117154814,0.90854,-0.28646000000000005,-0.23971548117154814,0.90854,-0.28646000000000005,-0.23971548117154814,0.90837,-0.28663000000000005,-0.23985774058577408,0.9083800000000001,-0.28662,-0.23984937238493723,0.90854,-0.28646000000000005,-0.23971548117154814,0.90854,-0.28646000000000005,-0.23971548117154814,0.90854,-0.28646000000000005,-0.23971548117154814,0.90854,-0.28646000000000005,-0.23971548117154814,0.90854,-0.28646000000000005,-0.23971548117154814
5,1.17,0.7554500000000001,-0.41454999999999986,-0.35431623931623923,0.7554500000000001,-0.41454999999999986,-0.35431623931623923,0.7554500000000001,-0.41454999999999986,-0.35431623931623923,0.7568,-0.4131999999999999,-0.3531623931623931,0.75617,-0.4138299999999999,-0.35370085470085466,0.7554500000000001,-0.41454999999999986,-0.35431623931623923,0.75546,-0.4145399999999999,-0.35430769230769227,0.7554500000000001,-0.41454999999999986,-0.35431623931623923,0.75546,-0.4145399999999999,-0.35430769230769227,0.75538,-0.4146199999999999,-0.3543760683760683
6,1.057,0.74912,-0.30787999999999993,-0.29127719962157045,0.74912,-0.30787999999999993,-0.29127719962157045,0.74912,-0.30787999999999993,-0.29127719962157045,0.74903,-0.30796999999999997,-0.2913623462630085,0.74903,-0.30796999999999997,-0.2913623462630085,0.74912,-0.30787999999999993,-0.29127719962157045,0.74912,-0.30787999999999993,-0.29127719962157045,0.74912,-0.30787999999999993,-0.29127719962157045,0.74912,-0.30787999999999993,-0.29127719962157045,0.74912,-0.30787999999999993,-0.29127719962157045
7,1.183,0.65654,-0.52646,-0.4450211327134404,0.65654,-0.52646,-0.4450211327134404,0.65654,-0.52646,-0.4450211327134404,0.65641,-0.52659,-0.4451310228233305,0.65641,-0.52659,-0.4451310228233305,0.65654,-0.52646,-0.4450211327134404,0.65654,-0.52646,-0.4450211327134404,0.65654,-0.52646,-0.4450211327134404,0.65654,-0.52646,-0.4450211327134404,0.65654,-0.52646,-0.4450211327134404
8,1.084,0.7057,-0.3783000000000001,-0.3489852398523986,0.70574,-0.37826000000000004,-0.3489483394833948,0.7057,-0.3783000000000001,-0.3489852398523986,0.70606,-0.37794000000000005,-0.3486531365313653,0.7068300000000001,-0.37717,-0.34794280442804426,0.7057,-0.3783000000000001,-0.3489852398523986,0.70569,-0.37831000000000004,-0.3489944649446495,0.7057,-0.3783000000000001,-0.3489852398523986,0.70569,-0.37831000000000004,-0.3489944649446495,0.7067800000000001,-0.37722,-0.34798892988929886
9,1.261,0.8145100000000001,-0.44648999999999983,-0.3540761300555114,0.8145100000000001,-0.44648999999999983,-0.3540761300555114,0.8145100000000001,-0.44648999999999983,-0.3540761300555114,0.8143900000000001,-0.44660999999999984,-0.35417129262490077,0.81438,-0.4466199999999999,-0.3541792228390166,0.8145100000000001,-0.44648999999999983,-0.3540761300555114,0.8145100000000001,-0.44648999999999983,-0.3540761300555114,0.8145100000000001,-0.44648999999999983,-0.3540761300555114,0.8145100000000001,-0.44648999999999983,-0.3540761300555114,0.8145100000000001,-0.44648999999999983,-0.3540761300555114
