,#,SigC,SigH,EpsC,EpsH,prediction,simulation,simErr,absPredSimDiff,relPredSimDiff,absTargSimDiff,relTargSimDiff
0,0,0.2999999997239813,0.2499999986317319,0.4999999999719065,0.1250000000493048,700.6732348341227,690.025,14,10.648234834122718,0.015431665278972093,-9.975000000000023,-0.014250000000000032
1,1,0.2999999997567594,0.2499999986845644,0.4999999999735476,0.1250000000456779,700.4547601391953,691.853,14,8.601760139195335,0.012432930317849797,-8.147000000000048,-0.011638571428571498
2,2,0.2999999997278393,0.2499999986309647,0.4999999999718345,0.1250000000494138,700.7139807212496,693.607,11,7.10698072124967,0.010246408587643537,-6.393000000000029,-0.009132857142857184
3,3,0.2999996580451894,0.2499981247441549,0.4999999690844129,0.1250000645880875,700.1893192843903,690.052,15,10.137319284390287,0.014690659956626873,-9.947999999999979,-0.014211428571428542
4,4,0.2999996310995458,0.2499981130377657,0.4999999635320808,0.1250000662475655,700.489424480561,689.706,15,10.783424480560939,0.015634813211079703,-10.293999999999983,-0.014705714285714261
5,5,0.2999999997032549,0.2499999986361175,0.4999999999714284,0.1250000000501461,700.8147485938991,689.384,16,11.430748593899125,0.016581105151699378,-10.615999999999985,-0.015165714285714265
6,6,0.2999999998785036,0.2499999986676944,0.4999999999794066,0.1250000000458052,700.1473837743464,691.436,13,8.71138377434636,0.012598973403679239,-8.563999999999965,-0.012234285714285663
7,7,0.2999999997525105,0.2499999986268802,0.4999999999701068,0.1250000000629391,702.0883766872706,689.382,14,12.706376687270676,0.01843154693228236,-10.618000000000052,-0.015168571428571503
8,8,0.2999999998752991,0.249999998668002,0.4999999999787873,0.1250000000458558,700.1986781685723,692.646,12,7.552678168572356,0.010904095553244163,-7.354000000000042,-0.010505714285714346
9,9,0.2999999986477373,0.2499999917377383,0.4999999998276475,0.1250000003647098,701.8679573067911,690.493,13,11.374957306791089,0.01647367505071172,-9.506999999999948,-0.013581428571428498
