,ratio,rndint,dataset,kernel,prediction,std dev.,target,diff
3103,0.2,725.0,Sobol2,ESS,741.2458325268566,0.10540797716158123,707.0,-34.24583252685659
3104,0.2,171.0,Grid1296,RBF,0.0,1.0,707.0,707.0
3105,0.2,171.0,Grid1296,Matern,711.7433868374075,0.44974047209753726,707.0,-4.743386837407456
3106,0.2,171.0,Grid1296,RQ,715.0021929702372,0.6745640655077637,707.0,-8.00219297023716
3107,0.2,171.0,Grid1296,ESS,294.2126066974015,0.9370297770711987,707.0,412.7873933025985
3108,0.2,171.0,Grid2401,RBF,0.0,1.0,707.0,707.0
3109,0.2,171.0,Grid2401,Matern,700.0234294358448,0.44704438047958744,707.0,6.976570564155168
3110,0.2,171.0,Grid2401,RQ,748.1260103307314,0.7028203486704228,707.0,-41.12601033073145
3111,0.2,171.0,Grid2401,ESS,585.2184412729007,0.709336454598619,707.0,121.78155872709931
3112,0.2,171.0,Sobol1,RBF,0.0,1.0,707.0,707.0
3113,0.2,171.0,Sobol1,Matern,712.4587176858219,0.18989097089572934,707.0,-5.458717685821853
3114,0.2,171.0,Sobol1,RQ,702.2888432130628,0.4568957200372425,707.0,4.711156786937181
3115,0.2,171.0,Sobol1,ESS,714.7937643342493,0.06914925551701064,707.0,-7.7937643342493175
3116,0.2,171.0,Sobol2,RBF,3.1913502863929733e-103,1.0,707.0,707.0
3117,0.2,171.0,Sobol2,Matern,717.9941556461472,0.23452576053241142,707.0,-10.994155646147192
3118,0.2,171.0,Sobol2,RQ,701.9069499854268,0.532253731357049,707.0,5.093050014573237
3119,0.2,171.0,Sobol2,ESS,730.6476889942965,0.13087221320420078,707.0,-23.64768899429646
3120,0.2,593.0,Grid1296,RBF,275.9331592424262,0.9444079206448742,707.0,431.0668407575738
3121,0.2,593.0,Grid1296,Matern,713.5620423012606,0.44297030353602296,707.0,-6.56204230126059
3122,0.2,593.0,Grid1296,RQ,713.9511956619243,0.6719721697769941,707.0,-6.9511956619243165
3123,0.2,593.0,Grid1296,ESS,275.93330609339523,0.9444078819689125,707.0,431.06669390660477
3124,0.2,593.0,Grid2401,RBF,0.0,1.0,707.0,707.0
3125,0.2,593.0,Grid2401,Matern,701.9552964522901,0.42969596222663775,707.0,5.044703547709901
3126,0.2,593.0,Grid2401,RQ,745.8878762925899,0.7045407596011504,707.0,-38.88787629258991
3127,0.2,593.0,Grid2401,ESS,567.504009261009,0.7249802169768423,707.0,139.49599073899105
3128,0.2,593.0,Sobol1,RBF,725.405576001036,0.043556303341134,707.0,-18.405576001036025
3129,0.2,593.0,Sobol1,Matern,720.7831752612487,0.12960951485734432,707.0,-13.783175261248743
3130,0.2,593.0,Sobol1,RQ,716.0154696256493,0.35140426410932246,707.0,-9.015469625649303
3131,0.2,593.0,Sobol1,ESS,726.8703408622546,0.04932870815201103,707.0,-19.87034086225458
3132,0.2,593.0,Sobol2,RBF,743.2018111104653,0.08333356485823122,707.0,-36.201811110465314
3133,0.2,593.0,Sobol2,Matern,723.8928814391594,0.19577390708344722,707.0,-16.892881439159396
3134,0.2,593.0,Sobol2,RQ,713.6798406768169,0.4907281962495343,707.0,-6.679840676816866
3135,0.2,593.0,Sobol2,ESS,743.2017974361434,0.08333356428075676,707.0,-36.20179743614335
3136,0.2,78.0,Grid1296,RBF,289.80790348198,0.9393139647247779,707.0,417.19209651802
3137,0.2,78.0,Grid1296,Matern,713.8075903169143,0.4423808887156288,707.0,-6.807590316914343
3138,0.2,78.0,Grid1296,RQ,713.9710971714234,0.6728829276908252,707.0,-6.9710971714233665
3139,0.2,78.0,Grid1296,ESS,0.0,1.0,707.0,707.0
3140,0.2,78.0,Grid2401,RBF,595.0619671854433,0.6777965138426697,707.0,111.93803281455666
3141,0.2,78.0,Grid2401,Matern,703.8224288847223,0.4082731266535765,707.0,3.177571115277715
3142,0.2,78.0,Grid2401,RQ,750.3124499752446,0.6880358539557827,707.0,-43.31244997524459
3143,0.2,78.0,Grid2401,ESS,0.0,1.0,707.0,707.0
3144,0.2,78.0,Sobol1,RBF,725.0168492006906,0.09844295497101628,707.0,-18.016849200690558
3145,0.2,78.0,Sobol1,Matern,723.152284261554,0.2000568790102359,707.0,-16.152284261553973
3146,0.2,78.0,Sobol1,RQ,718.9702406824929,0.48327584947640373,707.0,-11.970240682492886
3147,0.2,78.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3148,0.2,78.0,Sobol2,RBF,727.1461956057938,0.061247991157905676,707.0,-20.146195605793764
3149,0.2,78.0,Sobol2,Matern,724.4133104456116,0.18148548503635462,707.0,-17.413310445611614
3150,0.2,78.0,Sobol2,RQ,714.1705314447145,0.46304556445396683,707.0,-7.17053144471447
3151,0.2,78.0,Sobol2,ESS,4.905573067677173e-89,1.0,707.0,707.0
3152,0.2,390.0,Grid1296,RBF,252.56919314151662,0.9530418054827928,707.0,454.4308068584834
3153,0.2,390.0,Grid1296,Matern,712.5240431736843,0.44470054513040913,707.0,-5.5240431736842766
3154,0.2,390.0,Grid1296,RQ,714.7908409094424,0.671590906966138,707.0,-7.790840909442409
3155,0.2,390.0,Grid1296,ESS,252.56920698760268,0.9530418018586998,707.0,454.4307930123973
3156,0.2,390.0,Grid2401,RBF,552.8559752125203,0.7349103869212137,707.0,154.14402478747968
3157,0.2,390.0,Grid2401,Matern,702.2303440591537,0.44623115225868654,707.0,4.769655940846292
3158,0.2,390.0,Grid2401,RQ,750.533068618586,0.7065201256616208,707.0,-43.53306861858596
3159,0.2,390.0,Grid2401,ESS,552.8559801184413,0.7349103805628223,707.0,154.14401988155873
3160,0.2,390.0,Sobol1,RBF,702.1068842682635,0.067459040540266,707.0,4.893115731736543
3161,0.2,390.0,Sobol1,Matern,709.4477630229803,0.162486789238831,707.0,-2.4477630229803253
3162,0.2,390.0,Sobol1,RQ,700.3969321312113,0.4112745507504189,707.0,6.603067868788685
3163,0.2,390.0,Sobol1,ESS,702.1068882830486,0.06745901682888274,707.0,4.893111716951353
3164,0.2,390.0,Sobol2,RBF,733.4813105678388,0.07879685588162107,707.0,-26.48131056783882
3165,0.2,390.0,Sobol2,Matern,724.7025173217048,0.19618359087949197,707.0,-17.702517321704818
3166,0.2,390.0,Sobol2,RQ,716.8306909040537,0.4846051850028919,707.0,-9.830690904053654
3167,0.2,390.0,Sobol2,ESS,733.4813226534045,0.07879689954392399,707.0,-26.481322653404504
3168,0.2,588.0,Grid1296,RBF,292.3949552632304,0.9378075088737178,707.0,414.6050447367696
3169,0.2,588.0,Grid1296,Matern,710.1297848269953,0.4490887648456219,707.0,-3.1297848269953192
3170,0.2,588.0,Grid1296,RQ,709.8106908256506,0.6773113430544688,707.0,-2.8106908256505676
3171,0.2,588.0,Grid1296,ESS,701.4001159667969,0.0024988769952781873,707.0,5.599884033203125
3172,0.2,588.0,Grid2401,RBF,556.9279971357736,0.719693988927872,707.0,150.07200286422642
3173,0.2,588.0,Grid2401,Matern,702.8149659408898,0.4473485412291115,707.0,4.185034059110194
3174,0.2,588.0,Grid2401,RQ,750.8962885893035,0.715553400281304,707.0,-43.89628858930348
3175,0.2,588.0,Grid2401,ESS,730.2542419433594,0.0004895253808969472,707.0,-23.254241943359375
3176,0.2,588.0,Sobol1,RBF,715.9305191736003,0.04504063919180238,707.0,-8.93051917360026
3177,0.2,588.0,Sobol1,Matern,718.5157695520202,0.12754043465792353,707.0,-11.515769552020174
3178,0.2,588.0,Sobol1,RQ,715.0669876020149,0.3451943982771294,707.0,-8.066987602014933
3179,0.2,588.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3180,0.2,588.0,Sobol2,RBF,734.6535168583791,0.11908396043275207,707.0,-27.653516858379135
3181,0.2,588.0,Sobol2,Matern,719.197966798615,0.2285861107344344,707.0,-12.19796679861497
3182,0.2,588.0,Sobol2,RQ,707.8339208769369,0.5284718245565546,707.0,-0.8339208769368724
3183,0.2,588.0,Sobol2,ESS,1.371916085938781e-21,1.0,707.0,707.0
3184,0.2,530.0,Grid1296,RBF,303.54600029244597,0.9320399677461841,707.0,403.45399970755403
3185,0.2,530.0,Grid1296,Matern,711.6098498371994,0.441637441485006,707.0,-4.609849837199363
3186,0.2,530.0,Grid1296,RQ,715.298676046002,0.6739701502026308,707.0,-8.298676046002015
3187,0.2,530.0,Grid1296,ESS,303.548281121208,0.9320392898608324,707.0,403.451718878792
3188,0.2,530.0,Grid2401,RBF,602.2072421412996,0.6799481530388355,707.0,104.79275785870038
3189,0.2,530.0,Grid2401,Matern,706.0209704386673,0.3920340459686007,707.0,0.9790295613327089
3190,0.2,530.0,Grid2401,RQ,747.062367894785,0.6808928574906261,707.0,-40.062367894784984
3191,0.2,530.0,Grid2401,ESS,602.2075797238701,0.6799475607784567,707.0,104.79242027612986
3192,0.2,530.0,Sobol1,RBF,719.2272099552065,0.041283513232918755,707.0,-12.22720995520649
3193,0.2,530.0,Sobol1,Matern,718.2653052657029,0.13361621236753055,707.0,-11.265305265702864
3194,0.2,530.0,Sobol1,RQ,715.1652275417732,0.35760863927131953,707.0,-8.16522754177322
3195,0.2,530.0,Sobol1,ESS,719.2272023957476,0.04128344206178629,707.0,-12.227202395747554
3196,0.2,530.0,Sobol2,RBF,726.5310821491449,0.10395523493464302,707.0,-19.531082149144936
3197,0.2,530.0,Sobol2,Matern,719.548602916009,0.21144951083741254,707.0,-12.548602916009031
3198,0.2,530.0,Sobol2,RQ,703.8753083618387,0.5136579464329828,707.0,3.1246916381612664
3199,0.2,530.0,Sobol2,ESS,728.6271065231804,0.12112670240460892,707.0,-21.627106523180373
3200,0.25,297.0,Grid1296,RBF,0.0,1.0,707.0,707.0
3201,0.25,297.0,Grid1296,Matern,711.9471373963186,0.45229279763630437,707.0,-4.947137396318567
3202,0.25,297.0,Grid1296,RQ,712.185714590716,0.6843279429516482,707.0,-5.185714590715975
3203,0.25,297.0,Grid1296,ESS,55.24906309647421,0.9965492946456487,707.0,651.7509369035258
3204,0.25,297.0,Grid2401,RBF,0.0,1.0,707.0,707.0
3205,0.25,297.0,Grid2401,Matern,704.2233186931551,0.4300074043431836,707.0,2.776681306844921
3206,0.25,297.0,Grid2401,RQ,749.6943692798052,0.6951717613320754,707.0,-42.69436927980519
3207,0.25,297.0,Grid2401,ESS,171.5325134216818,0.9864080278338091,707.0,535.4674865783181
3208,0.25,297.0,Sobol1,RBF,0.0,1.0,707.0,707.0
3209,0.25,297.0,Sobol1,Matern,720.406549650209,0.12872733626765492,707.0,-13.406549650208945
3210,0.25,297.0,Sobol1,RQ,716.4084172596467,0.3512533449720788,707.0,-9.40841725964674
3211,0.25,297.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3212,0.25,297.0,Sobol2,RBF,0.0,1.0,707.0,707.0
3213,0.25,297.0,Sobol2,Matern,724.1826202083417,0.1805428873986301,707.0,-17.182620208341746
3214,0.25,297.0,Sobol2,RQ,716.6840990333451,0.46136864257786936,707.0,-9.684099033345092
3215,0.25,297.0,Sobol2,ESS,5.954080888438102e-16,1.0,707.0,707.0
3216,0.25,582.0,Grid1296,RBF,289.5239600990481,0.9365769511682449,707.0,417.4760399009519
3217,0.25,582.0,Grid1296,Matern,707.1139853881873,0.43893137871565874,707.0,-0.1139853881873023
3218,0.25,582.0,Grid1296,RQ,710.0955159919082,0.6748959080197903,707.0,-3.0955159919082007
3219,0.25,582.0,Grid1296,ESS,751.549072265625,1.7307171116154922e-06,707.0,-44.549072265625
3220,0.25,582.0,Grid2401,RBF,486.9799338173608,0.7967433615124122,707.0,220.0200661826392
3221,0.25,582.0,Grid2401,Matern,715.5517130628982,0.48342439601881526,707.0,-8.551713062898216
3222,0.25,582.0,Grid2401,RQ,762.4742937085473,0.7190277653355195,707.0,-55.47429370854729
3223,0.25,582.0,Grid2401,ESS,777.4345703125,1.3462273453611413e-06,707.0,-70.4345703125
3224,0.25,582.0,Sobol1,RBF,711.678721339842,0.07297178991722422,707.0,-4.6787213398420135
3225,0.25,582.0,Sobol1,Matern,712.7596131336098,0.15518040917489292,707.0,-5.759613133609832
3226,0.25,582.0,Sobol1,RQ,703.9240876806995,0.3921185435415115,707.0,3.075912319300528
3227,0.25,582.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3228,0.25,582.0,Sobol2,RBF,708.3307883408033,0.139364804649294,707.0,-1.3307883408033376
3229,0.25,582.0,Sobol2,Matern,706.6198854318606,0.24799959893860024,707.0,0.38011456813944733
3230,0.25,582.0,Sobol2,RQ,689.7081792746878,0.5474568531366057,707.0,17.291820725312164
3231,0.25,582.0,Sobol2,ESS,0.0,1.0,707.0,707.0
3232,0.25,510.0,Grid1296,RBF,317.89037379541423,0.9289258283946429,707.0,389.10962620458577
3233,0.25,510.0,Grid1296,Matern,710.8875785112637,0.4445274783808645,707.0,-3.887578511263655
3234,0.25,510.0,Grid1296,RQ,711.6224659785112,0.6781396242439607,707.0,-4.622465978511173
3235,0.25,510.0,Grid1296,ESS,0.0,1.0,707.0,707.0
3236,0.25,510.0,Grid2401,RBF,615.5283622337007,0.639812600771777,707.0,91.4716377662993
3237,0.25,510.0,Grid2401,Matern,706.1068198130182,0.38246588907508283,707.0,0.8931801869817946
3238,0.25,510.0,Grid2401,RQ,749.1742453050725,0.6964764031655002,707.0,-42.17424530507253
3239,0.25,510.0,Grid2401,ESS,0.0,1.0,707.0,707.0
3240,0.25,510.0,Sobol1,RBF,729.0388951861742,0.0638048433103751,707.0,-22.03889518617416
3241,0.25,510.0,Sobol1,Matern,722.8704526546192,0.1667294513537143,707.0,-15.870452654619157
3242,0.25,510.0,Sobol1,RQ,717.5450780370545,0.4338612174380951,707.0,-10.545078037054509
3243,0.25,510.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3244,0.25,510.0,Sobol2,RBF,724.6846892859257,0.06416664891320703,707.0,-17.684689285925742
3245,0.25,510.0,Sobol2,Matern,718.2189463453394,0.19281931395086185,707.0,-11.218946345339418
3246,0.25,510.0,Sobol2,RQ,706.5842357583535,0.47929341096002415,707.0,0.41576424164645687
3247,0.25,510.0,Sobol2,ESS,0.0,1.0,707.0,707.0
3248,0.25,678.0,Sobol1,RBF,718.3180610673103,0.05111433521289755,707.0,-11.318061067310282
3249,0.25,678.0,Grid1296,RBF,324.400396237671,0.9268809524634151,707.0,382.599603762329
3250,0.25,678.0,Grid1296,Matern,711.6186689393477,0.4424806805314786,707.0,-4.618668939347685
3251,0.25,678.0,Grid1296,RQ,712.7494397156511,0.6735138078155207,707.0,-5.749439715651079
3252,0.25,678.0,Grid1296,ESS,0.0,1.0,707.0,707.0
3253,0.25,678.0,Grid2401,RBF,584.8615582154647,0.7142654722298537,707.0,122.1384417845353
3254,0.25,678.0,Grid2401,Matern,703.086430844998,0.4367748684101105,707.0,3.913569155002051
3255,0.25,678.0,Grid2401,RQ,747.2760327454007,0.7120163870240936,707.0,-40.2760327454007
3256,0.25,678.0,Grid2401,ESS,4.1498470902515934e-53,1.0,707.0,707.0
3257,0.25,678.0,Sobol1,Matern,718.0566428423044,0.14025008084083548,707.0,-11.056642842304427
3258,0.25,678.0,Sobol1,RQ,714.1614694143628,0.3741180044024632,707.0,-7.161469414362841
3259,0.25,678.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3260,0.25,678.0,Sobol2,RBF,736.335164295914,0.08297576155691043,707.0,-29.335164295913955
3261,0.25,678.0,Sobol2,Matern,723.3807896881751,0.19540329401098538,707.0,-16.380789688175128
3262,0.25,678.0,Sobol2,RQ,712.0708733276498,0.4950099766217936,707.0,-5.070873327649792
3263,0.25,678.0,Sobol2,ESS,3.1858940085093675e-113,1.0,707.0,707.0
3264,0.25,16.0,Grid1296,RBF,312.8803131806835,0.9289321677178689,707.0,394.1196868193165
3265,0.25,16.0,Grid1296,Matern,708.7961279764023,0.4571663689444713,707.0,-1.7961279764023175
3266,0.25,16.0,Grid1296,RQ,711.4059747755599,0.6843453242151485,707.0,-4.405974775559912
3267,0.25,16.0,Grid1296,ESS,-10.054910164403989,0.0,707.0,717.054910164404
3268,0.25,16.0,Grid2401,RBF,585.4466635628931,0.7002319200883337,707.0,121.55333643710685
3269,0.25,16.0,Grid2401,Matern,703.3974611276341,0.4431178676466622,707.0,3.602538872365926
3270,0.25,16.0,Grid2401,RQ,751.1909687324141,0.715872156280577,707.0,-44.19096873241415
3271,0.25,16.0,Grid2401,ESS,0.0,1.0,707.0,707.0
3272,0.25,16.0,Sobol1,RBF,723.2776453930355,0.04587069037374028,707.0,-16.277645393035527
3273,0.25,16.0,Sobol1,Matern,718.8663642640238,0.13460274205453282,707.0,-11.866364264023787
3274,0.25,16.0,Sobol1,RQ,713.5365471312932,0.36919756156258804,707.0,-6.536547131293219
3275,0.25,16.0,Sobol1,ESS,6.725862499272405e-209,1.0,707.0,707.0
3276,0.25,16.0,Sobol2,RBF,733.0195859424575,0.08120281747893879,707.0,-26.019585942457525
3277,0.25,16.0,Sobol2,Matern,727.5244937446357,0.20234549152138026,707.0,-20.52449374463572
3278,0.25,16.0,Sobol2,RQ,712.832050764611,0.5020812731160524,707.0,-5.83205076461104
3279,0.25,16.0,Sobol2,ESS,733.0195859484384,0.08120281757334344,707.0,-26.019585948438362
3280,0.25,272.0,Grid1296,RBF,292.45873106138026,0.937325797920106,707.0,414.54126893861974
3281,0.25,272.0,Grid1296,Matern,713.4385957296623,0.44424327240490613,707.0,-6.438595729662325
3282,0.25,272.0,Grid1296,RQ,715.0410509066938,0.6672168944893411,707.0,-8.04105090669384
3283,0.25,272.0,Grid1296,ESS,0.0,1.0,707.0,707.0
3284,0.25,272.0,Grid2401,RBF,576.0099258505695,0.7064886471933747,707.0,130.99007414943048
3285,0.25,272.0,Grid2401,Matern,700.0347700806083,0.409476686546213,707.0,6.9652299193917315
3286,0.25,272.0,Grid2401,RQ,746.6257117977382,0.6831669231722027,707.0,-39.62571179773818
3287,0.25,272.0,Grid2401,ESS,0.0,1.0,707.0,707.0
3288,0.25,272.0,Sobol1,RBF,728.3209785503313,0.05737112145518266,707.0,-21.320978550331347
3289,0.25,272.0,Sobol1,Matern,722.76234548401,0.15899456621887287,707.0,-15.762345484009984
3290,0.25,272.0,Sobol1,RQ,718.5983342140424,0.41521826838371706,707.0,-11.598334214042438
3291,0.25,272.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3292,0.25,272.0,Sobol2,RBF,740.248674378438,0.0898767351526433,707.0,-33.248674378437954
3293,0.25,272.0,Sobol2,Matern,724.2743900983577,0.1985369180969234,707.0,-17.274390098357685
3294,0.25,272.0,Sobol2,RQ,714.1429575181592,0.4973571098731697,707.0,-7.1429575181591645
3295,0.25,272.0,Sobol2,ESS,1.371916085938781e-21,1.0,707.0,707.0
3296,0.25,711.0,Grid1296,RBF,0.0,1.0,707.0,707.0
3297,0.25,711.0,Grid1296,Matern,713.8653954154779,0.43953295047557484,707.0,-6.865395415477906
3298,0.25,711.0,Grid1296,RQ,711.1162033733582,0.6716254931392583,707.0,-4.116203373358189
3299,0.25,711.0,Grid1296,ESS,0.16232453564461685,0.9999999684158477,707.0,706.8376754643554
3300,0.25,711.0,Grid2401,RBF,0.0,1.0,707.0,707.0
3301,0.25,711.0,Grid2401,Matern,703.140230399972,0.4411926377514024,707.0,3.8597696000280166
3302,0.25,711.0,Grid2401,RQ,751.4861615439612,0.7130132758488176,707.0,-44.4861615439612
3303,0.25,711.0,Grid2401,ESS,0.14722591244132888,0.9999999832963313,707.0,706.8527740875587
3304,0.25,711.0,Sobol1,RBF,728.6228848059031,0.04657439389565783,707.0,-21.62288480590314
3305,0.25,711.0,Sobol1,Matern,719.056074928392,0.1345075052686126,707.0,-12.056074928392036
3306,0.25,711.0,Sobol1,RQ,713.3814460242197,0.3635590809750642,707.0,-6.381446024219713
3307,0.25,711.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3308,0.25,711.0,Sobol2,RBF,729.0047485731484,0.11907708748441127,707.0,-22.00474857314839
3309,0.25,711.0,Sobol2,Matern,722.6617493159151,0.23083980288774422,707.0,-15.66174931591513
3310,0.25,711.0,Sobol2,RQ,707.9444082003519,0.5399869542285751,707.0,-0.9444082003518588
3311,0.25,711.0,Sobol2,ESS,0.0,1.0,707.0,707.0
3312,0.25,111.0,Grid1296,RBF,313.8722569064694,0.9300375929554408,707.0,393.1277430935306
3313,0.25,111.0,Grid1296,Matern,712.2331876025396,0.4401626465305322,707.0,-5.233187602539601
3314,0.25,111.0,Grid1296,RQ,712.3512717404101,0.6678780902402549,707.0,-5.351271740410084
3315,0.25,111.0,Grid1296,ESS,0.0,1.0,707.0,707.0
3316,0.25,111.0,Grid2401,RBF,616.0711147322354,0.6511794855065226,707.0,90.9288852677646
3317,0.25,111.0,Grid2401,Matern,705.5493504102358,0.4258490839603548,707.0,1.4506495897642253
3318,0.25,111.0,Grid2401,RQ,750.8386628268695,0.704144579838759,707.0,-43.838662826869495
3319,0.25,111.0,Grid2401,ESS,0.0,1.0,707.0,707.0
3320,0.25,111.0,Sobol1,RBF,715.0094737648269,0.04057484264016619,707.0,-8.009473764826907
3321,0.25,111.0,Sobol1,Matern,718.5463779837266,0.12842801264990655,707.0,-11.546377983726643
3322,0.25,111.0,Sobol1,RQ,715.5025932109615,0.3448860097246441,707.0,-8.50259321096155
3323,0.25,111.0,Sobol1,ESS,0.0,1.0,707.0,707.0
3324,0.25,111.0,Sobol2,RBF,736.8879838265248,0.08326481665774026,707.0,-29.88798382652476
3325,0.25,111.0,Sobol2,Matern,723.0420103244319,0.19445128251641264,707.0,-16.042010324431885
3326,0.25,111.0,Sobol2,RQ,712.1032768725058,0.48826306897798843,707.0,-5.10327687250583
3327,0.25,111.0,Sobol2,ESS,2.4908098028145417e-12,1.0,707.0,706.9999999999975
3328,0.25,928.0,Grid1296,RBF,280.5754597258456,0.941359862816584,707.0,426.4245402741544
3329,0.25,928.0,Grid1296,Matern,710.0440276091217,0.4440946737204572,707.0,-3.044027609121713
3330,0.25,928.0,Grid1296,RQ,714.2571354697557,0.6754474643044288,707.0,-7.257135469755667
3331,0.25,928.0,Grid1296,ESS,280.5766495729997,0.941359535288286,707.0,426.4233504270003
3332,0.25,928.0,Grid2401,RBF,568.2884200149024,0.7238454605002821,707.0,138.71157998509761
3333,0.25,928.0,Grid2401,Matern,704.3028973517612,0.44598649237373184,707.0,2.697102648238797
3334,0.25,928.0,Grid2401,RQ,749.5724987546221,0.7077935918004915,707.0,-42.572498754622075
3335,0.25,928.0,Grid2401,ESS,568.2886689602102,0.7238451585426319,707.0,138.7113310397898
3336,0.25,928.0,Sobol1,RBF,711.6791288580271,0.08162172448720509,707.0,-4.67912885802707
3337,0.25,928.0,Sobol1,Matern,710.3522619790797,0.16018231383367354,707.0,-3.3522619790796853
3338,0.25,928.0,Sobol1,RQ,701.4026625078246,0.39115770006593054,707.0,5.59733749217537
3339,0.25,928.0,Sobol1,ESS,711.6791861802517,0.08162160229905313,707.0,-4.6791861802516905
3340,0.25,928.0,Sobol2,RBF,737.0303692983657,0.12274770490856278,707.0,-30.030369298365713
3341,0.25,928.0,Sobol2,Matern,720.535591840007,0.22645541532059038,707.0,-13.535591840006987
3342,0.25,928.0,Sobol2,RQ,706.0438886000798,0.5240037240785719,707.0,0.9561113999202462
3343,0.25,928.0,Sobol2,ESS,737.0302599362003,0.12274751184225396,707.0,-30.03025993620031
3344,0.25,171.0,Grid1296,RBF,0.0,1.0,707.0,707.0
3345,0.25,171.0,Grid1296,Matern,711.910974139356,0.44346755782373776,707.0,-4.910974139355972
3346,0.25,171.0,Grid1296,RQ,714.4754940513329,0.6732653117193048,707.0,-7.47549405133293
3347,0.25,171.0,Grid1296,ESS,319.84809177170973,0.9271011156502963,707.0,387.15190822829027
3348,0.25,171.0,Grid2401,RBF,0.0,1.0,707.0,707.0
3349,0.25,171.0,Grid2401,Matern,701.8718154456161,0.4380427680479359,707.0,5.128184554383893
3350,0.25,171.0,Grid2401,RQ,745.6757800273803,0.7049963099484666,707.0,-38.675780027380256
3351,0.25,171.0,Grid2401,ESS,603.2328282788964,0.6850007345443607,707.0,103.76717172110364
3352,0.25,171.0,Sobol1,RBF,0.0,1.0,707.0,707.0
3353,0.25,171.0,Sobol1,Matern,712.1976291160565,0.1885581924145788,707.0,-5.197629116056532
3354,0.25,171.0,Sobol1,RQ,702.1933774129359,0.45446449009103695,707.0,4.806622587064112
3355,0.25,171.0,Sobol1,ESS,711.8406801008887,0.06838701288000715,707.0,-4.840680100888676
3356,0.25,171.0,Sobol2,RBF,3.1913502863813627e-103,1.0,707.0,707.0
3357,0.25,171.0,Sobol2,Matern,716.2925342060814,0.22985450433608934,707.0,-9.292534206081427
3358,0.25,171.0,Sobol2,RQ,702.1447538991515,0.5239865167180465,707.0,4.85524610084849
3359,0.25,171.0,Sobol2,ESS,733.3923726566582,0.1338528411707033,707.0,-26.392372656658154
3360,0.25,633.0,Grid1296,RBF,0.0,1.0,707.0,707.0
3361,0.25,633.0,Grid1296,Matern,1.110339804294201e-41,1.0,707.0,707.0
3362,0.25,633.0,Grid1296,RQ,716.1867680772212,0.6774346128765821,707.0,-9.186768077221245
3363,0.25,633.0,Grid1296,ESS,0.00013346051503592776,0.9999999999999786,707.0,706.999866539485
3364,0.25,633.0,Grid2401,RBF,0.0,1.0,707.0,707.0
3365,0.25,633.0,Grid2401,Matern,8.55957708341398e-20,1.0,707.0,707.0
3366,0.25,633.0,Grid2401,RQ,742.2888108144352,0.7007508657634912,707.0,-35.28881081443524
3367,0.25,633.0,Grid2401,ESS,320.8717773306376,0.8639648514715009,707.0,386.1282226693624
3368,0.25,633.0,Sobol1,RBF,0.0,1.0,707.0,707.0
3369,0.25,633.0,Sobol1,Matern,2.9431498543466645e-14,1.0,707.0,707.0
3370,0.25,633.0,Sobol1,RQ,715.3315184506009,0.36923528950392054,707.0,-8.331518450600925
3371,0.25,633.0,Sobol1,ESS,1.278015615667646e-299,1.0,707.0,707.0
3372,0.25,633.0,Sobol2,RBF,0.0,1.0,707.0,707.0
3373,0.25,633.0,Sobol2,Matern,728.5651182579418,0.21892870194332234,707.0,-21.565118257941776
3374,0.25,633.0,Sobol2,RQ,717.2810801750309,0.5188436774805534,707.0,-10.281080175030866
3375,0.25,633.0,Sobol2,ESS,0.0,1.0,707.0,707.0
3376,0.25,791.0,Grid1296,RBF,317.4380382881685,0.9298344939001566,707.0,389.5619617118315
3377,0.25,791.0,Grid1296,Matern,714.6819529401505,0.43083461167553827,707.0,-7.681952940150495
3378,0.25,791.0,Grid1296,RQ,713.0952667131637,0.6706325258805506,707.0,-6.09526671316371
3379,0.25,791.0,Grid1296,ESS,0.0,1.0,707.0,707.0
3380,0.25,791.0,Grid2401,RBF,512.2616000053075,0.7246259084434751,707.0,194.7383999946925
3381,0.25,791.0,Grid2401,Matern,683.2248223182879,0.4499880452285553,707.0,23.77517768171208
3382,0.25,791.0,Grid2401,RQ,743.404247979372,0.7162219187467427,707.0,-36.40424797937203
3383,0.25,791.0,Grid2401,ESS,0.0,1.0,707.0,707.0
3384,0.25,791.0,Sobol1,RBF,724.202368206553,0.04399564442784678,707.0,-17.202368206553047
3385,0.25,791.0,Sobol1,Matern,718.7932974830186,0.13602601931826955,707.0,-11.793297483018591
3386,0.25,791.0,Sobol1,RQ,712.9588347923963,0.37008942485745877,707.0,-5.95883479239626
3387,0.25,791.0,Sobol1,ESS,724.2023672680052,0.043995639874448135,707.0,-17.20236726800522
3388,0.25,791.0,Sobol2,RBF,733.4887800998657,0.11831844691736039,707.0,-26.48878009986572
3389,0.25,791.0,Sobol2,Matern,721.72117966478,0.22946093292768918,707.0,-14.721179664780038
3390,0.25,791.0,Sobol2,RQ,704.3755655253788,0.5255957093315278,707.0,2.624434474621239
3391,0.25,791.0,Sobol2,ESS,733.4887732073923,0.11831844975735976,707.0,-26.48877320739234
