,ratio,rndint,dataset,kernel,prediction,std dev.,target,diff
5679,0.4,711.0,Sobol2,ESS,0.0,1.0,707.0,707.0
5680,0.4,111.0,Grid1296,RBF,387.04339953620473,0.9029135823805035,707.0,319.95660046379527
5681,0.4,111.0,Grid1296,Matern,709.5023782291083,0.4418032622581932,707.0,-2.5023782291083307
5682,0.4,111.0,Grid1296,RQ,709.8771628665606,0.6736540802031421,707.0,-2.8771628665606386
5683,0.4,111.0,Grid1296,ESS,0.0,1.0,707.0,707.0
5684,0.4,111.0,Grid2401,RBF,609.4641842843797,0.6252302853640146,707.0,97.53581571562029
5685,0.4,111.0,Grid2401,Matern,711.0098687769114,0.40363621336135,707.0,-4.009868776911389
5686,0.4,111.0,Grid2401,RQ,752.0728886864495,0.6883312413210315,707.0,-45.07288868644946
5687,0.4,111.0,Grid2401,ESS,0.0,1.0,707.0,707.0
5688,0.4,111.0,Sobol1,RBF,719.0825180267548,0.034828370220931576,707.0,-12.08251802675477
5689,0.4,111.0,Sobol1,Matern,717.8674151445929,0.12246743989319407,707.0,-10.867415144592883
5690,0.4,111.0,Sobol1,RQ,714.9780836170862,0.3387815254264901,707.0,-7.978083617086213
5691,0.4,111.0,Sobol1,ESS,0.0,1.0,707.0,707.0
5692,0.4,111.0,Sobol2,RBF,741.3280592913006,0.09406954967414993,707.0,-34.32805929130063
5693,0.4,111.0,Sobol2,Matern,721.1551986538077,0.20242861370920565,707.0,-14.155198653807702
5694,0.4,111.0,Sobol2,RQ,706.4367322625424,0.4988203153334217,707.0,0.563267737457636
5695,0.4,111.0,Sobol2,ESS,0.0,1.0,707.0,707.0
5696,0.4,930.0,Grid1296,RBF,374.36471738161435,0.8987860325325823,707.0,332.63528261838565
5697,0.4,930.0,Grid1296,Matern,714.8658670006253,0.41728294129456733,707.0,-7.865867000625258
5698,0.4,930.0,Grid1296,RQ,715.7186425785376,0.6618833459405644,707.0,-8.718642578537583
5699,0.4,930.0,Grid1296,ESS,1299.526321654835,0.0,707.0,-592.5263216548351
5700,0.4,930.0,Grid2401,RBF,626.2810289019799,0.5691949279986516,707.0,80.71897109802012
5701,0.4,930.0,Grid2401,Matern,709.5301687062707,0.3213490853904686,707.0,-2.5301687062707288
5702,0.4,930.0,Grid2401,RQ,744.9240498206241,0.6184383932567331,707.0,-37.92404982062408
5703,0.4,930.0,Grid2401,ESS,1179.6036115646787,0.0,707.0,-472.60361156467866
5704,0.4,930.0,Sobol1,RBF,722.84341444844,0.047359135366184524,707.0,-15.843414448439944
5705,0.4,930.0,Sobol1,Matern,720.176351503536,0.1422258640520364,707.0,-13.176351503536011
5706,0.4,930.0,Sobol1,RQ,715.3016238908613,0.37730737366505274,707.0,-8.301623890861265
5707,0.4,930.0,Sobol1,ESS,1.469966063165539e-220,1.0,707.0,707.0
5708,0.4,930.0,Sobol2,RBF,734.6930993644323,0.06990106665960909,707.0,-27.693099364432328
5709,0.4,930.0,Sobol2,Matern,726.3213624371901,0.19351732619306317,707.0,-19.321362437190146
5710,0.4,930.0,Sobol2,RQ,716.1524243138474,0.495639987363431,707.0,-9.152424313847405
5711,0.4,930.0,Sobol2,ESS,0.0,1.0,707.0,707.0
5712,0.4,562.0,Grid1296,RBF,0.0,1.0,707.0,707.0
5713,0.4,562.0,Grid1296,Matern,708.3210593964282,0.4197107604790039,707.0,-1.3210593964281543
5714,0.4,562.0,Grid1296,RQ,706.3371460330309,0.6669059998243675,707.0,0.6628539669691236
5715,0.4,562.0,Grid1296,ESS,402.5795754864098,0.8895068147354359,707.0,304.4204245135902
5716,0.4,562.0,Grid2401,RBF,0.0,1.0,707.0,707.0
5717,0.4,562.0,Grid2401,Matern,730.4855034330749,0.3787404044823541,707.0,-23.485503433074882
5718,0.4,791.0,Grid1296,RBF,429.349134253049,0.8806713360053106,707.0,277.650865746951
5719,0.4,791.0,Grid1296,Matern,714.7154290836779,0.41438181167398236,707.0,-7.715429083677918
5720,0.4,562.0,Grid2401,RQ,767.4711200834843,0.6723076220746259,707.0,-60.471120083484266
5721,0.4,791.0,Grid1296,RQ,716.262035134533,0.6675372003311187,707.0,-9.262035134532994
5722,0.4,562.0,Grid2401,ESS,637.3070751329093,0.6085077956221946,707.0,69.69292486709071
5723,0.4,791.0,Grid1296,ESS,0.0,1.0,707.0,707.0
5724,0.4,791.0,Grid2401,RBF,581.9610357509249,0.6053896185954152,707.0,125.0389642490751
5725,0.4,562.0,Sobol1,RBF,0.0,1.0,707.0,707.0
5726,0.4,791.0,Grid2401,Matern,687.2758800998256,0.4109908197573209,707.0,19.7241199001744
5727,0.4,562.0,Sobol1,Matern,720.829756827403,0.1299146709634873,707.0,-13.829756827403003
5728,0.4,791.0,Grid2401,RQ,740.9714905283671,0.7105727568641652,707.0,-33.9714905283671
5729,0.4,562.0,Sobol1,RQ,717.4689430515134,0.36170687099816434,707.0,-10.468943051513406
5730,0.4,791.0,Grid2401,ESS,0.0,1.0,707.0,707.0
5731,0.4,562.0,Sobol1,ESS,731.7678942288821,0.03631117182195446,707.0,-24.76789422888214
5732,0.4,791.0,Sobol1,RBF,712.4793475044589,0.05686650776600382,707.0,-5.479347504458929
5733,0.4,562.0,Sobol2,RBF,0.0,1.0,707.0,707.0
5734,0.4,791.0,Sobol1,Matern,707.6849682404276,0.1501851070284158,707.0,-0.6849682404275654
5735,0.4,562.0,Sobol2,Matern,720.0098284122275,0.19642404504078695,707.0,-13.009828412227534
5736,0.4,791.0,Sobol1,RQ,699.2330967821299,0.3809402854551434,707.0,7.7669032178700945
5737,0.4,562.0,Sobol2,RQ,707.4894521444717,0.4835499157897625,707.0,-0.4894521444716702
5738,0.4,562.0,Sobol2,ESS,729.2801880543348,0.08143232871293354,707.0,-22.280188054334758
5739,0.4,791.0,Sobol1,ESS,712.4793468209446,0.0568665019167788,707.0,-5.479346820944556
5740,0.4,791.0,Sobol2,RBF,727.0747207958339,0.10885643058585683,707.0,-20.074720795833855
5741,0.4,791.0,Sobol2,Matern,722.8781815088189,0.2266134519122808,707.0,-15.878181508818898
5742,0.4,791.0,Sobol2,RQ,704.7344798185053,0.5213810122037608,707.0,2.2655201814947077
5743,0.4,791.0,Sobol2,ESS,727.074721812209,0.10885644543574498,707.0,-20.074721812208963
5744,0.4,999.0,Grid1296,RBF,391.4600510788632,0.8913366680204496,707.0,315.5399489211368
5745,0.4,999.0,Grid1296,Matern,709.302438383057,0.42409280288096746,707.0,-2.3024383830570514
5746,0.4,999.0,Grid1296,RQ,709.5690068671498,0.6723552216426807,707.0,-2.569006867149824
5747,0.4,999.0,Grid1296,ESS,0.0,1.0,707.0,707.0
5748,0.4,999.0,Grid2401,RBF,570.8446182420272,0.736387744308604,707.0,136.1553817579728
5749,0.4,999.0,Grid2401,Matern,719.5266599645674,0.43216893402761175,707.0,-12.526659964567443
5750,0.4,999.0,Grid2401,RQ,758.7766156141004,0.6918115620855965,707.0,-51.776615614100365
5751,0.4,999.0,Grid2401,ESS,0.0,1.0,707.0,707.0
5752,0.4,999.0,Sobol1,RBF,718.5559886117242,0.041156180383067266,707.0,-11.55598861172416
5753,0.4,999.0,Sobol1,Matern,717.6667784809661,0.1358367816187552,707.0,-10.666778480966059
5754,0.4,999.0,Sobol1,RQ,711.5416518757385,0.3665602387816738,707.0,-4.5416518757384665
5755,0.4,999.0,Sobol1,ESS,718.9266253782963,0.05033693799689915,707.0,-11.926625378296308
5756,0.4,999.0,Sobol2,RBF,748.1601647565496,0.13075482204562766,707.0,-41.16016475654965
5757,0.4,999.0,Sobol2,Matern,725.0421777141146,0.22946547681517768,707.0,-18.042177714114587
5758,0.4,999.0,Sobol2,RQ,712.5955506809196,0.527472434580901,707.0,-5.595550680919587
5759,0.4,829.0,Grid1296,RBF,394.1778711754896,0.895837484431045,707.0,312.8221288245104
5760,0.4,999.0,Sobol2,ESS,750.0484306421087,0.15114512538166813,707.0,-43.048430642108656
5761,0.4,829.0,Grid1296,Matern,715.4935150573515,0.4234394005295233,707.0,-8.493515057351487
5762,0.4,829.0,Grid1296,RQ,713.7512596958825,0.6690740248280715,707.0,-6.7512596958824815
5763,0.4,829.0,Grid1296,ESS,394.17804813270527,0.8958374215482707,707.0,312.82195186729473
5764,0.4,829.0,Grid2401,RBF,534.4050703940977,0.7619242450834979,707.0,172.59492960590228
5765,0.4,829.0,Grid2401,Matern,715.6978852194729,0.45490884008999116,707.0,-8.697885219472937
5766,0.4,829.0,Grid2401,RQ,764.950477493683,0.7025000907978401,707.0,-57.950477493683024
5767,0.4,829.0,Grid2401,ESS,534.4051084633996,0.7619242043176802,707.0,172.59489153660036
5768,0.4,829.0,Sobol1,RBF,717.6245814709735,0.051773860092835876,707.0,-10.624581470973453
5769,0.4,829.0,Sobol1,Matern,718.7081482444528,0.14565406717734342,707.0,-11.708148244452786
5770,0.4,829.0,Sobol1,RQ,714.0155754648238,0.3879015006994918,707.0,-7.015575464823769
5771,0.4,829.0,Sobol1,ESS,717.6245832016057,0.05177385135574403,707.0,-10.624583201605674
5772,0.4,829.0,Sobol2,RBF,737.7124527870142,0.12151636608448031,707.0,-30.712452787014172
5773,0.4,829.0,Sobol2,Matern,721.9960205281109,0.2262207823848086,707.0,-14.996020528110876
5774,0.4,829.0,Sobol2,RQ,705.5237026174642,0.5203272884179581,707.0,1.4762973825357903
5775,0.4,180.0,Grid1296,RBF,9.61229284055113e-152,1.0,707.0,707.0
5776,0.4,180.0,Grid1296,Matern,711.5235842162278,0.42745641544321444,707.0,-4.523584216227846
5777,0.4,829.0,Sobol2,ESS,737.7124421383999,0.12151634933034497,707.0,-30.712442138399865
5778,0.4,180.0,Grid1296,RQ,712.3166891608206,0.6705156906259742,707.0,-5.3166891608206015
5779,0.4,180.0,Grid1296,ESS,416.6613603427704,0.8845341396466034,707.0,290.3386396572296
5780,0.4,180.0,Grid2401,RBF,1.5676367557701873e-69,1.0,707.0,707.0
5781,0.4,180.0,Grid2401,Matern,693.287247326198,0.5326024723168753,707.0,13.712752673802015
5782,0.4,180.0,Grid2401,RQ,764.8790354364066,0.7082520885972795,707.0,-57.87903543640664
5783,0.4,180.0,Grid2401,ESS,443.37162296455847,0.7760189913624664,707.0,263.62837703544153
5784,0.4,180.0,Sobol1,RBF,723.2999911721445,0.04028473993352315,707.0,-16.299991172144473
5785,0.4,180.0,Sobol1,Matern,718.4731122074625,0.13069557842671906,707.0,-11.473112207462464
5786,0.4,180.0,Sobol1,RQ,714.2000275798764,0.35564315530705326,707.0,-7.200027579876405
5787,0.4,180.0,Sobol1,ESS,723.2999378118175,0.040285125772142924,707.0,-16.299937811817472
5788,0.4,180.0,Sobol2,RBF,737.2501169987679,0.10342471266701887,707.0,-30.250116998767908
5789,0.4,180.0,Sobol2,Matern,718.2257131259151,0.2125995549839903,707.0,-11.22571312591515
5790,0.4,180.0,Sobol2,RQ,699.6609557636378,0.5015886014088408,707.0,7.339044236362156
5791,0.4,180.0,Sobol2,ESS,737.2498040517203,0.10342545711310695,707.0,-30.249804051720275
5792,0.4,561.0,Grid1296,RBF,431.43207808772513,0.8752677906549604,707.0,275.56792191227487
5793,0.4,561.0,Grid1296,Matern,713.2366610784347,0.4217754417598569,707.0,-6.236661078434736
5794,0.4,561.0,Grid1296,RQ,715.0768369538689,0.6695356971792058,707.0,-8.076836953868906
5795,0.4,561.0,Grid1296,ESS,0.0,1.0,707.0,707.0
5796,0.4,561.0,Grid2401,RBF,673.2896487891237,0.4489576328931511,707.0,33.7103512108763
5797,0.4,561.0,Grid2401,Matern,706.1571445824809,0.292455873183875,707.0,0.8428554175191039
5798,0.4,561.0,Grid2401,RQ,742.5847875221623,0.6347998905555285,707.0,-35.58478752216229
5799,0.4,561.0,Grid2401,ESS,3.945371565412292e-76,1.0,707.0,707.0
5800,0.4,561.0,Sobol1,RBF,723.9519866984383,0.04409423031556228,707.0,-16.951986698438304
5801,0.4,561.0,Sobol1,Matern,718.915604106373,0.13424707251939805,707.0,-11.915604106373053
5802,0.4,561.0,Sobol1,RQ,714.0622858110994,0.36345096519943715,707.0,-7.0622858110994
5803,0.4,561.0,Sobol1,ESS,8.60643748840212e-120,1.0,707.0,707.0
5804,0.4,561.0,Sobol2,RBF,746.9813968238395,0.11124148737704902,707.0,-39.98139682383953
5805,0.4,561.0,Sobol2,Matern,727.8568382732376,0.2196082229050232,707.0,-20.8568382732376
5806,0.4,561.0,Sobol2,RQ,717.8887695173798,0.50837297685767,707.0,-10.888769517379842
5807,0.4,561.0,Sobol2,ESS,1.371916085938781e-21,1.0,707.0,707.0
