,ratio,rndint,dataset,#trees,rmse,mape,r2
6474,0.3,794.0,Sobol1,750.0,21.199708843967343,0.017871358899164577,0.9498189365089973
6475,0.3,794.0,Sobol2,750.0,17.63572186375611,0.015839241569523266,0.9647864730685308
6476,0.3,794.0,Grid1296,1000.0,39.17479422979282,0.042543928158564656,0.8491012947788564
6477,0.3,794.0,Grid2401,1000.0,80.03906821991536,0.08243738684335455,0.3945317235940199
6478,0.3,794.0,Sobol1,1000.0,21.197612995545185,0.017871536625872632,0.9498288580324252
6479,0.3,794.0,Sobol2,1000.0,17.631321704216262,0.015832612568096854,0.9648040426138031
6480,0.3,936.0,Grid1296,10.0,38.798628548090996,0.042134494505454284,0.8519032548367628
6481,0.3,936.0,Grid2401,10.0,80.73136564789463,0.08333930177664557,0.3788261490817607
6482,0.3,936.0,Sobol1,10.0,21.10660132040805,0.017846148636168898,0.9505205099834406
6483,0.3,936.0,Sobol2,10.0,19.890415991305,0.01765179901782558,0.9548196944431022
6484,0.3,936.0,Grid1296,100.0,38.47570801515387,0.04198907534924225,0.8543582108248434
6485,0.3,936.0,Grid2401,100.0,80.85026204258463,0.0835474203049699,0.3769951453412652
6486,0.3,936.0,Sobol1,100.0,20.608956057861736,0.01731857201222786,0.9528262297659963
6487,0.3,936.0,Sobol2,100.0,18.906910181789698,0.016575473670300538,0.9591772221491361
6488,0.3,936.0,Grid1296,250.0,38.42022193869611,0.04193583028123735,0.8547779699387426
6489,0.3,936.0,Grid2401,250.0,80.87868899352586,0.0835578902162461,0.3765569713284055
6490,0.3,936.0,Sobol1,250.0,20.517522128444885,0.017156017267850973,0.9532438845938447
6491,0.3,936.0,Sobol2,250.0,18.90593840021647,0.016586057802745833,0.9591814184777162
6492,0.3,936.0,Grid1296,500.0,38.52742702874118,0.04202463932987052,0.8539664045336405
6493,0.3,936.0,Grid2401,500.0,80.86525909016605,0.08352999369051266,0.3767639995228461
6494,0.3,936.0,Sobol1,500.0,20.632751356731077,0.017264019972878193,0.9527172322999368
6495,0.3,936.0,Sobol2,500.0,18.943537589739773,0.01655841749833033,0.959018901107456
6496,0.3,936.0,Grid1296,750.0,38.51622001609383,0.04201604682132791,0.8540513498542646
6497,0.3,936.0,Grid2401,750.0,80.87574202527036,0.0835505203188355,0.37660240315637694
6498,0.3,936.0,Sobol1,750.0,20.701457609198002,0.017328088223886335,0.9524018084759205
6499,0.3,936.0,Sobol2,750.0,18.856034641833386,0.016509316256626383,0.9593966219944678
6500,0.3,936.0,Grid1296,1000.0,38.532154500166456,0.04202743798642511,0.8539305645070143
6501,0.3,936.0,Grid2401,1000.0,80.88564387971812,0.08355412699136369,0.37644974501713835
6502,0.3,936.0,Sobol1,1000.0,20.70228224198235,0.017322237476094883,0.9523980162974449
6503,0.3,936.0,Sobol2,1000.0,18.81648705405349,0.01647760403610989,0.9595667618743486
