,ratio,rndint,dataset,learning_rate,epoch,rmse,mape,r2
0,0.95,678.0,Grid2401,0.001,997.0,121.25150020702465,0.16185272001736872,-0.5951263291272902
1,0.95,147.0,Grid2401,0.001,993.0,122.1376720119167,0.16269280258062724,-0.6028516243468558
2,0.95,561.0,Grid2401,0.001,890.0,122.74971214500633,0.16383308695780263,-0.6140553540953162
3,0.95,237.0,Grid2401,0.001,884.0,123.80568561038456,0.16562350486984123,-0.6506256856894436
4,0.95,588.0,Grid2401,0.001,993.0,121.99903240719357,0.16300092275078232,-0.6173486032779533
5,0.95,951.0,Grid2401,0.001,925.0,122.22878894290409,0.16287918016314507,-0.6033203000427225
6,0.95,490.0,Grid2401,0.001,996.0,123.06888075132628,0.16415893135441317,-0.6110500239185439
7,0.95,395.0,Grid2401,0.001,999.0,123.31646666655669,0.16356123138118434,-0.6462932543420368
8,0.95,877.0,Grid2401,0.001,990.0,122.54330959835568,0.1632866158678725,-0.6232676055454717
9,0.95,297.0,Grid2401,0.001,997.0,122.03461281028953,0.16225032196254344,-0.5941638723062137
10,0.95,721.0,Grid2401,0.001,999.0,122.31539483972497,0.16330148903904734,-0.6100141620410252
11,0.95,711.0,Grid2401,0.001,958.0,123.27461747865419,0.1645044622993147,-0.6599228866687686
12,0.95,985.0,Grid2401,0.001,996.0,122.43063024572425,0.1631654549289394,-0.6223669109903679
13,0.95,171.0,Grid2401,0.001,995.0,121.46741372185784,0.16176868934889096,-0.5735730228967721
14,0.95,75.0,Grid2401,0.001,894.0,122.75243965355125,0.16382779946198334,-0.6168236634988141
15,0.95,16.0,Grid2401,0.001,1000.0,122.60608002946184,0.16350467704437874,-0.631332954236185
16,0.95,669.0,Grid2401,0.001,943.0,122.82000969551704,0.1636712297394469,-0.6079774450748373
17,0.95,530.0,Grid2401,0.001,994.0,122.65378220016892,0.16361798084265478,-0.6136722673773204
18,0.95,999.0,Grid2401,0.001,943.0,123.63294787020297,0.16484783630113345,-0.6379539114395169
19,0.95,794.0,Grid2401,0.001,999.0,121.29055734582849,0.1611214303285689,-0.5775232284884882
20,0.95,936.0,Grid2401,0.001,984.0,122.43358529580605,0.1629180142001526,-0.5975634855782905
21,0.95,111.0,Grid2401,0.001,988.0,121.79758907008815,0.1621867601533194,-0.5947410169006817
22,0.95,816.0,Grid2401,0.001,912.0,122.98246383666992,0.1644970877347766,-0.6333874500698613
23,0.95,968.0,Grid2401,0.001,998.0,120.84633389034786,0.16080734868710106,-0.5690053848076769
24,0.95,48.0,Grid2401,0.001,930.0,120.47318690531962,0.15991155128623988,-0.5551050514873686
25,0.95,986.0,Grid2401,0.001,1000.0,121.83724738456108,0.16264420878645536,-0.603508464448021
26,0.95,829.0,Grid2401,0.001,1000.0,121.56520864125845,0.16157523512437538,-0.6001568322048908
27,0.95,996.0,Grid2401,0.001,999.0,121.75535913415857,0.162446855290516,-0.5822125557129146
28,0.95,272.0,Grid2401,0.001,999.0,122.07542769973342,0.16303447130564097,-0.6084711917918233
29,0.95,759.0,Grid2401,0.001,1000.0,120.74767045716982,0.16098509497336438,-0.5579426701010268
30,0.95,390.0,Grid2401,0.001,954.0,123.7268816973712,0.1647654004596375,-0.6443552876859574
31,0.95,930.0,Grid2401,0.001,998.0,122.74567165890255,0.16436501693081212,-0.6313723714959723
32,0.95,633.0,Grid2401,0.001,995.0,120.80468626280089,0.16092963023362933,-0.5749026707958567
33,0.95,928.0,Grid2401,0.001,995.0,122.8415839736526,0.1634321816869684,-0.6286603905967422
34,0.95,854.0,Grid2401,0.001,983.0,124.16830526815879,0.16589547522567413,-0.649082251689075
35,0.95,554.0,Grid2401,0.001,1000.0,122.09964112977724,0.16301343237628807,-0.605565110306102
36,0.95,562.0,Grid2401,0.001,996.0,120.30878407246358,0.1599119703310567,-0.5496702828388713
37,0.95,78.0,Grid2401,0.001,923.0,120.76645949080184,0.16116324630943504,-0.5764047962496052
38,0.95,222.0,Grid2401,0.001,893.0,122.26011152525206,0.16345183289534337,-0.6022267725363952
39,0.95,294.0,Grid2401,0.001,1000.0,121.56517111288535,0.1622868211486855,-0.5874078437816639
40,0.95,725.0,Grid2401,0.001,999.0,122.01785360800254,0.16278172948875944,-0.6090667333989854
41,0.95,582.0,Grid2401,0.001,985.0,121.58525466918945,0.16156068655687408,-0.5869785747842717
42,0.95,731.0,Grid2401,0.001,991.0,122.42084296973977,0.163403547092064,-0.6194673144306675
43,0.95,249.0,Grid2401,0.001,999.0,122.30935153445682,0.16261999017080744,-0.6094649158914354
44,0.95,791.0,Grid2401,0.001,995.0,121.70922274202914,0.1614622040777593,-0.5882657048496444
45,0.95,35.0,Grid2401,0.001,943.0,122.28114586907463,0.16271623425387047,-0.6115418055012325
46,0.95,180.0,Grid2401,0.001,890.0,122.7392431723105,0.16358208515354106,-0.6294861959340017
47,0.95,510.0,Grid2401,0.001,1000.0,121.39620435560072,0.1622698332208234,-0.5863929332897505
48,0.95,593.0,Grid2401,0.001,998.0,123.38533112809465,0.16477958304253784,-0.6263625130966364
49,0.95,634.0,Grid2401,0.001,953.0,122.2376242972709,0.1629304311968185,-0.6112011686046837
