,ratio,rndint,dataset,kernel,time [hrs],rmse,r2
4202,0.3,985.0,Sobol1,RQ,0.03527401917510563,21.476722607985334,0.9486754907426307
4203,0.3,985.0,Sobol1,ESS,0.0059989261627197265,24.74033422823933,0.9318917197092903
4204,0.3,985.0,Sobol2,RBF,0.0031197406185997857,28.74366200577663,0.9057358131629183
4205,0.3,985.0,Sobol2,Matern,0.002245024773809645,20.57581575895224,0.9516967162822556
4206,0.3,985.0,Sobol2,RQ,0.02146029108100467,21.06370567052893,0.9493788408189265
4207,0.3,985.0,Sobol2,ESS,0.0035335709651311237,675.4025652708776,-51.04607009661189
4208,0.3,171.0,Grid1296,RBF,0.0004153337081273397,679.3530831628756,-44.393033484218364
4209,0.3,171.0,Grid1296,Matern,0.0009078353643417359,61.521814295006166,0.6277314276522366
4210,0.3,171.0,Grid1296,RQ,0.00902345703707801,50.39480613540253,0.7502130974817222
4211,0.3,171.0,Grid1296,ESS,0.0025780883100297715,280.2032032253372,-6.72225780596894
4212,0.3,171.0,Grid2401,RBF,0.0009981871313518948,673.7104808273828,-41.65501686857808
4213,0.3,171.0,Grid2401,Matern,0.0024851567877663505,32.166807771077,0.9027612341517852
4214,0.3,171.0,Grid2401,RQ,0.02000216841697693,86.12557287368247,0.3029117569604479
4215,0.3,171.0,Grid2401,ESS,0.00541047195593516,439.4912591238074,-17.151979594062944
4216,0.3,171.0,Sobol1,RBF,0.0015157652563518949,682.3054424502533,-50.94247495342764
4217,0.3,171.0,Sobol1,Matern,0.004256245162751939,20.640632549975198,0.9524652763879697
4218,0.3,171.0,Sobol1,RQ,0.04284637305471632,22.120428619474747,0.9454051038951401
4219,0.3,171.0,Sobol1,ESS,0.01733039485083686,24.074706092837925,0.9353323683471747
4220,0.3,171.0,Sobol2,RBF,0.0008729527393976848,682.7789179108541,-51.98934540579194
4221,0.3,171.0,Sobol2,Matern,0.0025019901328616674,21.187065115621145,0.9489765346373844
4222,0.3,171.0,Sobol2,RQ,0.02615362909105089,21.811795079053475,0.9459231773342642
4223,0.3,171.0,Sobol2,ESS,0.01321562303437127,23.372298788965313,0.9379086349247095
4224,0.3,75.0,Grid1296,RBF,0.0006391832563612197,323.5103336890553,-9.327729848574092
4225,0.3,75.0,Grid1296,Matern,0.000748967064751519,61.759111470099405,0.6236164516254977
4226,0.3,75.0,Grid1296,RQ,0.01005406657854716,50.91605870717529,0.7441778697203453
4227,0.3,75.0,Grid1296,ESS,0.000580824613571167,679.1232904664171,-44.51198771765758
4228,0.3,75.0,Grid2401,RBF,0.0009907884067959255,673.5263596525413,-41.80091618075249
4229,0.3,75.0,Grid2401,Matern,0.001973482370376587,30.15006520494642,0.9142329678178766
4230,0.3,75.0,Grid2401,RQ,0.02196887407037947,84.56169822501732,0.3253302111186689
4231,0.3,75.0,Grid2401,ESS,0.0012819068299399481,673.5226302392902,-41.80044219228938
4232,0.3,75.0,Sobol1,RBF,0.0023704653978347777,26.19309841215564,0.9234334163898394
4233,0.3,75.0,Sobol1,Matern,0.0030255140860875446,20.48295859805503,0.9531778993312513
4234,0.3,75.0,Sobol1,RQ,0.04083847582340241,21.678226895532486,0.9475539197573081
4235,0.3,75.0,Sobol1,ESS,0.015975841813617282,680.1359785123148,-50.62463789299799
4236,0.3,75.0,Sobol2,RBF,0.0017194080352783204,27.67310289119282,0.9115248001451556
4237,0.3,75.0,Sobol2,Matern,0.0019619317187203303,20.75273389235262,0.9502427383674192
4238,0.3,75.0,Sobol2,RQ,0.023894429869121974,21.105728110755177,0.9485356472757748
4239,0.3,75.0,Sobol2,ESS,0.005647625128428141,680.3694020638344,-52.48049086876774
4240,0.3,16.0,Grid1296,RBF,0.0005669229560428195,315.2146678215152,-8.78368632332293
4241,0.3,16.0,Grid1296,Matern,0.0018998636802037556,62.31077345143257,0.6176897270317665
4242,0.3,16.0,Grid1296,RQ,0.006782563063833448,50.53138975917997,0.7485728518757533
4243,0.3,16.0,Grid1296,ESS,0.000525509516398112,790.6877473178001,-60.56015457265894
4244,0.3,16.0,Grid2401,RBF,0.0013395459122127957,456.3990962675479,-18.56139609291228
4245,0.3,16.0,Grid2401,Matern,0.005833882490793864,32.194130634359055,0.9026661954138337
4246,0.3,16.0,Grid2401,RQ,0.01537682831287384,86.00672736078322,0.30533544326774276
4247,0.3,16.0,Grid2401,ESS,0.0007750413815180461,674.0406671178529,-41.66605560411032
4248,0.3,16.0,Sobol1,RBF,0.002005256281958686,29.12828437770413,0.9051390469993361
4249,0.3,16.0,Sobol1,Matern,0.008732953005366854,21.1748841098744,0.9498697632404661
4250,0.3,16.0,Sobol1,RQ,0.02161349183983273,22.496849453548847,0.9434150318636538
4251,0.3,16.0,Sobol1,ESS,0.004667230513360765,679.2229765254223,-50.58012720136096
4252,0.3,16.0,Sobol2,RBF,0.0010916491349538167,30.573986673933714,0.8928723938622827
4253,0.3,16.0,Sobol2,Matern,0.006068710419866774,21.354961294398656,0.9477369400498332
4254,0.3,16.0,Sobol2,RQ,0.015365151034461127,21.297992160647766,0.9480154149013169
4255,0.3,16.0,Sobol2,ESS,0.002131761776076423,30.57398643897787,0.8928723955087973
4256,0.3,794.0,Grid1296,RBF,0.00043604320949978297,679.2519295885921,-44.3663487492352
4257,0.3,794.0,Grid1296,Matern,0.0008605435821745131,61.71878057560883,0.6254526411057746
4258,0.3,794.0,Grid1296,RQ,0.005835411747296651,50.55925338808465,0.748653194712422
4259,0.3,794.0,Grid1296,ESS,0.0005942980448404948,722.3418072710808,-50.30474912251823
4260,0.3,794.0,Grid2401,RBF,0.0010578111145231458,673.4337279805521,-41.86245795916543
4261,0.3,794.0,Grid2401,Matern,0.0014840915468004015,673.4337279805521,-41.86245795916543
4262,0.3,794.0,Grid2401,RQ,0.017915777961413065,83.45931204044327,0.34168015682274167
4263,0.3,794.0,Grid2401,ESS,0.0014014053344726563,755.8146979541722,-52.99058227443438
4264,0.3,794.0,Sobol1,RBF,0.0016332862774531046,682.121085740186,-50.95208928441767
4265,0.3,794.0,Sobol1,Matern,0.003168177737130059,20.440373400378334,0.9533493479261987
4266,0.3,794.0,Sobol1,RQ,0.0286423663298289,21.898364362811034,0.9464569109026479
4267,0.3,794.0,Sobol1,ESS,0.016308985021379258,679.5208791090378,-50.55676739949103
4268,0.3,794.0,Sobol2,RBF,0.0009221786922878689,682.3758229780055,-51.719381432824676
4269,0.3,794.0,Sobol2,Matern,0.0014234438869688247,682.3757971169139,-51.719377436842755
4270,0.3,794.0,Sobol2,RQ,0.018278525074323017,21.930774044839207,0.9455458523691559
4271,0.3,794.0,Sobol2,ESS,0.003123372991879781,680.1346606007157,-51.3736521067488
4272,0.3,829.0,Grid1296,RBF,0.000548781090312534,331.1461842974589,-9.828975452817694
4273,0.3,829.0,Grid1296,Matern,0.002430730660756429,62.68370627283784,0.6119772469139717
4274,0.3,829.0,Grid1296,RQ,0.006408855782614814,50.097883213925165,0.7521513196121206
4275,0.3,829.0,Grid1296,ESS,0.0011130848858091566,331.14606908173636,-9.82896791736614
4276,0.3,829.0,Grid2401,RBF,0.0013004237413406373,452.37575471765837,-18.35012011229863
4277,0.3,829.0,Grid2401,Matern,0.005267139342096117,30.79850608052429,0.9103099376604546
4278,0.3,829.0,Grid2401,RQ,0.015413974987135993,86.21280164775393,0.2972051976788491
4279,0.3,829.0,Grid2401,ESS,0.01009747392601437,452.3757184540039,-18.350117009983645
4280,0.3,829.0,Sobol1,RBF,0.002326022121641371,26.35115162111225,0.9211311929922276
4281,0.3,829.0,Sobol1,Matern,0.006011380420790778,20.509981963956285,0.9522210469862049
4282,0.3,829.0,Sobol1,RQ,0.017810056474473743,21.976989224748923,0.9451416851973184
4283,0.3,829.0,Sobol1,ESS,0.00754622823662228,26.35114150838559,0.9211312535268521
4284,0.3,829.0,Sobol2,RBF,0.001285539600584242,27.93253458544852,0.9111050095263931
4285,0.3,829.0,Sobol2,Matern,0.0034725877311494614,20.54961578768158,0.9518868257675568
4286,0.3,829.0,Sobol2,RQ,0.012423669033580356,21.614250878803364,0.9467723890960051
4287,0.3,829.0,Sobol2,ESS,0.0038460682498084172,27.93252531823852,0.9111050685119753
4288,0.3,936.0,Grid1296,RBF,0.0013549758328331842,314.136081129275,-8.708416687190473
4289,0.3,936.0,Grid1296,Matern,0.0016748587290445964,61.4891517829653,0.6280284115989201
4290,0.3,936.0,Grid1296,RQ,0.00997483081287808,51.161550651908904,0.7424864043548943
4291,0.3,936.0,Grid1296,ESS,0.0014394451512230767,307.2468334204699,-8.287259832930372
4292,0.3,936.0,Grid2401,RBF,0.0018168367942174276,457.56592205828304,-18.954273091877983
4293,0.3,936.0,Grid2401,Matern,0.003125360475646125,30.40603371987665,0.9118853515698164
4294,0.3,936.0,Grid2401,RQ,0.01942825304137336,85.50655399922627,0.30316913991588557
4295,0.3,936.0,Grid2401,ESS,0.0010994293292363485,363.515692327921,-11.594324931099935
4296,0.3,936.0,Sobol1,RBF,0.007630142370859782,24.71895042847512,0.9321345623528668
4297,0.3,936.0,Sobol1,Matern,0.004755183789465162,19.89406392563289,0.9560422333542746
4298,0.3,936.0,Sobol1,RQ,0.032502961026297676,21.574593577888013,0.9483019874793727
4299,0.3,936.0,Sobol1,ESS,0.007542513145340814,24.18498583326343,0.9350348754218937
4300,0.3,936.0,Sobol2,RBF,0.003722463581297133,33.81235992921963,0.8694393215477552
4301,0.3,936.0,Sobol2,Matern,0.0025704905059602524,21.534886099870125,0.9470401691091023
4302,0.3,936.0,Sobol2,RQ,0.019087073736720615,21.257173564957974,0.948397294901967
4303,0.3,936.0,Sobol2,ESS,0.004202742113007439,35.18124765583985,0.8586538753834494
4304,0.3,854.0,Grid1296,RBF,0.0005682201517952813,314.09136819997127,-8.648006256568856
4305,0.3,854.0,Grid1296,Matern,0.0008677937587102255,61.835428696218884,0.6260613758556554
4306,0.3,854.0,Grid1296,RQ,0.009401133126682705,51.774026126709266,0.7378502482611945
4307,0.3,854.0,Grid1296,ESS,0.000898299879497952,630.9537294245071,-37.9332444993189
4308,0.3,854.0,Grid2401,RBF,0.001325961086485121,452.1245843082596,-18.364684569304757
4309,0.3,854.0,Grid2401,Matern,0.0023421651787228054,31.256078108377018,0.9074528286676278
4310,0.3,854.0,Grid2401,RQ,0.022523023751046922,86.1817410786671,0.29640181659265186
4311,0.3,854.0,Grid2401,ESS,0.001960936850971646,593.5046738505434,-32.368944451087
4312,0.3,854.0,Sobol1,RBF,0.005174538228246901,26.223482530172056,0.9219675177860028
4313,0.3,854.0,Sobol1,Matern,0.004365929100248548,20.61248769859476,0.9517879599912226
4314,0.3,854.0,Sobol1,RQ,0.03344478322399987,21.973591364300987,0.945210570667808
4315,0.3,854.0,Sobol1,ESS,0.00803138189845615,676.8990373910314,-50.99271331832021
4316,0.3,854.0,Sobol2,RBF,0.0012078253428141276,29.454456769765045,0.9022717323594989
4317,0.3,854.0,Sobol2,Matern,0.0025722447368833755,20.54352975202477,0.9524590017915343
4318,0.3,854.0,Sobol2,RQ,0.019300458365016513,21.546097587907187,0.9477055727668849
4319,0.3,854.0,Sobol2,ESS,0.0016225028038024903,680.7604596575591,-51.20436425134113
4320,0.3,669.0,Grid1296,RBF,0.0011621667279137506,337.2188332745456,-10.17282587592453
4321,0.3,669.0,Grid1296,Matern,0.0017761154307259453,62.046711469890155,0.6217517525288547
4322,0.3,669.0,Grid1296,RQ,0.00828590558634864,51.09782850626471,0.7434663878133265
4323,0.3,669.0,Grid1296,ESS,0.0006981017854478624,274.19388875861847,-6.386776001573225
4324,0.3,669.0,Grid2401,RBF,0.0031788016690148246,446.72543018775644,-17.760141498964888
4325,0.3,669.0,Grid2401,Matern,0.0037934775484932794,30.255558589847634,0.9139471795586165
4326,0.3,669.0,Grid2401,RQ,0.01880566868517134,85.00267433743943,0.32076518588988556
4327,0.3,669.0,Grid2401,ESS,0.001576531065834893,672.5441068258492,-41.52029817427548
4328,0.3,669.0,Sobol1,RBF,0.009100059337086148,25.310696666333232,0.9287911962406623
4329,0.3,669.0,Sobol1,Matern,0.006230008469687568,20.196999291557194,0.9546581545399035
4330,0.3,669.0,Sobol1,RQ,0.03568444656001197,22.159991653095645,0.9454160856444715
4331,0.3,669.0,Sobol1,ESS,0.021653830409049987,22.018150178622925,0.9461126097869245
4332,0.3,669.0,Sobol2,RBF,0.003171262741088867,29.668124324790213,0.9000375050728202
4333,0.3,669.0,Sobol2,Matern,0.0028170563115013972,20.880606604871453,0.9504842765193463
4334,0.3,669.0,Sobol2,RQ,0.020629897051387364,21.850789261353107,0.9457760484423052
4335,0.3,669.0,Sobol2,ESS,0.010401430858506098,26.857882114845413,0.9180780213856274
4336,0.3,999.0,Grid1296,RBF,0.0009066349930233425,325.2507859692242,-9.391514915694902
4337,0.3,999.0,Grid1296,Matern,0.0009297633833355374,61.41842051599387,0.6294562920461384
4338,0.3,999.0,Grid1296,RQ,0.009126172330644396,51.72720304872002,0.7371668449511006
4339,0.3,999.0,Grid1296,ESS,0.0004449915223651462,678.9316257412931,-44.27872973287489
4340,0.3,999.0,Grid2401,RBF,0.0014514556858274672,457.01114489845264,-18.71537093231157
4341,0.3,999.0,Grid2401,Matern,0.002213819291856554,30.987287808501,0.9093602911213128
4342,0.3,999.0,Grid2401,RQ,0.02074483017126719,85.67769539708301,0.3070738960046334
4343,0.3,999.0,Grid2401,ESS,0.0010156868563758002,673.8631204007215,-41.864202462881046
4344,0.3,999.0,Sobol1,RBF,0.002668058673540751,27.854747874822174,0.91172644157977
4345,0.3,999.0,Sobol1,Matern,0.003150748345586989,20.737318386964624,0.9510742646907937
4346,0.3,999.0,Sobol1,RQ,0.03538679175906711,21.73057100321387,0.9462752446289437
4347,0.3,999.0,Sobol1,ESS,0.006571190357208252,31.754325919480387,0.8852803096198827
4348,0.3,999.0,Sobol2,RBF,0.0014625040690104166,30.55527849939365,0.8945607550911441
4349,0.3,999.0,Sobol2,Matern,0.001814289622836643,21.048092875015513,0.9499671436845153
4350,0.3,999.0,Sobol2,RQ,0.021034378872977363,21.54354039403373,0.9475839916654448
4351,0.3,999.0,Sobol2,ESS,0.00442633224858178,32.33671107527112,0.8819077256785028
4352,0.3,530.0,Grid1296,RBF,0.0008856695228152805,308.5918284559109,-8.336015718006784
4353,0.3,530.0,Grid1296,Matern,0.0012859366337458294,61.32229036663955,0.6313370743543718
4354,0.3,530.0,Grid1296,RQ,0.011148216923077901,51.76733242523274,0.7372732439982916
4355,0.3,530.0,Grid1296,ESS,0.0012455384598837958,308.5900269817021,-8.335906716141624
4356,0.3,530.0,Grid2401,RBF,0.0021078732940885757,420.5240766768237,-15.602366957195244
4357,0.3,530.0,Grid2401,Matern,0.0029342363278071085,31.93839507352181,0.9042333150135534
4358,0.3,530.0,Grid2401,RQ,0.02588025218910641,85.61389245495394,0.3118600644629197
4359,0.3,530.0,Grid2401,ESS,0.003671422733200921,420.5233226452363,-15.602307418640464
4360,0.3,530.0,Sobol1,RBF,0.0034232908487319947,27.07872866336646,0.9169683714151879
4361,0.3,530.0,Sobol1,Matern,0.004145711329248216,20.74837444666404,0.9512521832968258
4362,0.3,530.0,Sobol1,RQ,0.041472320357958475,22.048658871555446,0.9449507543943677
4363,0.3,530.0,Sobol1,ESS,0.027642583383454218,27.07863914212204,0.9169689204130764
4364,0.3,530.0,Sobol2,RBF,0.0017541664176517063,33.1901744932999,0.8744504041483816
4365,0.3,530.0,Sobol2,Matern,0.0021682391564051312,21.195253564043703,0.9487995850465271
4366,0.3,530.0,Sobol2,RQ,0.02994545810752445,21.76541369233803,0.946007914855019
4367,0.3,530.0,Sobol2,ESS,0.012653515405125089,34.46475215933729,0.8646224758467298
4368,0.3,968.0,Grid1296,RBF,0.0006163614988327026,320.8105765894912,-9.16266326826205
4369,0.3,968.0,Grid1296,Matern,0.0007686828904681735,61.81556102656685,0.6226834884592488
4370,0.3,968.0,Grid1296,RQ,0.006824863221910265,50.17234283190974,0.7514355916977373
4371,0.3,968.0,Grid1296,ESS,0.0004601140817006429,579.9200021765017,-32.20827806862628
4372,0.3,968.0,Grid2401,RBF,0.0013997568686803183,436.95511963512075,-16.789995269014057
4373,0.3,968.0,Grid2401,Matern,0.001911656724082099,30.00957102334092,0.9160884500745686
4374,0.3,968.0,Grid2401,RQ,0.015551136533419292,85.62121650674675,0.31693040197401656
4375,0.3,968.0,Grid2401,ESS,0.0007536989450454712,2286.07408817797,-485.9482063388116
4376,0.3,968.0,Sobol1,RBF,0.0026713809039857653,24.390931440082564,0.9328753996270271
4377,0.3,968.0,Sobol1,Matern,0.0028313579824235705,20.164373469543058,0.9541230637400218
4378,0.3,968.0,Sobol1,RQ,0.026001875930362277,21.73966632068728,0.9466750213826557
4379,0.3,968.0,Sobol1,ESS,0.010043512052959867,675.0438455166252,-50.414889457493544
4380,0.3,968.0,Sobol2,RBF,0.0013438765870200263,30.193265484350466,0.8973309107481955
4381,0.3,968.0,Sobol2,Matern,0.0013867433865865071,20.939981267264347,0.9506176087744718
4382,0.3,968.0,Sobol2,RQ,0.013130117323663499,22.11060370699372,0.9449419609430252
4383,0.3,968.0,Sobol2,ESS,0.0009068932135899862,679.8754549764831,-51.05689530562456
4384,0.3,390.0,Grid1296,RBF,0.0006333683596716987,327.6150083939482,-9.5223791895996
4385,0.3,390.0,Grid1296,Matern,0.001200227207607693,61.18643171613642,0.6329741751049347
4386,0.3,390.0,Grid1296,RQ,0.009381277494960361,51.132141822342724,0.7436848128088704
4387,0.3,390.0,Grid1296,ESS,0.0016978836721844143,327.614993160845,-9.522378211082257
4388,0.3,390.0,Grid2401,RBF,0.0014668980571958753,457.4725906436162,-18.791846390782304
4389,0.3,390.0,Grid2401,Matern,0.002751710083749559,32.409142498726965,0.9006675298864059
4390,0.3,390.0,Grid2401,RQ,0.020712567898962232,84.79661613984156,0.31999328991937614
4391,0.3,390.0,Grid2401,ESS,0.0044751389159096615,457.4725879184151,-18.79184615497906
4392,0.3,390.0,Sobol1,RBF,0.002402886417176988,23.537169256214014,0.938835989026669
4393,0.3,390.0,Sobol1,Matern,0.007277191148863898,19.884108309585258,0.9563484432106822
4394,0.3,390.0,Sobol1,RQ,0.03309679256545173,20.981784664383763,0.9513959624258949
4395,0.3,390.0,Sobol1,ESS,0.018416493667496574,23.53716744014743,0.9388359984651797
4396,0.3,390.0,Sobol2,RBF,0.0010631085104412504,23.312600154821602,0.9386579527385813
4397,0.3,390.0,Sobol2,Matern,0.0031631308794021606,19.70347086366033,0.9561810155241299
4398,0.3,390.0,Sobol2,RQ,0.022479381097687615,21.1026249448639,0.9497368390534145
4399,0.3,390.0,Sobol2,ESS,0.005258041156662835,23.312600288910648,0.9386579520329289
4400,0.3,930.0,Grid1296,RBF,0.00046633985307481556,320.8442243184193,-9.083182379663537
4401,0.3,930.0,Grid1296,Matern,0.000604236920674642,60.47991846783393,0.6417125755228386
4402,0.3,930.0,Grid1296,RQ,0.0046516939004262285,51.74673806263644,0.7377139889753559
4403,0.3,930.0,Grid1296,ESS,0.000623358686765035,569.9869596814041,-30.82284553891378
4404,0.3,930.0,Grid2401,RBF,0.0010658504565556844,395.0705405705849,-13.687252768499542
4405,0.3,930.0,Grid2401,Matern,0.0015289157629013062,38.010288847831,0.8640454910094535
4406,0.3,930.0,Grid2401,RQ,0.01091804842154185,85.17623067331687,0.3173028177788235
4407,0.3,930.0,Grid2401,ESS,0.001909865140914917,559.2934499076694,-28.435454250092167
4408,0.3,930.0,Sobol1,RBF,0.0021016599734624227,25.509689457286356,0.926055758976329
4409,0.3,930.0,Sobol1,Matern,0.0020698351992501154,20.222517263185647,0.9535308806849764
4410,0.3,930.0,Sobol1,RQ,0.014064521458413866,20.801300747047254,0.9508328541375005
4411,0.3,930.0,Sobol1,ESS,0.008800041211975945,676.6851586581722,-51.03161607281688
4412,0.3,930.0,Sobol2,RBF,0.0011359002192815144,29.71211420859712,0.8992122811270403
4413,0.3,930.0,Sobol2,Matern,0.0011635331975089179,21.05016727449436,0.9494115227524839
4414,0.3,930.0,Sobol2,RQ,0.0124008666144477,21.176043030502434,0.9488046960224723
4415,0.3,930.0,Sobol2,ESS,0.003534190985891554,673.5967528752192,-50.8012779839763
4416,0.3,111.0,Grid1296,RBF,0.0008962835868199666,326.3151922329964,-9.42034076072024
4417,0.3,111.0,Grid1296,Matern,0.0014449577199088202,61.87435866288099,0.6253473965909915
4418,0.3,111.0,Grid1296,RQ,0.0071354483233557805,51.130657111361295,0.7441590363508823
4419,0.3,111.0,Grid1296,ESS,0.0003874613179100884,678.4475505272096,-44.04430511455592
4420,0.3,111.0,Grid2401,RBF,0.00302791436513265,434.9132263049262,-16.672410676444553
4421,0.3,111.0,Grid2401,Matern,0.003825884328948127,32.53629147914115,0.9010930830263549
4422,0.3,111.0,Grid2401,RQ,0.016304112937715318,86.10635686891712,0.3072747882834803
4423,0.3,111.0,Grid2401,ESS,0.0008141715659035577,672.4166263561358,-41.24423513691645
4424,0.3,111.0,Sobol1,RBF,0.0030110228723949856,23.59047391271177,0.938592808975363
4425,0.3,111.0,Sobol1,Matern,0.004072247478697035,19.834351477934252,0.9565907871780973
4426,0.3,111.0,Sobol1,RQ,0.02675095796585083,21.558784688147316,0.9487145168980716
4427,0.3,111.0,Sobol1,ESS,0.006764563586976793,679.0197453643525,-49.87573627153831
4428,0.3,111.0,Sobol2,RBF,0.003102252549595303,24.72859711461882,0.9325696377865228
4429,0.3,111.0,Sobol2,Matern,0.002565970420837402,20.030442338986777,0.9557577083069765
4430,0.3,111.0,Sobol2,RQ,0.0166705060005188,22.051817074514524,0.9463777174049012
4431,0.3,111.0,Sobol2,ESS,0.00243983527024587,678.7666947047,-49.8039621258347
4432,0.3,272.0,Grid1296,RBF,0.001492513550652398,332.1548795314715,-9.840000943890958
4433,0.3,272.0,Grid1296,Matern,0.0021421398719151815,62.01299325079642,0.6221552126308606
4434,0.3,272.0,Grid1296,RQ,0.009458309809366862,51.84646055739766,0.7358891316063052
4435,0.3,272.0,Grid1296,ESS,0.00034151593844095865,679.1839954958987,-44.3234471408649
4436,0.3,272.0,Grid2401,RBF,0.003914120329750909,461.6091138061721,-19.122921801542017
4437,0.3,272.0,Grid2401,Matern,0.005661298963758681,29.872481317533595,0.9157276923669988
4438,0.3,272.0,Grid2401,RQ,0.02668571068180932,84.7583644103169,0.3215662806066071
4439,0.3,272.0,Grid2401,ESS,0.0007322896851433648,673.6047728589114,-41.85017515052024
4440,0.3,272.0,Sobol1,RBF,0.007870459159215292,25.54686260139981,0.926892589833856
4441,0.3,272.0,Sobol1,Matern,0.006703039275275336,20.62740118386354,0.9523376682307678
4442,0.3,272.0,Sobol1,RQ,0.03229017886850569,21.741461907798932,0.9470502711273068
4443,0.3,272.0,Sobol1,ESS,0.006111616094907125,679.2324391746679,-50.68006995225167
4444,0.3,272.0,Sobol2,RBF,0.0031206440263324316,33.247496448051926,0.874667028836985
4445,0.3,272.0,Sobol2,Matern,0.0042197136746512515,21.416374702496608,0.9479956883749924
4446,0.3,272.0,Sobol2,RQ,0.02001057141356998,22.345197694950073,0.9433870427554313
4447,0.3,272.0,Sobol2,ESS,0.0006626076168484158,680.6069938998288,-51.5218788782143
4448,0.3,996.0,Grid1296,RBF,0.0013136814700232611,327.79579103722205,-9.546954292156894
4449,0.3,996.0,Grid1296,Matern,0.0016300435860951742,62.678147973398715,0.614386145583995
4450,0.3,996.0,Grid1296,RQ,0.007210145857599047,51.53085817153819,0.7393515970014648
4451,0.3,996.0,Grid1296,ESS,0.0011569918526543512,584.6281774547251,-32.54901739772428
4452,0.3,996.0,Grid2401,RBF,0.003609994649887085,428.76918412083245,-16.296949267259418
4453,0.3,996.0,Grid2401,Matern,0.004516032801734076,32.52011543970708,0.9004992076555502
4454,0.3,996.0,Grid2401,RQ,0.01905193183157179,85.80156422752567,0.307351667784417
4455,0.3,996.0,Grid2401,ESS,0.0010809142059750028,569.9364720862253,-29.56154330147461
4456,0.3,996.0,Sobol1,RBF,0.009072605768839519,25.01604448263252,0.9312929048441101
4457,0.3,996.0,Sobol1,Matern,0.0061544730928209095,20.000530315110513,0.9560815171749943
4458,0.3,996.0,Sobol1,RQ,0.030103552010324268,21.720701413239187,0.9482021185088697
4459,0.3,996.0,Sobol1,ESS,0.006343636314074199,679.6590674676398,-49.71618030200614
4460,0.3,996.0,Sobol2,RBF,0.003527435991499159,24.28692055850623,0.9327997317506656
4461,0.3,996.0,Sobol2,Matern,0.0033393522103627522,19.915025220805298,0.9548156724179067
4462,0.3,996.0,Sobol2,RQ,0.017031510207388138,20.991464194342285,0.949799092611317
4463,0.3,996.0,Sobol2,ESS,0.004030610654089186,676.778103134086,-51.181757216526606
4464,0.3,759.0,Grid1296,RBF,0.0004472594790988498,679.0656018165531,-44.171229786724695
4465,0.3,759.0,Grid1296,Matern,0.0010397518343395658,61.22120935399744,0.632851076202638
4466,0.3,759.0,Grid1296,RQ,0.008529953095648024,52.244114005384475,0.7326296849249716
4467,0.3,759.0,Grid1296,ESS,0.0016700061824586657,315.4111248730434,-8.745238345734123
4468,0.3,759.0,Grid2401,RBF,0.0010832822322845458,673.9683508926507,-41.68065469749406
4469,0.3,759.0,Grid2401,Matern,0.0013701787259843615,673.9683508926507,-41.68065469749406
4470,0.3,759.0,Grid2401,RQ,0.022658637828297086,83.83314037223889,0.3396357756270678
4471,0.3,759.0,Grid2401,ESS,0.0013859418365690444,2093.128203916181,-410.6647930573884
4472,0.3,759.0,Sobol1,RBF,0.0015868836641311646,681.7291281303386,-50.690120015102146
4473,0.3,759.0,Sobol1,Matern,0.0024293055799272326,20.236454433723683,0.9544537436090741
4474,0.3,759.0,Sobol1,RQ,0.031262589428159925,21.72413693985655,0.947510926962359
4475,0.3,759.0,Sobol1,ESS,0.0061407838927374945,678.7141372879352,-50.2339252765033
4476,0.3,759.0,Sobol2,RBF,0.000829995142088996,682.7364925752777,-51.52530571544138
4477,0.3,759.0,Sobol2,Matern,0.0012729952070448134,20.21876742066074,0.9539349328591954
4478,0.3,759.0,Sobol2,RQ,0.019107654756969877,21.425182535085433,0.948273699711586
4479,0.3,759.0,Sobol2,ESS,0.0017151208056343926,680.3885556067968,-51.164656918693304
4480,0.3,816.0,Grid1296,RBF,0.0011245752705468072,344.96291544838095,-10.696385997583542
4481,0.3,816.0,Grid1296,Matern,0.0014459453688727484,61.466224754102264,0.6286529722056129
4482,0.3,816.0,Grid1296,RQ,0.008269840942488777,50.02418973154771,0.7540385760286669
4483,0.3,816.0,Grid1296,ESS,0.0004487458202573988,676.1619182382799,-43.937435859718256
4484,0.3,816.0,Grid2401,RBF,0.0039019709825515747,451.3483798874884,-18.224206649704715
4485,0.3,816.0,Grid2401,Matern,0.0037633506457010906,31.282821204821037,0.9076500902324097
4486,0.3,816.0,Grid2401,RQ,0.01966610120402442,86.22785139524346,0.2983512115727954
4487,0.3,816.0,Grid2401,ESS,0.0009790433115429349,667.3208599591376,-41.023677219343284
4488,0.3,816.0,Sobol1,RBF,0.009481110506587558,23.93405182736389,0.9347185531151796
4489,0.3,816.0,Sobol1,Matern,0.005538825790087382,19.823965543075687,0.9552144011710764
4490,0.3,816.0,Sobol1,RQ,0.0285162353515625,21.223236246242625,0.9486689043708253
4491,0.3,816.0,Sobol1,ESS,0.009904979268709818,680.2708567411709,-51.737683437745055
4492,0.3,816.0,Sobol2,RBF,0.0035384266906314426,23.139554907871503,0.9396309408757105
4493,0.3,816.0,Sobol2,Matern,0.004674416250652737,19.737103149526554,0.9560791003954049
4494,0.3,816.0,Sobol2,RQ,0.01569138142797682,21.32029339903753,0.9487503670705153
4495,0.3,816.0,Sobol2,ESS,0.0027490978108512033,678.7529591929059,-50.94310146485783
4496,0.3,48.0,Grid1296,RBF,0.0013854275147120157,344.4055924430581,-10.640262104453694
