,ratio,rndint,dataset,kernel,time [hrs],rmse,r2
9064,0.6,297.0,Sobol1,RBF,0.00028488331370883516,680.9136017443965,-48.93154761746634
9065,0.6,297.0,Sobol1,Matern,0.0004421670569313897,21.531106600758402,0.950074352024004
9066,0.6,297.0,Sobol1,RQ,0.002810979021920098,24.237270661583874,0.9367357398754373
9067,0.6,297.0,Sobol1,ESS,0.0023460101419024997,674.698217750095,-48.024156925942115
9068,0.6,297.0,Sobol2,RBF,0.0001685386896133423,681.334252653405,-49.57795226656342
9069,0.6,297.0,Sobol2,Matern,0.0002781538830863105,22.740729078170077,0.9436557548125966
9070,0.6,297.0,Sobol2,RQ,0.002143537402153015,26.46378651187433,0.9236964462020647
9071,0.6,297.0,Sobol2,ESS,0.001158312095536126,675.6551312523048,-48.73830205952264
9072,0.6,711.0,Grid1296,RBF,0.00022725900014241538,201.89918005408077,-3.101633430063459
9073,0.6,711.0,Grid1296,Matern,0.00025208731492360435,55.83413983877342,0.6863195924182821
9074,0.6,711.0,Grid1296,RQ,0.0019319132963816325,55.47075226356414,0.6903893829841692
9075,0.6,711.0,Grid1296,ESS,0.00020035041703118217,626.7958542157584,-38.53119694000954
9076,0.6,711.0,Grid2401,RBF,0.0002660577164755927,676.6907905632005,-43.92222369365181
9077,0.6,711.0,Grid2401,Matern,0.0006422434250513713,34.96204338958295,0.8800847743389587
9078,0.6,711.0,Grid2401,RQ,0.0051849362585279675,84.51153615640935,0.2993313183050007
9079,0.6,711.0,Grid2401,ESS,0.0005409263902240329,606.3317360392585,-35.06627706556934
9080,0.6,711.0,Sobol1,RBF,0.0003880257076687283,30.755573415613984,0.897018258072347
9081,0.6,711.0,Sobol1,Matern,0.0007333771387736003,22.19925312039483,0.9463475815890627
9082,0.6,711.0,Sobol1,RQ,0.005746760898166232,24.45847157851168,0.9348714806251232
9083,0.6,711.0,Sobol1,ESS,0.0021856811311509873,678.7078283526718,-49.150849448346094
9084,0.6,711.0,Sobol2,RBF,0.00022810432646009658,28.335055381932168,0.913656911644109
9085,0.6,711.0,Sobol2,Matern,0.000429547561539544,21.762221539892487,0.9490685663423958
9086,0.6,711.0,Sobol2,RQ,0.00416102859708998,25.232491254669533,0.9315300974454712
9087,0.6,711.0,Sobol2,ESS,0.0017335860596762764,675.0570203731928,-48.00725340096205
9088,0.6,721.0,Grid1296,RBF,0.00017819152937995062,164.10338703019838,-1.7215251095077635
9089,0.6,721.0,Grid1296,Matern,0.0004530414607789781,55.87497198792224,0.6844908978340454
9090,0.6,721.0,Grid1296,RQ,0.002542902761035495,53.57371961364393,0.7099446657369364
9091,0.6,721.0,Grid1296,ESS,0.0002049109008577135,671.8557049420976,-44.61726825839078
9092,0.6,721.0,Grid2401,RBF,0.00030365447203318277,676.3476955508218,-43.91199432804234
9093,0.6,721.0,Grid2401,Matern,0.0011358053816689386,37.505939984451665,0.8618908603443003
9094,0.6,721.0,Grid2401,RQ,0.006238739887873331,82.94017564573491,0.32461375317141017
9095,0.6,721.0,Grid2401,ESS,0.0004909512731764052,667.1144107128075,-42.6941158222539
9096,0.6,721.0,Sobol1,RBF,0.0024325534370210435,24.727436601801926,0.9345614204678852
9097,0.6,721.0,Sobol1,Matern,0.0012054789728588528,21.062256071656268,0.9525227619191999
9098,0.6,721.0,Sobol1,RQ,0.008369222349590725,24.333853246950362,0.9366279963402013
9099,0.6,721.0,Sobol1,ESS,0.006795231898625692,679.3933283577788,-48.39900768785606
9100,0.6,721.0,Sobol2,RBF,0.000769281718466017,31.53301162143173,0.891243292222645
9101,0.6,721.0,Sobol2,Matern,0.00069545050462087,23.084018941519428,0.9417161818281268
9102,0.6,721.0,Sobol2,RQ,0.005546842614809672,25.38621179279674,0.9295110650581719
9103,0.6,721.0,Sobol2,ESS,0.001274313529332479,679.6143410908048,-49.51847360439187
9104,0.6,530.0,Grid1296,RBF,0.0002756694952646891,150.20117816900867,-1.266515708248797
9105,0.6,530.0,Grid1296,Matern,0.0004150834348466661,55.28815011742256,0.6929025762882849
9106,0.6,530.0,Grid1296,RQ,0.0031807368331485323,55.12936186168225,0.6946640184603152
9107,0.6,530.0,Grid1296,ESS,0.00043146544032626684,150.20008741989543,-1.2664827898515836
9108,0.6,530.0,Grid2401,RBF,0.0006906542513105604,255.4342848050028,-5.404101745719249
9109,0.6,530.0,Grid2401,Matern,0.0009438780281278822,39.748326091966355,0.8449265195501845
9110,0.6,530.0,Grid2401,RQ,0.007793827719158596,83.70539863006975,0.31228771248454024
9111,0.6,530.0,Grid2401,ESS,0.0011519662539164225,255.43281309992722,-5.404027950442318
9112,0.6,530.0,Sobol1,RBF,0.0006384191248151991,34.20523246521238,0.8741121759646097
9113,0.6,530.0,Sobol1,Matern,0.0009085875087314182,24.308031570774236,0.9364232654641884
9114,0.6,530.0,Sobol1,RQ,0.010948449638154771,28.208793454354634,0.9143814918871463
9115,0.6,530.0,Sobol1,ESS,0.002763820555475023,34.2050229643192,0.8741137180404214
9116,0.6,530.0,Sobol2,RBF,0.00034429960780673556,27.14327155755572,0.9188043176034421
9117,0.6,530.0,Sobol2,Matern,0.0005328151252534654,22.187232311822605,0.9457481172879597
9118,0.6,530.0,Sobol2,RQ,0.007904848721292284,24.697920043289923,0.9327752317931042
9119,0.6,530.0,Sobol2,ESS,0.0044799105326334635,27.3438005039425,0.9176001717461245
9120,0.6,669.0,Grid1296,RBF,0.0003722221983803643,176.05553719138877,-2.114223136940938
9121,0.6,669.0,Grid1296,Matern,0.0005147200160556369,57.61942044863348,0.6664291275774268
9122,0.6,669.0,Grid1296,RQ,0.002985392477777269,54.38394669193414,0.7028390128041572
9123,0.6,669.0,Grid1296,ESS,0.0004115202691819933,192.35757056531287,-2.7176535581535672
9124,0.6,669.0,Grid2401,RBF,0.0009999710321426391,344.9423731298539,-10.664797350605573
9125,0.6,669.0,Grid2401,Matern,0.0011409555541144476,38.413287660222586,0.8553404660619722
9126,0.6,669.0,Grid2401,RQ,0.006891466246710883,82.86140174889299,0.32688594910950175
9127,0.6,669.0,Grid2401,ESS,0.0005410581164889865,206.55263518346223,-3.182592791337724
9128,0.6,669.0,Sobol1,RBF,0.0012490216890970866,26.505855814528555,0.9244857955869963
9129,0.6,669.0,Sobol1,Matern,0.0014427447981304592,22.065568066505577,0.9476670502983818
9130,0.6,669.0,Sobol1,RQ,0.00873518963654836,24.978761593682826,0.9329364105091451
9131,0.6,669.0,Sobol1,ESS,0.004619451827473111,23.279208417829565,0.9417519479735442
9132,0.6,669.0,Sobol2,RBF,0.0006463420391082763,31.440574831589007,0.8932308847204277
9133,0.6,669.0,Sobol2,Matern,0.0006579197777642144,23.41383798802024,0.9407879759975696
9134,0.6,669.0,Sobol2,RQ,0.005772362616327074,26.55192152734626,0.9238523332865964
9135,0.6,669.0,Sobol2,ESS,0.0016665640804502699,27.829528122273082,0.9163479913587933
9136,0.6,999.0,Grid1296,RBF,0.00017902665668063694,158.00658497949638,-1.5083168174473078
9137,0.6,999.0,Grid1296,Matern,0.00024239454004499648,55.357513951080456,0.6921173805264136
9138,0.6,999.0,Grid1296,RQ,0.002488138477007548,56.71813608383016,0.6767966027187703
9139,0.6,999.0,Grid1296,ESS,0.0001497752798928155,679.1025779065548,-45.334317970678725
9140,0.6,999.0,Grid2401,RBF,0.0004983886745240953,198.49159690021602,-2.861127900607914
9141,0.6,999.0,Grid2401,Matern,0.0007014518313937717,46.28298478507707,0.7900708950700954
9142,0.6,999.0,Grid2401,RQ,0.006657220125198364,82.94960059384779,0.3256916541373194
9143,0.6,999.0,Grid2401,ESS,0.0003540100653966268,676.8528518025323,-43.89711786012137
9144,0.6,999.0,Sobol1,RBF,0.00047207666767968073,30.278676327965275,0.9005328795095009
9145,0.6,999.0,Sobol1,Matern,0.0006645343701044719,22.51715039968731,0.94499114163342
9146,0.6,999.0,Sobol1,RQ,0.008683304919136894,25.426833217048163,0.9298560330767357
9147,0.6,999.0,Sobol1,ESS,0.00196839173634847,26.264219510516412,0.9251598285851904
9148,0.6,999.0,Sobol2,RBF,0.000287323792775472,27.870523992311636,0.91534895122782
9149,0.6,999.0,Sobol2,Matern,0.00041391160753038195,22.634997724767658,0.9441654544606742
9150,0.6,999.0,Sobol2,RQ,0.006167217493057251,25.07482346364008,0.9314799228260195
9151,0.6,999.0,Sobol2,ESS,0.0016619574361377292,31.68803670636653,0.8905709219747391
9152,0.6,986.0,Grid1296,RBF,8.601619137658014e-05,679.3104224068802,-45.465112011484514
9153,0.6,986.0,Grid1296,Matern,0.00020264016257392036,56.39524337449448,0.6797601430466588
9154,0.6,986.0,Grid1296,RQ,0.0017437782552507189,54.25419042342946,0.7036144628181841
9155,0.6,986.0,Grid1296,ESS,0.00040958570109473334,166.77229972561082,-1.8005173513967052
9156,0.6,986.0,Grid2401,RBF,0.00021816545062594943,676.466796670943,-43.938999882392295
9157,0.6,986.0,Grid2401,Matern,0.0007236596610811022,37.84266373008919,0.8593648662202862
9158,0.6,986.0,Grid2401,RQ,0.004528797931141323,83.81783823650919,0.310072676691576
9159,0.6,986.0,Grid2401,ESS,0.0009556343820359971,350.11449775345335,-11.037896991371483
9160,0.6,986.0,Sobol1,RBF,0.00020379503568013509,681.02623537646,-48.48962639275724
9161,0.6,986.0,Sobol1,Matern,0.0007109221484926011,21.418222613927867,0.9510499267305781
9162,0.6,986.0,Sobol1,RQ,0.004438640011681451,25.372938454757396,0.9313045422276848
9163,0.6,986.0,Sobol1,ESS,0.0026049546400705973,28.687135603805473,0.9121865858831851
9164,0.6,986.0,Sobol2,RBF,0.00011023395591311985,681.3186176770563,-48.964953467181786
9165,0.6,986.0,Sobol2,Matern,0.00048587871922387016,25.0463875678348,0.9324764655039857
9166,0.6,986.0,Sobol2,RQ,0.003382989830440945,27.370767518053015,0.9193621526235525
9167,0.6,986.0,Sobol2,ESS,0.0007079814540015327,36.13934911922302,0.8594193240790634
9168,0.6,48.0,Grid1296,RBF,0.0004322832822799683,149.01680268387918,-1.2301853374420761
9169,0.6,48.0,Grid1296,Matern,0.000661023391617669,55.592285594061686,0.6896158511831352
9170,0.6,48.0,Grid1296,RQ,0.0029287929005093047,54.41361200930605,0.7026379202393939
9171,0.6,48.0,Grid1296,ESS,0.0003810281223720974,149.01681700623362,-1.230185766138785
9172,0.6,48.0,Grid2401,RBF,0.001088083055284288,358.35921815551586,-11.637201605439298
9173,0.6,48.0,Grid2401,Matern,0.0011143378416697185,35.14754173982179,0.8784363689197828
9174,0.6,48.0,Grid2401,RQ,0.007856051325798035,84.24105380403168,0.30166897806542414
9175,0.6,48.0,Grid2401,ESS,0.001020295156372918,358.3592192142198,-11.637201680107701
9176,0.6,48.0,Sobol1,RBF,0.0010883922047085232,29.160476274387626,0.9087853437823394
9177,0.6,48.0,Sobol1,Matern,0.0010313436057832505,22.972472412262384,0.9433902969218266
9178,0.6,48.0,Sobol1,RQ,0.009163824518521628,25.889993381171195,0.9280982801666741
9179,0.6,48.0,Sobol1,ESS,0.0027765164110395645,26.55592102112901,0.9243518805308832
9180,0.6,48.0,Sobol2,RBF,0.0006354791588253445,32.495542213196195,0.8871282584706057
9181,0.6,48.0,Sobol2,Matern,0.000623791946305169,23.86074422709413,0.9391436892474445
9182,0.6,48.0,Sobol2,RQ,0.005841477115948995,27.833252998917377,0.9171932795720995
9183,0.6,48.0,Sobol2,ESS,0.0011739777856402927,32.4955421217749,0.8871282591057008
9184,0.6,816.0,Grid1296,RBF,0.00035835610495673286,157.22205223159582,-1.4798849640846377
9185,0.6,816.0,Grid1296,Matern,0.0004250176747639974,54.47055251624454,0.7023347243115827
9186,0.6,816.0,Grid1296,RQ,0.002542571889029609,56.934884192306555,0.6747917930328908
9187,0.6,816.0,Grid1296,ESS,0.00015662762853834364,677.5213423487023,-45.05222038433215
9188,0.6,816.0,Grid2401,RBF,0.0009890697399775187,342.87528849592763,-10.637615210978023
