,#,SigC,SigH,EpsC,EpsH,prediction,simulation,simErr,absPredSimDiff,relPredSimDiff,absTargSimDiff,relTargSimDiff
0,0,0.2206555766080876,0.2268967013750174,0.6584256271569691,0.1178471455486035,700.0697401307257,691.004,17,9.065740130725658,0.013119663751187631,-8.995999999999981,-0.012851428571428545
1,1,0.2212829719861961,0.2302185597690036,0.6612046565232382,0.1114667699942952,695.3749141425785,684.153,14,11.221914142578498,0.01640263821481233,-15.84699999999998,-0.0226385714285714
2,2,0.2732425854032088,0.2466710153225595,0.6592639396361929,0.1336822759977299,697.2136426431006,691.907,13,5.306642643100531,0.007669589472429865,-8.092999999999961,-0.011561428571428516
3,3,0.2487927960656738,0.257373862102826,0.6623306511634663,0.129394961303613,639.4570687388093,629.716,14,9.741068738809304,0.015468987192336392,-70.28399999999999,-0.10040571428571428
4,4,0.222702595741322,0.2306124601834889,0.6570704501136337,0.1152379789836947,695.9042738682715,684.328,17,11.576273868271528,0.016916265107187675,-15.672000000000025,-0.022388571428571466
5,5,0.2214974676572277,0.2303620601935057,0.6587195182458377,0.1115382187659505,695.1273952361792,684.029,17,11.098395236179158,0.016225036125923256,-15.971000000000004,-0.02281571428571429
6,6,0.2247110192825902,0.2542825333377375,0.6539604841632409,0.1271302448868287,633.9977448937891,626.966,16,7.031744893789096,0.01121551231452598,-73.03399999999999,-0.1043342857142857
7,7,0.2072715891229022,0.2299146003135677,0.6603114245313333,0.1348761552286835,692.3511819549792,682.95,19,9.401181954979165,0.013765549388650948,-17.049999999999955,-0.024357142857142793
8,8,0.2373260635134269,0.2365368091251778,0.6641030025793928,0.1311819879615672,693.5473262274033,690.254,15,3.293326227403327,0.004771180213955046,-9.745999999999981,-0.013922857142857115
9,9,0.2224629701948845,0.228999154609359,0.661204027295391,0.1156775011755815,698.5555081791033,686.227,16,12.328508179103324,0.017965641368094414,-13.773000000000025,-0.01967571428571432
