,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,690.5934873133044
1,2.0,0.2174897869720152,0.2352752456875191,0.6599816355418152,0.1074447699590246,682.3606582633164
2,3.0,0.2373241066613631,0.2367882833657434,0.6640965439845311,0.1311922015665287,692.9972774795222
3,4.0,0.2373264441403033,0.2365444385024405,0.6641028452614386,0.1311822437797412,693.5309643756419
4,5.0,0.2373260643156291,0.2365368244644631,0.6641030022599409,0.1311819884930812,693.5472933554709
5,6.0,0.2373260635384092,0.2365368095957346,0.6641030025696237,0.1311819879777704,693.5473252192371
6,7.0,0.2373260635137413,0.2365368091311027,0.6641030025792722,0.13118198796177,693.5473262147096
7,8.0,0.2373260635135487,0.2365368091274727,0.6641030025793461,0.1311819879616457,693.5473262224872
8,9.0,0.2373260635134524,0.2365368091256577,0.664103002579383,0.1311819879615836,693.5473262263754
9,10.0,0.2373260635134283,0.236536809125204,0.6641030025793923,0.131181987961568,693.5473262273481
10,11.0,0.2373260635134276,0.2365368091251898,0.6641030025793926,0.1311819879615676,693.5473262273777
11,12.0,0.2373260635134272,0.2365368091251827,0.6641030025793927,0.1311819879615673,693.5473262273924
12,13.0,0.237326063513427,0.2365368091251792,0.6641030025793928,0.1311819879615672,693.5473262274004
13,14.0,0.2373260635134269,0.2365368091251783,0.6641030025793928,0.1311819879615672,693.547326227402
14,15.0,0.2373260635134269,0.2365368091251778,0.6641030025793928,0.1311819879615672,693.5473262274033
