,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,691.6945935350006
1,2.0,0.2128409067811773,0.2354323969796687,0.6576857980172824,0.1097635640863739,678.3033808085711
2,3.0,0.2245813517616321,0.2581836978239525,0.6539465942447579,0.1272884354611185,621.0544881307808
3,4.0,0.224711051688898,0.2542828330804692,0.6539604862383993,0.1271302322470921,633.9967899342284
4,5.0,0.224711045296363,0.2542827738729275,0.6539604858181138,0.1271302347249029,633.9969785677117
5,6.0,0.2247110196835805,0.2542825370509905,0.653960484189682,0.1271302447310307,633.9977330635072
6,7.0,0.2247110192839781,0.2542825333505439,0.6539604841633306,0.127130244886294,633.9977448529905
7,8.0,0.2247110192837824,0.2542825333487371,0.653960484163318,0.1271302448863694,633.997744858746
8,9.0,0.2247110192829997,0.2542825333415098,0.6539604841632674,0.1271302448866713,633.9977448817731
9,10.0,0.2247110192826074,0.2542825333378963,0.653960484163242,0.1271302448868221,633.9977448932832
10,11.0,0.2247110192825951,0.2542825333377834,0.6539604841632413,0.1271302448868268,633.9977448936436
11,12.0,0.2247110192825921,0.2542825333377551,0.653960484163241,0.127130244886828,633.9977448937332
12,13.0,0.2247110192825906,0.254282533337741,0.6539604841632409,0.1271302448868286,633.9977448937766
13,14.0,0.2247110192825902,0.2542825333377375,0.6539604841632409,0.1271302448868287,633.9977448937891
