,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,689.9791928499401
1,2.0,0.2198786823637918,0.2332536535949526,0.6607772942197156,0.1094937794971376,688.4342923755053
2,3.0,0.2212829860939108,0.2302186161115891,0.6612046547622306,0.1114667545444593,695.3748175959777
3,4.0,0.2212829721093631,0.2302185602589332,0.661204656508112,0.111466769860426,695.3749133034464
4,5.0,0.2212829719996827,0.23021855982257,0.6612046565216052,0.1114667699796555,695.3749140508414
5,6.0,0.221282971992826,0.2302185597952994,0.6612046565224333,0.1114667699871154,695.3749140975513
6,7.0,0.2212829719893889,0.2302185597816642,0.661204656522852,0.1114667699908371,695.3749141208987
7,8.0,0.2212829719876689,0.2302185597748468,0.6612046565230599,0.1114667699926975,695.3749141325709
8,9.0,0.2212829719868098,0.2302185597714384,0.661204656523164,0.1114667699936295,695.3749141384078
9,10.0,0.2212829719863802,0.2302185597697342,0.6612046565232159,0.1114667699940955,695.3749141413268
10,11.0,0.2212829719862729,0.2302185597693081,0.6612046565232289,0.111466769994212,695.3749141420549
11,12.0,0.2212829719862191,0.2302185597690951,0.6612046565232355,0.1114667699942702,695.3749141424205
12,13.0,0.2212829719862057,0.2302185597690418,0.6612046565232371,0.1114667699942848,695.3749141425119
13,14.0,0.221282971986199,0.2302185597690152,0.6612046565232379,0.111466769994292,695.3749141425585
14,15.0,0.2212829719861973,0.2302185597690086,0.6612046565232381,0.1114667699942939,695.374914142569
15,16.0,0.2212829719861965,0.2302185597690052,0.6612046565232382,0.1114667699942948,695.3749141425737
16,17.0,0.2212829719861961,0.2302185597690036,0.6612046565232382,0.1114667699942952,695.3749141425785
