,Avg. RMSE
0,0.5984958980708417
1,0.5583035463524901
2,0.37656640042302625
3,0.1072240426345883
4,0.5520546579729592
5,0.5562342028424713
6,0.10879176763702915
7,0.49951497057358923
8,0.485771490699249
9,0.5760430698106814
