,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.3,0.25,0.5,0.125,699.6914997054008
1,2.0,0.2999999998292927,0.2499999981459855,0.4999999999689927,0.125000000044441,699.6915055221943
2,3.0,0.2999999994879418,0.249999994437955,0.4999999999068736,0.1250000001334246,699.6915171558184
3,4.0,0.299999998806645,0.2499999870217403,0.4999999997827467,0.1250000003104512,699.6915404249199
4,5.0,0.2999999987213325,0.2499999860947284,0.4999999997670953,0.1250000003325315,699.6915433333617
5,6.0,0.2999999987000256,0.2499999858629733,0.4999999997632027,0.1250000003380564,699.6915440605007
6,7.0,0.2999999986947024,0.2499999858050342,0.4999999997622268,0.1250000003394367,699.6915442422891
7,8.0,0.2999999986946608,0.2499999858045815,0.4999999997622191,0.1250000003394475,699.69154424371
8,9.0,0.29999999869464,0.2499999858043552,0.4999999997622153,0.1250000003394529,699.6915442444196
9,10.0,0.2999999986946394,0.2499999858043481,0.4999999997622152,0.125000000339453,699.6915442444422
10,11.0,0.299999998694639,0.2499999858043446,0.4999999997622151,0.1250000003394531,699.6915442444538
11,12.0,0.2999999986946389,0.2499999858043428,0.4999999997622151,0.1250000003394532,699.6915442444588
