,#,SigC,SigH,EpsC,EpsH,prediction,simulation,simErr,absPredSimDiff,relPredSimDiff,absTargSimDiff,relTargSimDiff
0,0,0.2999995696624447,0.2499981465395259,0.4999999011225917,0.1250001151049803,702.9464704595989,691.001,13,11.945470459598937,0.01728719706570459,-8.999000000000024,-0.01285571428571432
1,1,0.2999999986946389,0.2499999858043428,0.4999999997622151,0.1250000003394532,699.6915442444588,688.172,15,11.519544244458757,0.016739338776437806,-11.827999999999975,-0.016897142857142822
2,2,0.2999995769592267,0.2499981448526703,0.4999999089162808,0.1250000956423166,702.2750589371215,690.757,13,11.51805893712151,0.01667454537141355,-9.243000000000052,-0.013204285714285788
3,3,0.2999995449931245,0.2499981469339889,0.4999999244460998,0.1250000806239137,702.4356320476974,691.564,13,10.871632047697403,0.015720355668741293,-8.436000000000035,-0.012051428571428623
4,4,0.2999999997585613,0.2499999986846484,0.4999999999564651,0.1250000000445423,701.2417765895137,685.281,18,15.960776589513785,0.023290849431859027,-14.719000000000051,-0.021027142857142928
5,5,0.2999999999219342,0.2499999988108338,0.499999999978465,0.1250000000066606,698.6607676771514,689.463,17,9.197767677151433,0.01334048045674885,-10.537000000000035,-0.015052857142857192
6,6,0.299999997578514,0.2499999862498835,0.4999999996372816,0.125000000309076,700.016918298409,691.669,14,8.347918298409013,0.012069238752075072,-8.331000000000017,-0.011901428571428596
7,7,0.2999999998903113,0.2499999987503334,0.4999999999797125,0.1250000000184489,699.1378200805976,689.73,14,9.407820080597617,0.013639859192144195,-10.269999999999982,-0.014671428571428545
8,8,0.2999998666662806,0.2499980976302795,0.4999999653848425,0.1250000149799969,698.8482642081278,691.375,13,7.47326420812783,0.010809277466104257,-8.625,-0.012321428571428572
9,9,0.2999999999105395,0.2499999986618949,0.4999999999788071,0.1250000000222567,699.3457867945069,691.581,13,7.764786794506904,0.011227588372883153,-8.418999999999983,-0.012027142857142832
