,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.31,0.23,0.6,0.1,780.1031794712367
1,2.0,0.3519417662157371,0.2763267614916501,0.599087476160779,0.1003697521373352,670.5836999466216
2,3.0,0.3340345152134536,0.217106259876207,0.6032487481135396,0.0925469415368102,828.0020958674445
3,4.0,0.3474327794077206,0.2251009070273554,0.603453989510287,0.0917280187820155,826.5683224471311
4,5.0,0.3396785912228391,0.2241642030281464,0.6033539126546319,0.0918704690690392,823.3062965055504
5,6.0,0.2181502825742879,0.2533521116871333,0.6037388036672812,0.0899241792536465,626.4572453544988
6,7.0,0.2138709647706747,0.2586639061293226,0.6034164946883825,0.0937193804488042,607.446826408747
7,8.0,0.2138708633191596,0.2581758248695743,0.6034169936564583,0.0937054160754741,609.1623751062027
8,9.0,0.213870764081284,0.2581681970550771,0.6034169937340725,0.0937052966654721,609.1890568339933
9,10.0,0.2138707640781183,0.2581681968222966,0.603416993734035,0.093705296661823,609.1890576481316
10,11.0,0.2138707640773207,0.2581681967641016,0.603416993734024,0.0937052966609092,609.1890578516634
11,12.0,0.2138707640772217,0.2581681967568272,0.6034169937340226,0.0937052966607943,609.189057877106
12,13.0,0.2138707640756389,0.2581681966404371,0.6034169937339999,0.0937052966589586,609.1890582841713
13,14.0,0.2138707640754404,0.2581681966258884,0.6034169937339977,0.0937052966587286,609.189058335056
14,15.0,0.2138707640753412,0.258168196618614,0.6034169937339966,0.0937052966586136,609.1890583604959
15,16.0,0.2138707640753288,0.2581681966177048,0.6034169937339965,0.0937052966585991,609.1890583636753
