,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.31,0.23,0.6,0.1,777.5454530369241
1,2.0,0.3518899100309506,0.2763736788146256,0.599088360260858,0.1003691392458518,670.5635739282925
2,3.0,0.3335333325259508,0.2174808957629793,0.6071206499064704,0.0943351944513039,823.0787481704414
3,4.0,0.3470342330435979,0.2253064408018501,0.6073049395067257,0.0935650046042928,820.7053063862347
4,5.0,0.3392770455824771,0.2243954583639762,0.6072123350848009,0.0937157837870595,817.9182716841499
5,6.0,0.2197935100242474,0.2610139339212246,0.6079399369652958,0.0910245807341531,603.5824075017549
6,7.0,0.2198394523859869,0.2590642538192528,0.6079453691275579,0.0909182578456898,610.519981407977
7,8.0,0.2198394464833402,0.2590640154794248,0.6079453688955545,0.090918256217745,610.5208125683932
8,9.0,0.2198393990618624,0.259062108768714,0.6079453669779397,0.0909182427790386,610.5274615171888
9,10.0,0.2198393930986531,0.2590618704301604,0.6079453667232468,0.0909182411890762,610.5282926234431
10,11.0,0.2198393692772599,0.2590609170759115,0.60794536582943,0.0909182346990753,610.5316169896664
11,12.0,0.2198393689057161,0.2590609021797351,0.6079453658170609,0.0909182345974091,610.5316689326264
12,13.0,0.219839368811872,0.259060898455719,0.6079453658134776,0.090918234571473,610.5316819177474
13,14.0,0.2198393688111374,0.2590608984266252,0.6079453658134502,0.0909182345712727,610.5316820191929
14,15.0,0.2198393688110459,0.2590608984229884,0.6079453658134467,0.0909182345712474,610.5316820318753
15,16.0,0.2198393688110001,0.2590608984211701,0.6079453658134449,0.0909182345712348,610.5316820382143
