,Avg. RMSE
0,0.09335619784698433
1,0.08627013327908493
2,0.26986774940851693
3,0.26471983646276875
4,0.2257934585086648
5,0.09245424908465626
6,0.1887404351295361
7,0.1259586510039664
8,0.40029265937669956
9,0.23734783665095682
