,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.31,0.23,0.6,0.1,779.6780577198763
1,2.0,0.3519348384630137,0.2763330356638183,0.5990876031888812,0.1003696773124586,670.8764431843483
2,3.0,0.3359509850812692,0.2165966465211267,0.6031845350885819,0.0922736664260385,830.0801852904461
3,4.0,0.3481639123403601,0.2262761882370828,0.6034723154414486,0.0911742632235119,824.8752652829676
4,5.0,0.3404171462354254,0.2252857063323656,0.603378797679807,0.0913558429308587,821.841609885536
5,6.0,0.0914389280623224,0.2478508489788298,0.6030531142085969,0.0906107637618807,625.4489743376737
6,7.0,0.0914389280616797,0.2478508489498539,0.6030531142085654,0.09061076376453,625.4489744234054
7,8.0,0.0914389254252863,0.2478507302654723,0.603053114076264,0.0906107746228996,625.4493255787999
8,9.0,0.0914389253835319,0.2478507284109681,0.6030531140740607,0.0906107747917577,625.4493310655342
9,10.0,0.0914389253828733,0.2478507283819918,0.6030531140740241,0.090610774794398,625.4493311512654
10,11.0,0.0914389253802345,0.2478507282660867,0.6030531140738773,0.0906107748049594,625.4493314941828
11,12.0,0.0914389253801526,0.2478507282624646,0.603053114073872,0.0906107748052894,625.4493315049001
12,13.0,0.0914389253801116,0.2478507282606536,0.6030531140738693,0.0906107748054543,625.4493315102588
13,14.0,0.0914389253800911,0.2478507282597481,0.603053114073868,0.0906107748055368,625.4493315129382
14,15.0,0.0914389253800809,0.2478507282592953,0.6030531140738673,0.0906107748055781,625.4493315142777
15,16.0,0.0914389253800796,0.2478507282592388,0.6030531140738672,0.0906107748055832,625.4493315144442
